,,,,,,,,Playing Time,,,,Performance,,,,,,,,Expected,,,,Progression,,,Per 90 Minutes,,,,,,,,,,
Rk,Player,Nation,Pos,Squad,Comp,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Gls,Ast,G+A,G-PK,G+A-PK,xG,xAG,xG+xAG,npxG,npxG+xAG,Matches
2195,Frederik Rønnow,dk DEN,GK,Union Berlin,de Bundesliga,32-237,1992,21,21,1890,21.0,0,0,0,0,0,0,2,0,0.1,0.1,0.0,0.1,0,1,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
2196,José Sá,pt POR,GK,Wolves,eng Premier League,32-071,1993,22,22,1980,22.0,0,0,0,0,0,0,1,0,0.0,0.0,0.1,0.1,0,2,0,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.01,0.00,0.01,Matches
2197,Elias Saad,tn TUN,FWMF,St. Pauli,de Bundesliga,25-092,1999,13,7,680,7.6,2,2,4,2,0,0,1,0,1.3,1.3,0.6,1.9,21,21,57,0.26,0.26,0.53,0.26,0.53,0.17,0.08,0.25,0.17,0.25,Matches
2198,Youssouf Sabaly,sn SEN,DF,Betis,es La Liga,32-024,1993,18,16,1328,14.8,0,0,0,0,0,0,1,0,0.1,0.1,0.7,0.8,21,40,47,0.00,0.00,0.00,0.00,0.00,0.01,0.05,0.06,0.01,0.06,Matches
2199,Emmanuel Sabbi,us USA,FWMF,Le Havre,fr Ligue 1,27-095,1997,15,7,653,7.3,0,0,0,0,0,0,1,0,1.9,1.9,0.6,2.5,11,15,39,0.00,0.00,0.00,0.00,0.00,0.27,0.08,0.35,0.27,0.35,Matches
2200,Stefano Sabelli,it ITA,DF,Genoa,it Serie A,32-075,1993,25,17,1560,17.3,0,1,1,0,0,0,2,0,0.1,0.1,1.3,1.4,26,61,38,0.00,0.06,0.06,0.00,0.06,0.01,0.07,0.08,0.01,0.08,Matches
2201,Marcel Sabitzer,at AUT,MFFW,Dortmund,de Bundesliga,31-012,1994,23,17,1472,16.4,0,0,0,0,0,0,2,0,1.6,1.6,1.1,2.7,20,90,64,0.00,0.00,0.00,0.00,0.00,0.10,0.07,0.16,0.10,0.16,Matches
2202,Falaye Sacko,ml MLI,DF,Montpellier,fr Ligue 1,29-332,1995,12,11,953,10.6,0,1,1,0,0,0,1,0,0.0,0.0,0.2,0.2,15,47,28,0.00,0.09,0.09,0.00,0.09,0.00,0.01,0.01,0.00,0.01,Matches
2203,Umar Sadiq,ng NGA,FW,Valencia,es La Liga,28-055,1997,8,4,437,4.9,4,0,4,4,0,0,2,0,2.3,2.3,0.5,2.7,6,5,24,0.82,0.00,0.82,0.82,0.82,0.46,0.09,0.56,0.46,0.56,Matches
2204,Umar Sadiq,ng NGA,FW,Real Sociedad,es La Liga,28-055,1997,7,2,227,2.5,0,0,0,0,0,0,1,0,0.2,0.2,0.2,0.4,5,5,18,0.00,0.00,0.00,0.00,0.00,0.09,0.06,0.15,0.09,0.15,Matches
2205,Alexis Saelemaekers,be BEL,DFFW,Roma,it Serie A,25-275,1999,16,12,973,10.8,6,2,8,6,0,0,3,0,1.9,1.9,2.4,4.3,29,43,99,0.55,0.18,0.74,0.55,0.74,0.17,0.23,0.40,0.17,0.40,Matches
2206,Alexis Saelemaekers,be BEL,DFFW,Milan,it Serie A,25-275,1999,1,1,90,1.0,0,0,0,0,0,0,0,0,0.0,0.0,0.1,0.1,7,4,13,0.00,0.00,0.00,0.00,0.00,0.00,0.06,0.06,0.00,0.06,Matches
2207,Jorge Sáenz,es ESP,DF,Leganés,es La Liga,28-132,1996,15,11,985,10.9,1,0,1,1,0,0,3,1,0.5,0.5,0.1,0.6,5,20,0,0.09,0.00,0.09,0.09,0.09,0.05,0.01,0.06,0.05,0.06,Matches
2208,Matvei Safonov,ru RUS,GK,Paris S-G,fr Ligue 1,26-032,1999,7,6,609,6.8,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
2209,Modibo Sagnan,ml MLI,DF,Montpellier,fr Ligue 1,25-349,1999,22,20,1780,19.8,2,0,2,2,0,0,9,0,0.7,0.7,0.6,1.3,13,42,2,0.10,0.00,0.10,0.10,0.10,0.04,0.03,0.07,0.04,0.07,Matches
2210,Richie Sagrado,be BEL,DF,Venezia,it Serie A,21-058,2004,3,3,140,1.6,0,0,0,0,0,0,1,0,0.1,0.1,0.0,0.1,0,2,5,0.00,0.00,0.00,0.00,0.00,0.03,0.00,0.03,0.03,0.03,Matches
2211,Osame Sahraoui,ma MAR,FWMF,Lille,fr Ligue 1,23-291,2001,22,10,1117,12.4,3,3,6,3,0,0,1,0,2.8,2.8,3.1,5.9,61,79,146,0.24,0.24,0.48,0.24,0.48,0.23,0.25,0.48,0.23,0.48,Matches
2212,Wesley Saïd,fr FRA,FW,Lens,fr Ligue 1,29-344,1995,17,9,717,8.0,2,0,2,2,0,0,3,0,3.0,3.0,0.8,3.7,12,17,40,0.25,0.00,0.25,0.25,0.25,0.37,0.09,0.47,0.37,0.47,Matches
2213,Théo Sainte-Luce,fr FRA,DF,Montpellier,fr Ligue 1,26-160,1998,11,6,646,7.2,1,0,1,1,0,0,3,0,0.9,0.9,0.6,1.5,11,14,22,0.14,0.00,0.14,0.14,0.14,0.13,0.08,0.21,0.13,0.21,Matches
2214,Bukayo Saka,eng ENG,FWMF,Arsenal,eng Premier League,23-205,2001,16,16,1268,14.1,5,10,15,4,1,1,3,0,4.2,3.4,5.8,9.2,72,53,195,0.35,0.71,1.06,0.28,0.99,0.30,0.41,0.71,0.24,0.65,Matches
2215,Faik Sakar,de GER,MF,RB Leipzig,de Bundesliga,17-074,2008,1,0,1,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
2216,Marco Sala,it ITA,DF,Como,it Serie A,25-298,1999,8,3,261,2.9,0,0,0,0,0,0,3,0,0.0,0.0,0.1,0.1,10,16,16,0.00,0.00,0.00,0.00,0.00,0.00,0.04,0.04,0.00,0.04,Matches
2217,Marco Sala,it ITA,DF,Lecce,it Serie A,25-298,1999,1,0,27,0.3,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,5,4,7,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
2218,Ibrahim Salah,ma MAR,FW,Brest,fr Ligue 1,23-211,2001,12,4,358,4.0,1,1,2,1,0,0,0,0,0.6,0.6,0.6,1.1,15,7,40,0.25,0.25,0.50,0.25,0.50,0.15,0.14,0.29,0.15,0.29,Matches
2219,Mohamed Salah,eg EGY,FW,Liverpool,eng Premier League,32-287,1992,29,29,2568,28.5,27,17,44,18,9,9,1,0,22.0,15.0,11.2,26.2,122,110,364,0.95,0.60,1.54,0.63,1.23,0.77,0.39,1.16,0.52,0.92,Matches
2220,Anass Salah-Eddine,nl NED,DF,Roma,it Serie A,23-070,2002,3,2,152,1.7,0,1,1,0,0,0,0,0,0.3,0.3,0.1,0.5,8,2,15,0.00,0.59,0.59,0.00,0.59,0.19,0.08,0.27,0.19,0.27,Matches
2221,Amine Salama,fr FRA,FW,Reims,fr Ligue 1,24-254,2000,17,2,373,4.1,0,0,0,0,0,0,0,0,0.7,0.7,0.3,1.0,12,9,28,0.00,0.00,0.00,0.00,0.00,0.17,0.08,0.25,0.17,0.25,Matches
2222,Jan Salas,es ESP,MF,Mallorca,es La Liga,19-231,2005,2,0,19,0.2,0,0,0,0,0,0,0,0,0.1,0.1,0.0,0.1,0,0,0,0.00,0.00,0.00,0.00,0.00,0.27,0.00,0.27,0.27,0.27,Matches
2223,Kike Salas,es ESP,DF,Sevilla,es La Liga,22-340,2002,22,16,1475,16.4,1,2,3,1,0,0,3,0,0.9,0.9,0.6,1.5,5,45,12,0.06,0.12,0.18,0.06,0.18,0.06,0.04,0.09,0.06,0.09,Matches
2224,Manolis Saliakas,gr GRE,MFDF,St. Pauli,de Bundesliga,28-198,1996,22,18,1630,18.1,1,0,1,1,0,0,3,0,1.1,1.1,1.7,2.8,25,74,67,0.06,0.00,0.06,0.06,0.06,0.06,0.09,0.15,0.06,0.15,Matches
2225,William Saliba,fr FRA,DF,Arsenal,eng Premier League,24-005,2001,27,27,2364,26.3,2,0,2,2,0,0,2,1,2.1,2.1,0.5,2.6,13,113,6,0.08,0.00,0.08,0.08,0.08,0.08,0.02,0.10,0.08,0.10,Matches
2226,Mohammed Salisu,gh GHA,DF,Monaco,fr Ligue 1,25-346,1999,14,11,1021,11.3,1,0,1,1,0,0,2,0,0.8,0.8,0.1,0.8,8,68,3,0.09,0.00,0.09,0.09,0.09,0.07,0.00,0.07,0.07,0.07,Matches
2227,Roland Sallai,hu HUN,FWMF,Freiburg,de Bundesliga,27-311,1997,2,0,46,0.5,0,0,0,0,0,0,0,0,0.1,0.1,0.1,0.2,4,3,2,0.00,0.00,0.00,0.00,0.00,0.25,0.16,0.41,0.25,0.41,Matches
2228,Yoann Salmier,gf GUF,DF,Le Havre,fr Ligue 1,32-128,1992,13,9,797,8.9,0,0,0,0,0,0,3,0,0.8,0.8,0.2,1.1,7,24,1,0.00,0.00,0.00,0.00,0.00,0.10,0.02,0.12,0.10,0.12,Matches
2229,Lazar Samardzic,rs SRB,MFFW,Atalanta,it Serie A,23-033,2002,26,6,992,11.0,2,1,3,2,0,0,2,0,1.9,1.9,1.7,3.6,44,75,91,0.18,0.09,0.27,0.18,0.27,0.17,0.15,0.32,0.17,0.32,Matches
2230,Diadie Samassékou,ml MLI,MF,Hoffenheim,de Bundesliga,29-077,1996,8,6,290,3.2,0,0,0,0,0,0,0,0,0.1,0.1,0.0,0.1,3,11,2,0.00,0.00,0.00,0.00,0.00,0.02,0.00,0.02,0.02,0.02,Matches
2231,Mama Samba Baldé,gw GNB,FW,Lyon,fr Ligue 1,29-143,1995,2,0,33,0.4,0,0,0,0,0,0,0,0,0.1,0.1,0.0,0.1,1,1,2,0.00,0.00,0.00,0.00,0.00,0.31,0.00,0.31,0.31,0.31,Matches
2232,Mama Samba Baldé,gw GNB,FW,Brest,fr Ligue 1,29-143,1995,20,11,990,11.0,2,3,5,2,0,0,2,0,2.5,2.5,2.0,4.5,30,17,90,0.18,0.27,0.45,0.18,0.45,0.22,0.18,0.41,0.22,0.41,Matches
2233,Brice Samba,fr FRA,GK,Rennes,fr Ligue 1,30-338,1994,9,9,810,9.0,0,0,0,0,0,0,3,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
2234,Brice Samba,fr FRA,GK,Lens,fr Ligue 1,30-338,1994,15,15,1350,15.0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
2235,Albert Sambi Lokonga,be BEL,MF,Sevilla,es La Liga,25-158,1999,17,12,1183,13.1,0,2,2,0,0,0,4,0,0.4,0.4,0.6,1.0,21,75,15,0.00,0.15,0.15,0.00,0.15,0.03,0.05,0.08,0.03,0.08,Matches
2236,Junior Sambia,fr FRA,DFFW,Empoli,it Serie A,28-203,1996,11,1,244,2.7,0,0,0,0,0,0,0,0,0.3,0.3,0.1,0.4,1,14,11,0.00,0.00,0.00,0.00,0.00,0.11,0.04,0.15,0.11,0.15,Matches
2237,Chuky san jose,es ESP,MFFW,Valladolid,es La Liga,20-334,2004,10,4,346,3.8,0,0,0,0,0,0,1,0,0.3,0.3,0.5,0.8,2,3,10,0.00,0.00,0.00,0.00,0.00,0.08,0.13,0.21,0.08,0.21,Matches
2238,Antonio Sanabria,py PAR,FW,Torino,it Serie A,29-025,1996,21,14,1122,12.5,2,1,3,2,0,1,1,0,2.7,1.9,0.5,2.4,6,15,47,0.16,0.08,0.24,0.16,0.24,0.22,0.04,0.26,0.16,0.19,Matches
2239,Oihan Sancet,es ESP,MF,Athletic Club,es La Liga,24-338,2000,21,17,1347,15.0,13,1,14,11,2,2,2,0,8.3,6.7,1.4,8.1,42,78,100,0.87,0.07,0.94,0.73,0.80,0.55,0.09,0.65,0.45,0.54,Matches
2240,Alexis Sánchez,cl CHI,FW,Udinese,it Serie A,36-100,1988,9,5,350,3.9,0,0,0,0,0,0,0,0,0.6,0.6,0.1,0.6,2,16,18,0.00,0.00,0.00,0.00,0.00,0.14,0.02,0.16,0.14,0.16,Matches
2241,Antonio Sánchez,es ESP,MFDF,Mallorca,es La Liga,28-087,1997,23,7,928,10.3,0,0,0,0,0,0,2,0,0.8,0.8,0.6,1.4,13,28,34,0.00,0.00,0.00,0.00,0.00,0.08,0.06,0.13,0.08,0.13,Matches
2242,Iván Sánchez,es ESP,MFFW,Valladolid,es La Liga,32-187,1992,23,8,951,10.6,1,1,2,1,0,0,4,0,0.3,0.3,1.5,1.8,40,50,66,0.09,0.09,0.19,0.09,0.19,0.03,0.14,0.17,0.03,0.17,Matches
2243,Javi Sánchez,es ESP,DF,Valladolid,es La Liga,28-015,1997,21,21,1749,19.4,1,0,1,1,0,0,4,0,0.4,0.4,0.3,0.7,4,23,4,0.05,0.00,0.05,0.05,0.05,0.02,0.02,0.03,0.02,0.03,Matches
2244,Juanlu Sánchez,es ESP,MFDF,Sevilla,es La Liga,21-226,2003,23,12,1146,12.7,4,3,7,4,0,0,4,1,1.8,1.8,1.1,2.9,24,39,47,0.31,0.24,0.55,0.31,0.55,0.14,0.09,0.23,0.14,0.23,Matches
2245,Manu Sánchez,es ESP,DF,Alavés,es La Liga,24-217,2000,24,21,1865,20.7,1,0,1,1,0,0,6,0,1.6,1.6,0.4,2.1,34,61,72,0.05,0.00,0.05,0.05,0.05,0.08,0.02,0.10,0.08,0.10,Matches
2246,Robert Sánchez,es ESP,GK,Chelsea,eng Premier League,27-131,1997,23,23,2070,23.0,0,0,0,0,0,0,5,0,0.0,0.0,0.0,0.0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
2247,Jadon Sancho,eng ENG,FW,Chelsea,eng Premier League,25-004,2000,23,16,1430,15.9,2,4,6,2,0,0,1,0,1.6,1.6,3.2,4.8,83,71,177,0.13,0.25,0.38,0.13,0.38,0.10,0.20,0.30,0.10,0.30,Matches
2248,Philipp Sander,de GER,MF,Gladbach,de Bundesliga,27-036,1998,24,14,1250,13.9,1,0,1,1,0,0,2,0,1.0,1.0,0.6,1.6,12,53,25,0.07,0.00,0.07,0.07,0.07,0.07,0.04,0.12,0.07,0.12,Matches
2249,James Sands,us USA,MFDF,St. Pauli,de Bundesliga,24-266,2000,7,5,453,5.0,0,0,0,0,0,0,1,0,0.1,0.1,0.0,0.1,0,16,6,0.00,0.00,0.00,0.00,0.00,0.01,0.00,0.01,0.01,0.01,Matches
2250,Leroy Sané,de GER,FW,Bayern Munich,de Bundesliga,29-077,1996,22,12,1136,12.6,7,4,11,7,0,0,2,0,6.3,6.3,4.0,10.3,44,41,183,0.55,0.32,0.87,0.55,0.87,0.50,0.32,0.82,0.50,0.82,Matches
2251,Arouna Sangante,sn SEN,DF,Le Havre,fr Ligue 1,22-351,2002,10,10,792,8.8,2,0,2,2,0,0,3,1,0.5,0.5,0.1,0.6,8,33,1,0.23,0.00,0.23,0.23,0.23,0.05,0.01,0.06,0.05,0.06,Matches
2252,Ibrahim Sangaré,ci CIV,MF,Nott'ham Forest,eng Premier League,27-117,1997,7,3,274,3.0,0,1,1,0,0,0,2,0,0.0,0.0,0.3,0.3,0,11,2,0.00,0.33,0.33,0.00,0.33,0.01,0.10,0.11,0.01,0.11,Matches
2253,Nhoa Sangui,fr FRA,DFMF,Reims,fr Ligue 1,19-030,2006,21,9,949,10.5,0,1,1,0,0,0,3,0,0.1,0.1,0.3,0.4,12,35,44,0.00,0.09,0.09,0.00,0.09,0.01,0.03,0.04,0.01,0.04,Matches
2254,Maroan Sannadi,es ESP,FW,Athletic Club,es La Liga,24-056,2001,6,2,238,2.6,1,0,1,1,0,0,0,0,1.9,1.9,0.2,2.1,5,10,22,0.38,0.00,0.38,0.38,0.38,0.72,0.08,0.80,0.72,0.80,Matches
2255,Kaishu Sano,jp JPN,MF,Mainz 05,de Bundesliga,24-089,2000,26,26,2323,25.8,0,0,0,0,0,0,3,0,0.6,0.6,0.7,1.3,31,126,35,0.00,0.00,0.00,0.00,0.00,0.02,0.03,0.05,0.02,0.05,Matches
2256,Nicola Sansone,it ITA,MFFW,Lecce,it Serie A,33-200,1991,5,0,65,0.7,0,0,0,0,0,0,1,0,0.2,0.2,0.0,0.3,0,1,5,0.00,0.00,0.00,0.00,0.00,0.30,0.06,0.36,0.30,0.36,Matches
2257,Baptiste Santamaria,fr FRA,MF,Nice,fr Ligue 1,30-020,1995,8,8,666,7.4,0,0,0,0,0,0,0,0,0.8,0.8,0.8,1.6,6,34,8,0.00,0.00,0.00,0.00,0.00,0.11,0.11,0.22,0.11,0.22,Matches
2258,Baptiste Santamaria,fr FRA,MF,Rennes,fr Ligue 1,30-020,1995,10,5,482,5.4,0,1,1,0,0,0,1,0,0.1,0.1,0.3,0.4,3,28,9,0.00,0.19,0.19,0.00,0.19,0.02,0.05,0.07,0.02,0.07,Matches
2259,Jesús Santiago,es ESP,MF,Getafe,es La Liga,20-308,2004,15,4,317,3.5,0,0,0,0,0,0,5,0,0.0,0.0,0.0,0.0,2,12,4,0.00,0.00,0.00,0.00,0.00,0.01,0.00,0.01,0.01,0.01,Matches
2260,Andrey Santos,br BRA,MF,Strasbourg,fr Ligue 1,20-330,2004,25,25,2225,24.7,9,1,10,9,0,0,6,0,3.9,3.9,2.7,6.5,24,115,21,0.36,0.04,0.40,0.36,0.40,0.16,0.11,0.26,0.16,0.26,Matches
2261,Kauã Santos,br BRA,GK,Eint Frankfurt,de Bundesliga,21-352,2003,6,5,495,5.5,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
2262,Tiago Santos,pt POR,DF,Lille,fr Ligue 1,22-249,2002,7,4,404,4.5,0,0,0,0,0,0,1,0,0.4,0.4,0.6,1.0,24,17,43,0.00,0.00,0.00,0.00,0.00,0.09,0.13,0.22,0.09,0.22,Matches
2263,Pablo Sarabia,es ESP,MFFW,Wolves,eng Premier League,32-322,1992,15,6,564,6.3,1,1,2,1,0,0,2,0,2.5,2.5,0.7,3.2,11,46,45,0.16,0.16,0.32,0.16,0.32,0.40,0.11,0.51,0.40,0.51,Matches
2264,Jeremy Sarmiento,ec ECU,MF,Brighton,eng Premier League,22-286,2002,1,0,9,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,2,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
2265,Amin Sarr,se SWE,FW,Hellas Verona,it Serie A,24-018,2001,23,16,1233,13.7,3,1,4,3,0,0,0,0,1.8,1.8,2.0,3.8,21,29,64,0.22,0.07,0.29,0.22,0.29,0.13,0.14,0.28,0.13,0.28,Matches
2266,Ismaila Sarr,sn SEN,MFFW,Crystal Palace,eng Premier League,27-032,1998,28,21,1930,21.4,7,3,10,7,0,0,3,0,7.8,7.8,5.7,13.5,52,61,140,0.33,0.14,0.47,0.33,0.47,0.36,0.27,0.63,0.36,0.63,Matches
2267,Malang Sarr,fr FRA,DF,Lens,fr Ligue 1,26-065,1999,14,11,1017,11.3,0,0,0,0,0,0,0,0,0.2,0.2,0.1,0.3,3,37,1,0.00,0.00,0.00,0.00,0.00,0.02,0.01,0.03,0.02,0.03,Matches
2268,Mamadou Sarr,fr FRA,DF,Strasbourg,fr Ligue 1,19-212,2005,21,21,1847,20.5,0,1,1,0,0,0,3,0,0.6,0.6,0.3,0.9,5,40,1,0.00,0.05,0.05,0.00,0.05,0.03,0.01,0.04,0.03,0.04,Matches
2269,Martin Satriano,uy URU,FWDF,Lens,fr Ligue 1,24-037,2001,4,0,41,0.5,0,0,0,0,0,0,0,0,0.3,0.3,0.1,0.5,2,1,11,0.00,0.00,0.00,0.00,0.00,0.71,0.26,0.98,0.71,0.98,Matches
2270,Razvan Sava,ro ROU,GK,Udinese,it Serie A,22-281,2002,12,12,1080,12.0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
2271,Téji Savanier,fr FRA,MF,Montpellier,fr Ligue 1,33-097,1991,23,23,1967,21.9,2,5,7,0,2,2,3,1,3.8,2.2,6.3,8.6,25,150,95,0.09,0.23,0.32,0.00,0.23,0.17,0.29,0.46,0.10,0.39,Matches
2272,Sávio,br BRA,FWMF,Manchester City,eng Premier League,20-353,2004,24,19,1564,17.4,1,7,8,1,0,0,3,0,4.6,4.6,5.7,10.3,125,62,214,0.06,0.40,0.46,0.06,0.46,0.27,0.33,0.60,0.27,0.60,Matches
2273,Nicolò Savona,it ITA,DF,Juventus,it Serie A,22-010,2003,22,16,1405,15.6,2,1,3,2,0,0,3,0,0.5,0.5,1.2,1.6,31,52,39,0.13,0.06,0.19,0.13,0.19,0.03,0.08,0.10,0.03,0.10,Matches
2274,Saba Sazonov,ge GEO,DF,Torino,it Serie A,23-056,2002,1,0,3,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
2275,Joe Scally,us USA,DF,Gladbach,de Bundesliga,22-088,2002,24,24,2010,22.3,0,0,0,0,0,0,5,0,0.4,0.4,1.0,1.3,42,54,50,0.00,0.00,0.00,0.00,0.00,0.02,0.04,0.06,0.02,0.06,Matches
2276,Giorgio Scalvini,it ITA,DF,Atalanta,it Serie A,21-108,2003,6,4,272,3.0,0,0,0,0,0,0,2,0,0.1,0.1,0.0,0.1,5,20,7,0.00,0.00,0.00,0.00,0.00,0.05,0.00,0.05,0.05,0.05,Matches
2277,Gianluca Scamacca,it ITA,FW,Atalanta,it Serie A,26-087,1999,1,0,6,0.1,0,0,0,0,0,0,0,0,0.1,0.1,0.0,0.1,0,0,0,0.00,0.00,0.00,0.00,0.00,1.29,0.00,1.29,1.29,1.29,Matches
2278,Oliver Scarles,eng ENG,DF,West Ham,eng Premier League,19-107,2005,10,3,406,4.5,0,0,0,0,0,0,1,0,0.1,0.1,0.0,0.1,6,15,33,0.00,0.00,0.00,0.00,0.00,0.02,0.00,0.03,0.02,0.03,Matches
2279,Dane Scarlett,eng ENG,FWMF,Tottenham,eng Premier League,21-005,2004,3,0,34,0.4,0,1,1,0,0,0,0,0,0.0,0.0,0.0,0.1,1,1,1,0.00,2.65,2.65,0.00,2.65,0.09,0.12,0.22,0.09,0.22,Matches
2280,Kevin Schade,de GER,FW,Brentford,eng Premier League,23-122,2001,29,17,1575,17.5,7,2,9,7,0,0,2,0,5.8,5.8,2.7,8.4,43,30,118,0.40,0.11,0.51,0.40,0.51,0.33,0.15,0.48,0.33,0.48,Matches
2281,András Schäfer,hu HUN,MF,Union Berlin,de Bundesliga,25-350,1999,18,11,992,11.0,1,1,2,1,0,0,2,0,0.5,0.5,0.8,1.3,14,42,28,0.09,0.09,0.18,0.09,0.18,0.05,0.07,0.12,0.05,0.12,Matches
2282,Fabian Schär,ch SUI,DF,Newcastle Utd,eng Premier League,33-099,1991,24,23,2052,22.8,2,0,2,2,0,0,5,1,1.6,1.6,0.3,1.9,12,74,16,0.09,0.00,0.09,0.09,0.09,0.07,0.01,0.08,0.07,0.08,Matches
2283,Patrik Schick,cz CZE,FW,Leverkusen,de Bundesliga,29-064,1996,24,14,1231,13.7,17,0,17,17,0,0,4,0,10.4,10.4,0.6,11.0,5,16,85,1.24,0.00,1.24,1.24,1.24,0.76,0.04,0.80,0.76,0.80,Matches
2284,Stefan Schimmer,de GER,FWMF,Heidenheim,de Bundesliga,30-335,1994,10,0,222,2.5,0,0,0,0,0,0,1,0,1.1,1.1,0.3,1.3,0,3,15,0.00,0.00,0.00,0.00,0.00,0.43,0.10,0.54,0.43,0.54,Matches
2285,Joël Schingtienne,be BEL,DF,Venezia,it Serie A,22-229,2002,9,6,601,6.7,0,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,3,12,2,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
2286,Xaver Schlager,at AUT,MF,RB Leipzig,de Bundesliga,27-182,1997,4,2,181,2.0,0,0,0,0,0,0,1,0,0.1,0.1,0.7,0.8,5,6,2,0.00,0.00,0.00,0.00,0.00,0.03,0.35,0.38,0.03,0.38,Matches
2287,Keven Schlotterbeck,de GER,DF,Augsburg,de Bundesliga,27-335,1997,16,14,1177,13.1,3,1,4,3,0,0,4,1,0.8,0.8,0.6,1.3,2,53,2,0.23,0.08,0.31,0.23,0.31,0.06,0.04,0.10,0.06,0.10,Matches
2288,Nico Schlotterbeck,de GER,DF,Dortmund,de Bundesliga,25-118,1999,22,22,1892,21.0,0,2,2,0,0,0,6,2,1.2,1.2,1.5,2.7,36,194,14,0.00,0.10,0.10,0.00,0.10,0.06,0.07,0.13,0.06,0.13,Matches
2289,Jeffrey Schlupp,gh GHA,MFDF,Crystal Palace,eng Premier League,32-096,1992,12,0,103,1.1,0,0,0,0,0,0,0,0,0.2,0.2,0.2,0.3,4,5,9,0.00,0.00,0.00,0.00,0.00,0.14,0.14,0.28,0.14,0.28,Matches
2290,Romano Schmid,at AUT,MF,Werder Bremen,de Bundesliga,25-061,2000,24,24,2137,23.7,3,3,6,3,0,0,3,0,2.8,2.8,4.5,7.3,83,212,151,0.13,0.13,0.25,0.13,0.25,0.12,0.19,0.31,0.12,0.31,Matches
2291,Niklas Schmidt,de GER,MF,Toulouse,fr Ligue 1,27-028,1998,9,2,205,2.3,0,1,1,0,0,0,0,0,0.1,0.1,0.7,0.8,2,23,1,0.00,0.44,0.44,0.00,0.44,0.03,0.31,0.34,0.03,0.34,Matches
2292,Jan Schöppner,de GER,MF,Heidenheim,de Bundesliga,25-290,1999,25,24,2065,22.9,3,2,5,3,0,0,5,0,3.1,3.1,3.0,6.0,28,81,36,0.13,0.09,0.22,0.13,0.22,0.13,0.13,0.26,0.13,0.26,Matches
2293,Marvin Schulz,de GER,DFMF,Holstein Kiel,de Bundesliga,30-073,1995,10,3,274,3.0,0,0,0,0,0,0,2,0,0.0,0.0,0.7,0.7,4,10,1,0.00,0.00,0.00,0.00,0.00,0.01,0.22,0.23,0.01,0.23,Matches
2294,Alexander Schwolow,de GER,GK,Union Berlin,de Bundesliga,32-300,1992,5,5,450,5.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
2295,Léo Scienza,br BRA,FWMF,Heidenheim,de Bundesliga,26-197,1998,21,12,1000,11.1,3,2,5,3,0,0,0,0,1.9,1.9,3.2,5.0,61,27,78,0.27,0.18,0.45,0.27,0.45,0.17,0.29,0.45,0.17,0.45,Matches
2296,Alex Scott,eng ENG,MF,Bournemouth,eng Premier League,21-220,2003,12,2,380,4.2,0,0,0,0,0,0,1,0,0.3,0.3,0.3,0.6,8,42,17,0.00,0.00,0.00,0.00,0.00,0.06,0.07,0.13,0.06,0.13,Matches
