,,,,,,,,,Touches,,,,,,,Take-Ons,,,,,Carries,,,,,,,,Receiving,,
Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,Touches,Def Pen,Def 3rd,Mid 3rd,Att 3rd,Att Pen,Live,Att,Succ,Succ%,Tkld,Tkld%,Carries,TotDist,PrgDist,PrgC,1/3,CPA,Mis,Dis,Rec,PrgR,Matches
1977,Rui Patrício,pt POR,GK,Atalanta,it Serie A,37-042,1988,2.0,68,56,68,0,0,0,68,0,0,,0,,46,222,128,0,0,0,0,0,34,0,Matches
1978,Nathan Patterson,sct SCO,DFFW,Everton,eng Premier League,23-164,2001,1.4,99,4,20,45,36,3,99,7,6,85.7,0,0.0,40,186,105,4,2,2,3,1,52,7,Matches
1979,Benjamin Pavard,fr FRA,DF,Inter,it Serie A,29-001,1996,15.4,1152,87,396,616,147,33,1152,2,0,0.0,1,50.0,763,4264,1946,13,19,1,4,0,895,24,Matches
1980,Aleksandar Pavlovic,de GER,MF,Bayern Munich,de Bundesliga,20-330,2004,11.6,1230,11,138,821,276,10,1230,4,4,100.0,0,0.0,730,3149,1356,8,28,3,11,1,1032,30,Matches
1981,Strahinja Pavlović,rs SRB,DF,Milan,it Serie A,23-309,2001,13.0,1019,86,449,520,59,10,1019,8,2,25.0,3,37.5,693,4011,2532,32,21,0,12,3,741,4,Matches
1982,Leonardo Pavoletti,it ITA,FWMF,Cagliari,it Serie A,36-123,1988,3.5,169,2,9,81,80,25,169,1,0,0.0,0,0.0,67,138,57,1,2,0,12,0,127,19,Matches
1983,Martín Payero,ar ARG,MF,Udinese,it Serie A,26-199,1998,12.1,521,10,77,289,167,17,521,42,21,50.0,18,42.9,293,1750,831,24,25,5,23,11,312,33,Matches
1984,Nicolas Pays,fr FRA,FWMF,Montpellier,fr Ligue 1,21-234,2003,1.3,74,1,6,24,48,10,74,4,1,25.0,3,75.0,49,385,198,7,10,1,3,2,55,19,Matches
1985,Nicolás Paz,ar ARG,MFFW,Como,it Serie A,20-202,2004,23.0,1293,17,185,616,520,74,1292,112,57,50.9,48,42.9,831,4826,2280,65,52,14,82,35,949,120,Matches
1986,Mads Pedersen,dk DEN,DF,Augsburg,de Bundesliga,28-209,1996,2.6,118,6,32,43,46,5,118,7,2,28.6,5,71.4,53,250,111,1,3,1,4,1,57,10,Matches
1987,Marcus Pedersen,no NOR,DF,Torino,it Serie A,24-256,2000,12.7,526,27,125,195,213,27,526,20,6,30.0,14,70.0,281,1829,909,37,18,9,20,12,311,69,Matches
1988,Alfonso Pedraza,es ESP,DF,Villarreal,es La Liga,28-354,1996,0.5,45,1,4,13,28,5,45,4,1,25.0,3,75.0,33,173,101,4,1,1,1,0,37,12,Matches
1989,Pedri,es ESP,MF,Barcelona,es La Liga,22-124,2002,23.3,2014,24,193,1201,637,43,2014,43,28,65.1,14,32.6,1270,6852,3290,63,63,5,38,24,1534,93,Matches
1990,Pedro,es ESP,FWMF,Lazio,it Serie A,37-244,1987,8.8,472,4,53,240,185,35,471,24,11,45.8,8,33.3,271,1812,883,26,14,8,17,17,356,60,Matches
1991,Kévin Pedro,fr FRA,DF,Saint-Étienne,fr Ligue 1,19-036,2006,0.1,17,4,8,8,1,0,17,1,1,100.0,0,0.0,8,60,38,2,0,0,0,0,4,1,Matches
1992,Adrià Pedrosa,es ESP,DF,Sevilla,es La Liga,26-320,1998,18.9,1117,68,389,476,263,12,1117,26,13,50.0,12,46.2,443,2554,1399,30,34,3,30,11,601,68,Matches
1993,Jordan Pefok,us USA,FW,Union Berlin,de Bundesliga,28-337,1996,10.1,326,23,55,157,122,43,326,13,7,53.8,6,46.2,158,535,204,3,6,0,24,17,212,40,Matches
1994,Pejiño,es ESP,FW,Las Palmas,es La Liga,28-243,1996,0.2,9,0,2,3,4,0,9,0,0,,0,,9,57,17,1,0,0,1,0,7,2,Matches
1995,Pietro Pellegri,it ITA,FW,Empoli,it Serie A,24-012,2001,4.6,128,4,7,66,58,14,128,14,5,35.7,7,50.0,80,682,215,12,6,6,16,15,91,28,Matches
1996,Lorenzo Pellegrini,it ITA,MF,Roma,it Serie A,28-283,1996,15.4,708,19,90,349,279,39,707,22,10,45.5,12,54.5,388,2344,974,22,21,4,25,15,505,71,Matches
1997,Luca Pellegrini,it ITA,DF,Lazio,it Serie A,26-022,1999,6.1,427,15,109,198,129,5,427,16,7,43.8,9,56.3,206,1079,646,13,15,1,11,6,258,28,Matches
1998,Mateo Pellegrino,ar ARG,FW,Parma,it Serie A,24-028,2001,1.6,50,1,2,22,27,7,50,1,1,100.0,0,0.0,40,113,32,2,1,0,5,2,46,11,Matches
1999,Théo Pellenard,fr FRA,DF,Auxerre,fr Ligue 1,31-025,1994,0.5,28,6,13,8,7,0,28,0,0,,0,,7,25,17,1,0,0,1,0,11,1,Matches
2000,Andy Pelmard,fr FRA,DF,Lecce,it Serie A,25-017,2000,1.4,48,5,23,20,7,0,48,1,1,100.0,0,0.0,19,72,24,1,1,0,0,0,19,0,Matches
2001,Andy Pelmard,fr FRA,DF,Las Palmas,es La Liga,25-017,2000,2.3,152,11,50,77,25,0,152,2,1,50.0,0,0.0,71,418,159,1,1,0,3,0,90,5,Matches
2002,Timothee Pembele,fr FRA,DF,Le Havre,fr Ligue 1,22-201,2002,8.7,465,38,193,179,102,15,465,24,12,50.0,11,45.8,242,1436,734,20,11,3,13,8,271,36,Matches
2003,Faris Pemi Moumbagna,cm CMR,FW,Marseille,fr Ligue 1,24-271,2000,0.1,0,0,0,0,0,0,0,0,0,,0,,1,2,0,0,0,0,0,1,1,0,Matches
2004,Iñaki Peña ,es ESP,GK,Barcelona,es La Liga,26-027,1999,14.5,624,435,608,16,0,0,624,0,0,,0,,371,1656,939,0,0,0,0,0,338,0,Matches
2005,Rubén Peña,es ESP,FWDF,Osasuna,es La Liga,33-254,1991,7.2,343,12,51,136,157,16,343,26,10,38.5,13,50.0,189,916,449,15,9,4,20,10,211,46,Matches
2006,Nicolas Pépé,ci CIV,FWMF,Villarreal,es La Liga,29-304,1995,10.0,543,10,48,181,324,56,543,38,16,42.1,18,47.4,338,2221,1219,40,28,17,32,12,419,108,Matches
2007,Peque,es ESP,FWMF,Sevilla,es La Liga,22-176,2002,8.9,338,3,43,177,121,23,338,16,6,37.5,8,50.0,189,874,402,9,9,1,18,21,245,28,Matches
2008,Óscar Perea,co COL,MF,Strasbourg,fr Ligue 1,19-183,2005,0.1,5,0,0,4,1,0,5,1,1,100.0,0,0.0,3,33,11,1,0,0,1,0,4,2,Matches
2009,Andreas Pereira,br BRA,MF,Fulham,eng Premier League,29-087,1996,17.5,948,14,132,398,430,31,947,25,11,44.0,6,24.0,484,2217,1066,21,29,6,19,17,568,66,Matches
2010,Mathias Pereira Lage,pt POR,FWMF,Brest,fr Ligue 1,28-119,1996,10.2,441,16,82,171,192,22,441,16,6,37.5,9,56.3,175,929,361,13,8,2,27,13,224,61,Matches
2011,Pedro Pereira,pt POR,DF,Monza,it Serie A,27-066,1998,22.1,956,66,318,395,249,27,956,24,13,54.2,11,45.8,526,2593,1341,42,28,6,22,15,582,91,Matches
2012,Ricardo Pereira,pt POR,DF,Leicester City,eng Premier League,31-174,1993,1.7,117,5,31,66,20,2,117,1,0,0.0,1,100.0,68,173,59,1,2,1,1,0,70,3,Matches
2013,Gastón Pereiro,uy URU,MF,Genoa,it Serie A,29-291,1995,0.3,17,1,3,6,8,2,17,0,0,,0,,7,22,6,0,0,0,0,0,13,2,Matches
2014,Daniel Peretz,il ISR,GK,Bayern Munich,de Bundesliga,24-262,2000,3.0,106,63,97,9,0,0,106,0,0,,0,,67,338,177,0,0,0,0,0,77,0,Matches
2015,Ayoze Pérez,es ESP,FW,Villarreal,es La Liga,31-243,1993,14.0,440,6,43,175,228,94,440,48,21,43.8,19,39.6,276,1707,941,42,24,23,42,21,326,83,Matches
2016,Carles Pérez,es ESP,MFFW,Getafe,es La Liga,27-041,1998,14.3,472,16,68,167,248,35,472,41,17,41.5,23,56.1,243,1777,766,24,29,8,27,15,273,68,Matches
2017,Francisco Perez,es ESP,FWMF,Valencia,es La Liga,22-201,2002,4.0,209,4,28,74,108,10,209,12,6,50.0,6,50.0,127,950,422,14,6,3,12,6,150,50,Matches
2018,Kike Pérez,es ESP,MF,Venezia,it Serie A,28-043,1997,6.1,391,17,84,177,137,6,391,15,9,60.0,5,33.3,223,1089,466,5,7,1,12,9,228,17,Matches
2019,Kike Pérez,es ESP,MF,Valladolid,es La Liga,28-043,1997,13.2,723,19,166,412,159,18,723,22,8,36.4,12,54.5,344,2211,1125,19,18,4,25,13,441,28,Matches
2020,Luis Pérez,es ESP,DF,Valladolid,es La Liga,30-053,1995,24.9,1269,77,433,549,296,7,1269,15,6,40.0,7,46.7,522,2500,1281,36,20,3,26,5,697,102,Matches
2021,Nehuén Pérez,ar ARG,DF,Udinese,it Serie A,24-278,2000,2.0,74,13,41,31,4,1,74,1,1,100.0,0,0.0,28,151,78,2,1,1,0,0,34,2,Matches
2022,Simone Perilli,it ITA,GK,Hellas Verona,it Serie A,30-081,1995,1.0,27,20,26,1,0,0,27,0,0,,0,,12,81,67,0,0,0,0,0,7,0,Matches
2023,Mattia Perin,it ITA,GK,Juventus,it Serie A,32-139,1992,5.0,185,161,185,0,0,0,185,0,0,,0,,123,703,460,0,0,0,0,0,110,0,Matches
2024,Romain Perraud,fr FRA,DF,Betis,es La Liga,27-188,1997,16.7,1104,47,323,453,334,20,1104,27,9,33.3,12,44.4,566,2905,1495,42,21,9,26,13,632,87,Matches
2025,Lucas Perri,br BRA,GK,Lyon,fr Ligue 1,27-109,1997,27.0,943,778,936,7,0,0,943,0,0,,0,,565,2545,1780,0,0,0,1,1,468,0,Matches
2026,Gaëtan Perrin,fr FRA,MFFW,Auxerre,fr Ligue 1,28-295,1996,22.0,959,6,113,416,448,69,959,97,40,41.2,52,53.6,555,3552,1870,52,45,23,25,43,616,94,Matches
2027,Máximo Perrone,ar ARG,MF,Como,it Serie A,22-081,2003,14.3,997,41,253,601,149,13,997,6,3,50.0,3,50.0,635,2560,1150,11,14,0,15,11,763,15,Matches
2028,Noah Pesch,hr CRO,FW,Gladbach,de Bundesliga,19-315,2005,0.1,5,0,0,1,4,0,5,0,0,,0,,2,17,16,0,0,0,0,0,2,1,Matches
2029,Matteo Pessina,it ITA,MF,Monza,it Serie A,27-342,1997,9.5,559,16,155,317,91,5,559,10,5,50.0,3,30.0,333,1750,735,8,10,1,9,13,397,20,Matches
2030,Andrea Petagna,it ITA,FW,Monza,it Serie A,29-272,1995,2.9,86,1,14,46,26,10,86,4,2,50.0,2,50.0,54,284,78,2,2,1,8,3,61,10,Matches
2031,Léo Pétrot,fr FRA,DF,Saint-Étienne,fr Ligue 1,27-348,1997,20.3,1229,128,511,484,238,14,1229,9,6,66.7,3,33.3,548,2013,958,19,10,4,18,13,701,67,Matches
2032,Đorđe Petrović,rs SRB,GK,Strasbourg,fr Ligue 1,25-172,1999,24.0,1294,797,1282,12,0,0,1294,0,0,,0,,898,3657,2075,1,0,0,0,0,885,0,Matches
2033,Giuseppe Pezzella,it ITA,DFFW,Empoli,it Serie A,27-120,1997,24.0,1232,77,371,483,396,24,1232,43,15,34.9,20,46.5,526,3283,1695,63,31,11,37,29,607,104,Matches
2034,Valentín Pezzolesi,es ESP,DF,Las Palmas,es La Liga,17-347,2007,0.1,6,1,5,0,1,0,6,0,0,,0,,2,4,2,0,0,0,0,0,1,0,Matches
2035,Luca Philipp,de GER,GK,Hoffenheim,de Bundesliga,24-121,2000,5.0,188,155,186,2,0,0,188,0,0,,0,,86,477,214,0,0,0,0,0,74,0,Matches
2036,Maximilian Philipp,de GER,MFFW,Freiburg,de Bundesliga,31-028,1994,0.2,9,0,1,3,5,0,9,0,0,,0,,3,15,14,0,0,0,1,0,6,0,Matches
2037,Kalvin Phillips,eng ENG,MF,Ipswich Town,eng Premier League,29-117,1995,13.4,713,59,218,381,118,4,713,12,5,41.7,6,50.0,300,1443,539,4,5,0,23,10,381,4,Matches
2038,Jaden Philogene Bidace,eng ENG,FWMF,Aston Villa,eng Premier League,23-049,2002,3.7,145,4,27,54,66,14,145,15,4,26.7,8,53.3,75,520,239,7,5,7,7,3,83,17,Matches
2039,Jaden Philogene Bidace,eng ENG,FWDF,Ipswich Town,eng Premier League,23-049,2002,5.1,214,10,52,64,100,17,214,18,5,27.8,11,61.1,125,856,302,13,3,5,10,10,130,34,Matches
2040,Pica,es ESP,DF,Alavés,es La Liga,23-087,2002,5.4,256,32,132,116,8,5,256,1,1,100.0,0,0.0,121,703,479,3,2,0,2,1,131,0,Matches
2041,Roberto Piccoli,it ITA,FW,Cagliari,it Serie A,24-061,2001,27.1,706,25,61,367,285,110,705,45,10,22.2,31,68.9,380,1748,512,19,18,11,75,37,516,128,Matches
2042,Benedikt Pichler,at AUT,FW,Holstein Kiel,de Bundesliga,27-252,1997,8.3,292,13,29,144,120,38,292,17,8,47.1,8,47.1,139,811,372,16,7,7,21,12,214,51,Matches
2043,Jordan Pickford,eng ENG,GK,Everton,eng Premier League,31-022,1994,29.0,1302,846,1239,64,0,0,1302,0,0,,0,,721,4333,2524,0,0,0,1,0,637,0,Matches
2044,Amos Pieper,de GER,DF,Werder Bremen,de Bundesliga,27-071,1998,9.0,596,64,304,252,41,3,596,1,1,100.0,0,0.0,308,1220,528,5,3,0,2,3,366,1,Matches
2045,Marvin Pieringer,de GER,FWMF,Heidenheim,de Bundesliga,25-176,1999,17.3,595,24,80,287,234,70,593,20,10,50.0,8,40.0,319,1327,486,14,17,3,51,19,417,73,Matches
2046,Nicholas Pierini,it ITA,MF,Venezia,it Serie A,26-235,1998,0.9,28,1,6,10,12,3,28,1,0,0.0,1,100.0,16,79,21,1,1,0,2,3,18,4,Matches
2047,Santiago Pierotti,ar ARG,FW,Lecce,it Serie A,23-360,2001,16.0,534,36,103,244,201,65,534,38,16,42.1,21,55.3,250,1697,911,35,17,17,38,22,301,62,Matches
2048,Balthazar Pierret,fr FRA,MF,Lecce,it Serie A,24-318,2000,14.5,799,55,192,518,98,10,799,16,8,50.0,4,25.0,399,1920,850,11,7,1,20,6,506,12,Matches
2049,Andrea Pinamonti,it ITA,FW,Genoa,it Serie A,25-314,1999,25.0,761,25,59,417,288,98,760,19,7,36.8,12,63.2,369,1406,408,16,7,9,52,32,565,111,Matches
2050,Ethan Pinnock,jm JAM,DF,Brentford,eng Premier League,31-304,1993,20.3,1309,291,765,437,108,23,1309,9,3,33.3,6,66.7,613,3064,1601,3,4,0,1,4,736,9,Matches
2051,Yeremi Pino,es ESP,MF,Villarreal,es La Liga,22-160,2002,14.9,679,18,106,239,345,75,679,40,17,42.5,17,42.5,385,2016,1040,30,16,14,40,17,460,163,Matches
2052,Niccolò Pisilli,it ITA,MF,Roma,it Serie A,20-187,2004,12.3,675,18,90,397,193,31,675,12,5,41.7,4,33.3,374,1781,852,20,15,5,26,11,489,43,Matches
2053,Semuel Pizzignacco,it ITA,GK,Monza,it Serie A,23-209,2001,4.3,150,128,146,3,1,0,150,0,0,,0,,82,316,198,0,0,0,0,0,72,0,Matches
2054,Alassane Pléa,fr FRA,MFFW,Gladbach,de Bundesliga,32-019,1993,15.6,757,2,62,384,318,51,756,35,16,45.7,17,48.6,480,2483,1406,42,28,12,29,16,610,106,Matches
2055,Tommaso Pobega,it ITA,MF,Bologna,it Serie A,25-257,1999,10.1,454,21,80,273,106,17,454,6,3,50.0,3,50.0,235,1003,434,10,10,2,11,5,272,19,Matches
2056,Daniel Podence,pt POR,MFFW,Wolves,eng Premier League,29-159,1995,0.5,20,0,2,11,7,0,20,2,2,100.0,0,0.0,13,77,43,1,1,0,0,0,17,3,Matches
2057,Joel Pohjanpalo,fi FIN,FW,Venezia,it Serie A,30-197,1994,17.8,491,24,67,240,187,66,487,10,3,30.0,7,70.0,249,957,367,9,7,4,23,11,343,72,Matches
2058,Matteo Politano,it ITA,FWMF,Napoli,it Serie A,31-238,1993,22.9,1166,36,174,385,616,65,1166,62,26,41.9,29,46.8,696,4682,2389,95,42,27,34,15,849,219,Matches
2059,Alfie Pond,eng ENG,DF,Wolves,eng Premier League,21-028,2004,0.0,1,0,0,1,0,0,1,0,0,,0,,1,2,2,0,0,0,0,0,1,0,Matches
2060,Marin Pongračić,hr CRO,DF,Fiorentina,it Serie A,27-199,1997,8.2,445,88,252,174,23,5,445,6,4,66.7,1,16.7,259,1560,582,3,4,0,6,4,270,2,Matches
2061,Nick Pope,eng ENG,GK,Newcastle Utd,eng Premier League,32-344,1992,18.0,577,465,569,8,0,0,577,0,0,,0,,305,1661,1084,0,0,0,0,1,201,0,Matches
2062,Finn Porath,de GER,DFMF,Holstein Kiel,de Bundesliga,28-034,1997,19.2,881,62,286,361,242,31,881,31,14,45.2,10,32.3,370,2161,1140,40,30,11,13,13,453,58,Matches
2063,Pedro Porro,es ESP,DF,Tottenham,eng Premier League,25-197,1999,25.3,1930,117,576,695,671,29,1930,31,10,32.3,19,61.3,1014,4620,2353,57,36,5,21,16,1105,93,Matches
2064,Portu,es ESP,FWMF,Girona,es La Liga,32-312,1992,3.5,149,1,17,53,79,11,149,2,1,50.0,1,50.0,76,353,205,7,5,0,4,0,99,40,Matches
2065,Stefan Posch,at AUT,DF,Bologna,it Serie A,27-319,1997,7.9,602,33,186,290,133,13,602,11,3,27.3,8,72.7,295,1505,581,11,8,1,9,12,348,35,Matches
2066,Stefan Posch,at AUT,DF,Atalanta,it Serie A,27-319,1997,3.8,263,18,97,129,39,4,263,2,1,50.0,1,50.0,185,1147,619,4,5,0,2,5,173,4,Matches
2067,Tom Pouilly,fr FRA,DF,Lens,fr Ligue 1,21-284,2003,0.7,69,3,17,28,26,2,69,0,0,,0,,39,190,80,4,2,1,4,0,41,9,Matches
2068,Yussuf Poulsen,dk DEN,FWMF,RB Leipzig,de Bundesliga,30-287,1994,3.1,161,10,31,74,57,20,161,6,1,16.7,4,66.7,60,269,86,2,4,0,10,9,109,19,Matches
2069,Beñat Prados,es ESP,MF,Athletic Club,es La Liga,24-049,2001,13.8,753,23,134,484,141,20,753,19,6,31.6,11,57.9,374,1742,840,14,14,1,14,15,478,27,Matches
2070,Alexander Prass,at AUT,DF,Hoffenheim,de Bundesliga,23-307,2001,16.9,1176,66,336,524,324,32,1176,42,20,47.6,17,40.5,595,2751,1323,28,30,5,20,10,681,65,Matches
2071,Matteo Prati,it ITA,MF,Cagliari,it Serie A,21-091,2003,3.7,187,10,52,105,31,1,187,5,2,40.0,1,20.0,90,355,150,1,2,0,2,2,108,3,Matches
2072,Abdón Prats,es ESP,FWMF,Mallorca,es La Liga,32-112,1992,3.0,94,4,13,43,38,20,93,0,0,,0,,44,127,28,0,0,0,11,9,62,7,Matches
2073,Grischa Prömel,de GER,MF,Hoffenheim,de Bundesliga,30-079,1995,1.9,106,4,19,71,18,0,106,1,0,0.0,1,100.0,70,300,137,2,1,0,2,2,82,3,Matches
2074,Ivan Provedel,it ITA,GK,Lazio,it Serie A,31-012,1994,28.0,1123,831,1092,32,0,0,1123,0,0,,0,,716,3604,2254,0,0,0,0,0,720,0,Matches
2075,Ivan Prtajin,hr CRO,FW,Union Berlin,de Bundesliga,28-319,1996,1.8,78,3,6,29,43,12,78,1,1,100.0,0,0.0,38,98,23,1,0,1,6,3,55,17,Matches
2076,Javi Puado,es ESP,FWMF,Espanyol,es La Liga,26-308,1998,23.8,683,15,83,328,288,76,681,47,17,36.2,27,57.4,428,3229,1331,49,34,15,51,24,491,74,Matches
2077,Tymoteusz Puchacz,pl POL,DF,Holstein Kiel,de Bundesliga,26-065,1999,4.4,247,15,74,94,87,2,247,19,9,47.4,8,42.1,109,703,353,13,11,0,8,5,125,30,Matches
2078,Diego Pugno,it ITA,FW,Juventus,it Serie A,18-265,2006,0.1,4,0,0,2,3,0,4,1,0,0.0,1,100.0,2,5,3,0,1,0,0,0,1,0,Matches
2079,Christian Pulisic,us USA,FWMF,Milan,it Serie A,26-192,1998,19.2,961,10,97,341,541,90,957,52,24,46.2,21,40.4,602,4115,2409,86,54,26,39,24,683,136,Matches
2080,Jarell Quansah,eng ENG,DF,Liverpool,eng Premier League,22-059,2003,3.2,258,32,128,110,20,3,258,2,1,50.0,1,50.0,162,916,483,2,3,1,3,2,182,3,Matches
2081,Leopold Querfeld,at AUT,DF,Union Berlin,de Bundesliga,21-099,2003,11.4,628,91,325,273,32,18,628,8,3,37.5,4,50.0,315,1324,542,0,1,0,3,2,346,4,Matches
2082,Dani Raba,es ESP,FWMF,Leganés,es La Liga,29-151,1995,13.2,617,16,89,298,249,23,613,63,29,46.0,28,44.4,337,1863,977,28,27,6,35,28,364,63,Matches
2083,Adrien Rabiot,fr FRA,MF,Marseille,fr Ligue 1,29-360,1995,19.6,1345,26,173,737,448,60,1345,36,18,50.0,17,47.2,780,4409,2143,61,44,10,32,25,1063,117,Matches
2084,Ionuț Radu,ro ROU,GK,Venezia,it Serie A,27-305,1997,6.0,251,219,251,0,0,0,251,1,1,100.0,0,0.0,181,860,533,0,0,0,0,0,142,0,Matches
2085,Hamza Rafia,tn TUN,MF,Lecce,it Serie A,25-361,1999,11.8,651,16,132,367,164,12,651,22,10,45.5,7,31.8,317,1511,662,13,16,2,21,20,411,32,Matches
2086,Hákon Rafn Valdimarsson,is ISL,GK,Brentford,eng Premier League,23-167,2001,1.6,72,60,71,1,0,0,72,0,0,,0,,44,191,80,0,0,0,0,0,36,0,Matches
2087,Antonio Raillo,es ESP,DF,Mallorca,es La Liga,33-172,1991,26.6,1604,271,840,659,111,49,1604,3,2,66.7,1,33.3,789,4457,2663,24,13,0,7,6,939,15,Matches
2088,Antonio Raimondo,it ITA,FWDF,Venezia,it Serie A,21-011,2004,1.0,34,0,2,15,19,5,34,0,0,,0,,21,93,37,2,4,1,5,3,28,7,Matches
2089,Ylber Ramadani,al ALB,MF,Lecce,it Serie A,28-351,1996,16.3,898,59,293,516,101,6,898,20,10,50.0,10,50.0,469,2113,776,7,8,2,17,18,583,5,Matches
2090,Benito Ramírez,es ESP,DFMF,Las Palmas,es La Liga,29-261,1995,4.3,331,16,80,127,128,9,331,8,2,25.0,5,62.5,172,950,481,14,15,1,9,5,204,52,Matches
2091,Sandro Ramírez,es ESP,FWMF,Las Palmas,es La Liga,29-263,1995,18.0,708,22,114,299,308,53,708,35,12,34.3,19,54.3,356,2020,938,42,18,18,36,22,443,94,Matches
2092,Gonçalo Ramos,pt POR,FW,Paris S-G,fr Ligue 1,23-282,2001,6.5,200,4,18,59,124,61,200,8,1,12.5,6,75.0,75,316,149,5,4,2,8,6,153,38,Matches
2093,Aaron Ramsdale,eng ENG,GK,Southampton,eng Premier League,26-319,1998,21.0,948,692,937,13,0,0,948,0,0,,0,,597,3014,1764,0,0,0,0,0,543,0,Matches
2094,Jacob Ramsey,eng ENG,FWMF,Aston Villa,eng Premier League,23-305,2001,13.9,594,10,107,219,277,52,594,35,20,57.1,9,25.7,392,2646,1343,49,26,14,32,17,458,84,Matches
2095,Luca Ranieri,it ITA,DF,Fiorentina,it Serie A,25-340,1999,26.6,1616,210,836,741,51,9,1616,17,8,47.1,8,47.1,955,4584,2341,18,16,1,9,1,1074,6,Matches
2096,Grant Ranos,am ARM,FW,Gladbach,de Bundesliga,21-252,2003,0.2,17,0,1,9,7,0,17,0,0,,0,,10,35,18,1,1,0,0,1,11,2,Matches
2097,Lilian Raolisoa,fr FRA,DFFW,Angers,fr Ligue 1,24-286,2000,8.8,495,32,172,182,152,7,495,36,19,52.8,16,44.4,252,1457,715,18,19,1,12,9,275,31,Matches
2098,Raphinha,br BRA,FWMF,Barcelona,es La Liga,28-105,1996,24.6,1439,27,90,515,856,144,1438,85,41,48.2,37,43.5,770,4307,2177,74,48,39,42,25,998,262,Matches
2099,Marcus Rashford,eng ENG,FWMF,Manchester Utd,eng Premier League,27-149,1997,10.9,440,3,35,189,222,34,440,39,9,23.1,26,66.7,293,1694,728,20,19,12,14,6,341,79,Matches
2100,Marcus Rashford,eng ENG,FW,Aston Villa,eng Premier League,27-149,1997,2.2,139,2,10,31,99,14,139,16,8,50.0,8,50.0,85,544,320,13,5,7,3,1,99,32,Matches
2101,Giacomo Raspadori,it ITA,FWMF,Napoli,it Serie A,25-039,2000,8.2,390,4,40,169,183,39,390,11,6,54.5,3,27.3,193,843,278,9,4,2,17,9,243,37,Matches
2102,Andrei Ratiu,ro ROU,DF,Rayo Vallecano,es La Liga,26-282,1998,25.2,1606,63,467,670,493,51,1606,98,53,54.1,40,40.8,856,5381,2698,84,66,23,45,40,985,116,Matches
2103,Raúl,es ESP,FWMF,Osasuna,es La Liga,24-146,2000,7.4,229,6,16,103,116,33,229,16,10,62.5,5,31.3,137,693,271,10,11,4,20,13,176,42,Matches
2104,David Raum,de GER,DF,RB Leipzig,de Bundesliga,26-341,1998,15.8,1080,43,309,406,375,42,1080,23,9,39.1,10,43.5,449,1899,1067,28,15,4,12,8,607,104,Matches
2105,Federico Ravaglia,it ITA,GK,Bologna,it Serie A,25-138,1999,8.0,320,234,313,7,0,0,320,1,1,100.0,0,0.0,217,1144,623,0,0,0,0,0,197,0,Matches
2106,Rayan Raveloson,mg MAD,MFDF,Auxerre,fr Ligue 1,28-072,1997,8.0,401,30,109,230,67,11,401,13,7,53.8,5,38.5,216,1071,393,5,5,1,11,11,240,12,Matches
2107,David Raya,es ESP,GK,Arsenal,eng Premier League,29-195,1995,29.0,1106,661,1035,71,0,0,1106,1,1,100.0,0,0.0,690,3456,2046,0,0,0,1,0,628,0,Matches
2108,Abderrahman Rebbach,dz ALG,FWMF,Alavés,es La Liga,26-230,1998,4.3,173,4,27,62,85,18,173,14,3,21.4,9,64.3,103,674,389,16,6,7,9,5,107,34,Matches
2109,Ante Rebić,hr CRO,FWMF,Lecce,it Serie A,31-189,1993,6.6,326,4,35,130,165,32,326,22,8,36.4,11,50.0,164,911,375,13,7,5,33,12,244,53,Matches
2110,Harrison Reed,eng ENG,MF,Fulham,eng Premier League,30-061,1995,0.9,69,1,8,26,36,5,69,2,0,0.0,1,50.0,28,82,17,1,1,0,2,2,35,7,Matches
2111,Remy Rees-Dottin,eng ENG,FW,Bournemouth,eng Premier League,19-023,2006,0.0,0,0,0,0,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,Matches
2112,Sergio Reguilón,es ESP,DF,Tottenham,eng Premier League,28-103,1996,1.4,121,2,28,61,33,3,121,4,2,50.0,0,0.0,64,293,180,4,2,1,1,1,74,10,Matches
2113,Bobby Reid,jm JAM,FWMF,Leicester City,eng Premier League,32-055,1993,7.1,250,13,44,105,101,13,250,8,0,0.0,6,75.0,156,706,332,12,4,4,11,9,175,40,Matches
2114,Tijjani Reijnders,nl NED,MF,Milan,it Serie A,26-243,1998,25.8,1371,30,181,708,495,65,1371,54,31,57.4,20,37.0,899,6102,3216,90,78,23,30,24,1020,96,Matches
2115,Pepe Reina,es ESP,GK,Como,it Serie A,42-210,1982,10.0,326,262,325,1,0,0,326,1,0,0.0,0,0.0,213,1202,642,0,0,0,0,0,168,0,Matches
2116,Rocco Reitz,de GER,MF,Gladbach,de Bundesliga,22-304,2002,13.9,863,49,258,481,134,24,863,28,12,42.9,14,50.0,471,2254,971,13,12,1,12,15,541,19,Matches
2117,Nicolai Remberg,de GER,MF,Holstein Kiel,de Bundesliga,24-283,2000,20.2,1030,96,320,600,122,18,1030,13,4,30.8,6,46.2,422,2052,979,20,16,0,18,14,578,28,Matches
2118,Álex Remiro,es ESP,GK,Real Sociedad,es La Liga,30-005,1995,27.0,1012,840,1004,8,0,0,1012,0,0,,0,,558,2709,1420,0,0,0,1,0,493,0,Matches
