,,,,,,,,,Touches,,,,,,,Take-Ons,,,,,Carries,,,,,,,,Receiving,,
Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,Touches,Def Pen,Def 3rd,Mid 3rd,Att 3rd,Att Pen,Live,Att,Succ,Succ%,Tkld,Tkld%,Carries,TotDist,PrgDist,PrgC,1/3,CPA,Mis,Dis,Rec,PrgR,Matches
2119,Devyne Rensch,nl NED,DF,Roma,it Serie A,22-070,2003,3.9,249,11,64,132,53,6,249,2,0,0.0,0,0.0,128,477,188,2,5,1,3,2,167,22,Matches
2120,Guillaume Restes,fr FRA,GK,Toulouse,fr Ligue 1,20-018,2005,20.3,635,475,630,3,2,0,635,1,0,0.0,1,100.0,378,1799,1008,0,0,0,2,0,327,0,Matches
2121,Mateo Retegui,it ITA,FW,Atalanta,it Serie A,25-334,1999,18.5,624,12,20,264,345,122,620,22,6,27.3,11,50.0,404,1614,346,15,10,6,67,31,505,139,Matches
2122,Elvis Rexhbeçaj,xk KVX,MF,Augsburg,de Bundesliga,27-148,1997,17.1,748,28,120,344,293,25,748,30,10,33.3,16,53.3,376,1712,812,27,19,7,23,23,447,68,Matches
2123,Gio Reyna,us USA,MF,Dortmund,de Bundesliga,22-136,2002,3.6,223,7,24,107,93,5,223,7,4,57.1,3,42.9,122,520,227,5,3,0,9,7,152,18,Matches
2124,Chadi Riad,ma MAR,DF,Crystal Palace,eng Premier League,21-285,2003,1.0,90,5,41,49,1,0,90,0,0,,0,,58,318,232,2,0,0,1,0,69,0,Matches
2125,Alexsandro Ribeiro,br BRA,DF,Lille,fr Ligue 1,25-232,1999,23.0,2035,207,782,1164,104,32,2035,6,3,50.0,2,33.3,1322,6781,4322,23,24,0,16,8,1479,7,Matches
2126,Samuele Ricci,it ITA,MF,Torino,it Serie A,23-220,2001,26.3,1327,70,301,799,242,17,1327,21,6,28.6,12,57.1,786,4502,2113,37,30,5,30,15,881,27,Matches
2127,Declan Rice,eng ENG,MF,Arsenal,eng Premier League,26-074,1999,24.0,1526,56,248,727,565,55,1526,23,10,43.5,12,52.2,821,5181,2771,75,50,11,29,20,1008,76,Matches
2128,Chris Richards,us USA,DF,Crystal Palace,eng Premier League,25-001,2000,14.9,822,93,432,349,46,13,822,5,1,20.0,4,80.0,382,1696,777,5,5,0,5,5,463,1,Matches
2129,Amir Richardson,ma MAR,MF,Fiorentina,it Serie A,23-064,2002,8.0,498,28,110,292,97,8,498,12,7,58.3,4,33.3,300,1451,661,11,8,0,11,8,336,15,Matches
2130,Richarlison,br BRA,FW,Tottenham,eng Premier League,27-323,1997,3.1,116,8,19,62,36,12,116,9,1,11.1,7,77.8,56,310,138,8,7,3,4,5,79,17,Matches
2131,Diego Rico,es ESP,DF,Getafe,es La Liga,32-034,1993,25.0,1552,63,428,724,417,10,1552,12,5,41.7,5,41.7,542,2066,1014,22,25,2,42,12,600,73,Matches
2132,Fabian Rieder,ch SUI,MFFW,Stuttgart,de Bundesliga,23-041,2002,7.5,395,1,46,168,189,15,395,14,7,50.0,7,50.0,196,1069,444,14,11,2,20,10,252,44,Matches
2133,Luis Rioja,es ESP,FW,Alavés,es La Liga,31-164,1993,0.3,15,0,2,4,10,2,15,0,0,,0,,8,99,71,4,1,2,0,0,10,3,Matches
2134,Luis Rioja,es ESP,MFFW,Valencia,es La Liga,31-164,1993,24.1,1164,29,190,426,563,50,1162,73,34,46.6,29,39.7,612,4341,2039,69,40,21,31,32,786,168,Matches
2135,Rodrigo Riquelme,es ESP,DFMF,Atlético Madrid,es La Liga,24-361,2000,4.7,277,6,36,105,143,18,277,20,5,25.0,13,65.0,193,1376,788,35,18,8,7,5,202,49,Matches
2136,Alberto Risco,es ESP,MFFW,Getafe,es La Liga,19-211,2005,0.8,57,0,7,17,34,5,57,6,1,16.7,5,83.3,32,153,79,3,3,2,5,4,33,6,Matches
2137,Mihailo Ristić,rs SRB,MFDF,Celta Vigo,es La Liga,29-149,1995,2.2,150,6,49,63,41,0,150,10,2,20.0,7,70.0,81,385,154,1,2,0,4,3,90,8,Matches
2138,Lars Ritzka,de GER,DFMF,St. Pauli,de Bundesliga,26-326,1998,7.9,438,27,157,190,91,4,438,1,0,0.0,1,100.0,118,417,203,4,3,0,4,4,197,27,Matches
2139,Gorka Rivera Alonso,es ESP,DFMF,Getafe,es La Liga,20-240,2004,0.2,17,0,7,8,2,0,17,2,0,0.0,1,50.0,5,23,5,0,0,0,2,0,5,0,Matches
2140,Sergi Roberto,es ESP,MF,Como,it Serie A,33-050,1992,6.9,511,17,95,305,114,7,511,9,3,33.3,5,55.6,294,1361,690,8,13,1,12,5,365,15,Matches
2141,Andrew Robertson,sct SCO,DF,Liverpool,eng Premier League,31-018,1994,22.4,1729,75,439,784,517,41,1729,13,4,30.8,8,61.5,927,4161,2409,54,45,4,20,10,1166,81,Matches
2142,Antonee Robinson,us USA,DF,Fulham,eng Premier League,27-233,1997,28.2,2082,105,647,810,656,56,2082,69,31,44.9,27,39.1,1106,5969,3494,98,49,24,34,16,1251,232,Matches
2143,Marc Roca,es ESP,MF,Betis,es La Liga,28-123,1996,10.1,632,27,154,374,108,19,632,5,4,80.0,1,20.0,385,2069,1037,11,14,0,9,7,427,13,Matches
2144,Rodri,es ESP,MF,Manchester City,eng Premier League,28-280,1996,0.7,65,1,12,30,24,0,65,1,0,0.0,0,0.0,34,125,42,0,2,0,0,0,49,1,Matches
2145,Rodri,es ESP,FW,Betis,es La Liga,24-317,2000,1.3,86,3,22,32,33,6,86,6,2,33.3,4,66.7,57,401,183,4,3,3,5,2,63,11,Matches
2146,Adrian Rodriguez,es ESP,GK,Alavés,es La Liga,24-107,2000,1.4,58,45,55,3,0,0,58,0,0,,0,,19,135,61,0,0,0,0,0,4,0,Matches
2147,Álvaro Rodríguez,uy URU,FW,Getafe,es La Liga,20-258,2004,6.8,289,14,26,138,132,31,289,22,11,50.0,9,40.9,130,510,96,1,7,2,30,18,207,37,Matches
2148,Óscar Rodríguez Arnaiz,es ESP,MFFW,Leganés,es La Liga,26-274,1998,11.2,589,15,93,317,188,13,589,49,19,38.8,26,53.1,294,1739,802,22,21,7,27,10,391,47,Matches
2149,Damián Rodríguez,es ESP,MF,Celta Vigo,es La Liga,22-012,2003,8.0,656,14,99,442,116,4,656,1,0,0.0,1,100.0,391,1736,909,5,4,0,4,5,502,5,Matches
2150,Dani Rodríguez,es ESP,MFFW,Mallorca,es La Liga,36-296,1988,18.6,776,19,96,360,333,46,776,30,15,50.0,12,40.0,409,2337,974,33,32,5,36,35,484,86,Matches
2151,Guido Rodríguez,ar ARG,MF,West Ham,eng Premier League,30-351,1994,11.3,617,42,196,366,56,2,617,3,2,66.7,0,0.0,284,988,392,2,5,0,2,6,354,5,Matches
2152,James Rodríguez,co COL,MFFW,Rayo Vallecano,es La Liga,33-260,1991,1.6,116,1,16,51,50,4,116,7,5,71.4,2,28.6,71,244,105,3,4,1,5,0,85,7,Matches
2153,Javi Rodríguez,es ESP,DF,Celta Vigo,es La Liga,21-276,2003,19.6,1447,87,506,798,144,15,1447,9,4,44.4,4,44.4,888,3915,2075,20,21,1,14,2,1037,33,Matches
2154,Jesus Rodríguez,es ESP,FW,Betis,es La Liga,19-128,2005,7.8,344,3,32,132,188,45,344,66,23,34.8,36,54.5,228,1931,1042,37,25,27,22,15,237,70,Matches
2155,Kirian Rodríguez,es ESP,MF,Las Palmas,es La Liga,29-024,1996,19.5,1357,47,294,872,199,15,1357,16,11,68.8,5,31.3,763,3545,1999,25,24,0,20,14,1027,39,Matches
2156,Ricardo Rodríguez,ch SUI,DF,Betis,es La Liga,32-216,1992,9.7,612,29,177,296,143,4,612,5,3,60.0,2,40.0,297,1315,718,12,16,0,3,2,340,26,Matches
2157,Rodrygo,br BRA,FWMF,Real Madrid,es La Liga,24-079,2001,19.0,1195,12,80,412,722,111,1195,93,40,43.0,38,40.9,788,5137,2945,95,75,43,39,12,967,223,Matches
2158,Mads Roerslev,dk DEN,DF,Brentford,eng Premier League,25-278,1999,12.2,645,49,234,268,146,20,645,19,7,36.8,8,42.1,352,1630,858,17,13,0,9,6,407,54,Matches
2159,Mads Roerslev,dk DEN,DF,Wolfsburg,de Bundesliga,25-278,1999,2.8,185,16,66,76,45,2,185,6,2,33.3,4,66.7,88,415,194,6,4,1,2,6,111,17,Matches
2160,Morgan Rogers,eng ENG,MFFW,Aston Villa,eng Premier League,22-246,2002,26.0,1039,31,148,455,458,115,1039,125,52,41.6,57,45.6,602,4318,2563,91,58,25,77,55,730,137,Matches
2161,Merlin Röhl,de GER,MFFW,Freiburg,de Bundesliga,22-267,2002,10.1,376,5,43,185,155,26,376,39,12,30.8,24,61.5,204,1355,585,19,15,8,44,20,246,57,Matches
2162,Alessio Romagnoli,it ITA,DF,Lazio,it Serie A,30-076,1995,21.7,1490,209,690,756,50,27,1490,0,0,,0,,778,3072,1293,3,2,0,6,1,999,3,Matches
2163,Leo Román,es ESP,GK,Mallorca,es La Liga,24-266,2000,5.0,184,149,183,1,0,0,184,1,1,100.0,0,0.0,88,514,293,0,0,0,0,0,96,0,Matches
2164,Carlos Romero,es ESP,DFMF,Espanyol,es La Liga,23-151,2001,17.5,797,60,277,297,239,14,797,26,10,38.5,13,50.0,343,2350,1313,31,19,6,21,7,384,60,Matches
2165,Cristian Romero,ar ARG,DF,Tottenham,eng Premier League,26-336,1998,12.2,1092,130,457,586,57,18,1092,3,1,33.3,1,33.3,720,3759,2289,10,16,0,4,3,742,2,Matches
2166,Isaac Romero,es ESP,FW,Sevilla,es La Liga,24-315,2000,20.7,639,19,56,299,290,78,638,52,18,34.6,28,53.8,325,1345,437,19,8,13,71,55,441,80,Matches
2167,Luka Romero,ar ARG,FWMF,Alavés,es La Liga,20-131,2004,2.2,69,0,5,28,37,5,68,3,1,33.3,1,33.3,42,256,69,3,1,1,5,7,45,12,Matches
2168,Oriol Romeu,es ESP,MF,Girona,es La Liga,33-186,1991,12.2,835,37,184,536,115,4,835,6,2,33.3,3,50.0,485,2457,1268,14,13,1,10,12,635,7,Matches
2169,Valentin Rongier,fr FRA,MFDF,Marseille,fr Ligue 1,30-112,1994,11.4,1098,43,252,681,173,10,1098,8,5,62.5,3,37.5,578,2051,1059,16,14,2,15,14,830,17,Matches
2170,Marten de Roon,nl NED,MFDF,Atalanta,it Serie A,34-000,1991,26.0,1999,59,475,1181,357,14,1999,10,3,30.0,6,60.0,1191,5293,2870,28,45,0,19,8,1405,27,Matches
2171,Vitor Roque,br BRA,FW,Betis,es La Liga,20-029,2005,13.7,365,3,27,167,179,57,365,39,10,25.6,25,64.1,213,1250,554,24,14,16,41,35,239,57,Matches
2172,Pablo Rosario,nl NED,MFDF,Nice,fr Ligue 1,28-081,1997,14.5,706,62,201,415,96,17,705,12,6,50.0,6,50.0,346,1706,985,11,9,2,13,11,493,15,Matches
2173,Lasse Rosenboom,de GER,DF,Holstein Kiel,de Bundesliga,23-069,2002,12.5,522,52,214,203,108,26,522,11,3,27.3,7,63.6,185,943,386,12,9,1,22,8,217,29,Matches
2174,Max Rosenfelder,de GER,DF,Freiburg,de Bundesliga,22-047,2003,9.4,539,85,279,241,25,5,539,15,10,66.7,4,26.7,266,1686,936,13,9,2,2,1,321,6,Matches
2175,Valentin Rosier,fr FRA,DF,Leganés,es La Liga,28-222,1996,22.1,1260,122,509,530,233,20,1260,37,20,54.1,15,40.5,555,2697,1389,28,23,6,25,18,598,71,Matches
2176,Tom Rothe,de GER,DFMF,Union Berlin,de Bundesliga,20-151,2004,13.8,827,42,235,319,276,31,827,18,5,27.8,13,72.2,351,1663,718,21,11,3,21,21,407,82,Matches
2177,Anthony Rouault,fr FRA,DF,Rennes,fr Ligue 1,23-304,2001,2.8,186,33,88,92,6,2,186,0,0,,0,,101,464,243,2,1,0,0,2,117,0,Matches
2178,Anthony Rouault,fr FRA,DF,Stuttgart,de Bundesliga,23-304,2001,13.5,1014,125,512,476,33,11,1014,5,2,40.0,3,60.0,573,2545,1121,6,6,0,4,4,697,4,Matches
2179,Jonas Rouhi,se SWE,DF,Juventus,it Serie A,21-081,2004,2.3,192,4,63,97,33,2,192,5,2,40.0,3,60.0,84,414,158,1,2,0,5,5,118,7,Matches
2180,Jérôme Roussillon,fr FRA,DFMF,Union Berlin,de Bundesliga,32-082,1993,1.2,79,7,15,31,33,5,79,3,1,33.3,2,66.7,34,170,67,2,2,1,1,1,37,7,Matches
2181,Nicolò Rovella,it ITA,MF,Lazio,it Serie A,23-115,2001,22.3,1732,58,435,1072,246,9,1732,19,13,68.4,5,26.3,1039,5570,2636,29,40,1,19,12,1273,31,Matches
2182,Jon Rowe,eng ENG,FWMF,Marseille,fr Ligue 1,21-333,2003,5.8,292,1,18,93,183,40,292,32,14,43.8,16,50.0,199,1141,587,20,9,7,24,10,233,59,Matches
2183,Amir Rrahmani,xk KVX,DF,Napoli,it Serie A,31-033,1994,28.8,2341,210,989,1269,89,28,2341,3,2,66.7,1,33.3,1389,6724,3800,19,12,0,8,6,1662,1,Matches
2184,Tommaso Rubino,it ITA,MF,Fiorentina,it Serie A,18-139,2006,0.1,3,0,1,2,0,0,3,0,0,,0,,3,5,4,0,0,0,0,0,1,0,Matches
2185,Antonio Rüdiger,de GER,DF,Real Madrid,es La Liga,32-026,1993,21.5,1772,207,878,829,73,18,1772,7,3,42.9,2,28.6,1134,5121,3166,14,19,2,6,2,1345,3,Matches
2186,Matteo Ruggeri,it ITA,DF,Atalanta,it Serie A,22-261,2002,16.8,1258,38,304,544,418,12,1258,10,6,60.0,3,30.0,684,3424,1721,50,28,0,13,3,840,93,Matches
2187,Aitor Ruibal,es ESP,FWDF,Betis,es La Liga,29-007,1996,7.8,381,17,82,169,135,20,381,15,8,53.3,7,46.7,196,990,518,15,15,4,17,10,235,40,Matches
2188,Abel Ruiz,es ESP,FW,Girona,es La Liga,25-060,2000,12.2,323,11,26,150,149,50,321,15,5,33.3,8,53.3,188,997,297,16,6,8,28,17,232,57,Matches
2189,Ferrán Ruiz,es ESP,MF,Girona,es La Liga,21-337,2003,0.2,9,0,3,6,1,0,9,0,0,,0,,5,15,1,0,0,0,1,0,4,0,Matches
2190,Fabián Ruiz Peña,es ESP,MF,Paris S-G,fr Ligue 1,28-360,1996,16.8,1420,43,223,828,377,45,1420,16,11,68.8,5,31.3,826,4188,2187,37,32,7,22,14,1117,61,Matches
2191,Gerónimo Rulli,ar ARG,GK,Marseille,fr Ligue 1,32-313,1992,26.0,1015,788,1005,10,0,0,1015,0,0,,0,,603,2489,1273,0,0,0,1,0,589,0,Matches
2192,Georginio Rutter,fr FRA,MFFW,Brighton,eng Premier League,22-343,2002,18.4,641,20,83,246,326,79,641,71,27,38.0,34,47.9,361,2467,1405,42,36,16,45,37,411,79,Matches
2193,Mathew Ryan,au AUS,GK,Lens,fr Ligue 1,32-355,1992,6.0,193,155,190,3,0,0,193,0,0,,0,,120,635,351,0,0,0,0,0,85,0,Matches
2194,Julian Ryerson,no NOR,DF,Dortmund,de Bundesliga,27-132,1997,18.0,1317,25,298,674,364,20,1317,41,22,53.7,15,36.6,799,4402,2219,48,31,6,29,15,865,100,Matches
2195,Frederik Rønnow,dk DEN,GK,Union Berlin,de Bundesliga,32-237,1992,21.0,734,556,722,13,1,1,734,1,1,100.0,0,0.0,447,2535,1557,0,0,0,1,0,341,0,Matches
2196,José Sá,pt POR,GK,Wolves,eng Premier League,32-071,1993,22.0,756,603,749,8,0,0,756,6,6,100.0,0,0.0,464,2858,1826,0,0,0,1,0,363,0,Matches
2197,Elias Saad,tn TUN,FWMF,St. Pauli,de Bundesliga,25-092,1999,7.6,316,1,25,132,164,34,316,46,14,30.4,21,45.7,226,1471,661,21,16,12,41,30,241,57,Matches
2198,Youssouf Sabaly,sn SEN,DF,Betis,es La Liga,32-024,1993,14.8,959,34,303,482,180,20,959,18,8,44.4,9,50.0,484,1835,932,21,7,4,24,9,548,47,Matches
2199,Emmanuel Sabbi,us USA,FWMF,Le Havre,fr Ligue 1,27-095,1997,7.3,230,3,38,88,106,23,230,29,11,37.9,13,44.8,130,747,274,11,4,3,20,10,149,39,Matches
2200,Stefano Sabelli,it ITA,DF,Genoa,it Serie A,32-075,1993,17.3,1005,51,350,464,194,8,1005,11,2,18.2,5,45.5,415,1950,1155,26,15,1,18,3,511,38,Matches
2201,Marcel Sabitzer,at AUT,MFFW,Dortmund,de Bundesliga,31-012,1994,16.4,894,37,125,516,258,28,894,12,4,33.3,8,66.7,487,2105,1028,20,28,2,21,12,609,64,Matches
2202,Falaye Sacko,ml MLI,DF,Montpellier,fr Ligue 1,29-332,1995,10.6,576,32,178,283,125,6,576,8,2,25.0,6,75.0,295,1391,711,15,10,3,7,1,328,28,Matches
2203,Umar Sadiq,ng NGA,FW,Valencia,es La Liga,28-055,1997,4.9,163,3,9,59,97,24,163,13,7,53.8,5,38.5,91,514,160,6,4,3,24,12,121,24,Matches
2204,Umar Sadiq,ng NGA,FW,Real Sociedad,es La Liga,28-055,1997,2.5,85,1,12,30,46,16,85,9,5,55.6,4,44.4,49,278,94,5,2,3,14,6,66,18,Matches
2205,Alexis Saelemaekers,be BEL,DFFW,Roma,it Serie A,25-275,1999,10.8,676,8,118,263,300,28,676,34,13,38.2,19,55.9,416,2072,1104,29,24,8,29,11,510,99,Matches
2206,Alexis Saelemaekers,be BEL,DFFW,Milan,it Serie A,25-275,1999,1.0,81,0,9,34,38,2,81,0,0,,0,,59,356,234,7,4,1,1,0,61,13,Matches
2207,Jorge Sáenz,es ESP,DF,Leganés,es La Liga,28-132,1996,10.9,747,93,415,329,7,5,747,2,0,0.0,1,50.0,380,1561,865,5,1,0,5,1,445,0,Matches
2208,Matvei Safonov,ru RUS,GK,Paris S-G,fr Ligue 1,26-032,1999,6.8,244,203,238,6,0,0,244,0,0,,0,,151,726,425,0,0,0,0,0,131,0,Matches
2209,Modibo Sagnan,ml MLI,DF,Montpellier,fr Ligue 1,25-349,1999,19.8,1001,153,519,443,47,17,1001,17,11,64.7,5,29.4,541,2965,1559,13,7,0,7,8,597,2,Matches
2210,Richie Sagrado,be BEL,DF,Venezia,it Serie A,21-058,2004,1.6,46,4,16,20,11,0,46,0,0,,0,,21,93,55,0,0,0,3,0,24,5,Matches
2211,Osame Sahraoui,ma MAR,FWMF,Lille,fr Ligue 1,23-291,2001,12.4,694,8,42,251,409,65,694,68,29,42.6,38,55.9,466,2991,1506,61,35,23,33,22,548,146,Matches
2212,Wesley Saïd,fr FRA,FW,Lens,fr Ligue 1,29-344,1995,8.0,251,3,15,118,121,37,251,18,9,50.0,9,50.0,141,690,329,12,8,6,13,7,183,40,Matches
2213,Théo Sainte-Luce,fr FRA,DF,Montpellier,fr Ligue 1,26-160,1998,7.2,296,27,90,130,78,12,296,13,9,69.2,4,30.8,122,630,348,11,6,3,11,5,137,22,Matches
2214,Bukayo Saka,eng ENG,FWMF,Arsenal,eng Premier League,23-205,2001,14.1,733,6,40,163,536,115,732,73,33,45.2,29,39.7,463,3196,1846,72,19,37,24,35,526,195,Matches
2215,Faik Sakar,de GER,MF,RB Leipzig,de Bundesliga,17-074,2008,0.0,0,0,0,0,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,Matches
2216,Marco Sala,it ITA,DF,Como,it Serie A,25-298,1999,2.9,173,9,54,69,51,1,173,2,1,50.0,0,0.0,113,565,311,10,10,1,1,1,116,16,Matches
2217,Marco Sala,it ITA,DF,Lecce,it Serie A,25-298,1999,0.3,28,0,5,13,10,0,28,0,0,,0,,20,171,121,5,0,0,0,0,22,7,Matches
2218,Ibrahim Salah,ma MAR,FW,Brest,fr Ligue 1,23-211,2001,4.0,186,0,15,81,94,16,186,25,9,36.0,16,64.0,124,780,423,15,8,6,12,6,138,40,Matches
2219,Mohamed Salah,eg EGY,FW,Liverpool,eng Premier League,32-287,1992,28.5,1294,10,77,397,837,280,1285,107,51,47.7,53,49.5,887,5442,2849,122,47,102,91,54,1086,364,Matches
2220,Anass Salah-Eddine,nl NED,DF,Roma,it Serie A,23-070,2002,1.7,117,3,25,45,49,4,117,3,0,0.0,3,100.0,61,431,283,8,5,2,2,1,86,15,Matches
2221,Amine Salama,fr FRA,FW,Reims,fr Ligue 1,24-254,2000,4.1,132,1,9,56,73,22,132,17,7,41.2,10,58.8,81,639,252,12,9,5,18,9,96,28,Matches
2222,Jan Salas,es ESP,MF,Mallorca,es La Liga,19-231,2005,0.2,19,0,8,8,3,0,19,0,0,,0,,5,34,29,0,1,0,1,0,9,0,Matches
2223,Kike Salas,es ESP,DF,Sevilla,es La Liga,22-340,2002,16.4,1193,102,599,514,86,15,1193,4,2,50.0,2,50.0,513,1968,1011,5,3,0,7,1,724,12,Matches
2224,Manolis Saliakas,gr GRE,MFDF,St. Pauli,de Bundesliga,28-198,1996,18.1,1146,52,327,512,312,25,1146,8,3,37.5,5,62.5,495,1908,1080,25,30,2,4,5,638,67,Matches
2225,William Saliba,fr FRA,DF,Arsenal,eng Premier League,24-005,2001,26.3,2129,148,847,1185,108,14,2129,15,9,60.0,5,33.3,1303,5639,2873,13,10,0,15,5,1574,6,Matches
2226,Mohammed Salisu,gh GHA,DF,Monaco,fr Ligue 1,25-346,1999,11.3,904,106,371,510,25,14,904,1,0,0.0,1,100.0,545,2800,1519,8,2,0,6,1,596,3,Matches
2227,Roland Sallai,hu HUN,FWMF,Freiburg,de Bundesliga,27-311,1997,0.5,25,0,3,7,15,2,25,1,0,0.0,1,100.0,16,173,88,4,1,2,1,1,18,2,Matches
2228,Yoann Salmier,gf GUF,DF,Le Havre,fr Ligue 1,32-128,1992,8.9,462,74,232,201,33,9,462,5,4,80.0,1,20.0,205,1202,630,7,3,0,4,0,236,1,Matches
2229,Lazar Samardzic,rs SRB,MFFW,Atalanta,it Serie A,23-033,2002,11.0,753,3,49,295,415,50,753,54,26,48.1,28,51.9,500,3142,1375,44,35,19,30,15,575,91,Matches
2230,Diadie Samassékou,ml MLI,MF,Hoffenheim,de Bundesliga,29-077,1996,3.2,190,8,36,114,42,1,190,5,4,80.0,1,20.0,92,317,112,3,3,0,1,3,122,2,Matches
2231,Mama Samba Baldé,gw GNB,FW,Lyon,fr Ligue 1,29-143,1995,0.4,15,1,2,6,7,2,15,3,0,0.0,3,100.0,7,65,28,1,1,0,1,1,9,2,Matches
2232,Mama Samba Baldé,gw GNB,FW,Brest,fr Ligue 1,29-143,1995,11.0,372,13,43,150,188,50,372,49,17,34.7,27,55.1,224,1541,731,30,15,20,30,17,275,90,Matches
2233,Brice Samba,fr FRA,GK,Rennes,fr Ligue 1,30-338,1994,9.0,396,299,388,8,0,0,396,0,0,,0,,213,1046,498,0,0,0,0,0,207,0,Matches
2234,Brice Samba,fr FRA,GK,Lens,fr Ligue 1,30-338,1994,15.0,549,405,540,9,0,0,549,1,1,100.0,0,0.0,323,1637,946,0,0,0,0,0,280,0,Matches
2235,Albert Sambi Lokonga,be BEL,MF,Sevilla,es La Liga,25-158,1999,13.1,854,33,215,517,124,13,854,9,4,44.4,3,33.3,447,2532,1416,21,12,1,13,10,618,15,Matches
2236,Junior Sambia,fr FRA,DFFW,Empoli,it Serie A,28-203,1996,2.7,136,3,15,58,64,5,136,6,2,33.3,3,50.0,58,183,76,1,1,0,4,5,63,11,Matches
2237,Chuky san jose,es ESP,MFFW,Valladolid,es La Liga,20-334,2004,3.8,108,0,17,48,43,5,108,4,1,25.0,3,75.0,55,229,92,2,1,1,6,3,68,10,Matches
2238,Antonio Sanabria,py PAR,FW,Torino,it Serie A,29-025,1996,12.5,316,11,37,165,118,29,315,9,4,44.4,5,55.6,200,800,190,6,6,1,25,22,254,47,Matches
2239,Oihan Sancet,es ESP,MF,Athletic Club,es La Liga,24-338,2000,15.0,641,4,52,314,290,61,639,41,19,46.3,18,43.9,385,2551,1423,42,33,6,48,37,518,100,Matches
2240,Alexis Sánchez,cl CHI,FW,Udinese,it Serie A,36-100,1988,3.9,159,1,10,73,79,9,159,5,2,40.0,2,40.0,96,371,86,2,4,0,11,8,130,18,Matches
2241,Antonio Sánchez,es ESP,MFDF,Mallorca,es La Liga,28-087,1997,10.3,504,28,161,217,137,10,504,14,8,57.1,3,21.4,245,1196,480,13,8,4,13,4,281,34,Matches
2242,Iván Sánchez,es ESP,MFFW,Valladolid,es La Liga,32-187,1992,10.6,472,9,81,199,200,12,472,33,16,48.5,7,21.2,287,2243,1247,40,21,6,16,14,324,66,Matches
2243,Javi Sánchez,es ESP,DF,Valladolid,es La Liga,28-015,1997,19.4,1157,193,789,343,28,10,1157,2,2,100.0,0,0.0,620,2854,1425,4,3,0,8,1,793,4,Matches
2244,Juanlu Sánchez,es ESP,MFDF,Sevilla,es La Liga,21-226,2003,12.7,534,13,116,270,154,23,534,17,5,29.4,12,70.6,249,1386,794,24,15,4,12,11,336,47,Matches
2245,Manu Sánchez,es ESP,DF,Alavés,es La Liga,24-217,2000,20.7,1071,42,311,448,320,21,1071,25,6,24.0,15,60.0,406,2295,1208,34,22,4,31,14,467,72,Matches
2246,Robert Sánchez,es ESP,GK,Chelsea,eng Premier League,27-131,1997,23.0,970,712,960,10,0,0,970,0,0,,0,,653,3064,1948,0,0,0,0,0,613,0,Matches
2247,Jadon Sancho,eng ENG,FW,Chelsea,eng Premier League,25-004,2000,15.9,786,11,96,242,456,97,786,82,42,51.2,32,39.0,525,3614,2027,83,29,46,23,15,622,177,Matches
2248,Philipp Sander,de GER,MF,Gladbach,de Bundesliga,27-036,1998,13.9,830,47,229,481,129,15,830,16,9,56.3,6,37.5,415,1945,831,12,11,4,13,7,512,25,Matches
2249,James Sands,us USA,MFDF,St. Pauli,de Bundesliga,24-266,2000,5.0,259,12,63,148,49,6,259,1,1,100.0,0,0.0,119,413,146,0,0,0,3,3,152,6,Matches
2250,Leroy Sané,de GER,FW,Bayern Munich,de Bundesliga,29-077,1996,12.6,804,6,40,281,496,78,804,67,26,38.8,35,52.2,540,3224,1434,44,28,21,44,19,642,183,Matches
2251,Arouna Sangante,sn SEN,DF,Le Havre,fr Ligue 1,22-351,2002,8.8,588,51,262,294,35,7,588,4,3,75.0,1,25.0,341,1822,1005,8,4,0,9,5,382,1,Matches
2252,Ibrahim Sangaré,ci CIV,MF,Nott'ham Forest,eng Premier League,27-117,1997,3.0,189,8,44,120,27,7,189,1,0,0.0,1,100.0,73,284,83,0,2,0,4,1,97,2,Matches
2253,Nhoa Sangui,fr FRA,DFMF,Reims,fr Ligue 1,19-030,2006,10.5,584,22,181,276,133,8,584,12,7,58.3,5,41.7,296,1479,746,12,11,2,14,14,366,44,Matches
2254,Maroan Sannadi,es ESP,FW,Athletic Club,es La Liga,24-056,2001,2.6,87,0,0,40,48,18,87,9,3,33.3,5,55.6,55,251,136,5,2,2,10,6,73,22,Matches
2255,Kaishu Sano,jp JPN,MF,Mainz 05,de Bundesliga,24-089,2000,25.8,1366,52,321,809,249,24,1366,39,25,64.1,13,33.3,645,3348,1521,31,26,5,35,25,767,35,Matches
2256,Nicola Sansone,it ITA,MFFW,Lecce,it Serie A,33-200,1991,0.7,29,1,4,10,15,3,29,1,0,0.0,1,100.0,20,83,7,0,1,0,1,1,20,5,Matches
2257,Baptiste Santamaria,fr FRA,MF,Nice,fr Ligue 1,30-020,1995,7.4,458,16,106,291,67,10,458,6,5,83.3,1,16.7,195,806,455,6,4,0,9,6,310,8,Matches
2258,Baptiste Santamaria,fr FRA,MF,Rennes,fr Ligue 1,30-020,1995,5.4,377,12,93,226,58,4,377,5,1,20.0,4,80.0,198,715,216,3,5,0,12,5,256,9,Matches
2259,Jesús Santiago,es ESP,MF,Getafe,es La Liga,20-308,2004,3.5,150,6,33,86,33,4,150,6,0,0.0,6,100.0,75,376,148,2,3,0,8,0,74,4,Matches
