,,,,,,,,,,Pass Types,,,,,,,,Corner Kicks,,,Outcomes,,,
Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,Att,Live,Dead,FK,TB,Sw,Crs,TI,CK,In,Out,Str,Cmp,Off,Blocks,Matches
860,Evan Ferguson,ie IRL,FW,West Ham,eng Premier League,20-161,2004,1.1,23,23,0,0,1,0,0,0,0,0,0,0,18,0,0,Matches
861,Evan Ferguson,ie IRL,FW,Brighton,eng Premier League,20-161,2004,2.7,58,52,5,0,0,0,0,0,0,0,0,0,43,1,1,Matches
862,Lewis Ferguson,sct SCO,MF,Bologna,it Serie A,25-217,1999,6.9,404,379,23,12,1,0,9,3,7,3,3,0,352,2,7,Matches
863,Zinedine Ferhat,dz ALG,FW,Angers,fr Ligue 1,32-028,1993,7.6,358,314,40,13,3,3,49,5,22,4,14,2,240,4,7,Matches
864,Bruno Fernandes,pt POR,MF,Manchester Utd,eng Premier League,30-202,1994,26.4,1714,1519,183,80,21,14,145,14,68,37,14,3,1284,12,39,Matches
865,Edimilson Fernandes,ch SUI,MF,Brest,fr Ligue 1,28-348,1996,9.1,425,421,4,4,1,3,4,0,0,0,0,0,367,0,3,Matches
866,Mateus Fernandes,pt POR,MF,Southampton,eng Premier League,20-262,2004,23.8,1017,887,129,45,8,6,85,8,44,31,12,0,808,1,28,Matches
867,Álvaro Fernández,es ESP,GK,Sevilla,es La Liga,26-350,1998,7.3,293,237,55,17,0,0,0,0,0,0,0,0,185,1,0,Matches
868,Enzo Fernández,ar ARG,MF,Chelsea,eng Premier League,24-071,2001,23.8,1469,1353,108,42,12,20,75,4,59,36,8,0,1184,8,31,Matches
869,Roberto Férnandez,es ESP,FW,Espanyol,es La Liga,22-269,2002,6.4,104,100,4,0,0,0,1,0,0,0,0,0,66,0,6,Matches
870,Valery Fernández,es ESP,MFFW,Mallorca,es La Liga,25-126,1999,2.7,73,71,2,0,0,0,3,2,0,0,0,0,64,0,1,Matches
871,Matias Fernandez-Pardo,be BEL,FW,Lille,fr Ligue 1,20-054,2005,5.4,144,136,7,2,1,1,12,0,5,4,0,0,105,1,4,Matches
872,Jordan Ferri,fr FRA,MF,Montpellier,fr Ligue 1,33-017,1992,12.6,755,718,35,24,0,3,14,11,0,0,0,0,666,2,7,Matches
873,Daniel Fila,cz CZE,FW,Venezia,it Serie A,22-220,2002,2.4,44,41,3,0,0,0,0,0,0,0,0,0,37,0,0,Matches
874,Karol Fila,pl POL,MF,Strasbourg,fr Ligue 1,26-289,1998,0.1,4,4,0,0,0,0,0,0,0,0,0,0,2,0,1,Matches
875,Kilian Fischer,de GER,DF,Wolfsburg,de Bundesliga,24-168,2000,19.1,892,689,202,9,0,3,24,193,0,0,0,0,692,1,19,Matches
876,Mark Flekken,nl NED,GK,Brentford,eng Premier League,31-289,1993,27.4,1321,1070,245,104,0,5,0,0,0,0,0,0,979,6,0,Matches
877,Mateo Flores,es ESP,MF,Betis,es La Liga,20-356,2004,1.7,69,67,2,2,0,0,1,0,0,0,0,0,56,0,2,Matches
878,Phil Foden,eng ENG,MFFW,Manchester City,eng Premier League,24-305,2000,18.1,863,783,77,20,7,2,72,4,42,26,8,1,731,3,22,Matches
879,Malick Fofana,be BEL,FW,Lyon,fr Ligue 1,19-363,2005,13.4,468,455,12,1,1,0,48,11,0,0,0,0,357,1,24,Matches
880,Rayan Fofana,fr FRA,FWMF,Lens,fr Ligue 1,19-045,2006,0.3,8,8,0,0,0,0,0,0,0,0,0,0,5,0,1,Matches
881,Seko Fofana,ci CIV,MF,Rennes,fr Ligue 1,29-326,1995,4.9,279,272,6,5,1,5,4,1,0,0,0,0,250,1,0,Matches
882,Wesley Fofana,fr FRA,DF,Chelsea,eng Premier League,24-102,2000,13.0,803,758,44,23,0,0,1,20,0,0,0,0,724,1,4,Matches
883,Yahia Fofana,ci CIV,GK,Angers,fr Ligue 1,24-220,2000,26.0,791,517,272,68,0,1,0,0,0,0,0,0,545,2,0,Matches
884,Youssouf Fofana,fr FRA,MF,Milan,it Serie A,26-078,1999,22.3,1163,1121,40,38,7,6,7,2,0,0,0,0,1005,2,6,Matches
885,Jonas Föhrenbach,de GER,DF,Heidenheim,de Bundesliga,29-062,1996,19.6,851,690,160,8,0,2,55,152,0,0,0,0,608,1,35,Matches
886,Michael Folorunsho,it ITA,FWMF,Fiorentina,it Serie A,27-050,1998,5.4,173,161,11,7,0,0,14,3,1,1,0,0,128,1,7,Matches
887,Michael Folorunsho,it ITA,FWMF,Napoli,it Serie A,27-050,1998,0.4,14,14,0,0,0,0,0,0,0,0,0,0,10,0,0,Matches
888,Lamine Fomba,fr FRA,MF,Saint-Étienne,fr Ligue 1,27-062,1998,2.4,145,144,1,1,1,2,1,0,0,0,0,0,121,0,4,Matches
889,Carlos Forbs,pt POR,MFFW,Wolves,eng Premier League,21-010,2004,2.6,87,85,2,0,0,0,9,2,0,0,0,0,56,0,9,Matches
890,Pablo Fornals,es ESP,MFFW,Betis,es La Liga,29-035,1996,13.0,683,636,45,14,7,8,46,8,23,7,6,0,531,2,18,Matches
891,Omari Forson,eng ENG,MFFW,Monza,it Serie A,20-252,2004,0.8,43,42,1,0,0,0,4,1,0,0,0,0,34,0,2,Matches
892,Fraser Forster,eng ENG,GK,Tottenham,eng Premier League,37-012,1988,7.0,198,125,72,16,0,1,0,0,0,0,0,0,168,1,0,Matches
893,Héctor Fort,es ESP,DF,Barcelona,es La Liga,18-239,2006,4.2,310,268,41,3,0,1,7,38,0,0,0,0,278,1,9,Matches
894,Dimitri Foulquier,fr FRA,DF,Valencia,es La Liga,32-006,1993,19.9,984,767,212,30,0,3,48,182,0,0,0,0,755,5,39,Matches
895,Juan Foyth,ar ARG,DF,Villarreal,es La Liga,27-076,1998,8.0,476,421,55,16,3,3,4,35,0,0,0,0,412,0,5,Matches
896,Alejandro Francés,es ESP,DF,Girona,es La Liga,22-240,2002,7.9,530,444,85,16,0,4,14,69,0,0,0,0,450,1,14,Matches
897,Przemysław Frankowski,pl POL,DF,Lens,fr Ligue 1,29-351,1995,15.4,1092,930,156,11,4,2,78,132,13,4,9,0,875,6,31,Matches
898,Enric Franquesa,es ESP,DFFW,Leganés,es La Liga,28-031,1997,6.8,225,179,43,0,0,0,16,43,0,0,0,0,158,3,9,Matches
899,Ryan Fraser,sct SCO,FWDF,Southampton,eng Premier League,31-033,1994,3.4,103,97,5,0,0,0,12,3,2,2,0,0,77,1,2,Matches
900,Davide Frattesi,it ITA,MF,Inter,it Serie A,25-158,1999,9.5,272,258,12,8,5,0,7,4,0,0,0,0,225,2,6,Matches
901,Morten Frendrup,dk DEN,MF,Genoa,it Serie A,23-356,2001,27.5,997,965,27,19,3,3,3,8,0,0,0,0,844,5,20,Matches
902,Martin Frese,dk DEN,DF,Hellas Verona,it Serie A,27-084,1998,3.7,169,140,28,2,0,0,7,26,0,0,0,0,115,1,3,Matches
903,Remo Freuler,ch SUI,MF,Bologna,it Serie A,32-348,1992,27.2,1529,1447,77,63,2,1,15,12,0,0,0,0,1344,5,13,Matches
904,Marco Friedl,at AUT,DF,Werder Bremen,de Bundesliga,27-013,1998,16.0,1019,972,46,41,0,2,2,4,0,0,0,0,921,1,3,Matches
905,Marvin Friedrich,de GER,DF,Gladbach,de Bundesliga,29-106,1995,10.5,681,661,19,10,0,0,0,1,0,0,0,0,606,1,5,Matches
906,Jeremie Frimpong,nl NED,DFMF,Leverkusen,de Bundesliga,24-109,2000,20.8,730,658,70,2,0,2,88,68,0,0,0,0,557,2,21,Matches
907,Jorge de Frutos,es ESP,FWMF,Rayo Vallecano,es La Liga,28-037,1997,20.4,519,508,9,0,2,1,56,9,0,0,0,0,354,2,35,Matches
908,Darío Fuentes,es ESP,DF,Sevilla,es La Liga,22-076,2003,0.1,2,0,2,0,0,0,0,2,0,0,0,0,0,0,0,Matches
909,Chris Führich,de GER,MFFW,Stuttgart,de Bundesliga,27-079,1998,15.8,725,656,66,8,6,1,63,22,36,16,0,0,570,3,17,Matches
910,Shiō Fukuda,jp JPN,FWMF,Gladbach,de Bundesliga,20-355,2004,0.5,7,7,0,0,0,0,1,0,0,0,0,0,5,0,1,Matches
911,Angelo Fulgini,fr FRA,MFFW,Lens,fr Ligue 1,28-221,1996,10.3,569,523,40,11,7,5,37,8,12,4,6,0,441,6,13,Matches
912,Niclas Füllkrug,de GER,FW,West Ham,eng Premier League,32-048,1993,4.1,77,70,7,0,0,1,0,0,0,0,0,0,53,0,2,Matches
913,Kyogo Furuhashi,jp JPN,FW,Rennes,fr Ligue 1,30-068,1995,1.3,10,8,2,0,0,0,0,0,0,0,0,0,3,0,1,Matches
914,Manuel Fuster,es ESP,FWMF,Las Palmas,es La Liga,27-158,1997,7.7,402,360,38,18,2,3,48,6,14,6,7,0,308,4,10,Matches
915,Matteo Gabbia,it ITA,DF,Milan,it Serie A,25-159,1999,16.0,1031,1000,29,24,0,10,2,4,0,0,0,0,933,2,3,Matches
916,Alessandro Gabrielloni,it ITA,FWMF,Como,it Serie A,30-262,1994,1.2,40,37,3,0,0,0,1,1,0,0,0,0,23,0,4,Matches
917,Gianluca Gaetano,it ITA,MFFW,Cagliari,it Serie A,24-328,2000,9.1,282,263,19,3,2,5,20,3,8,1,7,0,199,0,10,Matches
918,Roberto Gagliardini,it ITA,MFDF,Monza,it Serie A,30-356,1994,1.2,61,58,3,3,0,0,1,0,0,0,0,0,56,0,0,Matches
919,Cody Gakpo,nl NED,FW,Liverpool,eng Premier League,25-326,1999,15.7,482,469,11,2,2,4,54,8,1,0,0,0,368,2,9,Matches
920,Javi Galán,es ESP,DF,Atlético Madrid,es La Liga,30-130,1994,13.2,698,576,119,13,1,2,35,106,0,0,0,0,578,3,13,Matches
921,Iñigo Ruiz de Galarreta,es ESP,MF,Athletic Club,es La Liga,31-235,1993,11.9,611,583,26,19,4,4,23,0,5,0,5,0,506,2,11,Matches
922,Conor Gallagher,eng ENG,MF,Atlético Madrid,es La Liga,25-051,2000,12.4,552,537,13,5,1,1,8,6,1,1,0,0,470,2,9,Matches
923,Antonino Gallo,it ITA,DF,Lecce,it Serie A,25-083,2000,20.5,918,713,203,16,0,3,85,174,13,6,5,0,619,2,22,Matches
924,Gauthier Gallon,fr FRA,GK,Rennes,fr Ligue 1,31-340,1993,0.5,19,15,4,0,0,0,0,0,0,0,0,0,16,0,0,Matches
925,Cristian Gamboa,cr CRC,DF,Bochum,de Bundesliga,35-156,1989,1.8,98,84,14,1,1,2,7,13,0,0,0,0,61,0,2,Matches
926,Idrissa Gana Gueye,sn SEN,MF,Everton,eng Premier League,35-184,1989,25.2,1067,1037,24,5,2,4,5,6,0,0,0,0,923,6,18,Matches
927,Ignatius Ganago,cm CMR,FWMF,Nantes,fr Ligue 1,26-041,1999,2.7,77,72,5,0,0,0,3,1,0,0,0,0,59,0,1,Matches
928,Silvère Ganvoula M'Boussy,cg CGO,FW,Monza,it Serie A,28-280,1996,3.3,52,43,9,0,0,0,0,0,0,0,0,0,33,0,2,Matches
929,Facundo Garcés,ar ARG,DF,Alavés,es La Liga,25-205,1999,0.5,3,3,0,0,0,0,0,0,0,0,0,0,2,0,1,Matches
930,Aleix García,es ESP,MF,Leverkusen,de Bundesliga,27-274,1997,12.7,1153,1047,105,39,2,26,84,9,57,31,15,0,1005,1,14,Matches
931,Álvaro García,es ESP,FWMF,Rayo Vallecano,es La Liga,32-153,1992,19.6,603,589,11,1,2,5,76,5,1,1,0,0,384,3,29,Matches
932,Andrés García,es ESP,DFMF,Aston Villa,eng Premier League,22-050,2003,3.0,162,141,21,0,0,0,16,21,0,0,0,0,138,0,5,Matches
933,Eric García,es ESP,MFDF,Barcelona,es La Liga,24-079,2001,10.4,796,772,23,19,1,1,1,3,0,0,0,0,738,1,5,Matches
934,Fran Garcia,es ESP,DF,Real Madrid,es La Liga,25-227,1999,15.6,982,843,138,20,0,2,34,118,0,0,0,0,868,1,22,Matches
935,Joan García,es ESP,GK,Espanyol,es La Liga,23-329,2001,27.0,863,604,257,98,0,4,0,0,0,0,0,0,608,2,1,Matches
936,Pablo Garcia,es ESP,FW,Betis,es La Liga,18-226,2006,0.3,8,8,0,0,0,0,1,0,0,0,0,0,5,0,0,Matches
937,Rubén García,es ESP,FWMF,Osasuna,es La Liga,31-258,1993,19.5,885,787,91,35,0,18,97,8,44,23,6,1,647,7,30,Matches
938,Ulisses Garcia,ch SUI,DF,Marseille,fr Ligue 1,29-077,1996,5.6,327,267,58,7,0,0,19,51,0,0,0,0,270,2,6,Matches
939,Alejandro Garnacho,ar ARG,MFFW,Manchester Utd,eng Premier League,20-271,2004,18.2,579,562,16,3,1,8,34,12,1,1,0,0,459,1,34,Matches
940,James Garner,eng ENG,MFDF,Everton,eng Premier League,24-016,2001,9.6,423,360,60,8,2,1,35,26,12,6,4,1,302,3,17,Matches
941,Yarek Gasiorowski,es ESP,DF,Valencia,es La Liga,20-076,2005,10.4,479,446,33,16,1,1,3,16,0,0,0,0,384,0,7,Matches
942,Federico Gatti,it ITA,DF,Juventus,it Serie A,26-278,1998,24.0,1446,1405,39,25,0,1,1,4,0,0,0,0,1373,2,6,Matches
943,Gavi,es ESP,MFFW,Barcelona,es La Liga,20-236,2004,5.9,312,304,8,4,1,1,7,3,0,0,0,0,267,0,4,Matches
944,Paulo Gazzaniga,ar ARG,GK,Girona,es La Liga,33-086,1992,27.5,970,795,170,46,0,1,0,0,0,0,0,0,780,5,1,Matches
945,Jean-Philippe Gbamin,ci CIV,MF,Nantes,fr Ligue 1,29-185,1995,2.4,115,113,2,2,0,2,0,0,0,0,0,0,90,0,2,Matches
946,Mory Gbane,ci CIV,DFMF,Reims,fr Ligue 1,24-094,2000,5.5,208,202,6,4,1,3,1,0,0,0,0,0,175,0,2,Matches
947,Yann Gboho,fr FRA,MFFW,Toulouse,fr Ligue 1,24-074,2001,19.2,472,463,6,2,4,1,21,0,0,0,0,0,341,3,26,Matches
948,David de Gea,es ESP,GK,Fiorentina,it Serie A,34-142,1990,26.0,840,573,260,69,0,1,0,0,0,0,0,0,603,7,0,Matches
949,Viggo Gebel,de GER,MF,RB Leipzig,de Bundesliga,17-127,2007,0.2,4,4,0,0,0,0,0,0,0,0,0,0,3,0,0,Matches
950,Lutsharel Geertruida,nl NED,DF,RB Leipzig,de Bundesliga,24-254,2000,14.6,929,815,112,21,1,3,9,91,0,0,0,0,802,2,7,Matches
951,Dennis Geiger,de GER,MFFW,Hoffenheim,de Bundesliga,26-292,1998,5.6,243,229,12,8,2,0,3,2,1,1,0,0,210,2,3,Matches
952,Valentin Gendrey,fr FRA,DF,Lecce,it Serie A,24-281,2000,2.0,55,41,14,0,0,0,3,14,0,0,0,0,42,0,0,Matches
953,Valentin Gendrey,fr FRA,DF,Hoffenheim,de Bundesliga,24-281,2000,12.7,576,439,135,6,0,2,43,129,0,0,0,0,403,2,13,Matches
954,Denis Genreau,au AUS,MF,Toulouse,fr Ligue 1,25-312,1999,2.5,127,111,15,3,0,0,9,4,6,2,3,0,105,1,3,Matches
955,Tyrique George,eng ENG,FW,Chelsea,eng Premier League,19-053,2006,1.0,43,42,1,0,0,0,3,1,0,0,0,0,36,0,1,Matches
956,Yannick Gerhardt,de GER,MFDF,Wolfsburg,de Bundesliga,31-016,1994,11.5,411,384,26,4,0,1,13,19,0,0,0,0,298,1,14,Matches
957,Max Geschwill,de GER,DF,Holstein Kiel,de Bundesliga,23-265,2001,13.5,648,578,70,15,0,2,10,53,0,0,0,0,484,0,18,Matches
958,Daniele Ghilardi,it ITA,DF,Hellas Verona,it Serie A,22-082,2003,14.6,544,524,17,14,0,6,3,2,0,0,0,0,438,3,6,Matches
959,Lautaro Gianetti,ar ARG,DF,Udinese,it Serie A,31-136,1993,9.3,372,329,43,18,0,2,0,2,0,0,0,0,306,0,1,Matches
960,Dimitris Giannoulis,gr GRE,DF,Augsburg,de Bundesliga,29-163,1995,21.8,1028,819,206,5,2,2,81,192,8,3,1,0,769,3,38,Matches
961,Morgan Gibbs-White,eng ENG,MF,Nott'ham Forest,eng Premier League,25-061,2000,22.4,928,910,11,4,14,10,33,1,1,0,0,0,727,7,19,Matches
962,Samuel Gigot,fr FRA,DF,Lazio,it Serie A,31-168,1993,3.8,166,160,6,5,0,0,0,1,0,0,0,0,147,0,2,Matches
963,Armin Gigovic,ba BIH,MF,Holstein Kiel,de Bundesliga,22-357,2002,15.6,509,488,17,7,3,3,11,0,1,0,1,0,394,4,11,Matches
964,Bryan Gil,es ESP,FWMF,Girona,es La Liga,24-046,2001,19.1,759,731,23,1,0,0,78,8,14,6,6,0,621,5,23,Matches
965,Mario Gila,es ESP,DF,Lazio,it Serie A,24-212,2000,24.2,1611,1541,68,40,4,14,0,2,0,0,0,0,1479,2,8,Matches
966,Billy Gilmour,sct SCO,MF,Brighton,eng Premier League,23-291,2001,1.1,67,65,2,1,1,2,1,0,1,1,0,0,58,0,0,Matches
967,Billy Gilmour,sct SCO,MF,Napoli,it Serie A,23-291,2001,7.4,501,488,13,8,1,3,7,2,3,0,3,0,442,0,3,Matches
968,Benedikt Gimber,de GER,DF,Heidenheim,de Bundesliga,28-038,1997,22.7,1005,958,43,32,0,6,1,3,0,0,0,0,828,4,11,Matches
969,Santiago Giménez,mx MEX,FW,Milan,it Serie A,23-345,2001,5.6,73,58,15,0,1,0,2,1,1,0,0,0,60,0,1,Matches
970,Gvidas Gineitis,lt LTU,MF,Torino,it Serie A,20-348,2004,10.4,381,337,40,10,2,0,47,5,25,14,9,0,284,4,19,Matches
971,Matthias Ginter,de GER,DF,Freiburg,de Bundesliga,31-069,1994,21.5,1192,1148,40,35,2,8,10,3,0,0,0,0,987,4,8,Matches
972,Jamie Gittens,eng ENG,FWMF,Dortmund,de Bundesliga,20-233,2004,17.9,504,494,8,1,4,3,48,5,2,0,0,0,379,2,21,Matches
973,Serge Gnabry,de GER,FWMF,Bayern Munich,de Bundesliga,29-258,1995,9.3,438,422,15,1,1,0,19,11,1,0,0,0,360,1,12,Matches
974,Ben Godfrey,eng ENG,DF,Ipswich Town,eng Premier League,27-073,1998,1.2,55,47,8,1,0,0,0,7,0,0,0,0,46,0,2,Matches
975,Ben Godfrey,eng ENG,DF,Atalanta,it Serie A,27-073,1998,0.3,10,8,2,1,0,0,0,1,0,0,0,0,8,0,1,Matches
976,Martial Godo,eng ENG,FW,Fulham,eng Premier League,22-015,2003,0.2,5,5,0,0,0,0,1,0,0,0,0,0,3,0,0,Matches
977,Saba Goglichidze,ge GEO,DF,Empoli,it Serie A,20-277,2004,21.6,748,696,50,44,0,4,1,4,0,0,0,0,585,2,12,Matches
978,Edoardo Goldaniga,it ITA,DF,Como,it Serie A,31-147,1993,20.1,1067,949,113,46,0,10,6,57,0,0,0,0,903,5,9,Matches
979,Pierluigi Gollini,it ITA,GK,Genoa,it Serie A,30-011,1995,7.0,250,181,69,17,0,0,0,0,0,0,0,0,206,0,0,Matches
980,Aleksandr Golovin,ru RUS,MFFW,Monaco,fr Ligue 1,28-303,1996,12.6,668,639,24,11,9,4,23,6,7,2,3,0,516,5,13,Matches
981,André Gomes,pt POR,MF,Lille,fr Ligue 1,31-242,1993,9.7,690,671,18,14,4,8,6,4,0,0,0,0,619,1,10,Matches
982,Angel Gomes,eng ENG,MF,Lille,fr Ligue 1,24-210,2000,8.2,364,352,9,3,2,2,10,0,4,3,0,0,295,3,8,Matches
983,João Gomes,br BRA,MF,Wolves,eng Premier League,24-045,2001,25.0,1200,1152,46,22,5,5,23,13,1,1,0,0,1020,2,16,Matches
984,Rodrigo Gomes,pt POR,DFFW,Wolves,eng Premier League,21-265,2003,6.3,216,196,20,1,1,0,18,18,1,0,1,0,141,0,7,Matches
985,Toti Gomes,pt POR,DF,Wolves,eng Premier League,26-072,1999,20.0,1166,1090,75,31,0,1,10,30,0,0,0,0,995,1,12,Matches
986,Carlos Gómez,co COL,MFFW,Rennes,fr Ligue 1,22-198,2002,3.5,110,105,5,0,1,0,18,5,0,0,0,0,81,0,2,Matches
987,Dani Gómez,es ESP,FW,Valencia,es La Liga,26-242,1998,5.9,83,72,11,0,0,0,0,2,0,0,0,0,62,0,6,Matches
988,Diego Gómez,py PAR,MF,Brighton,eng Premier League,22-002,2003,2.8,155,149,6,1,3,1,5,1,0,0,0,0,126,0,5,Matches
989,Joe Gomez,eng ENG,DF,Liverpool,eng Premier League,27-310,1997,5.8,425,406,18,12,1,5,2,6,0,0,0,0,377,1,2,Matches
990,Moi Gómez,es ESP,MFFW,Osasuna,es La Liga,30-279,1994,7.7,423,409,13,7,0,6,24,1,2,1,1,0,340,1,13,Matches
991,Sergi Gómez,es ESP,DF,Espanyol,es La Liga,33-001,1992,7.2,348,336,12,10,0,0,1,0,0,0,0,0,309,0,1,Matches
992,Sergio Gómez,es ESP,MFDF,Real Sociedad,es La Liga,24-206,2000,23.2,1156,965,185,41,1,8,167,42,95,34,46,0,872,6,38,Matches
993,Unai Gómez,es ESP,MFFW,Athletic Club,es La Liga,21-308,2003,9.0,200,182,18,1,2,0,17,1,12,11,0,0,135,0,6,Matches
994,Tidiam Gomis,fr FRA,MF,RB Leipzig,de Bundesliga,18-233,2006,0.1,5,5,0,0,0,0,1,0,0,0,0,0,5,0,0,Matches
995,Fabio González,es ESP,MF,Las Palmas,es La Liga,28-045,1997,0.6,53,53,0,0,0,1,1,0,0,0,0,0,43,0,3,Matches
996,Nicolás González,es ESP,MF,Manchester City,eng Premier League,23-085,2002,4.3,333,321,11,11,1,0,0,0,0,0,0,0,307,1,3,Matches
997,Nicolás González,ar ARG,FW,Juventus,it Serie A,26-357,1998,12.0,359,347,11,0,3,1,13,7,0,0,0,0,266,1,16,Matches
998,Peter González,do DOM,MFFW,Getafe,es La Liga,22-247,2002,3.7,79,70,7,2,0,0,6,4,0,0,0,0,58,2,4,Matches
999,Urko González,es ESP,MF,Espanyol,es La Liga,24-009,2001,4.7,111,110,1,1,0,0,1,0,0,0,0,0,87,0,6,Matches
1000,Urko González,es ESP,MF,Real Sociedad,es La Liga,24-009,2001,0.5,17,17,0,0,0,1,1,0,0,0,0,0,10,0,1,Matches
1001,Anthony Gordon,eng ENG,FW,Newcastle Utd,eng Premier League,24-033,2001,23.4,850,735,107,21,9,4,116,30,50,33,7,0,612,8,32,Matches
1002,Leon Goretzka,de GER,MF,Bayern Munich,de Bundesliga,30-051,1995,11.9,1004,980,22,16,5,6,5,6,0,0,0,0,902,2,11,Matches
1003,Mathieu Gorgelin,fr FRA,GK,Le Havre,fr Ligue 1,34-236,1990,9.0,307,217,88,33,0,1,0,0,0,0,0,0,243,2,0,Matches
1004,Andoni Gorosabel,es ESP,DF,Athletic Club,es La Liga,28-237,1996,11.2,627,500,126,8,0,0,27,118,0,0,0,0,532,1,13,Matches
1005,Robin Gosens,de GER,DF,Fiorentina,it Serie A,30-267,1994,22.9,1117,910,203,23,1,4,48,180,0,0,0,0,850,4,24,Matches
1006,Robin Gosens,de GER,DF,Union Berlin,de Bundesliga,30-267,1994,1.0,42,32,9,0,0,0,1,9,0,0,0,0,23,1,0,Matches
1007,Mario Götze,de GER,MFFW,Eint Frankfurt,de Bundesliga,32-299,1992,15.0,730,700,28,11,3,2,33,5,12,8,2,0,567,2,23,Matches
1008,Amine Gouiri,dz ALG,FWMF,Marseille,fr Ligue 1,25-041,2000,6.1,213,173,39,4,1,0,30,0,24,8,14,0,176,1,3,Matches
1009,Amine Gouiri,dz ALG,MFFW,Rennes,fr Ligue 1,25-041,2000,11.5,354,319,35,9,3,0,12,5,7,5,1,0,277,0,16,Matches
1010,Lucas Gourna-Douath,fr FRA,MF,Roma,it Serie A,21-236,2003,1.5,80,80,0,0,0,0,2,0,0,0,0,0,74,0,0,Matches
1011,Jeffrey Gouweleeuw,nl NED,DF,Augsburg,de Bundesliga,33-262,1991,24.7,1249,1165,81,70,3,2,15,0,0,0,0,0,1023,3,6,Matches
1012,Kamil Grabara,pl POL,GK,Wolfsburg,de Bundesliga,26-080,1999,20.7,806,653,147,59,1,1,0,0,0,0,0,0,540,6,0,Matches
1013,Jonathan Gradit,fr FRA,DF,Lens,fr Ligue 1,32-125,1992,17.5,932,904,26,25,1,5,8,1,0,0,0,0,781,2,9,Matches
1014,José Gragera,es ESP,MF,Espanyol,es La Liga,24-119,2000,6.3,217,206,10,10,0,1,0,0,0,0,0,0,190,1,2,Matches
1015,Samuel Grandsir,fr FRA,MFFW,Le Havre,fr Ligue 1,28-227,1996,0.9,32,28,4,1,1,0,5,1,2,2,0,0,20,0,1,Matches
1016,Alberto Grassi,it ITA,MF,Empoli,it Serie A,30-022,1995,16.9,606,578,23,21,1,1,6,2,0,0,0,0,459,5,10,Matches
1017,Ryan Gravenberch,nl NED,MF,Liverpool,eng Premier League,22-317,2002,27.5,1495,1465,27,14,7,3,5,7,0,0,0,0,1331,3,13,Matches
1018,Archie Gray,eng ENG,DFMF,Tottenham,eng Premier League,19-017,2006,13.8,939,875,62,29,0,2,8,23,2,0,2,0,842,2,14,Matches
1019,Jack Grealish,eng ENG,FWMF,Manchester City,eng Premier League,29-200,1995,6.8,369,353,16,3,0,0,20,4,9,4,0,0,321,0,10,Matches
1020,Jacob Greaves,eng ENG,DF,Ipswich Town,eng Premier League,24-198,2000,18.5,868,813,53,26,0,0,0,3,0,0,0,0,759,2,3,Matches
1021,Mason Greenwood,eng ENG,FWMF,Marseille,fr Ligue 1,23-179,2001,23.3,1079,1014,60,13,10,18,83,7,34,25,1,0,849,5,16,Matches
1022,Michael Gregoritsch,at AUT,FW,Freiburg,de Bundesliga,30-345,1994,5.2,118,111,6,0,0,0,1,0,0,0,0,0,74,1,5,Matches
1023,Dominik Greif,sk SVK,GK,Mallorca,es La Liga,27-357,1997,23.0,795,575,214,74,0,2,0,0,0,0,0,0,562,6,0,Matches
1024,Antoine Griezmann,fr FRA,FWMF,Atlético Madrid,es La Liga,34-008,1991,22.4,1167,1038,126,22,9,9,123,12,72,22,29,0,851,3,33,Matches
1025,Vincenzo Grifo,it ITA,FWMF,Freiburg,de Bundesliga,31-356,1993,20.1,1193,1047,141,43,9,7,105,10,55,27,24,0,925,5,27,Matches
1026,Florian Grillitsch,at AUT,MF,Valladolid,es La Liga,29-234,1995,3.4,176,165,11,6,3,2,4,1,3,2,0,0,140,0,1,Matches
1027,Florian Grillitsch,at AUT,MF,Hoffenheim,de Bundesliga,29-234,1995,6.7,417,388,29,25,3,8,4,2,0,0,0,0,361,0,9,Matches
1028,Álex Grimaldo,es ESP,DFMF,Leverkusen,de Bundesliga,29-190,1995,23.2,1671,1436,230,29,4,4,180,109,92,52,25,0,1356,5,48,Matches
1029,Pascal Groß,de GER,MFDF,Dortmund,de Bundesliga,33-287,1991,20.1,1627,1425,196,57,2,12,151,47,87,36,30,3,1324,6,26,Matches
1030,Brajan Gruda,de GER,FWMF,Brighton,eng Premier League,20-302,2004,4.3,149,127,22,5,0,1,15,8,8,2,5,0,109,0,1,Matches
1031,Marco Grüll,at AUT,FWMF,Werder Bremen,de Bundesliga,26-266,1998,11.4,274,253,20,7,2,1,19,7,1,0,1,0,208,1,22,Matches
1032,Albert Grønbaek,dk DEN,FWMF,Southampton,eng Premier League,23-310,2001,1.6,18,18,0,0,0,0,1,0,0,0,0,0,13,0,1,Matches
1033,Albert Grønbaek,dk DEN,MFFW,Rennes,fr Ligue 1,23-310,2001,9.0,247,213,31,7,1,1,28,5,19,16,3,0,155,3,15,Matches
1034,Vicente Guaita,es ESP,GK,Celta Vigo,es La Liga,38-078,1987,24.0,681,489,190,37,0,0,0,0,0,0,0,0,556,2,0,Matches
1035,Sergi Guardiola,es ESP,FW,Rayo Vallecano,es La Liga,33-304,1991,3.5,69,67,2,0,0,0,4,0,0,0,0,0,45,0,4,Matches
