,,,,,,,,,,Pass Types,,,,,,,,Corner Kicks,,,Outcomes,,,
Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,Att,Live,Dead,FK,TB,Sw,Crs,TI,CK,In,Out,Str,Cmp,Off,Blocks,Matches
2310,Suat Serdar,de GER,MF,Hellas Verona,it Serie A,27-352,1997,10.4,332,317,11,7,3,5,3,2,2,0,0,0,252,4,12,Matches
2311,Sergi,es ESP,DF,Leganés,es La Liga,32-343,1992,25.8,1241,1190,44,44,0,5,1,0,0,0,0,0,1034,7,5,Matches
2312,Nicolás Serrano,es ESP,FW,Athletic Club,es La Liga,22-024,2003,1.2,44,37,7,2,0,0,13,0,5,4,0,0,25,0,0,Matches
2313,Benjamin Šeško,si SVN,FWMF,RB Leipzig,de Bundesliga,21-302,2003,20.8,499,481,16,1,3,0,2,3,0,0,0,0,333,2,20,Matches
2314,Ryan Sessegnon,eng ENG,DFMF,Fulham,eng Premier League,24-315,2000,1.1,33,31,2,0,0,0,2,2,0,0,0,0,27,0,1,Matches
2315,Stephan El Shaarawy,it ITA,DFMF,Roma,it Serie A,32-153,1992,10.7,444,393,47,1,4,0,24,44,2,0,2,0,349,4,10,Matches
2316,Luke Shaw,eng ENG,DF,Manchester Utd,eng Premier League,29-260,1995,0.8,101,101,0,0,0,1,0,0,0,0,0,0,89,0,1,Matches
2317,Alen Sherri,al ALB,GK,Cagliari,it Serie A,27-104,1997,6.0,198,138,60,12,0,0,0,0,0,0,0,0,149,0,0,Matches
2318,Eldor Shomurodov,uz UZB,FW,Roma,it Serie A,29-273,1995,6.2,171,166,5,0,1,1,3,0,0,0,0,0,131,0,8,Matches
2319,Djibril Sidibé,fr FRA,DF,Toulouse,fr Ligue 1,32-243,1992,15.7,872,732,138,36,5,3,31,98,0,0,0,0,697,2,16,Matches
2320,Armindo Sieb,de GER,FWMF,Mainz 05,de Bundesliga,22-040,2003,8.0,184,175,7,0,1,0,6,1,0,0,0,0,127,2,4,Matches
2321,Vincent Sierro,ch SUI,MF,Toulouse,fr Ligue 1,29-172,1995,18.7,1031,916,113,58,6,10,61,3,38,18,18,0,790,2,11,Matches
2322,Tim Siersleben,de GER,DF,Heidenheim,de Bundesliga,25-020,2000,6.3,309,289,19,10,0,3,3,4,0,0,0,0,247,1,1,Matches
2323,Zain Silcott-Duberry,ms MSR,FW,Bournemouth,eng Premier League,19-263,2005,0.0,2,2,0,0,0,0,0,0,0,0,0,0,1,0,1,Matches
2324,Kiliann Sildillia,fr FRA,DF,Freiburg,de Bundesliga,22-317,2002,7.7,394,322,70,5,0,1,14,65,0,0,0,0,292,2,12,Matches
2325,André Silva,pt POR,FW,Werder Bremen,de Bundesliga,29-143,1995,4.1,113,96,14,1,1,0,4,1,0,0,0,0,79,3,8,Matches
2326,André Silva,pt POR,FWMF,RB Leipzig,de Bundesliga,29-143,1995,1.5,42,35,6,0,1,0,0,1,0,0,0,0,30,1,4,Matches
2327,Bernardo Silva,pt POR,MFFW,Manchester City,eng Premier League,30-231,1994,22.7,1268,1167,100,42,3,4,48,34,11,2,0,0,1093,1,28,Matches
2328,Caio Henrique Oliveira Silva,br BRA,DF,Monaco,fr Ligue 1,27-241,1997,13.8,939,757,179,36,5,2,97,110,33,15,13,0,715,3,16,Matches
2329,Fábio Silva,pt POR,FW,Las Palmas,es La Liga,22-253,2002,16.9,370,331,39,1,2,3,17,5,0,0,0,0,241,0,19,Matches
2330,Jota Silva,pt POR,FWMF,Nott'ham Forest,eng Premier League,25-240,1999,8.1,167,164,1,0,1,1,19,0,1,0,0,0,102,2,12,Matches
2331,Eric da Silva Moreira,de GER,MFDF,Nott'ham Forest,eng Premier League,18-330,2006,0.3,8,6,2,0,0,0,0,2,0,0,0,0,7,0,0,Matches
2332,Rui Silva,pt POR,GK,Betis,es La Liga,31-050,1994,15.0,524,404,118,42,0,0,0,0,0,0,0,0,412,2,0,Matches
2333,Marco Silvestri,it ITA,GK,Empoli,it Serie A,34-027,1991,5.0,148,124,24,11,0,0,0,0,0,0,0,0,94,0,0,Matches
2334,Abdallah Sima,sn SEN,FWMF,Brest,fr Ligue 1,23-285,2001,10.0,253,248,5,2,0,1,14,3,0,0,0,0,176,0,12,Matches
2335,Mohamed Simakan,fr FRA,DF,RB Leipzig,de Bundesliga,24-330,2000,0.6,50,44,6,0,0,0,1,6,0,0,0,0,42,0,1,Matches
2336,Giovanni Simeone,ar ARG,FW,Napoli,it Serie A,29-267,1995,4.1,96,94,2,0,1,1,3,0,0,0,0,0,67,0,6,Matches
2337,Giuliano Simeone,ar ARG,MFDF,Atlético Madrid,es La Liga,22-101,2002,14.3,530,505,24,0,2,0,31,23,1,0,0,0,401,1,32,Matches
2338,Moses Simon,ng NGA,FWMF,Nantes,fr Ligue 1,29-260,1995,21.3,626,524,102,21,5,1,170,18,57,30,22,0,395,0,39,Matches
2339,Unai Simón,es ESP,GK,Athletic Club,es La Liga,27-291,1997,11.0,320,238,81,23,0,0,0,0,0,0,0,0,227,1,0,Matches
2340,Xavi Simons,nl NED,MF,RB Leipzig,de Bundesliga,21-342,2003,17.1,857,758,94,32,18,1,60,7,39,12,15,0,679,5,18,Matches
2341,Jahmai Simpson-Pusey,eng ENG,DF,Manchester City,eng Premier League,19-145,2005,1.1,115,110,5,3,0,0,0,1,0,0,0,0,107,0,0,Matches
2342,Danel Sinani,lu LUX,FWMF,St. Pauli,de Bundesliga,27-358,1997,6.6,261,223,37,5,3,2,30,4,24,14,7,0,182,1,4,Matches
2343,Lassine Sinayoko,ml MLI,FWMF,Auxerre,fr Ligue 1,25-111,1999,18.3,481,454,24,2,2,0,20,1,1,0,0,0,362,3,19,Matches
2344,Wilfried Singo,ci CIV,DF,Monaco,fr Ligue 1,24-094,2000,15.3,994,923,65,44,0,8,9,21,0,0,0,0,847,6,5,Matches
2345,Luis Sinisterra,co COL,FWMF,Bournemouth,eng Premier League,25-285,1999,2.6,93,92,0,0,0,1,7,0,0,0,0,0,73,1,4,Matches
2346,Daley Sinkgraven,nl NED,DF,Las Palmas,es La Liga,29-268,1995,1.0,66,59,7,2,0,0,4,5,0,0,0,0,50,0,1,Matches
2347,Tobias Sippel,de GER,GK,Gladbach,de Bundesliga,37-007,1988,0.7,34,20,14,2,0,0,0,0,0,0,0,0,20,0,0,Matches
2348,Jailson Siqueira,br BRA,DFMF,Celta Vigo,es La Liga,29-203,1995,6.0,418,410,8,6,0,2,1,1,0,0,0,0,376,0,5,Matches
2349,Ayanda Sishuba,be BEL,FW,Rennes,fr Ligue 1,20-055,2005,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
2350,Ibrahim Sissoko,ml MLI,FW,Saint-Étienne,fr Ligue 1,29-122,1995,9.0,167,145,21,0,1,2,3,0,0,0,0,0,110,1,7,Matches
2351,Ibrahima Sissoko,ml MLI,MF,Bochum,de Bundesliga,27-153,1997,23.7,840,828,10,3,2,3,16,3,0,0,0,0,634,2,21,Matches
2352,Niama Sissoko,ml MLI,FWMF,Reims,fr Ligue 1,19-103,2005,0.5,11,9,2,0,0,0,0,0,0,0,0,0,7,0,1,Matches
2353,Antonio Sivera,es ESP,GK,Alavés,es La Liga,28-230,1996,22.2,701,438,261,111,0,0,0,0,0,0,0,0,412,2,1,Matches
2354,Tim Skarke,de GER,FWMF,Union Berlin,de Bundesliga,28-203,1996,9.9,272,265,6,0,0,2,24,2,0,0,0,0,192,1,14,Matches
2355,Ellyes Skhiri,tn TUN,MF,Eint Frankfurt,de Bundesliga,29-323,1995,18.0,955,933,20,20,1,0,2,0,0,0,0,0,839,2,16,Matches
2356,Oliver Skipp,eng ENG,MF,Leicester City,eng Premier League,24-194,2000,8.7,354,349,4,3,2,0,3,1,0,0,0,0,299,1,9,Matches
2357,Leo Skiri Østigård,no NOR,DF,Rennes,fr Ligue 1,25-121,1999,13.6,797,769,28,16,0,4,0,1,0,0,0,0,676,0,6,Matches
2358,Leo Skiri Østigård,no NOR,DF,Hoffenheim,de Bundesliga,25-121,1999,5.0,312,296,16,10,0,0,0,0,0,0,0,0,256,0,1,Matches
2359,Łukasz Skorupski,pl POL,GK,Bologna,it Serie A,33-328,1991,21.0,838,699,136,55,0,0,0,0,0,0,0,0,642,3,0,Matches
2360,Andreas Skov Olsen,dk DEN,FWMF,Wolfsburg,de Bundesliga,25-090,1999,3.2,148,136,12,1,0,3,15,3,8,8,0,0,122,0,4,Matches
2361,Robert Skov,dk DEN,DFMF,Union Berlin,de Bundesliga,28-313,1996,9.5,463,353,107,22,2,1,61,60,25,12,13,0,305,3,10,Matches
2362,Milan Škriniar,sk SVK,DF,Paris S-G,fr Ligue 1,30-046,1995,4.2,374,360,14,8,0,2,0,1,0,0,0,0,361,0,0,Matches
2363,Steven Skrzybski,de GER,FWMF,Holstein Kiel,de Bundesliga,32-131,1992,8.7,272,250,21,5,3,0,24,2,7,3,2,0,187,1,9,Matches
2364,Naatan Skyttä,fi FIN,FW,Toulouse,fr Ligue 1,22-326,2002,0.1,4,4,0,0,0,0,0,0,0,0,0,0,4,0,0,Matches
2365,William Smallbone,ie IRL,MF,Southampton,eng Premier League,25-036,2000,6.2,283,230,52,10,0,0,31,4,23,14,6,0,214,1,6,Matches
2366,Adam Smith,eng ENG,DF,Bournemouth,eng Premier League,33-334,1991,11.5,407,327,80,4,0,2,18,76,0,0,0,0,312,0,8,Matches
2367,Eric Smith,se SWE,DFMF,St. Pauli,de Bundesliga,28-080,1997,23.4,1244,1063,174,113,2,6,83,4,55,16,23,1,987,7,5,Matches
2368,Justin Smith,ca CAN,MF,Espanyol,es La Liga,22-053,2003,2.3,61,58,2,2,0,0,1,0,0,0,0,0,40,1,1,Matches
2369,Emile Smith Rowe,eng ENG,MF,Fulham,eng Premier League,24-244,2000,19.2,852,825,25,4,2,2,11,2,1,0,0,0,769,2,17,Matches
2370,Ivan Smolčić,hr CRO,DF,Como,it Serie A,24-224,2000,5.6,328,262,66,12,0,3,4,54,0,0,0,0,264,0,4,Matches
2371,Eduard Sobol,ua UKR,DF,Strasbourg,fr Ligue 1,29-343,1995,1.0,34,26,8,1,0,0,1,7,0,0,0,0,22,0,1,Matches
2372,Simon Sohm,ch SUI,MF,Parma,it Serie A,23-352,2001,25.5,1001,974,25,11,7,2,12,4,6,1,0,0,852,2,13,Matches
2373,Alex Sola,es ESP,MFFW,Getafe,es La Liga,25-293,1999,11.4,242,238,2,1,0,2,18,1,0,0,0,0,155,2,10,Matches
2374,Dominic Solanke,eng ENG,FW,Tottenham,eng Premier League,27-196,1997,19.8,312,273,38,0,3,1,4,2,0,0,0,0,224,1,13,Matches
2375,Ola Solbakken,no NOR,MFFW,Empoli,it Serie A,26-203,1998,6.6,138,137,1,0,1,4,5,1,0,0,0,0,92,0,5,Matches
2376,Carlos Soler,es ESP,MFFW,West Ham,eng Premier League,28-086,1997,12.2,512,462,48,21,4,5,26,1,17,10,4,0,429,2,6,Matches
2377,Oumar Solet,fr FRA,DF,Udinese,it Serie A,25-050,2000,9.6,608,571,34,13,0,4,4,1,0,0,0,0,546,3,3,Matches
2378,Jhon Solis,co COL,MF,Girona,es La Liga,20-177,2004,4.6,243,240,2,2,1,0,2,0,0,0,0,0,220,1,0,Matches
2379,Yann Sommer,ch SUI,GK,Inter,it Serie A,36-102,1988,26.0,980,852,122,26,0,0,0,0,0,0,0,0,862,6,0,Matches
2380,David Soria,es ESP,GK,Getafe,es La Liga,31-359,1993,28.0,752,401,346,115,0,2,0,0,0,0,0,0,385,5,0,Matches
2381,Juan Soriano,es ESP,GK,Leganés,es La Liga,27-218,1997,6.0,185,108,77,23,0,0,0,0,0,0,0,0,98,0,0,Matches
2382,Borna Sosa,hr CRO,DF,Torino,it Serie A,27-067,1998,13.1,686,565,116,12,0,4,51,99,5,4,1,0,546,5,10,Matches
2383,Ramón Sosa,py PAR,FWMF,Nott'ham Forest,eng Premier League,25-210,1999,2.7,79,70,8,2,0,1,7,2,4,2,1,0,54,1,2,Matches
2384,Hugo Sotelo,es ESP,MF,Celta Vigo,es La Liga,21-100,2003,12.6,942,872,70,36,3,17,43,1,33,8,18,0,806,0,10,Matches
2385,Florian Sotoca,fr FRA,FWMF,Lens,fr Ligue 1,34-155,1990,16.6,817,769,40,5,5,4,59,26,2,0,0,0,594,8,36,Matches
2386,Riccardo Sottil,it ITA,FWMF,Fiorentina,it Serie A,25-299,1999,9.3,278,265,12,3,1,0,41,4,5,2,0,0,196,1,8,Matches
2387,Riccardo Sottil,it ITA,FWMF,Milan,it Serie A,25-299,1999,0.9,40,36,3,0,0,0,8,1,2,1,0,0,28,1,0,Matches
2388,Tomáš Souček,cz CZE,MF,West Ham,eng Premier League,30-030,1995,23.1,793,778,13,12,0,9,11,1,0,0,0,0,583,2,20,Matches
2389,Matìas Soulé,ar ARG,MFFW,Roma,it Serie A,21-348,2003,11.4,603,545,58,12,4,2,46,27,16,8,5,0,500,0,11,Matches
2390,Boubakary Soumaré,fr FRA,MF,Leicester City,eng Premier League,26-030,1999,17.4,920,907,10,7,3,1,8,3,0,0,0,0,797,3,12,Matches
2391,Issa Soumaré,sn SEN,MFFW,Le Havre,fr Ligue 1,24-170,2000,14.2,356,349,3,0,0,3,20,2,0,0,0,0,219,4,13,Matches
2392,Djibril Sow,ch SUI,MF,Sevilla,es La Liga,28-051,1997,17.5,763,744,18,14,0,4,7,1,2,0,0,0,670,1,8,Matches
2393,Saidou Sow,gn GUI,DF,Strasbourg,fr Ligue 1,22-268,2002,11.3,636,618,17,13,0,0,0,0,0,0,0,0,577,1,1,Matches
2394,Saidou Sow,gn GUI,DF,Nantes,fr Ligue 1,22-268,2002,7.0,320,288,31,5,0,1,0,2,0,0,0,0,264,1,0,Matches
2395,Djed Spence,eng ENG,DF,Tottenham,eng Premier League,24-232,2000,11.8,741,636,102,17,2,2,15,85,0,0,0,0,641,3,14,Matches
2396,Leonardo Spinazzola,it ITA,DFFW,Napoli,it Serie A,32-004,1993,10.8,573,478,93,5,2,4,39,76,12,5,3,0,457,2,14,Matches
2397,Marco Sportiello,it ITA,GK,Milan,it Serie A,32-323,1992,1.0,42,29,12,2,0,0,0,0,0,0,0,0,39,1,0,Matches
2398,Anton Stach,de GER,MFDF,Hoffenheim,de Bundesliga,26-134,1998,20.8,1150,1127,21,17,3,5,21,2,0,0,0,0,958,2,19,Matches
2399,Jens Stage,dk DEN,MF,Werder Bremen,de Bundesliga,28-141,1996,17.2,719,702,14,13,5,6,20,1,0,0,0,0,552,3,16,Matches
2400,Josip Stanišić,hr CRO,DF,Bayern Munich,de Bundesliga,24-361,2000,3.0,249,222,27,9,0,2,9,17,0,0,0,0,221,0,1,Matches
2401,Filip Stankovic,rs SRB,GK,Venezia,it Serie A,23-032,2002,15.2,513,411,101,28,0,1,0,0,0,0,0,0,372,1,0,Matches
2402,Jay Stansfield,eng ENG,MF,Fulham,eng Premier League,22-125,2002,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
2403,Carl Starfelt,se SWE,DF,Celta Vigo,es La Liga,29-301,1995,23.1,1466,1441,25,18,1,4,0,0,0,0,0,0,1370,0,3,Matches
2404,Niklas Stark,de GER,DF,Werder Bremen,de Bundesliga,29-349,1995,15.4,873,837,35,27,0,2,1,7,0,0,0,0,750,1,4,Matches
2405,Lucas Stassin,be BEL,FW,Saint-Étienne,fr Ligue 1,20-121,2004,15.3,365,317,46,0,5,0,13,0,0,0,0,0,267,2,15,Matches
2406,Jason Steele,eng ENG,GK,Brighton,eng Premier League,34-223,1990,2.0,112,104,8,6,0,0,0,0,0,0,0,0,101,0,0,Matches
2407,Orri Steinn Óskarsson,is ISL,FW,Real Sociedad,es La Liga,20-212,2004,9.5,180,171,4,0,0,0,7,0,0,0,0,0,97,5,9,Matches
2408,Pascal Stenzel,de GER,DF,Stuttgart,de Bundesliga,29-009,1996,1.5,105,88,17,1,0,1,8,14,2,1,0,0,86,0,1,Matches
2409,Jack Stephens,eng ENG,DF,Southampton,eng Premier League,31-061,1994,8.9,623,588,35,17,0,1,0,10,0,0,0,0,579,0,2,Matches
2410,Leonidas Stergiou,ch SUI,DF,Stuttgart,de Bundesliga,23-026,2002,5.9,355,298,54,4,1,0,4,50,0,0,0,0,295,3,7,Matches
2411,Raheem Sterling,eng ENG,FWMF,Arsenal,eng Premier League,30-111,1994,3.4,139,137,0,0,0,1,11,0,0,0,0,0,106,2,3,Matches
2412,Enzo Sternal,fr FRA,FWMF,Marseille,fr Ligue 1,17-305,2007,0.3,8,8,0,0,0,0,0,0,0,0,0,0,7,0,0,Matches
2413,Finley Stevens,wls WAL,DF,St. Pauli,de Bundesliga,21-353,2003,0.0,2,1,1,0,0,0,0,1,0,0,0,0,1,0,0,Matches
2414,Ross Stewart,sct SCO,FWMF,Southampton,eng Premier League,28-261,1996,1.5,45,44,1,1,0,0,0,0,0,0,0,0,36,0,1,Matches
2415,Angelo Stiller,de GER,MF,Stuttgart,de Bundesliga,23-359,2001,25.3,2026,1888,130,62,11,5,63,6,32,17,5,0,1769,8,13,Matches
2416,Kevin Stöger,at AUT,MFFW,Gladbach,de Bundesliga,31-214,1993,14.3,961,808,147,51,13,12,100,14,63,26,27,0,733,6,20,Matches
2417,Stoichkov,es ESP,MFFW,Alavés,es La Liga,31-144,1993,7.8,214,204,9,0,6,1,13,0,0,0,0,0,132,1,13,Matches
2418,Petar Stojanović,si SVN,MF,Empoli,it Serie A,29-173,1995,0.0,3,3,0,0,0,0,0,0,0,0,0,0,1,0,0,Matches
2419,Jakub Stolarczyk,pl POL,GK,Leicester City,eng Premier League,24-100,2000,6.0,224,168,56,23,0,0,0,0,0,0,0,0,152,0,0,Matches
2420,John Stones,eng ENG,DFMF,Manchester City,eng Premier League,30-305,1994,6.1,403,389,13,7,0,3,0,0,0,0,0,0,367,1,2,Matches
2421,Jørgen Strand Larsen,no NOR,FW,Wolves,eng Premier League,25-051,2000,23.0,346,336,10,0,0,1,5,0,0,0,0,0,221,0,13,Matches
2422,Gabriel Strefezza,br BRA,FWMF,Como,it Serie A,27-345,1997,23.6,938,843,88,27,6,10,98,4,53,18,18,0,708,7,35,Matches
2423,Cristhian Stuani,uy URU,FW,Girona,es La Liga,38-168,1986,6.3,82,72,10,0,0,0,1,1,0,0,0,0,57,0,2,Matches
2424,Álex Suárez,es ESP,DF,Las Palmas,es La Liga,32-011,1993,21.9,1081,961,119,51,1,7,0,34,0,0,0,0,932,1,10,Matches
2425,Denis Suárez,es ESP,MF,Villarreal,es La Liga,31-082,1994,4.1,163,145,15,4,0,5,15,3,7,2,3,0,122,3,5,Matches
2426,Gabriel Suazo,cl CHI,DF,Toulouse,fr Ligue 1,27-232,1997,19.1,992,821,169,29,3,5,62,123,17,12,3,0,792,2,18,Matches
2427,Luka Sučić,hr CRO,MF,Real Sociedad,es La Liga,22-202,2002,15.7,690,669,16,7,4,6,14,1,0,0,0,0,569,5,12,Matches
2428,Yukinari Sugawara,jp JPN,DFMF,Southampton,eng Premier League,24-274,2000,16.0,843,725,117,17,1,7,64,91,9,4,5,0,677,1,20,Matches
2429,Niklas Süle,de GER,DF,Dortmund,de Bundesliga,29-207,1995,6.1,552,523,28,11,0,2,1,5,0,0,0,0,514,1,2,Matches
2430,Ibrahim Sulemana,gh GHA,MF,Atalanta,it Serie A,21-311,2003,1.4,111,111,0,0,1,0,0,0,0,0,0,0,98,0,0,Matches
2431,Kamaldeen Sulemana,gh GHA,FWMF,Southampton,eng Premier League,23-042,2002,8.2,206,203,2,0,0,1,16,2,0,0,0,0,161,1,4,Matches
2432,Crysencio Summerville,nl NED,FWMF,West Ham,eng Premier League,23-150,2001,8.7,254,241,13,2,3,0,21,2,8,6,0,0,194,0,13,Matches
2433,Tomáš Suslov,sk SVK,MFFW,Hellas Verona,it Serie A,22-295,2002,20.5,470,393,74,26,2,9,42,10,20,9,7,0,345,3,18,Matches
2434,Suso,es ESP,FWMF,Sevilla,es La Liga,31-130,1993,2.0,126,108,15,2,1,1,14,3,10,7,2,0,100,3,1,Matches
2435,Zion Suzuki,jp JPN,GK,Parma,it Serie A,22-220,2002,27.8,1099,848,250,93,0,2,0,0,0,0,0,0,749,1,1,Matches
2436,Mattias Svanberg,se SWE,MF,Wolfsburg,de Bundesliga,26-083,1999,13.3,376,335,36,17,0,0,35,1,14,10,4,0,259,5,11,Matches
2437,Daniel Svensson,se SWE,DF,Dortmund,de Bundesliga,23-045,2002,1.5,95,86,9,0,0,1,9,3,6,5,0,0,75,0,1,Matches
2438,Marin Šverko,hr CRO,DF,Venezia,it Serie A,27-053,1998,11.6,581,456,122,33,2,2,2,63,0,0,0,0,479,3,10,Matches
2439,Mile Svilar,rs SRB,GK,Roma,it Serie A,25-214,1999,29.0,1120,939,180,48,0,1,0,0,0,0,0,0,891,1,0,Matches
2440,Michael Svoboda,at AUT,DF,Venezia,it Serie A,26-165,1998,14.6,829,749,77,47,3,0,2,4,0,0,0,0,703,3,8,Matches
2441,Williot Swedberg,se SWE,FWMF,Celta Vigo,es La Liga,21-056,2004,11.7,301,298,2,0,2,0,18,2,0,0,0,0,218,1,14,Matches
2442,Abakar Sylla,ci CIV,DF,Strasbourg,fr Ligue 1,22-094,2002,9.2,594,529,65,23,0,1,0,12,0,0,0,0,526,0,6,Matches
2443,Issiaga Sylla,gn GUI,DF,Montpellier,fr Ligue 1,31-087,1994,10.1,447,381,66,6,2,2,23,60,0,0,0,0,342,0,13,Matches
2444,Mamadou Sylla,sn SEN,FWMF,Valladolid,es La Liga,31-009,1994,12.8,187,166,19,0,0,1,9,2,0,0,0,0,115,2,8,Matches
2445,Wojciech Szczęsny,pl POL,GK,Barcelona,es La Liga,34-345,1990,8.0,260,219,39,11,0,1,0,0,0,0,0,0,230,2,0,Matches
2446,Sammie Szmodics,ie IRL,FWMF,Ipswich Town,eng Premier League,29-186,1995,10.9,194,184,10,1,0,0,13,0,6,6,0,0,144,0,12,Matches
2447,Dominik Szoboszlai,hu HUN,MF,Liverpool,eng Premier League,24-155,2000,21.7,1045,956,88,16,4,12,30,29,12,8,3,0,882,1,20,Matches
2448,Alexander Sørloth,no NOR,FW,Atlético Madrid,es La Liga,29-114,1995,11.5,265,253,8,0,1,0,3,0,0,0,0,0,165,4,4,Matches
2449,Musa Al-Taamari,jo JOR,FWMF,Montpellier,fr Ligue 1,27-292,1997,12.4,304,283,20,2,1,1,14,13,1,0,0,0,235,1,14,Matches
2450,Musa Al-Taamari,jo JOR,MFFW,Rennes,fr Ligue 1,27-292,1997,3.1,68,63,5,2,0,0,1,0,0,0,0,0,58,0,2,Matches
2451,Haris Tabakovic,ba BIH,FWMF,Hoffenheim,de Bundesliga,30-282,1994,5.7,132,128,2,0,0,0,4,0,0,0,0,0,84,2,2,Matches
2452,Nicolás Tagliafico,ar ARG,DF,Lyon,fr Ligue 1,32-210,1992,16.1,1037,910,124,20,0,1,26,104,0,0,0,0,899,3,21,Matches
2453,Jonathan Tah,de GER,DF,Leverkusen,de Bundesliga,29-046,1996,26.0,1884,1843,40,28,2,4,6,4,0,0,0,0,1763,1,3,Matches
2454,Adrien Tameze,cm CMR,MFDF,Torino,it Serie A,31-053,1994,6.7,281,271,10,8,0,0,9,2,0,0,0,0,240,0,7,Matches
2455,Renato Tapia,pe PER,MFDF,Leganés,es La Liga,29-244,1995,17.3,705,679,24,20,4,12,11,4,0,0,0,0,548,2,19,Matches
2456,Edmond Tapsoba,bf BFA,DF,Leverkusen,de Bundesliga,26-055,1999,22.4,1608,1500,108,37,1,8,7,60,0,0,0,0,1389,0,9,Matches
2457,Florian Tardieu,fr FRA,MF,Saint-Étienne,fr Ligue 1,32-341,1992,6.3,540,513,25,17,2,5,14,3,5,5,0,0,463,2,2,Matches
2458,Mehdi Taremi,ir IRN,FW,Inter,it Serie A,32-254,1992,6.3,176,169,4,1,4,0,1,1,0,0,0,0,142,3,6,Matches
2459,Matt Targett,eng ENG,DF,Newcastle Utd,eng Premier League,29-192,1995,0.1,7,7,0,0,0,0,0,0,0,0,0,0,7,0,0,Matches
2460,Oussama Targhalline,ma MAR,MF,Le Havre,fr Ligue 1,22-313,2002,11.0,437,419,13,9,5,5,16,2,2,0,0,0,348,5,10,Matches
2461,James Tarkowski,eng ENG,DF,Everton,eng Premier League,32-130,1992,28.9,1175,1100,67,41,1,13,0,2,0,0,0,0,957,8,12,Matches
2462,César Tárrega,es ESP,DF,Valencia,es La Liga,23-031,2002,24.6,1179,1127,48,36,0,6,0,0,0,0,0,0,976,4,11,Matches
2463,Nuno Tavares,pt POR,DF,Lazio,it Serie A,25-062,2000,16.9,914,746,167,36,2,6,108,123,8,3,4,0,726,1,23,Matches
2464,Marcus Tavernier,eng ENG,FWMF,Bournemouth,eng Premier League,26-007,1999,16.7,690,581,105,27,3,6,88,23,43,33,4,0,498,4,18,Matches
2465,Charlie Taylor,eng ENG,DF,Southampton,eng Premier League,31-192,1993,3.0,177,146,30,7,0,0,9,21,2,1,1,0,154,1,3,Matches
2466,Jack Taylor,ie IRL,MF,Ipswich Town,eng Premier League,26-279,1998,5.5,291,285,6,2,2,3,5,0,3,3,0,0,239,0,3,Matches
2467,Loum Tchaouna,fr FRA,FWMF,Lazio,it Serie A,21-202,2003,6.6,213,193,20,0,1,2,28,3,13,11,1,0,149,0,5,Matches
2468,Jackson Tchatchoua,cm CMR,DFMF,Hellas Verona,it Serie A,23-196,2001,26.2,836,695,138,7,2,6,77,131,0,0,0,0,634,3,24,Matches
2469,Enzo Tchato,cm CMR,DF,Montpellier,fr Ligue 1,22-126,2002,19.6,943,754,182,20,1,0,73,162,0,0,0,0,711,7,25,Matches
2470,Aurélien Tchouaméni,fr FRA,DFMF,Real Madrid,es La Liga,25-061,2000,22.2,1559,1491,66,43,0,7,9,4,0,0,0,0,1441,2,10,Matches
2471,Álvaro Tejero,es ESP,MFDF,Espanyol,es La Liga,28-252,1996,12.8,549,427,120,29,1,3,98,49,42,12,24,0,390,2,15,Matches
2472,Martín Tejón,es ESP,MFDF,Valencia,es La Liga,20-351,2004,0.5,26,26,0,0,0,0,1,0,0,0,0,0,20,0,0,Matches
2473,Mathys Tel,fr FRA,FW,Tottenham,eng Premier League,19-336,2005,3.4,60,57,3,0,0,1,4,1,0,0,0,0,47,0,2,Matches
2474,Mathys Tel,fr FRA,FWMF,Bayern Munich,de Bundesliga,19-336,2005,2.8,128,118,10,3,0,1,5,4,2,0,0,0,108,0,2,Matches
2475,Nathan Tella,ng NGA,MFFW,Leverkusen,de Bundesliga,25-267,1999,10.9,261,250,8,1,2,0,16,4,0,0,0,0,198,3,18,Matches
2476,Nahuel Tenaglia,ar ARG,DF,Alavés,es La Liga,29-036,1996,24.3,973,719,248,8,0,4,57,237,0,0,0,0,692,6,25,Matches
2477,Casper Tengstedt,dk DEN,FWMF,Hellas Verona,it Serie A,24-301,2000,15.0,266,236,29,0,2,2,8,5,0,0,0,0,184,1,17,Matches
2478,Marc-André ter Stegen,de GER,GK,Barcelona,es La Liga,32-333,1992,5.5,203,176,27,10,0,0,0,0,0,0,0,0,186,0,0,Matches
2479,Filippo Terracciano,it ITA,DFMF,Milan,it Serie A,22-049,2003,5.9,254,216,38,7,1,1,3,31,0,0,0,0,224,0,2,Matches
2480,Pietro Terracciano,it ITA,GK,Fiorentina,it Serie A,35-021,1990,3.0,89,75,14,3,0,0,0,0,0,0,0,0,70,0,0,Matches
2481,Ramón Terrats,es ESP,MFFW,Villarreal,es La Liga,24-162,2000,1.5,79,77,2,1,1,2,5,0,0,0,0,0,64,0,2,Matches
2482,Ramón Terrats,es ESP,MFFW,Getafe,es La Liga,24-162,2000,5.6,157,134,22,11,2,2,22,1,10,3,6,0,94,1,3,Matches
