,,,,,,,,Playing Time,,,,Performance,,,,,,,,Expected,,,,Progression,,,Per 90 Minutes,,,,,,,,,,
Rk,Player,Nation,Pos,Squad,Comp,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Gls,Ast,G+A,G-PK,G+A-PK,xG,xAG,xG+xAG,npxG,npxG+xAG,Matches
2117,Tim Ream,us USA,DF,Fulham,eng Premier League,35-176,1987,27,27,2427,27.0,1,0,1,1,0,0,2,0,0.3,0.3,0.1,0.3,21,98,1,0.04,0.00,0.04,0.04,0.04,0.01,0.00,0.01,0.01,0.01,Matches
2118,Ante Rebić,hr CRO,FWMF,Milan,it Serie A,29-190,1993,17,6,621,6.9,3,2,5,3,0,0,4,0,2.4,2.4,1.6,4.0,10,18,53,0.43,0.29,0.72,0.43,0.72,0.34,0.24,0.58,0.34,0.58,Matches
2119,Arkadiusz Reca,pl POL,DF,Spezia,it Serie A,27-286,1995,21,19,1610,17.9,1,1,2,1,0,0,5,0,0.7,0.7,1.3,2.0,64,58,66,0.06,0.06,0.11,0.06,0.11,0.04,0.07,0.11,0.04,0.11,Matches
2120,Nathan Redmond,eng ENG,DF,Southampton,eng Premier League,29-024,1994,1,0,1,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
2121,Harrison Reed,eng ENG,MF,Fulham,eng Premier League,28-062,1995,26,26,2130,23.7,2,1,3,2,0,0,5,0,1.3,1.3,2.2,3.6,24,73,67,0.08,0.04,0.13,0.08,0.13,0.06,0.09,0.15,0.06,0.15,Matches
2122,Sergio Reguilón,es ESP,DF,Atlético Madrid,es La Liga,26-104,1996,4,0,87,1.0,0,0,0,0,0,0,2,1,0.0,0.0,0.0,0.0,5,6,11,0.00,0.00,0.00,0.00,0.00,0.00,0.04,0.04,0.00,0.04,Matches
2123,Bobby Reid,jm JAM,FWDF,Fulham,eng Premier League,30-056,1993,26,25,2058,22.9,4,1,5,4,0,0,7,0,3.7,3.7,1.4,5.1,44,47,147,0.17,0.04,0.22,0.17,0.22,0.16,0.06,0.22,0.16,0.22,Matches
2124,Pepe Reina,es ESP,GK,Villarreal,es La Liga,40-211,1982,11,11,990,11.0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
2125,Jeff Reine-Adélaïde,fr FRA,MF,Troyes,fr Ligue 1,25-072,1998,3,1,103,1.1,0,0,0,0,0,0,0,0,0.2,0.2,0.0,0.2,5,8,5,0.00,0.00,0.00,0.00,0.00,0.21,0.00,0.21,0.21,0.21,Matches
2126,Jeff Reine-Adélaïde,fr FRA,MF,Lyon,fr Ligue 1,25-072,1998,14,1,336,3.7,0,0,0,0,0,0,1,0,0.8,0.8,0.9,1.6,20,32,25,0.00,0.00,0.00,0.00,0.00,0.21,0.23,0.44,0.21,0.44,Matches
2127,Reinier,br BRA,MFFW,Girona,es La Liga,21-070,2002,10,3,348,3.9,1,0,1,1,0,0,1,0,1.0,1.0,0.2,1.2,5,9,10,0.26,0.00,0.26,0.26,0.26,0.26,0.04,0.30,0.26,0.30,Matches
2128,Rocco Reitz,de GER,MF,M'Gladbach,de Bundesliga,20-305,2002,1,0,3,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
2129,Karim Rekik,nl NED,DF,Sevilla,es La Liga,28-118,1994,10,9,664,7.4,1,1,2,1,0,0,1,0,0.7,0.7,0.0,0.7,10,37,5,0.14,0.14,0.27,0.14,0.27,0.09,0.00,0.09,0.09,0.09,Matches
2130,Álex Remiro,es ESP,GK,Real Sociedad,es La Liga,28-006,1995,26,26,2340,26.0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
2131,Panagiotis Retsos,gr GRE,DF,Hellas Verona,it Serie A,24-233,1998,2,1,122,1.4,0,0,0,0,0,0,0,0,0.1,0.1,0.0,0.1,2,2,0,0.00,0.00,0.00,0.00,0.00,0.05,0.02,0.06,0.05,0.06,Matches
2132,Marco Reus,de GER,MFFW,Dortmund,de Bundesliga,33-303,1989,16,13,1096,12.2,6,4,10,5,1,1,2,0,4.2,3.5,1.9,5.4,27,29,58,0.49,0.33,0.82,0.41,0.74,0.35,0.16,0.50,0.28,0.44,Matches
2133,Alejandro Revuelta Montero,es ESP,DF,Getafe,es La Liga,22-348,2000,1,0,1,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
2134,Elvis Rexhbeçaj,de GER,MF,Augsburg,de Bundesliga,25-149,1997,22,21,1796,20.0,0,0,0,0,0,0,5,0,0.2,0.2,0.6,0.9,12,70,16,0.00,0.00,0.00,0.00,0.00,0.01,0.03,0.04,0.01,0.04,Matches
2135,Gio Reyna,us USA,FWMF,Dortmund,de Bundesliga,20-137,2002,16,4,533,5.9,5,0,5,4,1,1,1,0,2.9,2.1,1.0,3.0,18,20,45,0.84,0.00,0.84,0.68,0.68,0.49,0.16,0.65,0.35,0.52,Matches
2136,Chadi Riad,ma MAR,MF,Barcelona,es La Liga,19-286,2003,1,0,2,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
2137,Nico Ribaudo,es ESP,FWMF,Espanyol,es La Liga,21-353,2001,20,7,529,5.9,0,2,2,0,0,0,3,0,0.7,0.7,0.3,1.0,20,15,40,0.00,0.34,0.34,0.00,0.34,0.12,0.05,0.17,0.12,0.17,Matches
2138,Alexsandro Ribeiro,br BRA,DF,Lille,fr Ligue 1,23-233,1999,12,7,802,8.9,3,0,3,3,0,0,2,0,0.9,0.9,0.0,0.9,5,39,1,0.34,0.00,0.34,0.34,0.34,0.10,0.00,0.10,0.10,0.10,Matches
2139,Franck Ribéry,fr FRA,MF,Salernitana,it Serie A,39-357,1983,1,0,37,0.4,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1,1,4,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
2140,Samuele Ricci,it ITA,MF,Torino,it Serie A,21-221,2001,18,14,1336,14.8,1,1,2,1,0,0,5,0,0.8,0.8,1.1,2.0,27,68,15,0.07,0.07,0.13,0.07,0.13,0.06,0.08,0.13,0.06,0.13,Matches
2141,Declan Rice,eng ENG,MF,West Ham,eng Premier League,24-075,1999,26,26,2340,26.0,2,1,3,2,0,1,4,0,1.8,1.0,2.9,3.9,66,174,26,0.08,0.04,0.12,0.08,0.12,0.07,0.11,0.18,0.04,0.15,Matches
2142,Chris Richards,us USA,DF,Crystal Palace,eng Premier League,23-002,2000,8,3,357,4.0,0,0,0,0,0,0,0,0,0.7,0.7,0.3,1.0,2,9,1,0.00,0.00,0.00,0.00,0.00,0.18,0.06,0.25,0.18,0.25,Matches
2143,Richarlison,br BRA,MFFW,Tottenham,eng Premier League,25-324,1997,19,9,751,8.3,0,3,3,0,0,0,2,0,2.2,2.2,1.8,4.0,23,24,60,0.00,0.36,0.36,0.00,0.36,0.27,0.22,0.48,0.27,0.48,Matches
2144,Marco Richter,de GER,FWMF,Hertha BSC,de Bundesliga,25-126,1997,22,15,1329,14.8,4,3,7,4,0,0,5,0,2.6,2.6,1.9,4.4,26,51,68,0.27,0.20,0.47,0.27,0.47,0.17,0.13,0.30,0.17,0.30,Matches
2145,Diego Rico,es ESP,DF,Real Sociedad,es La Liga,30-035,1993,18,16,1466,16.3,0,0,0,0,0,0,3,0,0.1,0.1,1.5,1.6,28,57,66,0.00,0.00,0.00,0.00,0.00,0.01,0.09,0.10,0.01,0.10,Matches
2146,Jaïro Riedewald,nl NED,DFFW,Crystal Palace,eng Premier League,26-202,1996,4,0,49,0.5,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1,0,1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
2147,Manuel Riemann,de GER,GK,Bochum,de Bundesliga,34-202,1988,25,25,2250,25.0,0,0,0,0,0,0,1,0,0.0,0.0,0.1,0.1,0,15,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
2148,Tomás Rincón,ve VEN,MF,Sampdoria,it Serie A,35-076,1988,23,19,1649,18.3,0,2,2,0,0,0,5,1,0.5,0.5,1.1,1.6,23,89,33,0.00,0.11,0.11,0.00,0.11,0.03,0.06,0.09,0.03,0.09,Matches
2149,Rémy Riou,fr FRA,GK,Lyon,fr Ligue 1,35-236,1987,7,6,601,6.7,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
2150,Renaud Ripart,fr FRA,FWMF,Troyes,fr Ligue 1,30-016,1993,25,14,1285,14.3,4,1,5,4,0,0,4,0,3.5,3.5,1.9,5.4,28,47,103,0.28,0.07,0.35,0.28,0.35,0.24,0.14,0.38,0.24,0.38,Matches
2151,Rodrigo Riquelme,es ESP,MFFW,Girona,es La Liga,22-362,2000,25,19,1619,18.0,4,2,6,4,0,0,1,0,3.4,3.4,2.4,5.7,81,68,118,0.22,0.11,0.33,0.22,0.33,0.19,0.13,0.32,0.19,0.32,Matches
2152,Matt Ritchie,sct SCO,FWMF,Newcastle Utd,eng Premier League,33-201,1989,5,0,37,0.4,0,0,0,0,0,0,0,0,0.0,0.0,0.1,0.1,0,0,6,0.00,0.00,0.00,0.00,0.00,0.00,0.26,0.26,0.00,0.26,Matches
2153,Sergi Roberto,es ESP,DFMF,Barcelona,es La Liga,31-051,1992,17,10,947,10.5,4,1,5,4,0,0,3,0,1.9,1.9,0.7,2.6,34,73,49,0.38,0.10,0.48,0.38,0.48,0.18,0.06,0.25,0.18,0.25,Matches
2154,Lucas Robertone,ar ARG,MF,Almería,es La Liga,26-012,1997,25,24,1922,21.4,1,5,6,1,0,0,6,0,1.9,1.9,5.1,7.0,32,107,71,0.05,0.23,0.28,0.05,0.28,0.09,0.24,0.33,0.09,0.33,Matches
2155,Andrew Robertson,sct SCO,DF,Liverpool,eng Premier League,29-019,1994,23,20,1772,19.7,0,6,6,0,0,0,2,0,1.2,1.2,4.3,5.5,51,106,154,0.00,0.30,0.30,0.00,0.30,0.06,0.22,0.28,0.06,0.28,Matches
2156,Antonee Robinson,us USA,DF,Fulham,eng Premier League,25-234,1997,24,24,2098,23.3,0,1,1,0,0,0,6,0,0.0,0.0,1.1,1.1,76,87,96,0.00,0.04,0.04,0.00,0.04,0.00,0.05,0.05,0.00,0.05,Matches
2157,Joel Roca,es ESP,MFFW,Girona,es La Liga,17-296,2005,4,0,67,0.7,0,0,0,0,0,0,1,0,0.2,0.2,0.0,0.2,1,0,12,0.00,0.00,0.00,0.00,0.00,0.23,0.05,0.28,0.23,0.28,Matches
2158,Marc Roca,es ESP,MF,Leeds United,eng Premier League,26-124,1996,23,21,1621,18.0,1,2,3,1,0,0,5,0,1.1,1.1,1.6,2.7,17,124,17,0.06,0.11,0.17,0.06,0.17,0.06,0.09,0.15,0.06,0.15,Matches
2159,Enzo Roco,cl CHI,DF,Elche,es La Liga,30-226,1992,19,18,1475,16.4,0,0,0,0,0,0,6,1,0.6,0.6,0.0,0.6,5,32,2,0.00,0.00,0.00,0.00,0.00,0.04,0.00,0.04,0.04,0.04,Matches
2160,Marek Rodák,sk SVK,GK,Fulham,eng Premier League,26-107,1996,2,2,180,2.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
2161,Sebastian Rode,de GER,MF,Eint Frankfurt,de Bundesliga,32-170,1990,20,12,941,10.5,4,1,5,4,0,0,5,0,0.7,0.7,0.8,1.4,17,61,25,0.38,0.10,0.48,0.38,0.48,0.06,0.07,0.14,0.06,0.14,Matches
2162,Joe Rodon,wls WAL,DF,Rennes,fr Ligue 1,25-159,1997,14,14,1237,13.7,1,0,1,1,0,0,2,1,0.9,0.9,0.0,0.9,3,43,0,0.07,0.00,0.07,0.07,0.07,0.07,0.00,0.07,0.07,0.07,Matches
2163,Rodri,es ESP,MF,Manchester City,eng Premier League,26-281,1996,26,26,2237,24.9,2,5,7,2,0,0,3,0,3.9,3.9,3.9,7.9,65,214,34,0.08,0.20,0.28,0.08,0.28,0.16,0.16,0.32,0.16,0.32,Matches
2164,Rodrigo,es ESP,FWMF,Leeds United,eng Premier League,32-024,1991,20,17,1345,14.9,11,1,12,10,1,1,3,0,6.9,6.1,1.5,7.5,33,32,112,0.74,0.07,0.80,0.67,0.74,0.46,0.10,0.56,0.41,0.50,Matches
2165,Rodrigo,es ESP,FWMF,Betis,es La Liga,22-318,2000,19,15,1150,12.8,2,1,3,2,0,0,0,0,1.2,1.2,0.8,2.0,33,71,78,0.16,0.08,0.23,0.16,0.23,0.10,0.06,0.16,0.10,0.16,Matches
2166,Ángel Rodríguez,es ESP,FWMF,Mallorca,es La Liga,35-338,1987,11,1,266,3.0,0,0,0,0,0,0,0,0,1.8,1.8,0.1,1.9,2,4,14,0.00,0.00,0.00,0.00,0.00,0.61,0.02,0.64,0.61,0.64,Matches
2167,Óscar Rodríguez Arnaiz,es ESP,MF,Celta Vigo,es La Liga,24-275,1998,24,14,1290,14.3,2,0,2,2,0,0,5,0,3.1,3.1,1.5,4.6,25,88,31,0.14,0.00,0.14,0.14,0.14,0.22,0.10,0.32,0.22,0.32,Matches
2168,Dani Rodríguez,es ESP,MF,Mallorca,es La Liga,34-297,1988,25,20,1541,17.1,3,3,6,3,0,0,7,0,1.5,1.5,1.4,3.0,27,58,50,0.18,0.18,0.35,0.18,0.35,0.09,0.08,0.17,0.09,0.17,Matches
2169,Guido Rodríguez,ar ARG,MF,Betis,es La Liga,28-352,1994,22,21,1792,19.9,0,0,0,0,0,0,6,0,0.4,0.4,0.2,0.6,8,76,13,0.00,0.00,0.00,0.00,0.00,0.02,0.01,0.03,0.02,0.03,Matches
2170,Pablo Rodríguez,es ESP,FWMF,Lecce,it Serie A,21-238,2001,4,0,54,0.6,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,2,3,7,0.00,0.00,0.00,0.00,0.00,0.00,0.04,0.04,0.00,0.04,Matches
2171,Ricardo Rodríguez,ch SUI,DF,Torino,it Serie A,30-217,1992,24,19,1777,19.7,0,0,0,0,0,0,1,0,0.3,0.3,1.1,1.4,26,95,26,0.00,0.00,0.00,0.00,0.00,0.01,0.06,0.07,0.01,0.07,Matches
2172,Rodrygo,br BRA,FW,Real Madrid,es La Liga,22-080,2001,23,16,1575,17.5,4,5,9,3,1,1,2,0,8.9,8.1,5.3,13.4,87,56,178,0.23,0.29,0.51,0.17,0.46,0.51,0.30,0.81,0.47,0.77,Matches
2173,Mads Roerslev,dk DEN,DF,Brentford,eng Premier League,23-279,1999,15,10,934,10.4,0,0,0,0,0,0,0,0,0.3,0.3,1.0,1.3,8,16,31,0.00,0.00,0.00,0.00,0.00,0.03,0.09,0.13,0.03,0.13,Matches
2174,Agustín Rogel,uy URU,DF,Hertha BSC,de Bundesliga,25-164,1997,14,12,1103,12.3,0,1,1,0,0,0,6,0,0.8,0.8,0.0,0.8,1,19,2,0.00,0.08,0.08,0.00,0.08,0.06,0.00,0.07,0.06,0.07,Matches
2175,Rogério,br BRA,DF,Sassuolo,it Serie A,25-076,1998,25,24,2095,23.3,0,2,2,0,0,0,5,0,0.4,0.4,1.2,1.6,64,122,67,0.00,0.09,0.09,0.00,0.09,0.02,0.05,0.07,0.02,0.07,Matches
2176,Merlin Röhl,de GER,MF,Freiburg,de Bundesliga,20-268,2002,1,0,13,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
2177,Alessio Romagnoli,it ITA,DF,Lazio,it Serie A,28-077,1995,24,23,2042,22.7,1,0,1,1,0,0,2,0,0.5,0.5,0.1,0.6,3,41,2,0.04,0.00,0.04,0.04,0.04,0.02,0.01,0.03,0.02,0.03,Matches
2178,Simone Romagnoli,it ITA,DF,Lecce,it Serie A,33-049,1990,1,0,26,0.3,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
2179,Cristian Romero,ar ARG,DF,Tottenham,eng Premier League,24-337,1998,19,18,1644,18.3,0,0,0,0,0,0,7,1,0.8,0.8,0.3,1.0,16,65,5,0.00,0.00,0.00,0.00,0.00,0.04,0.01,0.06,0.04,0.06,Matches
2180,Iván Romero,es ESP,MF,Sevilla,es La Liga,21-354,2001,1,0,11,0.1,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
2181,Luka Romero,ar ARG,FW,Lazio,it Serie A,18-132,2004,6,1,151,1.7,1,0,1,1,0,0,0,0,0.9,0.9,0.1,0.9,4,4,21,0.60,0.00,0.60,0.60,0.60,0.52,0.04,0.55,0.52,0.55,Matches
2182,Oriol Romeu,es ESP,MF,Southampton,eng Premier League,31-187,1991,1,1,74,0.8,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,2,4,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
2183,Oriol Romeu,es ESP,MF,Girona,es La Liga,31-187,1991,22,22,1964,21.8,1,0,1,1,0,0,6,0,1.4,1.4,0.7,2.1,10,96,15,0.05,0.00,0.05,0.05,0.05,0.07,0.03,0.10,0.07,0.10,Matches
2184,Cristiano Ronaldo,pt POR,FW,Manchester Utd,eng Premier League,38-053,1985,10,4,525,5.8,1,0,1,1,0,0,2,0,1.9,1.9,0.4,2.3,9,12,33,0.17,0.00,0.17,0.17,0.17,0.32,0.07,0.40,0.32,0.40,Matches
2185,Connor Ronan,ie IRL,MF,Wolves,eng Premier League,25-024,1998,1,0,1,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
2186,Salomón Rondón,ve VEN,FW,Everton,eng Premier League,33-195,1989,7,1,109,1.2,0,0,0,0,0,0,0,0,0.8,0.8,0.2,1.0,0,1,7,0.00,0.00,0.00,0.00,0.00,0.66,0.13,0.79,0.66,0.79,Matches
2187,Valentin Rongier,fr FRA,MF,Marseille,fr Ligue 1,28-113,1994,27,25,2222,24.7,1,0,1,1,0,0,6,0,0.8,0.8,1.3,2.2,31,149,49,0.04,0.00,0.04,0.04,0.04,0.03,0.05,0.09,0.03,0.09,Matches
2188,Marten de Roon,nl NED,MF,Atalanta,it Serie A,32-001,1991,24,23,1974,21.9,1,1,2,1,0,0,5,0,0.7,0.7,0.4,1.1,10,103,13,0.05,0.05,0.09,0.05,0.09,0.03,0.02,0.05,0.03,0.05,Matches
2189,Pablo Rosario,nl NED,MFDF,Nice,fr Ligue 1,26-082,1997,22,11,1219,13.5,0,1,1,0,0,0,5,0,0.5,0.5,1.7,2.2,15,73,27,0.00,0.07,0.07,0.00,0.07,0.04,0.13,0.16,0.04,0.16,Matches
2190,Tom Rothe,de GER,DF,Dortmund,de Bundesliga,18-152,2004,2,0,26,0.3,0,0,0,0,0,0,0,0,0.1,0.1,0.0,0.1,0,0,2,0.00,0.00,0.00,0.00,0.00,0.26,0.00,0.26,0.26,0.26,Matches
2191,Joe Rothwell,eng ENG,MF,Bournemouth,eng Premier League,28-078,1995,12,4,452,5.0,0,1,1,0,0,0,0,0,0.0,0.0,0.4,0.4,2,12,3,0.00,0.20,0.20,0.00,0.20,0.01,0.08,0.09,0.01,0.09,Matches
2192,Anthony Rouault,fr FRA,DF,Toulouse,fr Ligue 1,21-305,2001,28,28,2512,27.9,2,1,3,2,0,0,2,0,2.8,2.8,0.8,3.7,10,102,6,0.07,0.04,0.11,0.07,0.11,0.10,0.03,0.13,0.10,0.13,Matches
2193,Jérôme Roussillon,fr FRA,MFDF,Wolfsburg,de Bundesliga,30-083,1993,4,0,22,0.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,2,0.00,0.00,0.00,0.00,0.00,0.00,0.08,0.08,0.00,0.08,Matches
2194,Jérôme Roussillon,fr FRA,DF,Union Berlin,de Bundesliga,30-083,1993,8,3,281,3.1,0,0,0,0,0,0,1,0,0.1,0.1,0.0,0.1,4,9,14,0.00,0.00,0.00,0.00,0.00,0.04,0.00,0.04,0.04,0.04,Matches
2195,Nicolò Rovella,it ITA,MF,Monza,it Serie A,21-116,2001,14,12,1038,11.5,0,0,0,0,0,0,3,1,0.5,0.5,1.0,1.5,14,66,11,0.00,0.00,0.00,0.00,0.00,0.04,0.09,0.13,0.04,0.13,Matches
2196,Nicolò Rovella,it ITA,MF,Juventus,it Serie A,21-116,2001,3,0,27,0.3,0,0,0,0,0,0,1,0,0.1,0.1,0.0,0.1,1,1,2,0.00,0.00,0.00,0.00,0.00,0.30,0.00,0.30,0.30,0.30,Matches
2197,Amir Rrahmani,xk KVX,DF,Napoli,it Serie A,29-034,1994,20,19,1727,19.2,2,1,3,2,0,0,1,0,1.5,1.5,0.8,2.3,11,80,2,0.10,0.05,0.16,0.10,0.16,0.08,0.04,0.12,0.08,0.12,Matches
2198,Ruan,br BRA,DF,Sassuolo,it Serie A,23-296,1999,13,11,929,10.3,0,0,0,0,0,0,5,1,0.4,0.4,0.0,0.4,2,7,1,0.00,0.00,0.00,0.00,0.00,0.04,0.00,0.04,0.04,0.04,Matches
2199,Rubén,es ESP,DFMF,Espanyol,es La Liga,22-054,2001,14,6,650,7.2,0,2,2,0,0,0,1,0,0.4,0.4,1.5,1.9,28,13,46,0.00,0.28,0.28,0.00,0.28,0.06,0.20,0.26,0.06,0.26,Matches
2200,Antonio Rüdiger,de GER,DF,Real Madrid,es La Liga,30-027,1993,23,17,1603,17.8,1,0,1,1,0,0,1,0,1.4,1.4,0.1,1.5,8,38,3,0.06,0.00,0.06,0.06,0.06,0.08,0.00,0.08,0.08,0.08,Matches
2201,Sebastian Rudy,de GER,MF,Hoffenheim,de Bundesliga,33-030,1990,15,4,541,6.0,0,1,1,0,0,0,2,0,0.1,0.1,0.4,0.5,5,29,4,0.00,0.17,0.17,0.00,0.17,0.02,0.07,0.08,0.02,0.08,Matches
2202,Daniele Rugani,it ITA,DF,Juventus,it Serie A,28-244,1994,5,4,355,3.9,0,0,0,0,0,0,0,0,0.3,0.3,0.0,0.3,2,5,0,0.00,0.00,0.00,0.00,0.00,0.08,0.00,0.08,0.08,0.08,Matches
2203,Matteo Ruggeri,it ITA,DFMF,Atalanta,it Serie A,20-262,2002,14,7,739,8.2,0,1,1,0,0,0,3,0,0.6,0.6,0.9,1.5,19,48,59,0.00,0.12,0.12,0.00,0.12,0.07,0.11,0.18,0.07,0.18,Matches
2204,Mário Rui,pt POR,DF,Napoli,it Serie A,31-307,1991,19,18,1495,16.6,0,6,6,0,0,0,2,1,0.5,0.5,3.5,4.1,46,131,81,0.00,0.36,0.36,0.00,0.36,0.03,0.21,0.24,0.03,0.24,Matches
2205,Aitor Ruibal,es ESP,DFFW,Betis,es La Liga,27-008,1996,20,11,1084,12.0,0,0,0,0,0,0,3,0,0.6,0.6,1.5,2.1,29,44,50,0.00,0.00,0.00,0.00,0.00,0.05,0.13,0.18,0.05,0.18,Matches
2206,Kays Ruiz,ma MAR,MF,Auxerre,fr Ligue 1,20-216,2002,1,1,62,0.7,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,1,0,2,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
2207,Fabián Ruiz Peña,es ESP,MF,Paris S-G,fr Ligue 1,26-361,1996,19,16,1324,14.7,1,1,2,1,0,0,0,0,1.6,1.6,1.3,2.9,19,83,56,0.07,0.07,0.14,0.07,0.14,0.11,0.09,0.20,0.11,0.20,Matches
2208,Víctor Ruiz,es ESP,DF,Betis,es La Liga,34-064,1989,10,5,560,6.2,0,0,0,0,0,0,0,0,0.1,0.1,0.2,0.3,4,10,0,0.00,0.00,0.00,0.00,0.00,0.02,0.03,0.05,0.02,0.05,Matches
2209,Gerónimo Rulli,ar ARG,GK,Villarreal,es La Liga,30-314,1992,14,14,1260,14.0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
2210,Franco Russo,ar ARG,DF,Mallorca,es La Liga,28-156,1994,3,2,145,1.6,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
2211,Georginio Rutter,fr FRA,FWMF,Leeds United,eng Premier League,20-344,2002,7,1,188,2.1,0,0,0,0,0,0,0,0,0.3,0.3,0.1,0.4,5,1,12,0.00,0.00,0.00,0.00,0.00,0.14,0.07,0.21,0.14,0.21,Matches
2212,Georginio Rutter,fr FRA,FW,Hoffenheim,de Bundesliga,20-344,2002,15,11,1009,11.2,2,2,4,2,0,0,2,0,3.0,3.0,2.3,5.4,32,25,75,0.18,0.18,0.36,0.18,0.36,0.27,0.21,0.48,0.27,0.48,Matches
2213,Julian Ryerson,no NOR,DF,Union Berlin,de Bundesliga,25-133,1997,13,12,1037,11.5,0,0,0,0,0,0,2,0,0.7,0.7,0.5,1.2,20,32,32,0.00,0.00,0.00,0.00,0.00,0.06,0.04,0.10,0.06,0.10,Matches
2214,Julian Ryerson,no NOR,DF,Dortmund,de Bundesliga,25-133,1997,8,8,706,7.8,1,0,1,1,0,0,2,0,0.4,0.4,0.8,1.1,27,27,30,0.13,0.00,0.13,0.13,0.13,0.05,0.10,0.14,0.05,0.14,Matches
2215,Frederik Rønnow,dk DEN,GK,Union Berlin,de Bundesliga,30-238,1992,21,21,1890,21.0,0,1,1,0,0,0,2,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.05,0.05,0.00,0.05,0.00,0.00,0.00,0.00,0.00,Matches
2216,José Sá,pt POR,GK,Wolves,eng Premier League,30-072,1993,28,28,2520,28.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
2217,Youssouf Sabaly,sn SEN,DF,Betis,es La Liga,30-025,1993,18,14,1275,14.2,0,1,1,0,0,0,1,0,0.3,0.3,0.6,1.0,34,60,47,0.00,0.07,0.07,0.00,0.07,0.02,0.05,0.07,0.02,0.07,Matches
2218,Halid Šabanović,ba BIH,DFFW,Angers,fr Ligue 1,23-220,1999,7,4,333,3.7,0,0,0,0,0,0,1,1,0.0,0.0,0.0,0.0,1,14,11,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.01,0.00,0.01,Matches
2219,Abdelhamid Sabiri,ma MAR,MF,Sampdoria,it Serie A,26-122,1996,16,12,1006,11.2,2,0,2,1,1,2,4,0,2.9,1.2,1.4,2.6,7,47,53,0.18,0.00,0.18,0.09,0.09,0.26,0.13,0.39,0.11,0.24,Matches
