,,,,,,,,Playing Time,,,,Performance,,,,,,,,Expected,,,,Progression,,,Per 90 Minutes,,,,,,,,,,
Rk,Player,Nation,Pos,Squad,Comp,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Gls,Ast,G+A,G-PK,G+A-PK,xG,xAG,xG+xAG,npxG,npxG+xAG,Matches
2220,Marcel Sabitzer,at AUT,MF,Manchester Utd,eng Premier League,29-013,1994,5,3,275,3.1,0,0,0,0,0,0,1,0,0.2,0.2,0.5,0.7,1,23,6,0.00,0.00,0.00,0.00,0.00,0.07,0.15,0.21,0.07,0.21,Matches
2221,Marcel Sabitzer,at AUT,MF,Bayern Munich,de Bundesliga,29-013,1994,15,7,628,7.0,1,1,2,1,0,0,2,0,1.1,1.1,0.4,1.4,7,52,19,0.14,0.14,0.29,0.14,0.29,0.15,0.05,0.20,0.15,0.20,Matches
2222,Falaye Sacko,ml MLI,DF,Montpellier,fr Ligue 1,27-333,1995,25,20,1796,20.0,0,3,3,0,0,0,2,0,0.3,0.3,1.0,1.4,34,48,57,0.00,0.15,0.15,0.00,0.15,0.02,0.05,0.07,0.02,0.07,Matches
2223,Umar Sadiq,ng NGA,FW,Almería,es La Liga,26-056,1997,3,3,240,2.7,2,0,2,2,0,0,1,0,1.5,1.5,0.2,1.6,5,2,7,0.75,0.00,0.75,0.75,0.75,0.55,0.06,0.61,0.55,0.61,Matches
2224,Umar Sadiq,ng NGA,FW,Real Sociedad,es La Liga,26-056,1997,2,1,82,0.9,1,0,1,1,0,0,0,0,0.5,0.5,0.0,0.5,0,1,6,1.10,0.00,1.10,1.10,1.10,0.50,0.00,0.50,0.50,0.50,Matches
2225,Alexis Saelemaekers,be BEL,FWDF,Milan,it Serie A,23-276,1999,19,10,872,9.7,0,2,2,0,0,0,1,0,0.8,0.8,1.5,2.3,30,28,90,0.00,0.21,0.21,0.00,0.21,0.08,0.15,0.23,0.08,0.23,Matches
2226,Wesley Saïd,fr FRA,FWMF,Lens,fr Ligue 1,27-345,1995,17,6,597,6.6,5,0,5,5,0,0,2,0,3.1,3.1,0.9,4.0,15,24,56,0.75,0.00,0.75,0.75,0.75,0.47,0.13,0.60,0.47,0.60,Matches
2227,Allan Saint-Maximin,fr FRA,FW,Newcastle Utd,eng Premier League,26-018,1997,18,9,867,9.6,1,3,4,1,0,0,1,0,1.3,1.3,2.2,3.5,60,52,88,0.10,0.31,0.42,0.10,0.42,0.14,0.23,0.37,0.14,0.37,Matches
2228,Théo Sainte-Luce,fr FRA,DF,Montpellier,fr Ligue 1,24-161,1998,5,5,355,3.9,1,1,2,1,0,0,0,0,0.4,0.4,0.6,1.0,3,13,29,0.25,0.25,0.51,0.25,0.51,0.10,0.16,0.26,0.10,0.26,Matches
2229,Samuel Sáiz,es ESP,MF,Girona,es La Liga,32-067,1991,8,1,240,2.7,2,0,2,0,2,2,1,0,1.7,0.1,0.2,0.4,5,17,18,0.75,0.00,0.75,0.00,0.00,0.64,0.08,0.72,0.05,0.13,Matches
2230,Bukayo Saka,eng ENG,FW,Arsenal,eng Premier League,21-206,2001,28,28,2403,26.7,12,10,22,10,2,2,5,0,8.8,7.4,6.6,14.0,131,82,405,0.45,0.37,0.82,0.37,0.75,0.33,0.25,0.58,0.28,0.52,Matches
2231,Hamza Sakhi,ma MAR,MF,Auxerre,fr Ligue 1,26-296,1996,23,18,1589,17.7,1,2,3,1,0,0,1,0,1.7,1.7,3.0,4.7,41,130,71,0.06,0.11,0.17,0.06,0.17,0.10,0.17,0.27,0.10,0.27,Matches
2232,Mamadou Sakho,fr FRA,DF,Montpellier,fr Ligue 1,33-045,1990,11,5,536,6.0,1,0,1,1,0,0,1,0,0.5,0.5,0.0,0.5,0,23,1,0.17,0.00,0.17,0.17,0.17,0.09,0.00,0.09,0.09,0.09,Matches
2233,Jacopo Sala,it ITA,MF,Spezia,it Serie A,31-115,1991,6,1,112,1.2,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,2,6,3,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.01,0.00,0.01,Matches
2234,Ibrahim Salah,ma MAR,FWMF,Rennes,fr Ligue 1,21-212,2001,7,1,133,1.5,0,0,0,0,0,0,0,0,0.1,0.1,0.1,0.3,6,7,16,0.00,0.00,0.00,0.00,0.00,0.10,0.10,0.20,0.10,0.20,Matches
2235,Mohamed Salah,eg EGY,FW,Liverpool,eng Premier League,30-288,1992,26,26,2315,25.7,11,7,18,11,0,1,1,0,12.8,12.0,5.1,17.2,70,91,275,0.43,0.27,0.70,0.43,0.70,0.50,0.20,0.70,0.47,0.67,Matches
2236,Amine Salama,fr FRA,FWMF,Angers,fr Ligue 1,22-255,2000,25,12,1249,13.9,3,1,4,3,0,0,1,0,3.0,3.0,1.5,4.5,35,21,94,0.22,0.07,0.29,0.22,0.29,0.22,0.11,0.33,0.22,0.33,Matches
2237,William Saliba,fr FRA,DF,Arsenal,eng Premier League,22-006,2001,27,27,2415,26.8,2,1,3,2,0,0,4,0,0.9,0.9,1.2,2.1,13,99,2,0.07,0.04,0.11,0.07,0.11,0.03,0.04,0.08,0.03,0.08,Matches
2238,Dikeni Salifou,tg TOG,MF,Werder Bremen,de Bundesliga,19-295,2003,1,0,1,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
2239,Mohammed Salisu,gh GHA,DF,Southampton,eng Premier League,23-347,1999,22,21,1973,21.9,0,1,1,0,0,0,5,0,1.5,1.5,0.6,2.1,5,82,4,0.00,0.05,0.05,0.00,0.05,0.07,0.03,0.10,0.07,0.10,Matches
2240,Roland Sallai,hu HUN,MFFW,Freiburg,de Bundesliga,25-312,1997,13,7,632,7.0,0,0,0,0,0,0,4,0,1.7,1.7,0.5,2.2,13,10,45,0.00,0.00,0.00,0.00,0.00,0.25,0.07,0.32,0.25,0.32,Matches
2241,Yoann Salmier,gf GUF,DF,Troyes,fr Ligue 1,30-129,1992,26,26,2237,24.9,1,0,1,1,0,0,4,1,1.1,1.1,0.4,1.5,17,97,7,0.04,0.00,0.04,0.04,0.04,0.04,0.01,0.06,0.04,0.06,Matches
2242,Salvi,es ESP,FWMF,Rayo Vallecano,es La Liga,32-000,1991,15,3,316,3.5,0,0,0,0,0,0,2,0,0.2,0.2,0.5,0.8,17,9,34,0.00,0.00,0.00,0.00,0.00,0.06,0.15,0.21,0.06,0.21,Matches
2243,Lazar Samardzic,rs SRB,MF,Udinese,it Serie A,21-034,2002,26,9,1049,11.7,4,3,7,4,0,0,0,0,2.0,2.0,2.6,4.6,22,68,38,0.34,0.26,0.60,0.34,0.60,0.17,0.23,0.40,0.17,0.40,Matches
2244,Diadie Samassékou,ml MLI,MFFW,Hoffenheim,de Bundesliga,27-078,1996,2,1,34,0.4,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0,1,1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
2245,Mama Samba Baldé,gw GNB,FW,Troyes,fr Ligue 1,27-144,1995,25,23,1949,21.7,10,3,13,9,1,1,5,2,8.2,7.4,1.9,9.3,39,40,127,0.46,0.14,0.60,0.42,0.55,0.38,0.09,0.47,0.34,0.43,Matches
2246,Brice Samba,fr FRA,GK,Lens,fr Ligue 1,28-339,1994,28,28,2520,28.0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
2247,Albert Sambi Lokonga,be BEL,MF,Arsenal,eng Premier League,23-159,1999,6,2,198,2.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,12,2,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.01,0.00,0.01,Matches
2248,Albert Sambi Lokonga,be BEL,MF,Crystal Palace,eng Premier League,23-159,1999,7,5,466,5.2,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,2,17,2,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.01,0.00,0.01,Matches
2249,Junior Sambia,fr FRA,DF,Salernitana,it Serie A,26-204,1996,16,5,507,5.6,0,0,0,0,0,0,3,0,0.5,0.5,0.9,1.3,18,25,25,0.00,0.00,0.00,0.00,0.00,0.09,0.15,0.24,0.09,0.24,Matches
2250,Samuel,br BRA,FWMF,Valencia,es La Liga,23-097,1999,26,24,2077,23.1,2,1,3,2,0,0,3,0,5.2,5.2,1.2,6.4,98,66,182,0.09,0.04,0.13,0.09,0.13,0.23,0.05,0.28,0.23,0.28,Matches
2251,Fede San Emeterio,es ESP,MF,Cádiz,es La Liga,26-014,1997,22,15,1164,12.9,0,0,0,0,0,0,7,0,0.2,0.2,0.0,0.2,1,22,5,0.00,0.00,0.00,0.00,0.00,0.01,0.00,0.01,0.01,0.01,Matches
2252,Antonio Sanabria,py PAR,FW,Torino,it Serie A,27-026,1996,22,17,1538,17.1,7,2,9,6,1,1,4,0,6.4,5.6,2.1,7.7,9,29,85,0.41,0.12,0.53,0.35,0.47,0.37,0.12,0.50,0.33,0.45,Matches
2253,Leandro Sanca,pt POR,FWMF,Spezia,it Serie A,23-085,2000,4,0,32,0.4,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1,0,3,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
2254,Oihan Sancet,es ESP,MF,Athletic Club,es La Liga,22-339,2000,25,23,1746,19.4,8,0,8,7,1,1,2,1,4.8,4.0,2.0,6.0,61,96,101,0.41,0.00,0.41,0.36,0.36,0.25,0.10,0.35,0.21,0.31,Matches
2255,Renato Sanches,pt POR,MF,Paris S-G,fr Ligue 1,25-224,1997,16,3,462,5.1,2,0,2,2,0,0,0,0,0.7,0.7,1.1,1.8,16,40,20,0.39,0.00,0.39,0.39,0.39,0.13,0.22,0.35,0.13,0.35,Matches
2256,Alexis Sánchez,cl CHI,FW,Marseille,fr Ligue 1,34-101,1988,25,22,1892,21.0,12,1,13,10,2,3,2,0,9.7,7.4,4.4,11.8,27,97,159,0.57,0.05,0.62,0.48,0.52,0.46,0.21,0.67,0.35,0.56,Matches
2257,Antonio Sánchez,es ESP,MF,Mallorca,es La Liga,26-088,1997,21,7,688,7.6,0,0,0,0,0,0,4,0,0.5,0.5,0.5,1.0,17,27,40,0.00,0.00,0.00,0.00,0.00,0.06,0.06,0.13,0.06,0.13,Matches
2258,Davinson Sánchez,co COL,DF,Tottenham,eng Premier League,26-291,1996,13,6,573,6.4,0,0,0,0,0,0,1,0,0.3,0.3,0.1,0.4,4,25,3,0.00,0.00,0.00,0.00,0.00,0.05,0.01,0.06,0.05,0.06,Matches
2259,Iván Sánchez,es ESP,MFFW,Valladolid,es La Liga,30-188,1992,21,13,1034,11.5,1,0,1,1,0,0,0,0,0.7,0.7,1.4,2.1,48,54,48,0.09,0.00,0.09,0.09,0.09,0.07,0.12,0.19,0.07,0.19,Matches
2260,Javi Sánchez,es ESP,DF,Valladolid,es La Liga,26-016,1997,22,21,1775,19.7,1,0,1,1,0,0,10,0,0.6,0.6,0.1,0.7,17,56,4,0.05,0.00,0.05,0.05,0.05,0.03,0.01,0.04,0.03,0.04,Matches
2261,Manuel Sánchez,es ESP,DF,Osasuna,es La Liga,22-218,2000,20,12,1214,13.5,0,1,1,0,0,0,1,0,0.4,0.4,1.3,1.7,22,60,65,0.00,0.07,0.07,0.00,0.07,0.03,0.10,0.13,0.03,0.13,Matches
2262,Robert Sánchez,es ESP,GK,Brighton,eng Premier League,25-132,1997,22,22,1980,22.0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
2263,Jadon Sancho,eng ENG,FWMF,Manchester Utd,eng Premier League,23-005,2000,14,12,923,10.3,4,1,5,4,0,0,0,0,2.6,2.6,1.6,4.2,42,43,80,0.39,0.10,0.49,0.39,0.49,0.26,0.15,0.41,0.26,0.41,Matches
2264,Alex Sandro,br BRA,DF,Juventus,it Serie A,32-063,1991,21,17,1455,16.2,0,1,1,0,0,0,4,1,0.2,0.2,0.7,0.9,40,83,20,0.00,0.06,0.06,0.00,0.06,0.01,0.05,0.06,0.01,0.06,Matches
2265,Leroy Sané,de GER,MFFW,Bayern Munich,de Bundesliga,27-078,1996,23,15,1489,16.5,7,4,11,7,0,0,4,0,5.3,5.3,3.1,8.4,56,106,136,0.42,0.24,0.66,0.42,0.66,0.32,0.19,0.51,0.32,0.51,Matches
2266,Sidi Sané,de GER,FW,Schalke 04,de Bundesliga,19-343,2003,1,0,25,0.3,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
2267,Morgan Sanson,fr FRA,MF,Aston Villa,eng Premier League,28-224,1994,2,0,11,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
2268,Morgan Sanson,fr FRA,MF,Strasbourg,fr Ligue 1,28-224,1994,8,8,562,6.2,0,2,2,0,0,0,1,0,1.4,1.4,1.0,2.5,16,22,34,0.00,0.32,0.32,0.00,0.32,0.23,0.16,0.40,0.23,0.40,Matches
2269,Nicola Sansone,it ITA,FW,Bologna,it Serie A,31-201,1991,11,5,431,4.8,1,0,1,1,0,0,2,0,1.6,1.6,0.0,1.6,14,6,42,0.21,0.00,0.21,0.21,0.21,0.34,0.01,0.34,0.34,0.34,Matches
2270,Baptiste Santamaria,fr FRA,MF,Rennes,fr Ligue 1,28-021,1995,16,14,1230,13.7,1,0,1,1,0,0,2,0,0.6,0.6,0.6,1.2,7,109,16,0.07,0.00,0.07,0.07,0.07,0.05,0.04,0.09,0.05,0.09,Matches
2271,Riccardo Saponara,it ITA,FW,Fiorentina,it Serie A,31-099,1991,22,10,915,10.2,2,2,4,2,0,0,3,0,1.9,1.9,2.9,4.9,42,43,98,0.20,0.20,0.39,0.20,0.39,0.19,0.29,0.48,0.19,0.48,Matches
2272,Pablo Sarabia,es ESP,FWMF,Wolves,eng Premier League,30-323,1992,8,6,515,5.7,1,0,1,1,0,0,2,0,2.7,2.7,0.7,3.4,9,26,37,0.17,0.00,0.17,0.17,0.17,0.48,0.12,0.60,0.48,0.60,Matches
2273,Pablo Sarabia,es ESP,FWMF,Paris S-G,fr Ligue 1,30-323,1992,14,3,370,4.1,0,0,0,0,0,0,1,0,1.3,1.3,1.3,2.7,9,18,37,0.00,0.00,0.00,0.00,0.00,0.32,0.33,0.64,0.32,0.64,Matches
2274,Muhammed Saracevic Cham,at AUT,MF,Clermont Foot,fr Ligue 1,22-185,2000,28,17,1451,16.1,4,2,6,3,1,1,2,0,3.9,3.1,2.0,5.1,49,70,91,0.25,0.12,0.37,0.19,0.31,0.24,0.12,0.36,0.19,0.31,Matches
2275,Jeremy Sarmiento,ec ECU,MF,Brighton,eng Premier League,20-287,2002,9,1,176,2.0,0,1,1,0,0,0,1,0,0.3,0.3,0.2,0.5,5,11,20,0.00,0.51,0.51,0.00,0.51,0.17,0.11,0.28,0.17,0.28,Matches
2276,Amin Sarr,se SWE,FW,Lyon,fr Ligue 1,22-019,2001,8,4,412,4.6,1,0,1,1,0,0,0,0,1.2,1.2,0.1,1.3,9,7,32,0.22,0.00,0.22,0.22,0.22,0.26,0.02,0.28,0.26,0.28,Matches
2277,Malang Sarr,fr FRA,DF,Monaco,fr Ligue 1,24-066,1999,13,8,716,8.0,0,0,0,0,0,0,3,0,0.0,0.0,0.0,0.0,5,59,2,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.00,0.01,Matches
2278,Martin Satriano,uy URU,FW,Empoli,it Serie A,22-038,2001,25,20,1617,18.0,2,1,3,2,0,0,3,0,3.6,3.6,1.2,4.8,28,21,120,0.11,0.06,0.17,0.11,0.17,0.20,0.07,0.26,0.20,0.26,Matches
2279,Téji Savanier,fr FRA,MF,Montpellier,fr Ligue 1,31-098,1991,23,23,1977,22.0,10,2,12,5,5,5,4,2,6.7,2.8,4.8,7.6,39,172,86,0.46,0.09,0.55,0.23,0.32,0.31,0.22,0.52,0.13,0.34,Matches
2280,Esteban Saveljich,me MNE,FW,Rayo Vallecano,es La Liga,31-314,1991,1,0,1,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
2281,Stefan Savić,me MNE,DF,Atlético Madrid,es La Liga,32-081,1991,18,18,1583,17.6,0,0,0,0,0,0,3,2,0.2,0.2,0.0,0.2,20,67,6,0.00,0.00,0.00,0.00,0.00,0.01,0.00,0.01,0.01,0.01,Matches
2282,Joe Scally,us USA,DF,M'Gladbach,de Bundesliga,20-089,2002,23,21,1884,20.9,0,0,0,0,0,0,1,0,0.5,0.5,1.8,2.3,24,52,53,0.00,0.00,0.00,0.00,0.00,0.02,0.08,0.11,0.02,0.11,Matches
2283,Giorgio Scalvini,it ITA,DF,Atalanta,it Serie A,19-109,2003,21,18,1479,16.4,2,0,2,2,0,0,6,0,1.0,1.0,0.1,1.2,12,106,17,0.12,0.00,0.12,0.12,0.12,0.06,0.01,0.07,0.06,0.07,Matches
2284,Gianluca Scamacca,it ITA,FW,West Ham,eng Premier League,24-088,1999,16,11,926,10.3,3,0,3,3,0,0,3,0,2.5,2.5,0.7,3.1,13,17,48,0.29,0.00,0.29,0.29,0.29,0.24,0.07,0.31,0.24,0.31,Matches
2285,Gustavo Scarpa,br BRA,MFFW,Nott'ham Forest,eng Premier League,29-084,1994,5,2,161,1.8,0,0,0,0,0,0,1,0,0.2,0.2,0.0,0.3,8,11,4,0.00,0.00,0.00,0.00,0.00,0.14,0.02,0.15,0.14,0.15,Matches
2286,Kevin Schade,de GER,FWMF,Brentford,eng Premier League,21-123,2001,8,1,192,2.1,0,1,1,0,0,0,1,0,0.5,0.5,0.5,1.0,8,3,16,0.00,0.47,0.47,0.00,0.47,0.25,0.23,0.48,0.25,0.48,Matches
2287,Kevin Schade,de GER,FWMF,Freiburg,de Bundesliga,21-123,2001,8,1,182,2.0,1,0,1,1,0,0,0,0,0.2,0.2,0.0,0.2,7,3,20,0.49,0.00,0.49,0.49,0.49,0.12,0.00,0.12,0.12,0.12,Matches
2288,András Schäfer,hu HUN,MF,Union Berlin,de Bundesliga,23-351,1999,13,9,754,8.4,0,0,0,0,0,0,0,0,0.4,0.4,0.2,0.6,14,22,17,0.00,0.00,0.00,0.00,0.00,0.05,0.02,0.07,0.05,0.07,Matches
2289,Fabian Schär,ch SUI,DF,Newcastle Utd,eng Premier League,31-100,1991,24,24,2143,23.8,1,0,1,1,0,0,4,0,3.2,3.2,1.0,4.2,21,104,18,0.04,0.00,0.04,0.04,0.04,0.13,0.04,0.18,0.13,0.18,Matches
2290,Derry Scherhant,de GER,FW,Hertha BSC,de Bundesliga,20-140,2002,7,1,187,2.1,1,0,1,1,0,0,0,0,0.2,0.2,0.1,0.3,3,1,10,0.48,0.00,0.48,0.48,0.48,0.10,0.05,0.15,0.10,0.15,Matches
2291,Patrik Schick,cz CZE,FW,Leverkusen,de Bundesliga,27-065,1996,14,10,941,10.5,3,1,4,3,0,0,0,0,4.6,4.6,0.6,5.1,8,11,68,0.29,0.10,0.38,0.29,0.38,0.44,0.05,0.49,0.44,0.49,Matches
2292,Kingsley Schindler,gh GHA,DFMF,Köln,de Bundesliga,29-261,1993,20,4,703,7.8,0,0,0,0,0,0,3,0,0.9,0.9,0.5,1.4,9,32,40,0.00,0.00,0.00,0.00,0.00,0.12,0.06,0.18,0.12,0.18,Matches
2293,Xaver Schlager,at AUT,MF,RB Leipzig,de Bundesliga,25-183,1997,19,16,1466,16.3,1,1,2,1,0,0,2,0,0.3,0.3,0.6,0.9,21,72,11,0.06,0.06,0.12,0.06,0.12,0.02,0.04,0.05,0.02,0.05,Matches
2294,Keven Schlotterbeck,de GER,DF,Freiburg,de Bundesliga,25-336,1997,2,0,14,0.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
2295,Keven Schlotterbeck,de GER,DF,Bochum,de Bundesliga,25-336,1997,7,6,557,6.2,1,0,1,1,0,0,3,0,1.0,1.0,0.3,1.2,0,17,2,0.16,0.00,0.16,0.16,0.16,0.16,0.04,0.20,0.16,0.20,Matches
2296,Nico Schlotterbeck,de GER,DF,Dortmund,de Bundesliga,23-119,1999,25,25,2184,24.3,4,4,8,4,0,0,3,0,1.6,1.6,1.5,3.1,38,152,13,0.16,0.16,0.33,0.16,0.33,0.07,0.06,0.13,0.07,0.13,Matches
2297,Jeffrey Schlupp,gh GHA,MFFW,Crystal Palace,eng Premier League,30-097,1992,27,24,2029,22.5,2,0,2,2,0,0,5,0,1.8,1.8,0.7,2.5,23,77,49,0.09,0.00,0.09,0.09,0.09,0.08,0.03,0.11,0.08,0.11,Matches
2298,Kasper Schmeichel,dk DEN,GK,Nice,fr Ligue 1,36-145,1986,26,26,2340,26.0,0,0,0,0,0,0,0,0,0.0,0.0,0.4,0.4,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.01,0.00,0.01,Matches
2299,Romano Schmid,at AUT,MF,Werder Bremen,de Bundesliga,23-062,2000,19,11,1092,12.1,0,3,3,0,0,0,1,0,0.4,0.4,1.7,2.1,21,57,51,0.00,0.25,0.25,0.00,0.25,0.03,0.14,0.17,0.03,0.17,Matches
2300,Kenneth Schmidt,de GER,DF,Freiburg,de Bundesliga,20-300,2002,1,0,6,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
2301,Niklas Schmidt,de GER,MF,Werder Bremen,de Bundesliga,25-029,1998,17,9,910,10.1,2,0,2,2,0,0,2,0,1.4,1.4,1.3,2.7,22,52,37,0.20,0.00,0.20,0.20,0.20,0.14,0.13,0.27,0.14,0.27,Matches
2302,Benno Schmitz,de GER,DF,Köln,de Bundesliga,28-133,1994,23,22,1816,20.2,1,0,1,1,0,0,4,0,0.2,0.2,2.3,2.5,36,106,107,0.05,0.00,0.05,0.05,0.05,0.01,0.11,0.13,0.01,0.13,Matches
2303,Jerdy Schouten,nl NED,MF,Bologna,it Serie A,26-077,1997,23,19,1641,18.2,0,2,2,0,0,0,3,0,0.3,0.3,1.2,1.5,8,83,15,0.00,0.11,0.11,0.00,0.11,0.02,0.06,0.08,0.02,0.08,Matches
2304,Perr Schuurs,nl NED,DF,Torino,it Serie A,23-124,1999,21,20,1626,18.1,0,2,2,0,0,0,4,0,0.4,0.4,0.4,0.8,8,45,1,0.00,0.11,0.11,0.00,0.11,0.02,0.02,0.04,0.02,0.04,Matches
2305,Marvin Schwäbe,de GER,GK,Köln,de Bundesliga,27-339,1995,25,25,2250,25.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
2306,Alexander Schwolow,de GER,GK,Schalke 04,de Bundesliga,30-301,1992,17,17,1530,17.0,0,0,0,0,0,0,1,0,0.1,0.1,0.1,0.2,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.00,0.01,Matches
2307,Demba Seck,sn SEN,FWMF,Torino,it Serie A,22-048,2001,14,5,388,4.3,0,0,0,0,0,0,0,0,0.4,0.4,0.2,0.6,18,12,35,0.00,0.00,0.00,0.00,0.00,0.09,0.05,0.14,0.09,0.14,Matches
2308,Haris Seferović,ch SUI,FWMF,Celta Vigo,es La Liga,31-036,1992,7,3,316,3.5,1,0,1,1,0,0,1,0,1.0,1.0,0.2,1.3,5,4,16,0.28,0.00,0.28,0.28,0.28,0.29,0.06,0.36,0.29,0.36,Matches
2309,Jacopo Segre,it ITA,DF,Torino,it Serie A,26-041,1997,1,0,21,0.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
2310,Paul Seguin,de GER,MF,Union Berlin,de Bundesliga,28-001,1995,18,4,633,7.0,1,3,4,1,0,0,4,0,1.2,1.2,2.0,3.1,11,37,27,0.14,0.43,0.57,0.14,0.57,0.16,0.28,0.44,0.16,0.44,Matches
2311,Alidu Seidu,gh GHA,DF,Clermont Foot,fr Ligue 1,22-299,2000,20,20,1753,19.5,0,0,0,0,0,0,6,0,0.1,0.1,0.5,0.6,17,45,31,0.00,0.00,0.00,0.00,0.00,0.01,0.02,0.03,0.01,0.03,Matches
2312,Davie Selke,de GER,FW,Hertha BSC,de Bundesliga,28-069,1995,13,3,282,3.1,1,1,2,0,1,1,1,0,1.2,0.4,0.9,1.3,3,5,22,0.32,0.32,0.64,0.00,0.32,0.39,0.28,0.66,0.14,0.41,Matches
2313,Davie Selke,de GER,FW,Köln,de Bundesliga,28-069,1995,8,4,363,4.0,1,0,1,1,0,0,0,0,1.5,1.5,0.1,1.6,5,5,16,0.25,0.00,0.25,0.25,0.25,0.37,0.02,0.39,0.37,0.39,Matches
2314,Matz Sels,be BEL,GK,Strasbourg,fr Ligue 1,31-032,1992,28,28,2520,28.0,0,0,0,0,0,0,2,0,0.0,0.0,0.3,0.3,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.01,0.00,0.01,Matches
2315,Nélson Semedo,pt POR,DF,Wolves,eng Premier League,29-134,1993,26,21,1778,19.8,0,1,1,0,0,0,8,1,0.3,0.3,0.6,0.9,39,73,101,0.00,0.05,0.05,0.00,0.05,0.01,0.03,0.05,0.01,0.05,Matches
2316,Vivaldo Semedo,pt POR,FW,Udinese,it Serie A,18-061,2005,1,0,1,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
2317,Antoine Semenyo,gh GHA,FWMF,Bournemouth,eng Premier League,23-082,2000,6,2,233,2.6,0,0,0,0,0,0,0,0,0.2,0.2,0.0,0.2,5,5,11,0.00,0.00,0.00,0.00,0.00,0.07,0.02,0.09,0.07,0.09,Matches
2318,Marvin Senaya,tg TOG,DF,Strasbourg,fr Ligue 1,22-061,2001,1,0,9,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1,1,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
2319,Marcos Senesi,ar ARG,DF,Bournemouth,eng Premier League,25-324,1997,23,22,1878,20.9,2,0,2,2,0,0,4,0,1.2,1.2,0.4,1.6,5,37,2,0.10,0.00,0.10,0.10,0.10,0.06,0.02,0.08,0.06,0.08,Matches
2320,Stefano Sensi,it ITA,MF,Monza,it Serie A,27-237,1995,20,17,1302,14.5,3,0,3,3,0,0,5,0,1.2,1.2,1.0,2.2,23,124,25,0.21,0.00,0.21,0.21,0.21,0.08,0.07,0.15,0.08,0.15,Matches
2321,Jaime Seoane,es ESP,MF,Getafe,es La Liga,26-067,1997,14,2,304,3.4,0,0,0,0,0,0,0,0,0.1,0.1,0.3,0.4,3,6,5,0.00,0.00,0.00,0.00,0.00,0.02,0.08,0.11,0.02,0.11,Matches
