,,,,,,,,,Performance,,,,,,,,,,,,,Aerial Duels,,,
Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,CrdY,CrdR,2CrdY,Fls,Fld,Off,Crs,Int,TklW,PKwon,PKcon,OG,Recov,Won,Lost,Won%,Matches
2169,Guido Rodríguez,ar ARG,MF,Betis,es La Liga,28-352,1994,19.9,6,0,0,26,38,1,6,24,37,0,0,0,122,27,20,57.4,Matches
2170,Pablo Rodríguez,es ESP,FWMF,Lecce,it Serie A,21-238,2001,0.6,0,0,0,1,2,0,4,0,1,0,0,0,2,0,2,0.0,Matches
2171,Ricardo Rodríguez,ch SUI,DF,Torino,it Serie A,30-217,1992,19.7,1,0,0,20,7,0,47,26,24,0,0,0,110,24,24,50.0,Matches
2172,Rodrygo,br BRA,FW,Real Madrid,es La Liga,22-080,2001,17.5,2,0,0,15,33,6,17,5,6,2,0,0,34,11,14,44.0,Matches
2173,Mads Roerslev,dk DEN,DF,Brentford,eng Premier League,23-279,1999,10.4,0,0,0,2,3,0,18,8,10,0,0,0,42,7,9,43.8,Matches
2174,Agustín Rogel,uy URU,DF,Hertha BSC,de Bundesliga,25-164,1997,12.3,6,0,0,18,4,1,0,11,9,0,0,0,44,29,22,56.9,Matches
2175,Rogério,br BRA,DF,Sassuolo,it Serie A,25-076,1998,23.3,5,0,0,19,26,0,77,25,16,0,0,0,120,17,22,43.6,Matches
2176,Merlin Röhl,de GER,MF,Freiburg,de Bundesliga,20-268,2002,0.1,0,0,0,1,2,0,0,0,0,0,0,0,2,0,0,,Matches
2177,Alessio Romagnoli,it ITA,DF,Lazio,it Serie A,28-077,1995,22.7,2,0,0,25,13,1,0,26,13,0,0,0,94,53,30,63.9,Matches
2178,Simone Romagnoli,it ITA,DF,Lecce,it Serie A,33-049,1990,0.3,0,0,0,0,0,0,0,0,1,0,0,0,2,3,2,60.0,Matches
2179,Cristian Romero,ar ARG,DF,Tottenham,eng Premier League,24-337,1998,18.3,7,1,1,28,7,0,0,29,24,0,0,0,112,38,16,70.4,Matches
2180,Iván Romero,es ESP,MF,Sevilla,es La Liga,21-354,2001,0.1,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,100.0,Matches
2181,Luka Romero,ar ARG,FW,Lazio,it Serie A,18-132,2004,1.7,0,0,0,3,6,0,0,3,0,0,0,0,10,2,1,66.7,Matches
2182,Oriol Romeu,es ESP,MF,Southampton,eng Premier League,31-187,1991,0.8,0,0,0,1,2,0,1,1,0,0,0,0,8,2,0,100.0,Matches
2183,Oriol Romeu,es ESP,MF,Girona,es La Liga,31-187,1991,21.8,6,0,0,42,21,0,12,24,27,0,1,0,139,27,28,49.1,Matches
2184,Cristiano Ronaldo,pt POR,FW,Manchester Utd,eng Premier League,38-053,1985,5.8,2,0,0,7,5,8,3,1,2,0,0,0,12,15,8,65.2,Matches
2185,Connor Ronan,ie IRL,MF,Wolves,eng Premier League,25-024,1998,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,Matches
2186,Salomón Rondón,ve VEN,FW,Everton,eng Premier League,33-195,1989,1.2,0,0,0,4,0,2,0,0,0,0,0,0,1,7,6,53.8,Matches
2187,Valentin Rongier,fr FRA,MF,Marseille,fr Ligue 1,28-113,1994,24.7,6,0,0,40,23,0,5,38,38,0,0,0,202,33,21,61.1,Matches
2188,Marten de Roon,nl NED,MF,Atalanta,it Serie A,32-001,1991,21.9,5,0,0,29,18,0,10,25,23,0,0,0,149,39,20,66.1,Matches
2189,Pablo Rosario,nl NED,MFDF,Nice,fr Ligue 1,26-082,1997,13.5,5,0,0,17,8,0,5,16,17,0,0,0,68,12,11,52.2,Matches
2190,Tom Rothe,de GER,DF,Dortmund,de Bundesliga,18-152,2004,0.3,0,0,0,2,0,0,2,1,1,0,0,0,4,0,0,,Matches
2191,Joe Rothwell,eng ENG,MF,Bournemouth,eng Premier League,28-078,1995,5.0,0,0,0,8,1,0,10,5,3,0,0,0,23,1,2,33.3,Matches
2192,Anthony Rouault,fr FRA,DF,Toulouse,fr Ligue 1,21-305,2001,27.9,2,0,0,16,10,1,0,43,32,0,0,1,162,72,50,59.0,Matches
2193,Jérôme Roussillon,fr FRA,MFDF,Wolfsburg,de Bundesliga,30-083,1993,0.2,0,0,0,1,0,0,0,0,0,0,0,0,2,1,1,50.0,Matches
2194,Jérôme Roussillon,fr FRA,DF,Union Berlin,de Bundesliga,30-083,1993,3.1,1,0,0,5,4,0,10,1,1,0,0,0,17,1,4,20.0,Matches
2195,Nicolò Rovella,it ITA,MF,Monza,it Serie A,21-116,2001,11.5,3,1,0,17,13,0,19,26,22,0,0,0,89,5,6,45.5,Matches
2196,Nicolò Rovella,it ITA,MF,Juventus,it Serie A,21-116,2001,0.3,1,0,0,1,1,0,3,0,1,0,0,0,1,0,0,,Matches
2197,Amir Rrahmani,xk KVX,DF,Napoli,it Serie A,29-034,1994,19.2,1,0,0,11,9,1,1,12,15,0,0,0,104,48,31,60.8,Matches
2198,Ruan,br BRA,DF,Sassuolo,it Serie A,23-296,1999,10.3,5,1,0,12,9,0,0,13,19,0,1,0,56,34,23,59.6,Matches
2199,Rubén,es ESP,DFMF,Espanyol,es La Liga,22-054,2001,7.2,1,0,0,12,5,0,36,15,11,0,0,0,50,10,3,76.9,Matches
2200,Antonio Rüdiger,de GER,DF,Real Madrid,es La Liga,30-027,1993,17.8,1,0,0,6,2,0,3,13,9,0,0,0,100,26,13,66.7,Matches
2201,Sebastian Rudy,de GER,MF,Hoffenheim,de Bundesliga,33-030,1990,6.0,2,0,0,16,5,0,29,6,10,0,0,0,34,3,4,42.9,Matches
2202,Daniele Rugani,it ITA,DF,Juventus,it Serie A,28-244,1994,3.9,0,0,0,4,0,1,0,4,0,0,0,0,8,7,4,63.6,Matches
2203,Matteo Ruggeri,it ITA,DFMF,Atalanta,it Serie A,20-262,2002,8.2,3,0,0,9,4,0,35,10,12,0,0,0,49,11,6,64.7,Matches
2204,Mário Rui,pt POR,DF,Napoli,it Serie A,31-307,1991,16.6,2,1,0,16,27,0,92,15,19,0,0,0,133,12,23,34.3,Matches
2205,Aitor Ruibal,es ESP,DFFW,Betis,es La Liga,27-008,1996,12.0,3,0,0,18,13,2,21,18,22,0,0,0,71,8,13,38.1,Matches
2206,Kays Ruiz,ma MAR,MF,Auxerre,fr Ligue 1,20-216,2002,0.7,1,0,0,2,3,0,0,3,1,0,0,0,10,0,0,,Matches
2207,Fabián Ruiz Peña,es ESP,MF,Paris S-G,fr Ligue 1,26-361,1996,14.7,0,0,0,14,10,3,5,10,19,0,0,0,108,4,7,36.4,Matches
2208,Víctor Ruiz,es ESP,DF,Betis,es La Liga,34-064,1989,6.2,0,0,0,4,2,1,0,6,3,0,0,0,29,17,7,70.8,Matches
2209,Gerónimo Rulli,ar ARG,GK,Villarreal,es La Liga,30-314,1992,14.0,1,0,0,0,1,0,0,1,0,0,0,0,20,3,0,100.0,Matches
2210,Franco Russo,ar ARG,DF,Mallorca,es La Liga,28-156,1994,1.6,0,0,0,0,2,0,0,3,1,0,0,0,12,3,2,60.0,Matches
2211,Georginio Rutter,fr FRA,FWMF,Leeds United,eng Premier League,20-344,2002,2.1,0,0,0,4,4,1,0,3,7,0,0,0,4,8,6,57.1,Matches
2212,Georginio Rutter,fr FRA,FW,Hoffenheim,de Bundesliga,20-344,2002,11.2,2,0,0,17,19,17,11,5,4,1,0,0,25,9,23,28.1,Matches
2213,Julian Ryerson,no NOR,DF,Union Berlin,de Bundesliga,25-133,1997,11.5,2,0,0,16,12,1,41,12,17,0,0,0,77,5,11,31.3,Matches
2214,Julian Ryerson,no NOR,DF,Dortmund,de Bundesliga,25-133,1997,7.8,2,0,0,10,7,1,22,6,5,0,0,0,46,5,5,50.0,Matches
2215,Frederik Rønnow,dk DEN,GK,Union Berlin,de Bundesliga,30-238,1992,21.0,2,0,0,0,4,0,0,0,0,0,0,0,32,6,2,75.0,Matches
2216,José Sá,pt POR,GK,Wolves,eng Premier League,30-072,1993,28.0,0,0,0,0,5,0,0,0,0,0,0,0,36,6,1,85.7,Matches
2217,Youssouf Sabaly,sn SEN,DF,Betis,es La Liga,30-025,1993,14.2,1,0,0,15,26,0,14,16,15,0,0,0,86,5,10,33.3,Matches
2218,Halid Šabanović,ba BIH,DFFW,Angers,fr Ligue 1,23-220,1999,3.7,1,1,0,6,2,0,4,4,2,0,0,0,16,3,1,75.0,Matches
2219,Abdelhamid Sabiri,ma MAR,MF,Sampdoria,it Serie A,26-122,1996,11.2,4,0,0,27,35,0,52,2,7,0,0,0,49,29,28,50.9,Matches
2220,Marcel Sabitzer,at AUT,MF,Manchester Utd,eng Premier League,29-013,1994,3.1,1,0,0,5,2,0,2,5,6,0,0,0,28,4,5,44.4,Matches
2221,Marcel Sabitzer,at AUT,MF,Bayern Munich,de Bundesliga,29-013,1994,7.0,2,0,0,7,1,1,5,10,14,0,0,0,47,8,11,42.1,Matches
2222,Falaye Sacko,ml MLI,DF,Montpellier,fr Ligue 1,27-333,1995,20.0,2,0,0,17,14,5,33,25,20,0,3,1,119,11,13,45.8,Matches
2223,Umar Sadiq,ng NGA,FW,Almería,es La Liga,26-056,1997,2.7,1,0,0,9,2,7,0,0,0,0,0,0,8,4,10,28.6,Matches
2224,Umar Sadiq,ng NGA,FW,Real Sociedad,es La Liga,26-056,1997,0.9,0,0,0,3,1,4,0,0,1,0,0,0,1,2,2,50.0,Matches
2225,Alexis Saelemaekers,be BEL,FWDF,Milan,it Serie A,23-276,1999,9.7,1,0,0,19,16,1,32,8,17,0,1,0,33,7,3,70.0,Matches
2226,Wesley Saïd,fr FRA,FWMF,Lens,fr Ligue 1,27-345,1995,6.6,2,0,0,19,1,1,5,1,1,0,0,0,19,3,6,33.3,Matches
2227,Allan Saint-Maximin,fr FRA,FW,Newcastle Utd,eng Premier League,26-018,1997,9.6,1,0,0,4,12,1,24,4,3,0,0,0,54,1,1,50.0,Matches
2228,Théo Sainte-Luce,fr FRA,DF,Montpellier,fr Ligue 1,24-161,1998,3.9,0,0,0,9,1,0,6,4,5,0,0,0,11,3,7,30.0,Matches
2229,Samuel Sáiz,es ESP,MF,Girona,es La Liga,32-067,1991,2.7,1,0,0,3,4,2,6,0,2,0,0,0,15,2,3,40.0,Matches
2230,Bukayo Saka,eng ENG,FW,Arsenal,eng Premier League,21-206,2001,26.7,5,0,0,31,45,8,128,13,23,0,0,0,97,9,30,23.1,Matches
2231,Hamza Sakhi,ma MAR,MF,Auxerre,fr Ligue 1,26-296,1996,17.7,1,0,0,13,19,5,82,24,22,0,0,0,100,6,3,66.7,Matches
2232,Mamadou Sakho,fr FRA,DF,Montpellier,fr Ligue 1,33-045,1990,6.0,1,0,0,2,4,0,0,5,3,0,1,0,33,17,16,51.5,Matches
2233,Jacopo Sala,it ITA,MF,Spezia,it Serie A,31-115,1991,1.2,1,0,0,3,3,0,4,1,0,0,0,0,5,1,0,100.0,Matches
2234,Ibrahim Salah,ma MAR,FWMF,Rennes,fr Ligue 1,21-212,2001,1.5,0,0,0,1,1,1,5,2,1,0,0,0,10,2,3,40.0,Matches
2235,Mohamed Salah,eg EGY,FW,Liverpool,eng Premier League,30-288,1992,25.7,1,0,0,14,24,16,18,4,9,0,0,0,64,5,20,20.0,Matches
2236,Amine Salama,fr FRA,FWMF,Angers,fr Ligue 1,22-255,2000,13.9,1,0,0,7,9,6,12,10,9,0,0,0,51,8,19,29.6,Matches
2237,William Saliba,fr FRA,DF,Arsenal,eng Premier League,22-006,2001,26.8,4,0,0,19,13,0,1,19,20,0,2,1,206,53,43,55.2,Matches
2238,Dikeni Salifou,tg TOG,MF,Werder Bremen,de Bundesliga,19-295,2003,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Matches
2239,Mohammed Salisu,gh GHA,DF,Southampton,eng Premier League,23-347,1999,21.9,5,0,0,26,3,1,13,31,29,0,0,1,158,55,26,67.9,Matches
2240,Roland Sallai,hu HUN,MFFW,Freiburg,de Bundesliga,25-312,1997,7.0,4,0,0,19,20,2,16,2,5,1,0,0,37,15,14,51.7,Matches
2241,Yoann Salmier,gf GUF,DF,Troyes,fr Ligue 1,30-129,1992,24.9,4,1,0,25,26,0,5,32,24,1,2,0,140,43,27,61.4,Matches
2242,Salvi,es ESP,FWMF,Rayo Vallecano,es La Liga,32-000,1991,3.5,2,0,0,5,6,2,24,2,5,0,0,0,19,1,4,20.0,Matches
2243,Lazar Samardzic,rs SRB,MF,Udinese,it Serie A,21-034,2002,11.7,0,0,0,16,7,0,65,9,11,0,0,0,80,6,17,26.1,Matches
2244,Diadie Samassékou,ml MLI,MFFW,Hoffenheim,de Bundesliga,27-078,1996,0.4,1,0,0,3,0,0,0,0,0,0,0,0,3,0,0,,Matches
2245,Mama Samba Baldé,gw GNB,FW,Troyes,fr Ligue 1,27-144,1995,21.7,5,2,1,30,32,20,8,4,17,2,0,0,74,33,55,37.5,Matches
2246,Brice Samba,fr FRA,GK,Lens,fr Ligue 1,28-339,1994,28.0,1,0,0,0,3,0,0,0,0,0,0,0,38,7,2,77.8,Matches
2247,Albert Sambi Lokonga,be BEL,MF,Arsenal,eng Premier League,23-159,1999,2.2,0,0,0,1,5,0,0,5,1,0,0,0,14,3,2,60.0,Matches
2248,Albert Sambi Lokonga,be BEL,MF,Crystal Palace,eng Premier League,23-159,1999,5.2,1,0,0,6,12,0,0,7,10,0,0,0,32,5,11,31.3,Matches
2249,Junior Sambia,fr FRA,DF,Salernitana,it Serie A,26-204,1996,5.6,3,0,0,8,12,0,22,4,4,0,0,0,29,10,9,52.6,Matches
2250,Samuel,br BRA,FWMF,Valencia,es La Liga,23-097,1999,23.1,3,0,0,29,36,12,53,10,27,2,0,0,111,13,25,34.2,Matches
2251,Fede San Emeterio,es ESP,MF,Cádiz,es La Liga,26-014,1997,12.9,7,0,0,37,17,0,2,7,13,0,0,0,46,17,21,44.7,Matches
2252,Antonio Sanabria,py PAR,FW,Torino,it Serie A,27-026,1996,17.1,4,0,0,25,19,10,0,3,4,0,0,0,44,44,78,36.1,Matches
2253,Leandro Sanca,pt POR,FWMF,Spezia,it Serie A,23-085,2000,0.4,0,0,0,0,0,0,2,0,1,0,0,0,5,0,2,0.0,Matches
2254,Oihan Sancet,es ESP,MF,Athletic Club,es La Liga,22-339,2000,19.4,2,1,0,29,37,1,9,3,9,0,0,0,104,17,16,51.5,Matches
2255,Renato Sanches,pt POR,MF,Paris S-G,fr Ligue 1,25-224,1997,5.1,0,0,0,15,5,0,3,9,0,0,0,0,38,5,4,55.6,Matches
2256,Alexis Sánchez,cl CHI,FW,Marseille,fr Ligue 1,34-101,1988,21.0,2,0,0,29,34,17,26,3,15,1,0,0,65,28,48,36.8,Matches
2257,Antonio Sánchez,es ESP,MF,Mallorca,es La Liga,26-088,1997,7.6,4,0,0,17,11,0,18,9,5,1,1,0,57,6,8,42.9,Matches
2258,Davinson Sánchez,co COL,DF,Tottenham,eng Premier League,26-291,1996,6.4,1,0,0,5,4,1,2,10,6,0,1,0,29,16,9,64.0,Matches
2259,Iván Sánchez,es ESP,MFFW,Valladolid,es La Liga,30-188,1992,11.5,0,0,0,9,34,1,25,7,14,0,0,0,56,2,12,14.3,Matches
2260,Javi Sánchez,es ESP,DF,Valladolid,es La Liga,26-016,1997,19.7,10,0,0,25,4,0,4,37,18,0,1,0,85,33,25,56.9,Matches
2261,Manuel Sánchez,es ESP,DF,Osasuna,es La Liga,22-218,2000,13.5,1,0,0,8,8,0,50,11,21,1,0,0,63,9,6,60.0,Matches
2262,Robert Sánchez,es ESP,GK,Brighton,eng Premier League,25-132,1997,22.0,1,0,0,1,0,0,0,3,0,0,1,0,25,6,0,100.0,Matches
2263,Jadon Sancho,eng ENG,FWMF,Manchester Utd,eng Premier League,23-005,2000,10.3,0,0,0,5,6,3,8,4,5,0,0,0,58,2,9,18.2,Matches
2264,Alex Sandro,br BRA,DF,Juventus,it Serie A,32-063,1991,16.2,4,1,0,21,21,1,14,13,13,1,0,0,111,33,18,64.7,Matches
2265,Leroy Sané,de GER,MFFW,Bayern Munich,de Bundesliga,27-078,1996,16.5,4,0,0,12,18,3,9,1,21,0,0,0,75,5,4,55.6,Matches
2266,Sidi Sané,de GER,FW,Schalke 04,de Bundesliga,19-343,2003,0.3,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,,Matches
2267,Morgan Sanson,fr FRA,MF,Aston Villa,eng Premier League,28-224,1994,0.1,0,0,0,0,2,0,0,0,1,0,0,0,1,0,1,0.0,Matches
2268,Morgan Sanson,fr FRA,MF,Strasbourg,fr Ligue 1,28-224,1994,6.2,1,0,0,10,18,0,7,12,9,0,0,0,41,7,7,50.0,Matches
2269,Nicola Sansone,it ITA,FW,Bologna,it Serie A,31-201,1991,4.8,2,0,0,8,10,4,9,0,3,2,0,0,14,0,8,0.0,Matches
2270,Baptiste Santamaria,fr FRA,MF,Rennes,fr Ligue 1,28-021,1995,13.7,2,0,0,15,11,1,5,17,18,0,0,0,120,40,26,60.6,Matches
2271,Riccardo Saponara,it ITA,FW,Fiorentina,it Serie A,31-099,1991,10.2,3,0,0,10,19,4,20,4,5,0,0,0,49,6,5,54.5,Matches
2272,Pablo Sarabia,es ESP,FWMF,Wolves,eng Premier League,30-323,1992,5.7,2,0,0,8,5,3,31,1,4,0,0,0,31,2,10,16.7,Matches
2273,Pablo Sarabia,es ESP,FWMF,Paris S-G,fr Ligue 1,30-323,1992,4.1,1,0,0,4,5,2,16,2,4,0,0,0,16,0,2,0.0,Matches
2274,Muhammed Saracevic Cham,at AUT,MF,Clermont Foot,fr Ligue 1,22-185,2000,16.1,2,0,0,15,28,0,55,6,12,0,1,0,73,4,7,36.4,Matches
2275,Jeremy Sarmiento,ec ECU,MF,Brighton,eng Premier League,20-287,2002,2.0,1,0,0,4,4,0,3,1,3,0,0,0,4,0,4,0.0,Matches
2276,Amin Sarr,se SWE,FW,Lyon,fr Ligue 1,22-019,2001,4.6,0,0,0,11,2,1,3,0,5,0,0,0,13,5,14,26.3,Matches
2277,Malang Sarr,fr FRA,DF,Monaco,fr Ligue 1,24-066,1999,8.0,3,0,0,10,4,0,1,15,3,0,0,0,49,15,9,62.5,Matches
2278,Martin Satriano,uy URU,FW,Empoli,it Serie A,22-038,2001,18.0,3,0,0,15,26,5,21,3,8,0,0,0,50,40,50,44.4,Matches
2279,Téji Savanier,fr FRA,MF,Montpellier,fr Ligue 1,31-098,1991,22.0,4,2,0,45,73,0,180,26,26,0,0,0,166,6,19,24.0,Matches
2280,Esteban Saveljich,me MNE,FW,Rayo Vallecano,es La Liga,31-314,1991,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Matches
2281,Stefan Savić,me MNE,DF,Atlético Madrid,es La Liga,32-081,1991,17.6,3,2,0,26,7,0,0,29,23,0,0,0,90,45,24,65.2,Matches
2282,Joe Scally,us USA,DF,M'Gladbach,de Bundesliga,20-089,2002,20.9,1,0,0,10,46,3,31,7,16,0,0,0,83,15,10,60.0,Matches
2283,Giorgio Scalvini,it ITA,DF,Atalanta,it Serie A,19-109,2003,16.4,6,0,0,39,4,5,6,31,20,0,0,0,117,27,15,64.3,Matches
2284,Gianluca Scamacca,it ITA,FW,West Ham,eng Premier League,24-088,1999,10.3,3,0,0,16,10,6,1,4,5,0,0,0,23,17,21,44.7,Matches
2285,Gustavo Scarpa,br BRA,MFFW,Nott'ham Forest,eng Premier League,29-084,1994,1.8,1,0,0,4,7,0,3,0,1,0,0,0,10,1,2,33.3,Matches
2286,Kevin Schade,de GER,FWMF,Brentford,eng Premier League,21-123,2001,2.1,1,0,0,3,3,2,3,1,1,0,0,0,14,11,5,68.8,Matches
2287,Kevin Schade,de GER,FWMF,Freiburg,de Bundesliga,21-123,2001,2.0,0,0,0,4,6,0,3,0,4,0,0,0,7,17,12,58.6,Matches
2288,András Schäfer,hu HUN,MF,Union Berlin,de Bundesliga,23-351,1999,8.4,0,0,0,12,14,1,7,4,8,0,0,0,55,9,14,39.1,Matches
2289,Fabian Schär,ch SUI,DF,Newcastle Utd,eng Premier League,31-100,1991,23.8,4,0,0,11,19,4,11,37,11,0,0,0,156,67,30,69.1,Matches
2290,Derry Scherhant,de GER,FW,Hertha BSC,de Bundesliga,20-140,2002,2.1,0,0,0,2,0,0,2,0,3,0,0,0,6,1,5,16.7,Matches
2291,Patrik Schick,cz CZE,FW,Leverkusen,de Bundesliga,27-065,1996,10.5,0,0,0,5,16,0,4,1,0,0,0,0,18,30,38,44.1,Matches
2292,Kingsley Schindler,gh GHA,DFMF,Köln,de Bundesliga,29-261,1993,7.8,3,0,0,9,8,1,22,9,11,0,0,0,40,17,6,73.9,Matches
2293,Xaver Schlager,at AUT,MF,RB Leipzig,de Bundesliga,25-183,1997,16.3,2,0,0,25,24,1,2,16,23,0,0,0,127,12,20,37.5,Matches
2294,Keven Schlotterbeck,de GER,DF,Freiburg,de Bundesliga,25-336,1997,0.2,0,0,0,0,1,0,0,2,0,0,0,0,0,2,0,100.0,Matches
2295,Keven Schlotterbeck,de GER,DF,Bochum,de Bundesliga,25-336,1997,6.2,3,0,0,8,7,1,2,13,6,0,1,0,39,26,19,57.8,Matches
2296,Nico Schlotterbeck,de GER,DF,Dortmund,de Bundesliga,23-119,1999,24.3,3,0,0,14,17,1,11,30,32,0,0,0,184,60,32,65.2,Matches
2297,Jeffrey Schlupp,gh GHA,MFFW,Crystal Palace,eng Premier League,30-097,1992,22.5,5,0,0,42,24,0,13,22,35,0,0,0,118,19,26,42.2,Matches
2298,Kasper Schmeichel,dk DEN,GK,Nice,fr Ligue 1,36-145,1986,26.0,0,0,0,0,0,0,0,1,0,0,0,0,17,3,0,100.0,Matches
2299,Romano Schmid,at AUT,MF,Werder Bremen,de Bundesliga,23-062,2000,12.1,1,0,0,9,15,1,16,6,13,0,0,0,72,11,18,37.9,Matches
2300,Kenneth Schmidt,de GER,DF,Freiburg,de Bundesliga,20-300,2002,0.1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0.0,Matches
2301,Niklas Schmidt,de GER,MF,Werder Bremen,de Bundesliga,25-029,1998,10.1,2,0,0,17,11,0,27,3,10,0,0,0,77,11,10,52.4,Matches
2302,Benno Schmitz,de GER,DF,Köln,de Bundesliga,28-133,1994,20.2,4,0,0,23,14,0,79,20,34,0,0,2,116,21,22,48.8,Matches
2303,Jerdy Schouten,nl NED,MF,Bologna,it Serie A,26-077,1997,18.2,3,0,0,16,18,1,2,32,24,0,0,1,147,15,16,48.4,Matches
2304,Perr Schuurs,nl NED,DF,Torino,it Serie A,23-124,1999,18.1,4,0,0,27,3,1,1,19,16,0,0,0,119,42,39,51.9,Matches
2305,Marvin Schwäbe,de GER,GK,Köln,de Bundesliga,27-339,1995,25.0,0,0,0,0,1,0,0,2,0,0,0,0,26,5,0,100.0,Matches
2306,Alexander Schwolow,de GER,GK,Schalke 04,de Bundesliga,30-301,1992,17.0,1,0,0,0,4,0,0,1,0,0,0,0,27,2,1,66.7,Matches
2307,Demba Seck,sn SEN,FWMF,Torino,it Serie A,22-048,2001,4.3,0,0,0,4,14,6,5,1,2,0,0,0,18,3,9,25.0,Matches
2308,Haris Seferović,ch SUI,FWMF,Celta Vigo,es La Liga,31-036,1992,3.5,1,0,0,1,2,3,6,1,2,0,0,0,10,7,6,53.8,Matches
2309,Jacopo Segre,it ITA,DF,Torino,it Serie A,26-041,1997,0.2,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,50.0,Matches
2310,Paul Seguin,de GER,MF,Union Berlin,de Bundesliga,28-001,1995,7.0,4,0,0,13,3,0,18,5,7,0,1,0,52,10,11,47.6,Matches
2311,Alidu Seidu,gh GHA,DF,Clermont Foot,fr Ligue 1,22-299,2000,19.5,6,0,0,25,50,1,18,37,23,0,0,0,148,14,6,70.0,Matches
2312,Davie Selke,de GER,FW,Hertha BSC,de Bundesliga,28-069,1995,3.1,1,0,0,7,6,0,2,1,1,1,0,0,6,22,24,47.8,Matches
2313,Davie Selke,de GER,FW,Köln,de Bundesliga,28-069,1995,4.0,0,0,0,3,6,3,3,0,0,0,0,0,3,27,16,62.8,Matches
2314,Matz Sels,be BEL,GK,Strasbourg,fr Ligue 1,31-032,1992,28.0,2,0,0,0,2,0,0,3,1,0,0,0,24,7,0,100.0,Matches
2315,Nélson Semedo,pt POR,DF,Wolves,eng Premier League,29-134,1993,19.8,8,1,0,32,17,0,38,20,33,0,0,0,114,19,22,46.3,Matches
2316,Vivaldo Semedo,pt POR,FW,Udinese,it Serie A,18-061,2005,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0.0,Matches
2317,Antoine Semenyo,gh GHA,FWMF,Bournemouth,eng Premier League,23-082,2000,2.6,0,0,0,5,5,0,1,2,0,0,0,0,13,8,6,57.1,Matches
2318,Marvin Senaya,tg TOG,DF,Strasbourg,fr Ligue 1,22-061,2001,0.1,0,0,0,0,0,0,1,0,0,0,0,0,2,1,1,50.0,Matches
2319,Marcos Senesi,ar ARG,DF,Bournemouth,eng Premier League,25-324,1997,20.9,4,0,0,18,11,0,6,27,28,0,2,0,122,21,12,63.6,Matches
2320,Stefano Sensi,it ITA,MF,Monza,it Serie A,27-237,1995,14.5,5,0,0,14,42,2,42,15,25,1,0,0,100,7,8,46.7,Matches
2321,Jaime Seoane,es ESP,MF,Getafe,es La Liga,26-067,1997,3.4,0,0,0,4,4,0,2,1,4,0,0,0,15,2,3,40.0,Matches
2322,Luigi Sepe,it ITA,GK,Salernitana,it Serie A,31-326,1991,17.0,3,0,0,1,2,0,0,0,0,0,1,0,27,4,0,100.0,Matches
2323,Suat Serdar,de GER,MF,Hertha BSC,de Bundesliga,25-353,1997,18.7,4,0,0,21,27,1,5,25,19,0,0,0,113,27,21,56.3,Matches
2324,Leonardo Sernicola,it ITA,DF,Cremonese,it Serie A,25-243,1997,19.8,7,0,0,33,36,3,98,27,23,0,1,0,103,21,18,53.8,Matches
2325,Ryan Sessegnon,eng ENG,DF,Tottenham,eng Premier League,22-316,2000,9.0,4,0,0,15,6,7,30,6,11,0,0,0,49,10,10,50.0,Matches
2326,Stephan El Shaarawy,it ITA,DFMF,Roma,it Serie A,30-154,1992,10.3,2,0,0,14,8,6,14,13,7,0,0,0,58,9,10,47.4,Matches
2327,Luke Shaw,eng ENG,DF,Manchester Utd,eng Premier League,27-261,1995,20.5,5,0,0,36,21,0,68,25,20,0,0,0,129,30,22,57.7,Matches
2328,Jonjo Shelvey,eng ENG,MF,Newcastle Utd,eng Premier League,31-031,1992,0.4,0,0,0,1,0,0,0,0,0,0,0,0,4,0,0,,Matches
2329,Jonjo Shelvey,eng ENG,MF,Nott'ham Forest,eng Premier League,31-031,1992,4.9,1,0,0,7,0,0,10,4,0,0,1,0,26,3,1,75.0,Matches
2330,Eldor Shomurodov,uz UZB,FW,Spezia,it Serie A,27-274,1995,4.0,1,0,0,6,4,2,0,1,1,0,0,0,17,10,16,38.5,Matches
2331,Eldor Shomurodov,uz UZB,FW,Roma,it Serie A,27-274,1995,1.3,0,0,0,1,2,2,0,1,0,0,0,0,2,2,2,50.0,Matches
2332,Kaj Sierhuis,nl NED,FWMF,Reims,fr Ligue 1,24-337,1998,0.6,0,0,0,2,1,0,1,0,2,0,0,0,4,0,3,0.0,Matches
2333,Vincent Sierro,ch SUI,MFFW,Toulouse,fr Ligue 1,27-173,1995,0.7,1,0,0,2,1,0,1,1,1,0,0,0,6,1,3,25.0,Matches
2334,Kiliann Sildillia,fr FRA,DFMF,Freiburg,de Bundesliga,20-318,2002,19.3,4,1,1,32,6,2,22,21,16,0,0,0,97,36,40,47.4,Matches
