,,,,,,,,,SCA,,SCA Types,,,,,,GCA,,GCA Types,,,,,,
1605,Marquinhos,br BRA,MF,Arsenal,eng Premier League,19-357,2003,0.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
1606,Marquinhos,br BRA,DF,Paris S-G,fr Ligue 1,28-320,1994,22.1,13,0.59,10,1,0,2,0,0,1,0.05,1,0,0,0,0,0,Matches
1607,Luca Marrone,it ITA,DF,Monza,it Serie A,33-002,1990,1.5,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
1608,Eric Martel,de GER,MF,Köln,de Bundesliga,20-335,2002,15.0,18,1.20,16,0,0,1,1,0,0,0.00,0,0,0,0,0,0,Matches
1609,Roger Martí,es ESP,FW,Elche,es La Liga,32-086,1991,7.3,13,1.79,10,0,0,1,1,1,1,0.14,1,0,0,0,0,0,Matches
1610,Roger Martí,es ESP,FW,Cádiz,es La Liga,32-086,1991,5.6,7,1.24,4,0,1,1,0,1,0,0.00,0,0,0,0,0,0,Matches
1611,Anthony Martial,fr FRA,FW,Manchester Utd,eng Premier League,27-115,1995,5.1,9,1.77,7,0,1,0,1,0,4,0.79,2,0,1,0,1,0,Matches
1612,Aarón Martín,es ESP,DF,Mainz 05,de Bundesliga,25-342,1997,16.5,51,3.08,34,15,1,1,0,0,4,0.24,3,1,0,0,0,0,Matches
1613,Ander Martin,es ESP,MFFW,Real Sociedad,es La Liga,22-134,2000,0.5,4,8.57,3,0,1,0,0,0,0,0.00,0,0,0,0,0,0,Matches
1614,Andrés Martín,es ESP,FWMF,Rayo Vallecano,es La Liga,23-262,1999,1.6,5,3.06,4,0,1,0,0,0,0,0.00,0,0,0,0,0,0,Matches
1615,Carlos Martín,es ESP,DF,Atlético Madrid,es La Liga,20-342,2002,0.1,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
1616,Iván Martín,es ESP,MF,Girona,es La Liga,24-044,1999,7.7,15,1.94,13,0,1,0,1,0,3,0.39,2,0,0,0,1,0,Matches
1617,Jonas Martin,fr FRA,MF,Lille,fr Ligue 1,32-355,1990,2.1,3,1.41,3,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
1618,Martinelli,br BRA,FW,Arsenal,eng Premier League,21-285,2001,25.0,99,3.95,71,8,6,8,4,2,12,0.48,7,0,0,5,0,0,Matches
1619,Arnau Martinez,es ESP,DF,Girona,es La Liga,19-339,2003,19.5,47,2.41,39,0,1,3,4,0,4,0.21,3,0,0,0,1,0,Matches
1620,Emiliano Martínez,ar ARG,GK,Aston Villa,eng Premier League,30-209,1992,24.4,4,0.16,2,2,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
1621,Iñigo Martínez,es ESP,DF,Athletic Club,es La Liga,31-317,1991,12.0,10,0.83,7,0,0,3,0,0,1,0.08,1,0,0,0,0,0,Matches
1622,Lautaro Martínez,ar ARG,FW,Inter,it Serie A,25-220,1997,23.7,76,3.21,52,2,3,10,8,1,9,0.38,4,0,1,1,2,1,Matches
1623,Lisandro Martínez,ar ARG,DF,Manchester Utd,eng Premier League,25-071,1998,20.6,17,0.83,15,0,0,1,0,1,1,0.05,1,0,0,0,0,0,Matches
1624,Lucas Martínez Quarta,ar ARG,DF,Fiorentina,it Serie A,26-324,1996,17.1,16,0.94,10,1,0,4,0,1,2,0.12,2,0,0,0,0,0,Matches
1625,Roger Martínez,es ESP,DF,Espanyol,es La Liga,18-359,2004,0.1,2,25.71,2,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
1626,Gelson Martins,pt POR,MFFW,Monaco,fr Ligue 1,27-323,1995,3.8,15,3.91,11,0,1,2,1,0,1,0.26,1,0,0,0,0,0,Matches
1627,Adam Marušić,me MNE,DF,Lazio,it Serie A,30-164,1992,25.3,32,1.26,25,3,0,1,0,3,3,0.12,2,0,0,1,0,0,Matches
1628,Omar Mascarell,es ESP,MF,Elche,es La Liga,30-056,1993,22.2,38,1.71,26,11,1,0,0,0,2,0.09,0,2,0,0,0,0,Matches
1629,Adam Masina,ma MAR,DF,Udinese,it Serie A,29-087,1994,5.3,2,0.37,2,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
1630,Jordi Masip,es ESP,GK,Valladolid,es La Liga,34-086,1989,16.9,2,0.12,1,1,0,0,0,0,1,0.06,0,1,0,0,0,0,Matches
1631,Erhan Mašović,rs SRB,DF,Bochum,de Bundesliga,24-128,1998,15.5,14,0.90,12,0,0,1,0,1,0,0.00,0,0,0,0,0,0,Matches
1632,Han-Noah Massengo,fr FRA,MF,Auxerre,fr Ligue 1,21-266,2001,6.9,16,2.33,12,0,1,1,1,1,1,0.15,0,0,0,0,1,0,Matches
1633,Yanis Massolin,fr FRA,MF,Clermont Foot,fr Ligue 1,20-191,2002,0.7,1,1.50,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
1634,Jaime Mata,es ESP,FWMF,Getafe,es La Liga,34-157,1988,0.6,1,1.64,1,0,0,0,0,0,1,1.64,1,0,0,0,0,0,Matches
1635,Pape Matar Sarr,sn SEN,MF,Tottenham,eng Premier League,20-197,2002,1.6,2,1.25,2,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
1636,Eliot Matazo,be BEL,MF,Monaco,fr Ligue 1,21-043,2002,9.0,8,0.89,7,0,0,0,1,0,0,0.00,0,0,0,0,0,0,Matches
1637,Jean-Philippe Mateta,fr FRA,FW,Crystal Palace,eng Premier League,25-275,1997,7.7,6,0.78,3,0,0,1,2,0,1,0.13,0,0,0,0,1,0,Matches
1638,Nemanja Matić,rs SRB,MF,Roma,it Serie A,34-241,1988,15.8,34,2.16,31,1,1,1,0,0,5,0.32,3,0,1,1,0,0,Matches
1639,Joël Matip,cm CMR,DF,Liverpool,eng Premier League,31-234,1991,9.1,12,1.31,12,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
1640,Henning Matriciani,de GER,DF,Schalke 04,de Bundesliga,23-016,2000,13.4,7,0.52,6,0,1,0,0,0,1,0.07,1,0,0,0,0,0,Matches
1641,Chrislain Matsima,fr FRA,DFMF,Lorient,fr Ligue 1,20-319,2002,2.5,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
1642,Chrislain Matsima,fr FRA,DF,Monaco,fr Ligue 1,20-319,2002,1.4,4,2.83,3,0,1,0,0,0,3,2.13,2,0,1,0,0,0,Matches
1643,Jean Mattéo Bahoya,fr FRA,FWMF,Angers,fr Ligue 1,17-327,2005,0.3,1,2.90,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
1644,Azor Matusiwa,nl NED,MF,Reims,fr Ligue 1,24-336,1998,20.0,44,2.20,43,0,0,0,0,1,3,0.15,3,0,0,0,0,0,Matches
1645,Neal Maupay,fr FRA,FW,Everton,eng Premier League,26-228,1996,10.5,13,1.24,8,0,1,1,3,0,0,0.00,0,0,0,0,0,0,Matches
1646,Aïman Maurer,ma MAR,MF,Clermont Foot,fr Ligue 1,18-186,2004,4.4,9,2.04,4,2,1,1,1,0,0,0.00,0,0,0,0,0,0,Matches
1647,Stephy Mavididi,eng ENG,FW,Montpellier,fr Ligue 1,24-303,1998,10.5,28,2.68,12,0,6,5,4,1,3,0.29,2,0,1,0,0,0,Matches
1648,Konstantinos Mavropanos,gr GRE,DF,Stuttgart,de Bundesliga,25-109,1997,20.8,27,1.30,18,2,2,3,1,1,3,0.14,2,0,0,0,0,1,Matches
1649,Christian Mawissa,fr FRA,DF,Toulouse,fr Ligue 1,17-346,2005,1.1,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
1650,Philipp Max,de GER,DF,Eint Frankfurt,de Bundesliga,29-181,1993,5.2,18,3.45,9,7,1,1,0,0,0,0.00,0,0,0,0,0,0,Matches
1651,Eric Maxim Choupo-Moting,cm CMR,FW,Bayern Munich,de Bundesliga,34-007,1989,11.4,39,3.43,30,0,4,4,0,1,5,0.44,5,0,0,0,0,0,Matches
1652,Luís Maximiano,pt POR,GK,Lazio,it Serie A,24-084,1999,0.1,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
1653,Fernand Mayembo,cg CGO,DF,Ajaccio,fr Ligue 1,27-080,1996,6.4,4,0.63,2,0,0,0,1,1,0,0.00,0,0,0,0,0,0,Matches
1654,Borja Mayoral,es ESP,FW,Getafe,es La Liga,25-359,1997,23.6,43,1.82,29,0,4,3,7,0,3,0.13,2,0,1,0,0,0,Matches
1655,Noussair Mazraoui,ma MAR,DF,Bayern Munich,de Bundesliga,25-136,1997,6.3,13,2.06,12,0,0,0,0,1,3,0.48,2,0,0,0,0,1,Matches
1656,Pasquale Mazzocchi,it ITA,DF,Salernitana,it Serie A,27-246,1995,15.8,53,3.35,37,9,5,0,1,1,7,0.44,5,0,2,0,0,0,Matches
1657,Kevin Mbabu,ch SUI,DFFW,Fulham,eng Premier League,27-345,1995,1.6,3,1.87,2,0,1,0,0,0,1,0.62,1,0,0,0,0,0,Matches
1658,Kylian Mbappé,fr FRA,FW,Paris S-G,fr Ligue 1,24-100,1998,21.3,87,4.08,62,2,10,9,4,0,14,0.66,7,0,3,2,2,0,Matches
1659,Mamadou Mbaye,sn SEN,DF,Cádiz,es La Liga,24-275,1998,6.2,4,0.64,2,0,0,0,0,2,1,0.16,1,0,0,0,0,0,Matches
1660,Chancel Mbemba,cd COD,DF,Marseille,fr Ligue 1,28-234,1994,25.4,27,1.06,23,0,0,3,1,0,1,0.04,1,0,0,0,0,0,Matches
1661,Bryan Mbeumo,cm CMR,FW,Brentford,eng Premier League,23-235,1999,23.2,68,2.92,44,20,3,0,1,0,9,0.39,8,1,0,0,0,0,Matches
1662,Jason Mbock,fr FRA,MFFW,Angers,fr Ligue 1,23-149,1999,0.3,1,3.60,0,1,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
1663,Nathanael Mbuku,fr FRA,FWMF,Reims,fr Ligue 1,21-014,2002,0.7,1,1.36,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
1664,Nathanael Mbuku,fr FRA,FW,Augsburg,de Bundesliga,21-014,2002,0.2,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
1665,James McArthur,sct SCO,MF,Crystal Palace,eng Premier League,35-174,1987,0.1,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
1666,John McGinn,sct SCO,MF,Aston Villa,eng Premier League,28-163,1994,18.9,49,2.59,35,5,2,3,3,1,7,0.37,5,0,0,0,2,0,Matches
1667,Scott McKenna,sct SCO,DF,Nott'ham Forest,eng Premier League,26-138,1996,16.2,9,0.55,9,0,0,0,0,0,1,0.06,1,0,0,0,0,0,Matches
1668,Weston McKennie,us USA,MF,Leeds United,eng Premier League,24-214,1998,6.4,9,1.40,8,0,0,1,0,0,0,0.00,0,0,0,0,0,0,Matches
1669,Weston McKennie,us USA,MFDF,Juventus,it Serie A,24-214,1998,11.7,18,1.54,15,0,1,2,0,0,1,0.09,1,0,0,0,0,0,Matches
1670,Dwight McNeil,eng ENG,FWMF,Everton,eng Premier League,23-128,1999,17.8,63,3.55,35,20,4,1,2,1,6,0.34,2,2,0,0,1,1,Matches
1671,Scott McTominay,sct SCO,MF,Manchester Utd,eng Premier League,26-112,1996,9.6,15,1.56,12,0,0,2,1,0,0,0.00,0,0,0,0,0,0,Matches
1672,Gary Medel,cl CHI,MFDF,Bologna,it Serie A,35-239,1987,14.7,22,1.49,19,0,0,0,1,2,2,0.14,2,0,0,0,0,0,Matches
1673,Facundo Medina,ar ARG,DF,Lens,fr Ligue 1,23-306,1999,21.9,34,1.55,32,1,0,1,0,0,4,0.18,3,0,0,1,0,0,Matches
1674,Ben Mee,eng ENG,DF,Brentford,eng Premier League,33-190,1989,25.4,20,0.79,14,0,1,4,1,0,0,0.00,0,0,0,0,0,0,Matches
1675,Bamo Meïté,ci CIV,DF,Lorient,fr Ligue 1,21-283,2001,8.8,3,0.34,2,0,0,1,0,0,0,0.00,0,0,0,0,0,0,Matches
1676,Soualiho Meïté,fr FRA,MF,Cremonese,it Serie A,29-013,1994,15.4,26,1.69,23,1,1,0,0,1,2,0.13,2,0,0,0,0,0,Matches
1677,Farid El Melali,dz ALG,DFFW,Angers,fr Ligue 1,25-329,1997,6.8,9,1.31,4,1,2,0,2,0,1,0.15,1,0,0,0,0,0,Matches
1678,Gonzalo Melero,es ESP,MF,Almería,es La Liga,29-087,1994,12.5,35,2.79,32,0,1,2,0,0,6,0.48,5,0,0,1,0,0,Matches
1679,Birger Meling,no NOR,DF,Rennes,fr Ligue 1,28-103,1994,8.2,10,1.21,9,1,0,0,0,0,2,0.24,2,0,0,0,0,0,Matches
1680,Memphis,nl NED,FW,Barcelona,es La Liga,29-045,1994,1.3,8,6.32,5,2,1,0,0,0,0,0.00,0,0,0,0,0,0,Matches
1681,Memphis,nl NED,FW,Atlético Madrid,es La Liga,29-045,1994,2.9,12,4.19,8,0,1,1,2,0,1,0.35,1,0,0,0,0,0,Matches
1682,Houboulang Mendes,fr FRA,DF,Almería,es La Liga,24-330,1998,8.2,9,1.10,6,2,1,0,0,0,1,0.12,1,0,0,0,0,0,Matches
1683,Nuno Mendes,pt POR,DFMF,Paris S-G,fr Ligue 1,20-284,2002,14.1,35,2.48,31,0,2,1,0,1,5,0.35,5,0,0,0,0,0,Matches
1684,Thiago Mendes,br BRA,MFDF,Lyon,fr Ligue 1,31-015,1992,17.9,21,1.17,20,0,0,1,0,0,1,0.06,1,0,0,0,0,0,Matches
1685,Brais Méndez,es ESP,MF,Real Sociedad,es La Liga,26-082,1997,21.3,74,3.48,43,20,5,2,4,0,9,0.42,5,2,1,1,0,0,Matches
1686,Diego Méndez,es ESP,MF,Rayo Vallecano,es La Liga,19-213,2003,0.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
1687,Antoine Mendy,fr FRA,DF,Nice,fr Ligue 1,18-307,2004,1.9,8,4.24,5,1,0,2,0,0,2,1.06,1,0,0,1,0,0,Matches
1688,Arial Mendy,sn SEN,DF,Clermont Foot,fr Ligue 1,28-143,1994,2.5,5,2.03,3,0,0,0,2,0,0,0.00,0,0,0,0,0,0,Matches
1689,Batista Mendy,fr FRA,MFDF,Angers,fr Ligue 1,23-077,2000,22.8,31,1.36,27,0,3,1,0,0,0,0.00,0,0,0,0,0,0,Matches
1690,Edouard Mendy,sn SEN,GK,Chelsea,eng Premier League,31-029,1992,8.5,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
1691,Ferland Mendy,fr FRA,DF,Real Madrid,es La Liga,27-295,1995,12.8,27,2.10,24,1,1,0,0,1,2,0.16,2,0,0,0,0,0,Matches
1692,Nampalys Mendy,sn SEN,MF,Leicester City,eng Premier League,30-280,1992,6.8,7,1.04,5,0,0,0,0,2,0,0.00,0,0,0,0,0,0,Matches
1693,Gideon Mensah,gh GHA,DF,Auxerre,fr Ligue 1,24-255,1998,18.9,33,1.75,28,3,0,0,1,1,0,0.00,0,0,0,0,0,0,Matches
1694,Chris Mepham,wls WAL,DF,Bournemouth,eng Premier League,25-145,1997,19.4,5,0.26,4,0,0,1,0,0,0,0.00,0,0,0,0,0,0,Matches
1695,Jorge Meré,es ESP,DF,Cádiz,es La Liga,25-347,1997,0.8,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
1696,Alex Meret,it ITA,GK,Napoli,it Serie A,26-008,1997,26.0,1,0.04,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
1697,Mikel Merino,es ESP,MF,Real Sociedad,es La Liga,26-281,1996,17.8,58,3.26,48,1,1,3,2,3,9,0.51,7,0,0,1,0,1,Matches
1698,Quentin Merlin,fr FRA,DF,Nantes,fr Ligue 1,20-318,2002,14.1,42,2.99,19,17,2,2,2,0,2,0.14,1,1,0,0,0,0,Matches
1699,Yıldırım Mert Çetin,tr TUR,DF,Lecce,it Serie A,26-088,1997,0.2,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
1700,Roque Mesa,es ESP,MF,Valladolid,es La Liga,33-296,1989,13.7,32,2.33,31,1,0,0,0,0,1,0.07,1,0,0,0,0,0,Matches
1701,Illan Meslier,fr FRA,GK,Leeds United,eng Premier League,23-028,2000,27.0,4,0.15,2,2,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
1702,Lionel Messi,ar ARG,FWMF,Paris S-G,fr Ligue 1,35-279,1987,22.5,144,6.39,98,15,13,8,8,2,27,1.20,21,0,3,1,2,0,Matches
1703,Junior Messias,br BRA,FWDF,Milan,it Serie A,31-321,1991,12.3,35,2.85,22,0,4,4,4,1,5,0.41,4,0,1,0,0,0,Matches
1704,Thomas Meunier,be BEL,DF,Dortmund,de Bundesliga,31-199,1991,6.5,17,2.62,15,1,0,0,1,0,0,0.00,0,0,0,0,0,0,Matches
1705,Alexander Meyer,de GER,GK,Dortmund,de Bundesliga,31-351,1991,7.0,1,0.14,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
1706,Sven Michel,de GER,FW,Union Berlin,de Bundesliga,32-258,1990,4.6,10,2.18,10,0,0,0,0,0,1,0.22,1,0,0,0,0,0,Matches
1707,Alexander Mighten,eng ENG,FW,Nott'ham Forest,eng Premier League,20-353,2002,0.1,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
1708,Tommaso Milanese,it ITA,MF,Cremonese,it Serie A,20-242,2002,0.3,2,6.43,1,1,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
1709,Nikola Milenković,rs SRB,DF,Fiorentina,it Serie A,25-169,1997,17.7,21,1.18,18,0,0,3,0,0,2,0.11,2,0,0,0,0,0,Matches
1710,Arkadiusz Milik,pl POL,FW,Juventus,it Serie A,29-030,1994,11.0,20,1.84,13,0,0,4,1,2,3,0.28,2,0,0,0,0,1,Matches
1711,Arkadiusz Milik,pl POL,FW,Marseille,fr Ligue 1,29-030,1994,1.4,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
1712,Sergej Milinković-Savić,rs SRB,MF,Lazio,it Serie A,28-031,1995,23.3,62,2.66,54,1,2,3,2,0,11,0.47,10,0,0,1,0,0,Matches
1713,Vanja Milinković-Savić,rs SRB,GK,Torino,it Serie A,26-038,1997,27.0,5,0.19,3,2,0,0,0,0,1,0.04,1,0,0,0,0,0,Matches
1714,Éder Militão,br BRA,DF,Real Madrid,es La Liga,25-071,1998,19.5,14,0.72,12,2,0,0,0,0,2,0.10,2,0,0,0,0,0,Matches
1715,Luka Milivojević,rs SRB,MF,Crystal Palace,eng Premier League,31-357,1991,4.6,2,0.43,1,1,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
1716,Luis Milla,es ESP,MF,Getafe,es La Liga,28-174,1994,15.2,35,2.31,15,15,1,0,3,1,0,0.00,0,0,0,0,0,0,Matches
1717,Pere Milla,es ESP,FWMF,Elche,es La Liga,30-188,1992,13.4,30,2.19,21,0,1,3,4,1,3,0.22,2,0,0,0,1,0,Matches
1718,Enzo Millot,fr FRA,MF,Stuttgart,de Bundesliga,20-256,2002,4.6,20,4.35,13,2,1,0,2,2,1,0.22,1,0,0,0,0,0,Matches
1719,James Milner,eng ENG,DFMF,Liverpool,eng Premier League,37-085,1986,8.0,32,4.02,23,4,3,2,0,0,3,0.38,2,1,0,0,0,0,Matches
1720,Marko Milovanović,rs SRB,FW,Almería,es La Liga,19-238,2003,0.2,1,6.00,0,0,0,1,0,0,0,0.00,0,0,0,0,0,0,Matches
1721,Kim Min-jae,kr KOR,DF,Napoli,it Serie A,26-135,1996,25.3,28,1.11,25,0,0,1,0,2,2,0.08,1,0,0,1,0,0,Matches
1722,Yerry Mina,co COL,DF,Everton,eng Premier League,28-188,1994,2.6,1,0.38,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
1723,Takumi Minamino,jp JPN,MFFW,Monaco,fr Ligue 1,28-073,1995,5.6,19,3.37,13,1,0,2,2,1,4,0.71,2,1,0,0,1,0,Matches
1724,Tyrone Mings,eng ENG,DF,Aston Villa,eng Premier League,30-017,1993,24.0,17,0.71,13,0,0,2,2,0,4,0.17,2,0,0,1,1,0,Matches
1725,Óscar Mingueza,es ESP,DF,Celta Vigo,es La Liga,23-321,1999,12.7,20,1.57,19,0,0,1,0,0,0,0.00,0,0,0,0,0,0,Matches
1726,Rafa Mir,es ESP,FW,Sevilla,es La Liga,25-285,1997,9.0,12,1.33,8,0,0,3,1,0,0,0.00,0,0,0,0,0,0,Matches
1727,Aleksei Miranchuk,ru RUS,MF,Torino,it Serie A,27-164,1995,16.8,62,3.69,52,3,1,2,3,1,7,0.42,6,0,0,0,1,0,Matches
1728,Juan Miranda,es ESP,DF,Betis,es La Liga,23-070,2000,7.0,16,2.29,14,2,0,0,0,0,1,0.14,1,0,0,0,0,0,Matches
1729,Fabio Miretti,it ITA,MFFW,Juventus,it Serie A,19-239,2003,10.0,40,4.01,25,4,5,5,1,0,6,0.60,5,0,0,0,1,0,Matches
1730,Tyrick Mitchell,eng ENG,DF,Crystal Palace,eng Premier League,23-210,1999,22.1,20,0.90,16,1,1,0,0,2,2,0.09,2,0,0,0,0,0,Matches
1731,Kaoru Mitoma,jp JPN,FWMF,Brighton,eng Premier League,25-314,1997,14.1,55,3.90,43,0,7,2,3,0,10,0.71,6,0,2,1,1,0,Matches
1732,Aleksandar Mitrović,rs SRB,FW,Fulham,eng Premier League,28-195,1994,20.1,53,2.63,24,0,9,13,6,1,9,0.45,2,0,1,4,2,0,Matches
1733,Stefan Mitrović,rs SRB,DF,Getafe,es La Liga,32-312,1990,12.6,1,0.08,0,1,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
1734,Maximilian Mittelstädt,de GER,DF,Hertha BSC,de Bundesliga,26-012,1997,7.1,19,2.66,12,2,2,2,1,0,0,0.00,0,0,0,0,0,0,Matches
1735,Henrikh Mkhitaryan,am ARM,MF,Inter,it Serie A,34-068,1989,17.2,60,3.50,49,0,0,3,6,2,6,0.35,5,0,0,0,0,1,Matches
1736,Anthony Modeste,fr FRA,FW,Dortmund,de Bundesliga,34-350,1988,8.9,11,1.24,9,0,0,2,0,0,1,0.11,1,0,0,0,0,0,Matches
1737,Luka Modrić,hr CRO,MF,Real Madrid,es La Liga,37-202,1985,15.7,72,4.60,64,4,2,1,1,0,9,0.57,6,2,0,0,1,0,Matches
1738,Terem Moffi,ng NGA,FW,Nice,fr Ligue 1,23-309,1999,5.5,15,2.71,12,0,2,1,0,0,3,0.54,3,0,0,0,0,0,Matches
1739,Terem Moffi,ng NGA,FW,Lorient,fr Ligue 1,23-309,1999,15.4,25,1.62,18,0,6,0,1,0,4,0.26,2,0,2,0,0,0,Matches
1740,Mostafa Mohamed,eg EGY,FW,Nantes,fr Ligue 1,25-122,1997,15.9,26,1.64,17,0,2,4,3,0,4,0.25,3,0,0,0,1,0,Matches
1741,Tobias Mohr,de GER,DFMF,Schalke 04,de Bundesliga,27-218,1995,8.7,26,3.00,14,8,1,2,1,0,3,0.35,2,1,0,0,0,0,Matches
1742,Johan Mojica,co COL,DF,Villarreal,es La Liga,30-221,1992,6.8,13,1.91,11,2,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
1743,Johan Mojica,co COL,DFMF,Elche,es La Liga,30-221,1992,3.0,3,1.00,3,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
1744,Clinton Mola,eng ENG,DF,Stuttgart,de Bundesliga,22-015,2001,0.2,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
1745,Nahuel Molina,ar ARG,DF,Atlético Madrid,es La Liga,24-358,1998,20.3,60,2.96,57,2,1,0,0,0,4,0.20,4,0,0,0,0,0,Matches
1746,Salvatore Molina,it ITA,DF,Monza,it Serie A,31-088,1992,2.5,5,1.97,5,0,0,0,0,0,1,0.39,1,0,0,0,0,0,Matches
1747,Florent Mollet,fr FRA,MF,Nantes,fr Ligue 1,31-131,1991,6.5,28,4.33,13,8,1,3,3,0,1,0.15,0,1,0,0,0,0,Matches
1748,Florent Mollet,fr FRA,MF,Schalke 04,de Bundesliga,31-131,1991,4.6,14,3.07,11,0,0,2,1,0,0,0.00,0,0,0,0,0,0,Matches
1749,Jon Moncayola,es ESP,MFDF,Osasuna,es La Liga,24-321,1998,19.2,39,2.03,32,0,0,6,1,0,4,0.21,0,0,0,3,1,0,Matches
1750,Monchu,es ESP,MF,Valladolid,es La Liga,23-198,1999,14.4,45,3.13,26,13,0,4,1,1,1,0.07,1,0,0,0,0,0,Matches
1751,César Montes,mx MEX,DF,Espanyol,es La Liga,26-034,1997,7.5,2,0.27,1,1,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
1752,Daniele Montevago,it ITA,FW,Sampdoria,it Serie A,20-012,2003,2.6,7,2.75,6,0,0,1,0,0,0,0.00,0,0,0,0,0,0,Matches
1753,Gonzalo Montiel,ar ARG,DF,Sevilla,es La Liga,26-088,1997,10.8,26,2.40,20,5,0,0,0,1,3,0.28,3,0,0,0,0,0,Matches
1754,Lorenzo Montipò,it ITA,GK,Hellas Verona,it Serie A,27-038,1996,26.0,7,0.27,2,5,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
1755,Martín Montoya,es ESP,DF,Betis,es La Liga,31-350,1991,2.0,4,1.97,4,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
1756,Kieffer Moore,wls WAL,FW,Bournemouth,eng Premier League,30-234,1992,12.4,16,1.28,12,0,1,0,3,0,2,0.16,2,0,0,0,0,0,Matches
1757,Andrew Moran,ie IRL,FW,Brighton,eng Premier League,19-166,2003,0.1,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
1758,Álvaro Morata,es ESP,FW,Atlético Madrid,es La Liga,30-158,1992,15.0,35,2.34,23,0,3,4,5,0,9,0.60,4,0,3,1,1,0,Matches
1759,Jon Morcillo,es ESP,FWMF,Athletic Club,es La Liga,24-196,1998,0.8,4,5.45,4,0,0,0,0,0,1,1.36,1,0,0,0,0,0,Matches
1760,Alberto Moreno,es ESP,DF,Villarreal,es La Liga,30-268,1992,9.4,17,1.81,15,2,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
1761,Álex Moreno,es ESP,DF,Aston Villa,eng Premier League,29-295,1993,6.4,18,2.81,17,0,1,0,0,0,2,0.31,2,0,0,0,0,0,Matches
1762,Álex Moreno,es ESP,DF,Betis,es La Liga,29-295,1993,15.0,20,1.33,13,2,3,2,0,0,4,0.27,3,1,0,0,0,0,Matches
1763,Diego Moreno,es ESP,DF,Osasuna,es La Liga,21-282,2001,5.9,5,0.85,3,0,2,0,0,0,0,0.00,0,0,0,0,0,0,Matches
1764,Gerard Moreno,es ESP,FW,Villarreal,es La Liga,30-357,1992,11.9,35,2.95,28,0,3,4,0,0,4,0.34,3,0,0,1,0,0,Matches
1765,Marlos Moreno,co COL,MFDF,Troyes,fr Ligue 1,26-191,1996,0.1,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
1766,Tete Morente,es ESP,MFDF,Elche,es La Liga,26-116,1996,12.0,25,2.09,14,3,4,2,2,0,1,0.08,0,0,0,0,1,0,Matches
1767,Ilaix Moriba,gn GUI,MF,Valencia,es La Liga,20-070,2003,8.6,27,3.15,23,1,1,1,1,0,1,0.12,1,0,0,0,0,0,Matches
1768,Manu Morlanes,es ESP,MF,Villarreal,es La Liga,24-077,1999,1.8,2,1.14,2,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
