,,,,,,,,,,Pass Types,,,,,,,,Corner Kicks,,,Outcomes,,,
Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,Att,Live,Dead,FK,TB,Sw,Crs,TI,CK,In,Out,Str,Cmp,Off,Blocks,Matches
2365,Milan Škriniar,sk SVK,DF,Inter,it Serie A,28-047,1995,19.7,1397,1328,67,43,1,13,5,22,0,0,0,0,1275,2,6,Matches
2366,Naatan Skyttä,fi FIN,MF,Toulouse,fr Ligue 1,20-327,2002,0.3,11,11,0,0,0,0,0,0,0,0,0,0,7,0,0,Matches
2367,Islam Slimani,dz ALG,FW,Brest,fr Ligue 1,34-285,1988,11.0,367,347,20,3,4,1,9,1,0,0,0,0,261,0,12,Matches
2368,Chris Smalling,eng ENG,DF,Roma,it Serie A,33-128,1989,25.7,1036,1012,22,21,1,3,0,1,0,0,0,0,896,2,6,Matches
2369,Adam Smith,eng ENG,DF,Bournemouth,eng Premier League,31-335,1991,24.4,952,740,211,18,0,2,29,193,0,0,0,0,722,1,18,Matches
2370,Emile Smith Rowe,eng ENG,FWMF,Arsenal,eng Premier League,22-245,2000,1.3,66,62,4,0,0,0,5,0,4,2,0,0,57,0,1,Matches
2371,Hrvoje Smolčić,hr CRO,DF,Eint Frankfurt,de Bundesliga,22-225,2000,5.2,355,340,15,11,0,0,0,2,0,0,0,0,287,0,3,Matches
2372,Cédric Soares,pt POR,DF,Arsenal,eng Premier League,31-211,1991,0.3,24,23,1,0,0,0,3,1,0,0,0,0,19,0,0,Matches
2373,Cédric Soares,pt POR,DF,Fulham,eng Premier League,31-211,1991,0.1,14,10,3,0,0,0,2,3,0,0,0,0,8,1,0,Matches
2374,Danilo Soares,br BRA,DF,Bochum,de Bundesliga,31-152,1991,15.2,750,583,161,7,1,0,12,153,1,0,1,0,549,6,15,Matches
2375,Eduard Sobol,ua UKR,DF,Strasbourg,fr Ligue 1,27-344,1995,5.6,213,171,42,3,0,2,9,39,0,0,0,0,157,0,2,Matches
2376,Rubén Sobrino,es ESP,MFFW,Cádiz,es La Liga,30-302,1992,17.3,374,366,7,0,1,1,8,5,0,0,0,0,272,1,17,Matches
2377,Alex Sola,es ESP,DF,Real Sociedad,es La Liga,23-294,1999,3.8,194,148,46,4,0,0,11,42,0,0,0,0,155,0,5,Matches
2378,Dominic Solanke,eng ENG,FWMF,Bournemouth,eng Premier League,25-197,1997,20.9,324,288,36,0,1,1,6,2,0,0,0,0,220,0,24,Matches
2379,Augusto Solari,ar ARG,MFFW,Celta Vigo,es La Liga,31-086,1992,2.4,110,107,1,0,0,0,2,1,0,0,0,0,84,2,3,Matches
2380,Ola Solbakken,no NOR,MFFW,Roma,it Serie A,24-204,1998,1.2,45,41,4,0,1,1,3,2,2,2,0,0,31,0,0,Matches
2381,Nikola Soldo,hr CRO,DF,Köln,de Bundesliga,22-064,2001,6.6,348,333,12,11,0,2,1,1,0,0,0,0,270,3,6,Matches
2382,Carlos Soler,es ESP,MF,Valencia,es La Liga,26-087,1997,2.7,123,102,21,9,0,1,16,0,11,5,5,0,92,0,3,Matches
2383,Carlos Soler,es ESP,MF,Paris S-G,fr Ligue 1,26-087,1997,9.4,465,447,17,5,3,1,18,5,7,3,2,0,394,1,12,Matches
2384,François-Joseph Sollacaro,fr FRA,GK,Ajaccio,fr Ligue 1,29-009,1994,3.0,63,41,22,8,0,0,0,0,0,0,0,0,35,0,0,Matches
2385,Manor Solomon,il ISR,FW,Fulham,eng Premier League,23-249,1999,3.1,102,99,3,1,0,0,2,2,0,0,0,0,86,0,0,Matches
2386,Yann Sommer,ch SUI,GK,Bayern Munich,de Bundesliga,34-103,1988,10.0,417,352,65,14,0,0,0,0,0,0,0,0,364,0,2,Matches
2387,Yann Sommer,ch SUI,GK,M'Gladbach,de Bundesliga,34-103,1988,10.0,609,483,124,34,0,2,0,0,0,0,0,0,499,2,0,Matches
2388,Brandon Soppy,fr FRA,DF,Udinese,it Serie A,21-037,2002,1.0,32,29,2,0,0,0,1,2,0,0,0,0,22,1,0,Matches
2389,Brandon Soppy,fr FRA,DF,Atalanta,it Serie A,21-037,2002,6.3,279,221,58,0,1,0,14,58,0,0,0,0,212,0,10,Matches
2390,David Soria,es ESP,GK,Getafe,es La Liga,29-360,1993,26.0,756,426,325,109,0,19,0,0,0,0,0,0,428,5,0,Matches
2391,Roberto Soriano,it ITA,FWMF,Bologna,it Serie A,32-050,1991,13.9,561,552,9,4,5,3,11,5,0,0,0,0,451,0,14,Matches
2392,Borna Sosa,hr CRO,DF,Stuttgart,de Bundesliga,25-068,1998,15.0,967,756,210,49,0,3,171,111,50,18,28,0,698,1,15,Matches
2393,Joaquin Sosa,uy URU,DF,Bologna,it Serie A,21-079,2002,6.6,299,284,15,15,0,5,1,0,0,0,0,0,238,0,4,Matches
2394,Hugo Sotelo,es ESP,MF,Celta Vigo,es La Liga,19-101,2003,0.2,23,23,0,0,0,0,0,0,0,0,0,0,20,0,0,Matches
2395,Florian Sotoca,fr FRA,FWMF,Lens,fr Ligue 1,32-156,1990,25.5,1098,1058,35,9,8,17,67,20,0,0,0,0,838,5,33,Matches
2396,Riccardo Sottil,it ITA,FW,Fiorentina,it Serie A,23-300,1999,5.0,165,163,2,1,1,1,21,1,0,0,0,0,134,0,3,Matches
2397,Tomáš Souček,cz CZE,MF,West Ham,eng Premier League,28-031,1995,22.2,736,726,10,9,0,6,11,0,0,0,0,0,537,0,21,Matches
2398,Matìas Soulé,ar ARG,MFDF,Juventus,it Serie A,19-349,2003,3.6,140,128,12,1,0,3,6,9,2,2,0,0,116,0,3,Matches
2399,Moussa Soumano,fr FRA,FWMF,Ajaccio,fr Ligue 1,17-264,2005,2.3,23,19,3,0,0,0,1,0,0,0,0,0,13,1,2,Matches
2400,Adama Soumaoro,fr FRA,DF,Bologna,it Serie A,30-285,1992,15.7,793,751,36,35,0,1,0,1,0,0,0,0,735,6,4,Matches
2401,Boubakary Soumaré,fr FRA,MF,Leicester City,eng Premier League,24-031,1999,10.3,547,543,4,4,1,1,2,0,0,0,0,0,483,0,8,Matches
2402,Arnaud Souquet,fr FRA,DFFW,Montpellier,fr Ligue 1,31-046,1992,4.0,137,111,26,3,1,0,7,23,0,0,0,0,104,0,1,Matches
2403,Dyego Sousa,pt POR,FW,Almería,es La Liga,33-197,1989,4.1,108,99,8,0,1,0,1,0,0,0,0,0,73,1,4,Matches
2404,Harry Souttar,au AUS,DF,Leicester City,eng Premier League,24-159,1998,7.0,397,378,15,13,1,7,0,2,0,0,0,0,330,4,3,Matches
2405,Vinicius Souza,br BRA,MF,Espanyol,es La Liga,23-286,1999,22.5,779,759,20,19,0,9,4,0,0,0,0,0,626,0,15,Matches
2406,Djibril Sow,ch SUI,MF,Eint Frankfurt,de Bundesliga,26-052,1997,21.7,1168,1133,26,22,5,2,5,2,0,0,0,0,991,9,16,Matches
2407,Çağlar Söyüncü,tr TUR,DF,Leicester City,eng Premier League,26-311,1996,0.9,49,47,2,2,0,0,0,0,0,0,0,0,39,0,0,Matches
2408,Kevin Spadanuda,ch SUI,MFFW,Ajaccio,fr Ligue 1,26-073,1997,5.8,134,125,9,0,0,1,3,8,0,0,0,0,109,0,0,Matches
2409,Djed Spence,eng ENG,FWDF,Tottenham,eng Premier League,22-233,2000,0.1,9,9,0,0,0,0,0,0,0,0,0,0,5,0,2,Matches
2410,Djed Spence,eng ENG,DF,Rennes,fr Ligue 1,22-233,2000,6.3,302,254,48,6,0,0,4,42,0,0,0,0,266,0,4,Matches
2411,Stijn Spierings,nl NED,MF,Toulouse,fr Ligue 1,27-018,1996,28.0,1635,1571,60,56,1,29,17,4,0,0,0,0,1387,4,33,Matches
2412,Leonardo Spinazzola,it ITA,DF,Roma,it Serie A,30-005,1993,13.5,710,570,138,12,2,11,38,126,0,0,0,0,543,2,15,Matches
2413,Marco Sportiello,it ITA,GK,Atalanta,it Serie A,30-324,1992,6.9,242,170,72,11,0,0,0,0,0,0,0,0,194,0,0,Matches
2414,Jack Stacey,eng ENG,DF,Bournemouth,eng Premier League,26-358,1996,3.3,126,103,22,0,0,0,10,22,0,0,0,0,72,1,7,Matches
2415,Anton Stach,de GER,MF,Mainz 05,de Bundesliga,24-135,1998,16.9,682,628,50,23,5,5,51,2,25,20,3,0,458,4,20,Matches
2416,Kostas Stafylidis,gr GRE,DFMF,Bochum,de Bundesliga,29-118,1993,8.9,345,295,48,6,1,7,19,42,0,0,0,0,248,2,9,Matches
2417,Jens Stage,dk DEN,MF,Werder Bremen,de Bundesliga,26-142,1996,13.4,413,402,5,2,1,1,9,0,0,0,0,0,279,6,20,Matches
2418,Josip Stanišić,hr CRO,DF,Bayern Munich,de Bundesliga,22-362,2000,5.2,503,459,44,2,0,1,8,41,1,0,0,0,456,0,3,Matches
2419,Junior Stanislas,eng ENG,MF,Bournemouth,eng Premier League,33-124,1989,0.7,28,27,1,0,0,1,1,0,1,0,0,0,22,0,1,Matches
2420,Jay Stansfield,eng ENG,FW,Fulham,eng Premier League,20-126,2002,1.0,23,23,0,0,0,0,3,0,0,0,0,0,9,0,3,Matches
2421,Niklas Stark,de GER,DF,Werder Bremen,de Bundesliga,27-350,1995,14.6,869,844,24,20,1,3,0,4,0,0,0,0,719,1,8,Matches
2422,Jason Steele,eng ENG,GK,Brighton,eng Premier League,32-224,1990,3.0,109,99,10,2,0,1,0,0,0,0,0,0,97,0,0,Matches
2423,Calvin Stengs,nl NED,FW,Nice,fr Ligue 1,24-102,1998,2.4,100,94,6,0,2,2,3,3,3,2,0,0,82,0,0,Matches
2424,Pascal Stenzel,de GER,DF,Stuttgart,de Bundesliga,27-010,1996,3.6,218,169,49,7,0,6,20,33,9,2,7,0,170,0,3,Matches
2425,Jack Stephens,eng ENG,DF,Southampton,eng Premier League,29-062,1994,0.5,28,25,3,1,0,0,0,2,0,0,0,0,23,0,0,Matches
2426,Jack Stephens,eng ENG,DF,Bournemouth,eng Premier League,29-062,1994,8.0,243,242,1,1,1,0,2,0,0,0,0,0,192,0,4,Matches
2427,Raheem Sterling,eng ENG,FWMF,Chelsea,eng Premier League,28-112,1994,14.9,489,471,16,0,5,0,34,4,7,7,0,0,363,2,18,Matches
2428,Angelo Stiller,de GER,MF,Hoffenheim,de Bundesliga,21-360,2001,6.6,304,296,6,3,2,3,5,3,0,0,0,0,227,2,11,Matches
2429,Lars Stindl,de GER,FWMF,M'Gladbach,de Bundesliga,34-216,1988,14.2,540,515,24,12,4,3,13,2,8,2,6,0,428,1,18,Matches
2430,Kevin Stöger,at AUT,MF,Bochum,de Bundesliga,29-215,1993,21.5,1200,1007,180,80,9,6,109,15,59,24,28,1,833,13,24,Matches
2431,Petar Stojanović,si SVN,DF,Empoli,it Serie A,27-174,1995,15.3,906,723,182,18,3,23,30,163,1,0,1,0,718,1,22,Matches
2432,John Stones,eng ENG,DF,Manchester City,eng Premier League,28-306,1994,14.1,1121,1072,48,12,0,10,5,34,1,0,0,0,1044,1,8,Matches
2433,Jørgen Strand Larsen,no NOR,FW,Celta Vigo,es La Liga,23-052,2000,13.9,253,235,16,1,0,2,0,0,0,0,0,0,172,2,1,Matches
2434,Gabriel Strefezza,br BRA,FW,Lecce,it Serie A,25-346,1997,19.5,644,581,55,16,3,14,98,10,29,12,9,0,392,8,26,Matches
2435,Dávid Strelec,sk SVK,FW,Spezia,it Serie A,21-360,2001,1.9,43,40,3,0,0,0,0,0,0,0,0,0,25,0,2,Matches
2436,Pascal Struijk,nl NED,DF,Leeds United,eng Premier League,23-231,1999,18.7,1081,842,234,15,0,2,17,219,0,0,0,0,853,5,24,Matches
2437,Cristhian Stuani,uy URU,FW,Girona,es La Liga,36-169,1986,7.9,107,96,11,0,0,0,2,0,0,0,0,0,80,0,1,Matches
2438,Damián Suárez,uy URU,DFMF,Getafe,es La Liga,34-337,1988,12.3,618,463,154,29,0,16,54,113,12,6,5,0,428,1,20,Matches
2439,Denis Suárez,es ESP,MF,Espanyol,es La Liga,29-083,1994,4.1,175,160,15,8,0,1,9,1,5,3,0,0,138,0,1,Matches
2440,Mario Suárez,es ESP,DFMF,Rayo Vallecano,es La Liga,36-034,1987,0.1,3,3,0,0,0,0,0,0,0,0,0,0,2,0,0,Matches
2441,Gabriel Suazo,cl CHI,DF,Toulouse,fr Ligue 1,25-233,1997,6.8,423,367,52,5,1,3,7,47,0,0,0,0,362,4,12,Matches
2442,Isaac Success,ng NGA,FW,Udinese,it Serie A,27-082,1996,17.9,524,509,8,0,8,8,13,0,0,0,0,0,335,7,23,Matches
2443,Niklas Süle,de GER,DF,Dortmund,de Bundesliga,27-208,1995,15.8,1237,1148,88,37,1,21,10,51,0,0,0,0,1111,1,14,Matches
2444,Ibrahim Sulemana,gh GHA,MF,Hellas Verona,it Serie A,19-312,2003,4.0,103,103,0,0,0,2,2,0,0,0,0,0,73,0,3,Matches
2445,Kamaldeen Sulemana,gh GHA,FWMF,Southampton,eng Premier League,21-043,2002,5.8,157,152,3,0,1,1,10,1,0,0,0,0,113,2,5,Matches
2446,Kamaldeen Sulemana,gh GHA,FWMF,Rennes,fr Ligue 1,21-043,2002,3.6,155,149,5,1,0,2,10,4,0,0,0,0,127,1,6,Matches
2447,Crysencio Summerville,nl NED,FW,Leeds United,eng Premier League,21-151,2001,11.3,327,320,5,1,1,1,14,1,3,0,0,0,243,2,12,Matches
2448,Ivan Šunjić,hr CRO,MF,Hertha BSC,de Bundesliga,26-172,1996,11.0,361,350,11,4,2,3,1,0,0,0,0,0,270,0,11,Matches
2449,Sam Surridge,eng ENG,FW,Nott'ham Forest,eng Premier League,24-245,1998,3.1,70,67,2,0,0,0,3,0,0,0,0,0,32,1,2,Matches
2450,Suso,es ESP,MFFW,Sevilla,es La Liga,29-131,1993,6.7,380,353,23,9,1,13,42,7,6,4,0,0,305,4,9,Matches
2451,Mattias Svanberg,se SWE,MF,Wolfsburg,de Bundesliga,24-084,1999,14.3,373,350,22,6,1,3,24,3,8,8,0,0,258,1,9,Matches
2452,Williot Swedberg,se SWE,MF,Celta Vigo,es La Liga,19-057,2004,0.4,12,11,1,1,0,0,0,0,0,0,0,0,11,0,0,Matches
2453,Issiaga Sylla,gn GUI,DF,Montpellier,fr Ligue 1,29-088,1994,7.0,474,399,73,7,0,5,19,66,0,0,0,0,382,2,9,Matches
2454,Issiaga Sylla,gn GUI,DF,Toulouse,fr Ligue 1,29-088,1994,15.2,838,675,160,17,0,1,41,143,0,0,0,0,645,3,25,Matches
2455,Wojciech Szczęsny,pl POL,GK,Juventus,it Serie A,32-346,1990,18.5,520,384,135,33,0,4,0,1,0,0,0,0,397,1,1,Matches
2456,Dominik Szoboszlai,hu HUN,MFFW,RB Leipzig,de Bundesliga,22-156,2000,20.0,1151,1010,138,49,15,19,80,34,51,13,24,2,930,3,31,Matches
2457,Alexander Sørloth,no NOR,FW,Real Sociedad,es La Liga,27-115,1995,18.4,330,305,23,0,1,0,3,1,0,0,0,0,228,2,15,Matches
2458,Alexander Sørloth,no NOR,FW,RB Leipzig,de Bundesliga,27-115,1995,0.1,2,2,0,0,0,0,0,0,0,0,0,0,2,0,0,Matches
2459,Nicolás Tagliafico,ar ARG,DF,Lyon,fr Ligue 1,30-211,1992,25.7,1526,1289,233,14,0,0,51,219,0,0,0,0,1306,4,33,Matches
2460,Jonathan Tah,de GER,DF,Leverkusen,de Bundesliga,27-047,1996,19.6,1161,1132,27,19,0,4,3,1,0,0,0,0,1032,2,5,Matches
2461,Benjamin Tahirovic,ba BIH,MF,Roma,it Serie A,20-027,2003,1.5,65,64,1,1,0,1,3,0,0,0,0,0,57,0,1,Matches
2462,Waniss Taibi,fr FRA,MF,Angers,fr Ligue 1,21-023,2002,2.1,147,145,2,1,1,0,1,1,0,0,0,0,131,0,5,Matches
2463,Flavien Tait,fr FRA,MF,Rennes,fr Ligue 1,30-056,1993,15.8,923,893,27,21,2,6,6,4,2,0,0,0,783,3,20,Matches
2464,Montassar Talbi,tn TUN,DF,Lorient,fr Ligue 1,24-308,1998,28.0,1454,1359,95,37,0,1,1,2,0,0,0,0,1306,0,5,Matches
2465,Adrien Tameze,cm CMR,MF,Hellas Verona,it Serie A,29-054,1994,23.3,781,732,44,35,0,5,10,3,0,0,0,0,594,5,14,Matches
2466,Japhet Tanganga,eng ENG,DF,Tottenham,eng Premier League,23-364,1999,1.6,89,88,1,1,0,0,1,0,0,0,0,0,80,0,0,Matches
2467,Renato Tapia,pe PER,MFDF,Celta Vigo,es La Liga,27-245,1995,9.0,473,445,26,22,0,7,5,2,1,1,0,0,407,2,4,Matches
2468,Edmond Tapsoba,bf BFA,DF,Leverkusen,de Bundesliga,24-056,1999,23.9,1660,1576,83,55,4,5,2,10,0,0,0,0,1424,1,14,Matches
2469,Florian Tardieu,fr FRA,MF,Troyes,fr Ligue 1,30-342,1992,11.2,755,678,76,40,0,15,43,4,32,20,7,0,655,1,4,Matches
2470,Matt Targett,eng ENG,DF,Newcastle Utd,eng Premier League,27-193,1995,4.8,286,226,59,13,0,3,26,33,13,8,4,0,219,1,6,Matches
2471,James Tarkowski,eng ENG,DF,Everton,eng Premier League,30-131,1992,28.0,1303,1252,44,40,3,16,0,3,0,0,0,0,1069,7,4,Matches
2472,Ciprian Tătărușanu,ro ROU,GK,Milan,it Serie A,37-049,1986,16.0,560,445,111,28,0,2,0,0,0,0,0,0,434,4,0,Matches
2473,Niklas Tauer,de GER,DFMF,Mainz 05,de Bundesliga,22-041,2001,1.0,56,55,1,0,0,0,1,1,0,0,0,0,50,0,1,Matches
2474,Nuno Tavares,pt POR,DFMF,Marseille,fr Ligue 1,23-063,2000,21.5,1111,895,212,14,3,16,76,197,1,0,0,0,862,4,32,Matches
2475,Marcus Tavernier,eng ENG,MFFW,Bournemouth,eng Premier League,24-008,1999,15.2,525,442,82,20,2,6,78,19,40,22,9,3,359,1,18,Matches
2476,Enzo Tchato,cm CMR,DF,Montpellier,fr Ligue 1,20-127,2002,10.6,471,383,86,4,0,0,36,82,0,0,0,0,340,2,9,Matches
2477,Aurélien Tchouaméni,fr FRA,MF,Real Madrid,es La Liga,23-062,2000,14.0,1026,1001,24,23,6,6,6,1,0,0,0,0,955,1,4,Matches
2478,Mathys Tel,fr FRA,FW,Bayern Munich,de Bundesliga,17-337,2005,3.5,134,131,3,1,0,0,1,0,0,0,0,0,110,0,3,Matches
2479,Semir Telalovic,de GER,MFFW,M'Gladbach,de Bundesliga,23-097,1999,0.1,2,2,0,0,0,0,0,0,0,0,0,0,1,0,1,Matches
2480,Alex Telles,br BRA,DF,Sevilla,es La Liga,30-105,1992,11.1,532,434,96,23,1,4,63,58,15,6,7,0,398,2,8,Matches
2481,Marc-André ter Stegen,de GER,GK,Barcelona,es La Liga,30-334,1992,26.0,1002,803,199,54,0,5,0,1,0,0,0,0,848,0,0,Matches
2482,Simon Terodde,de GER,FW,Schalke 04,de Bundesliga,35-028,1988,15.2,253,226,27,0,1,2,2,2,0,0,0,0,169,0,7,Matches
2483,Filippo Terracciano,it ITA,DFMF,Hellas Verona,it Serie A,20-050,2003,5.9,211,181,30,6,0,3,16,22,2,1,1,0,145,0,7,Matches
2484,Pietro Terracciano,it ITA,GK,Fiorentina,it Serie A,33-022,1990,23.0,834,614,217,66,0,2,0,0,0,0,0,0,637,3,1,Matches
2485,Ramón Terrats,es ESP,MF,Villarreal,es La Liga,22-163,2000,3.4,169,159,9,2,1,2,10,0,7,3,0,0,141,1,3,Matches
2486,Ramón Terrats,es ESP,MF,Girona,es La Liga,22-163,2000,2.4,96,93,3,0,0,0,2,3,0,0,0,0,77,0,3,Matches
2487,Martin Terrier,fr FRA,FWMF,Rennes,fr Ligue 1,26-026,1997,14.7,603,593,9,2,5,5,13,1,0,0,0,0,447,1,17,Matches
2488,Aleksa Terzić,rs SRB,DF,Fiorentina,it Serie A,23-225,1999,5.6,438,352,85,5,0,0,48,72,8,0,5,0,357,1,11,Matches
2489,Tetê,br BRA,FW,Leicester City,eng Premier League,23-043,2000,5.0,152,138,11,0,0,1,11,0,1,0,0,1,101,3,8,Matches
2490,Tetê,br BRA,FWMF,Lyon,fr Ligue 1,23-043,2000,12.3,499,466,33,5,1,1,45,1,27,15,3,0,378,0,14,Matches
2491,Kenny Tete,nl NED,DF,Fulham,eng Premier League,27-172,1995,19.6,1060,800,253,23,1,7,67,230,0,0,0,0,772,7,31,Matches
2492,Florian Thauvin,fr FRA,FW,Udinese,it Serie A,30-063,1993,2.2,79,61,17,3,1,0,23,1,11,6,2,0,43,1,3,Matches
2493,Arthur Theate,be BEL,DF,Rennes,fr Ligue 1,22-309,2000,26.9,1968,1928,37,29,0,9,0,6,0,0,0,0,1779,3,10,Matches
2494,Malick Thiaw,de GER,DF,Milan,it Serie A,21-234,2001,7.6,411,404,7,4,0,1,1,2,0,0,0,0,338,0,4,Matches
2495,Malick Thiaw,de GER,DF,Schalke 04,de Bundesliga,21-234,2001,3.0,123,121,2,2,0,1,0,0,0,0,0,0,108,0,0,Matches
2496,Jan Thielmann,de GER,FW,Köln,de Bundesliga,20-308,2002,6.2,142,131,9,0,0,3,16,9,0,0,0,0,90,2,8,Matches
2497,Sada Thioub,sn SEN,FWMF,Angers,fr Ligue 1,27-302,1995,6.4,293,266,25,3,1,3,16,21,1,0,1,0,234,2,4,Matches
2498,Luke Thomas,eng ENG,DF,Leicester City,eng Premier League,21-293,2001,7.7,457,355,100,14,3,1,6,86,0,0,0,0,364,2,18,Matches
2499,Adrien Thomasson,fr FRA,MF,Strasbourg,fr Ligue 1,29-110,1993,10.4,524,502,21,11,2,3,8,3,1,0,0,0,429,1,13,Matches
2500,Adrien Thomasson,fr FRA,MFFW,Lens,fr Ligue 1,29-110,1993,6.6,285,281,3,1,0,2,10,1,1,1,0,0,221,1,16,Matches
2501,Morten Thorsby,no NOR,MF,Union Berlin,de Bundesliga,26-329,1996,6.9,145,136,8,0,0,1,2,0,0,0,0,0,98,1,2,Matches
2502,Kristian Thorstvedt,no NOR,MF,Sassuolo,it Serie A,24-017,1999,11.1,413,402,11,6,2,1,7,5,0,0,0,0,317,0,13,Matches
2503,Marcus Thuram,fr FRA,FW,M'Gladbach,de Bundesliga,25-236,1997,22.2,428,391,36,0,1,0,8,0,0,0,0,0,313,1,17,Matches
2504,Khéphren Thuram-Ulie,fr FRA,MF,Nice,fr Ligue 1,22-004,2001,22.3,1072,1054,13,11,4,3,15,2,0,0,0,0,912,5,26,Matches
2505,Alexis Tibidi,fr FRA,FW,Troyes,fr Ligue 1,19-147,2003,0.7,18,16,2,0,0,0,0,0,0,0,0,0,14,0,0,Matches
2506,Youri Tielemans,be BEL,MF,Leicester City,eng Premier League,25-327,1997,19.0,1243,1171,68,33,8,6,33,13,15,6,7,0,1021,4,32,Matches
2507,Kieran Tierney,sct SCO,DF,Arsenal,eng Premier League,25-298,1997,5.8,349,304,42,5,1,1,15,37,0,0,0,0,262,3,7,Matches
2508,Steffen Tigges,de GER,FW,Köln,de Bundesliga,24-242,1998,14.7,276,251,24,0,0,1,11,4,0,0,0,0,158,1,13,Matches
2509,Jean-Clair Todibo,fr FRA,DF,Nice,fr Ligue 1,23-090,1999,24.5,1657,1604,49,46,1,8,4,1,0,0,0,0,1465,4,14,Matches
2510,Harry Toffolo,eng ENG,DF,Nott'ham Forest,eng Premier League,27-223,1995,7.1,291,238,53,2,0,1,24,49,2,2,0,0,193,0,10,Matches
2511,Umut Tohumcu,de GER,MF,Hoffenheim,de Bundesliga,18-231,2004,2.6,61,60,1,0,0,0,0,1,0,0,0,0,47,0,2,Matches
2512,Karl Toko Ekambi,cm CMR,MFFW,Rennes,fr Ligue 1,30-197,1992,5.8,160,157,3,0,0,0,3,3,0,0,0,0,118,0,3,Matches
2513,Karl Toko Ekambi,cm CMR,FWMF,Lyon,fr Ligue 1,30-197,1992,15.0,617,599,16,2,5,2,25,13,1,0,1,0,493,2,20,Matches
2514,Corentin Tolisso,fr FRA,MF,Lyon,fr Ligue 1,28-239,1994,14.5,1243,1201,42,36,8,16,21,3,1,0,0,0,1096,0,15,Matches
2515,Jeremy Toljan,de GER,DF,Sassuolo,it Serie A,28-234,1994,20.7,1095,879,216,20,2,7,16,196,0,0,0,0,919,0,24,Matches
2516,Rafael Tolói,it ITA,DF,Atalanta,it Serie A,32-171,1990,21.1,1149,1110,35,14,2,8,20,20,0,0,0,0,917,4,15,Matches
2517,Raúl de Tomás,es ESP,FW,Rayo Vallecano,es La Liga,28-164,1994,2.9,47,46,0,0,1,2,1,0,0,0,0,0,32,1,1,Matches
2518,Tiago Tomás,pt POR,FWMF,Stuttgart,de Bundesliga,20-287,2002,10.6,248,233,14,1,4,3,20,2,4,0,3,0,156,1,17,Matches
2519,Takehiro Tomiyasu,jp JPN,DF,Arsenal,eng Premier League,24-145,1998,7.4,474,420,53,4,2,2,12,49,0,0,0,0,384,1,9,Matches
2520,James Tomkins,eng ENG,DF,Crystal Palace,eng Premier League,34-001,1989,3.7,171,164,7,5,0,0,0,0,0,0,0,0,138,0,3,Matches
2521,Fikayo Tomori,eng ENG,DF,Milan,it Serie A,25-101,1997,22.4,1313,1206,101,36,2,16,4,11,0,0,0,0,1141,6,15,Matches
2522,Sandro Tonali,it ITA,MF,Milan,it Serie A,22-326,2000,21.4,960,823,128,72,5,9,74,14,39,15,19,0,701,9,19,Matches
2523,Ivan Toney,eng ENG,FW,Brentford,eng Premier League,27-014,1996,24.9,633,609,21,4,10,2,25,7,1,0,0,0,369,3,27,Matches
2524,Pablo Torre,es ESP,MFFW,Barcelona,es La Liga,19-361,2003,0.3,17,15,2,1,0,0,2,0,1,0,1,0,13,0,0,Matches
2525,David Torres,es ESP,DF,Valladolid,es La Liga,20-025,2003,1.1,78,71,6,1,0,0,1,5,0,0,0,0,59,1,4,Matches
2526,Ferrán Torres,es ESP,FW,Barcelona,es La Liga,23-029,2000,11.1,421,397,22,6,1,3,42,6,9,4,3,0,321,2,14,Matches
2527,Óliver Torres,es ESP,MFFW,Sevilla,es La Liga,28-140,1994,18.7,898,859,30,11,5,17,46,8,8,0,3,0,703,9,20,Matches
2528,Pau Torres,es ESP,DF,Villarreal,es La Liga,26-073,1997,23.0,1457,1362,92,63,4,32,4,8,0,0,0,0,1242,3,11,Matches
2529,Roberto Torres,es ESP,FWMF,Osasuna,es La Liga,34-023,1989,0.1,13,12,1,1,0,1,2,0,0,0,0,0,12,0,0,Matches
2530,Lucas Torró,es ESP,MF,Osasuna,es La Liga,28-254,1994,21.1,897,881,16,16,1,10,1,0,0,0,0,0,735,0,16,Matches
2531,Nabil Touaizi,ma MAR,MF,Espanyol,es La Liga,22-057,2001,0.0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,Matches
2532,Almamy Touré,ml MLI,DF,Eint Frankfurt,de Bundesliga,26-336,1996,1.8,101,98,3,2,0,1,2,1,0,0,0,0,80,0,2,Matches
2533,Birama Touré,ml MLI,MF,Auxerre,fr Ligue 1,30-297,1992,27.8,1182,1156,24,20,1,18,13,3,1,0,0,0,947,2,22,Matches
2534,Souleymane Touré,fr FRA,DF,Marseille,fr Ligue 1,20-002,2003,0.8,38,37,1,1,0,0,0,0,0,0,0,0,32,0,0,Matches
2535,Souleymane Touré,fr FRA,DF,Auxerre,fr Ligue 1,20-002,2003,9.9,438,426,11,10,0,4,2,1,0,0,0,0,377,1,5,Matches
2536,Lucas Tousart,fr FRA,MF,Hertha BSC,de Bundesliga,25-335,1997,23.7,674,659,12,9,1,3,23,2,0,0,0,0,411,3,30,Matches
2537,Yoann Touzghar,tn TUN,FW,Ajaccio,fr Ligue 1,36-122,1986,4.3,99,95,4,0,0,0,2,0,0,0,0,0,70,0,9,Matches
