,,,,,,,,,Standard,,,,,,,,,,,,Expected,,,,,
Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,Gls,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,Dist,FK,PK,PKatt,xG,npxG,npxG/Sh,G-xG,np:G-xG,Matches
2210,Franco Russo,ar ARG,DF,Mallorca,es La Liga,28-156,1994,1.6,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
2211,Georginio Rutter,fr FRA,FWMF,Leeds United,eng Premier League,20-344,2002,2.1,0,3,0,0.0,1.44,0.00,0.00,,13.8,0,0,0,0.3,0.3,0.10,-0.3,-0.3,Matches
2212,Georginio Rutter,fr FRA,FW,Hoffenheim,de Bundesliga,20-344,2002,11.2,2,27,14,51.9,2.41,1.25,0.07,0.14,15.7,0,0,0,3.0,3.0,0.11,-1.0,-1.0,Matches
2213,Julian Ryerson,no NOR,DF,Union Berlin,de Bundesliga,25-133,1997,11.5,0,16,5,31.3,1.39,0.43,0.00,0.00,24.0,0,0,0,0.7,0.7,0.04,-0.7,-0.7,Matches
2214,Julian Ryerson,no NOR,DF,Dortmund,de Bundesliga,25-133,1997,7.8,1,7,2,28.6,0.89,0.25,0.14,0.50,22.6,0,0,0,0.4,0.4,0.05,+0.6,+0.6,Matches
2215,Frederik Rønnow,dk DEN,GK,Union Berlin,de Bundesliga,30-238,1992,21.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
2216,José Sá,pt POR,GK,Wolves,eng Premier League,30-072,1993,28.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
2217,Youssouf Sabaly,sn SEN,DF,Betis,es La Liga,30-025,1993,14.2,0,8,2,25.0,0.56,0.14,0.00,0.00,21.7,0,0,0,0.3,0.3,0.04,-0.3,-0.3,Matches
2218,Halid Šabanović,ba BIH,DFFW,Angers,fr Ligue 1,23-220,1999,3.7,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
2219,Abdelhamid Sabiri,ma MAR,MF,Sampdoria,it Serie A,26-122,1996,11.2,2,29,9,31.0,2.59,0.81,0.03,0.11,25.4,6,1,2,2.9,1.2,0.04,-0.9,-0.2,Matches
2220,Marcel Sabitzer,at AUT,MF,Manchester Utd,eng Premier League,29-013,1994,3.1,0,3,1,33.3,0.98,0.33,0.00,0.00,21.7,0,0,0,0.2,0.2,0.07,-0.2,-0.2,Matches
2221,Marcel Sabitzer,at AUT,MF,Bayern Munich,de Bundesliga,29-013,1994,7.0,1,15,5,33.3,2.15,0.72,0.07,0.20,21.7,0,0,0,1.1,1.1,0.07,-0.1,-0.1,Matches
2222,Falaye Sacko,ml MLI,DF,Montpellier,fr Ligue 1,27-333,1995,20.0,0,3,0,0.0,0.15,0.00,0.00,,12.8,0,0,0,0.3,0.3,0.11,-0.3,-0.3,Matches
2223,Umar Sadiq,ng NGA,FW,Almería,es La Liga,26-056,1997,2.7,2,7,3,42.9,2.62,1.13,0.29,0.67,14.5,0,0,0,1.5,1.5,0.21,+0.5,+0.5,Matches
2224,Umar Sadiq,ng NGA,FW,Real Sociedad,es La Liga,26-056,1997,0.9,1,1,1,100.0,1.10,1.10,1.00,1.00,2.9,0,0,0,0.5,0.5,0.46,+0.5,+0.5,Matches
2225,Alexis Saelemaekers,be BEL,FWDF,Milan,it Serie A,23-276,1999,9.7,0,13,4,30.8,1.34,0.41,0.00,0.00,22.7,0,0,0,0.8,0.8,0.06,-0.8,-0.8,Matches
2226,Wesley Saïd,fr FRA,FWMF,Lens,fr Ligue 1,27-345,1995,6.6,5,24,9,37.5,3.62,1.36,0.21,0.56,13.7,0,0,0,3.1,3.1,0.13,+1.9,+1.9,Matches
2227,Allan Saint-Maximin,fr FRA,FW,Newcastle Utd,eng Premier League,26-018,1997,9.6,1,22,7,31.8,2.28,0.73,0.05,0.14,17.3,0,0,0,1.3,1.3,0.06,-0.3,-0.3,Matches
2228,Théo Sainte-Luce,fr FRA,DF,Montpellier,fr Ligue 1,24-161,1998,3.9,1,3,2,66.7,0.76,0.51,0.33,0.50,20.5,0,0,0,0.4,0.4,0.14,+0.6,+0.6,Matches
2229,Samuel Sáiz,es ESP,MF,Girona,es La Liga,32-067,1991,2.7,2,2,1,50.0,0.75,0.37,0.00,0.00,26.2,0,2,2,1.7,0.1,0.07,+0.3,-0.1,Matches
2230,Bukayo Saka,eng ENG,FW,Arsenal,eng Premier League,21-206,2001,26.7,12,67,21,31.3,2.51,0.79,0.15,0.48,16.0,0,2,2,8.8,7.4,0.11,+3.2,+2.6,Matches
2231,Hamza Sakhi,ma MAR,MF,Auxerre,fr Ligue 1,26-296,1996,17.7,1,28,8,28.6,1.59,0.45,0.04,0.13,23.7,2,0,0,1.7,1.7,0.06,-0.7,-0.7,Matches
2232,Mamadou Sakho,fr FRA,DF,Montpellier,fr Ligue 1,33-045,1990,6.0,1,3,2,66.7,0.50,0.34,0.33,0.50,6.1,0,0,0,0.5,0.5,0.18,+0.5,+0.5,Matches
2233,Jacopo Sala,it ITA,MF,Spezia,it Serie A,31-115,1991,1.2,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
2234,Ibrahim Salah,ma MAR,FWMF,Rennes,fr Ligue 1,21-212,2001,1.5,0,3,1,33.3,2.03,0.68,0.00,0.00,18.8,0,0,0,0.1,0.1,0.05,-0.1,-0.1,Matches
2235,Mohamed Salah,eg EGY,FW,Liverpool,eng Premier League,30-288,1992,25.7,11,79,33,41.8,3.07,1.28,0.14,0.33,15.1,2,0,1,12.8,12.0,0.15,-1.8,-1.0,Matches
2236,Amine Salama,fr FRA,FWMF,Angers,fr Ligue 1,22-255,2000,13.9,3,25,11,44.0,1.80,0.79,0.12,0.27,15.2,1,0,0,3.0,3.0,0.12,0.0,0.0,Matches
2237,William Saliba,fr FRA,DF,Arsenal,eng Premier League,22-006,2001,26.8,2,6,3,50.0,0.22,0.11,0.33,0.67,13.8,0,0,0,0.9,0.9,0.15,+1.1,+1.1,Matches
2238,Dikeni Salifou,tg TOG,MF,Werder Bremen,de Bundesliga,19-295,2003,0.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
2239,Mohammed Salisu,gh GHA,DF,Southampton,eng Premier League,23-347,1999,21.9,0,19,4,21.1,0.87,0.18,0.00,0.00,12.2,0,0,0,1.5,1.5,0.08,-1.5,-1.5,Matches
2240,Roland Sallai,hu HUN,MFFW,Freiburg,de Bundesliga,25-312,1997,7.0,0,24,8,33.3,3.42,1.14,0.00,0.00,18.2,0,0,0,1.7,1.7,0.07,-1.7,-1.7,Matches
2241,Yoann Salmier,gf GUF,DF,Troyes,fr Ligue 1,30-129,1992,24.9,1,11,3,27.3,0.44,0.12,0.09,0.33,14.7,0,0,0,1.1,1.1,0.10,-0.1,-0.1,Matches
2242,Salvi,es ESP,FWMF,Rayo Vallecano,es La Liga,32-000,1991,3.5,0,3,2,66.7,0.85,0.57,0.00,0.00,14.9,0,0,0,0.2,0.2,0.07,-0.2,-0.2,Matches
2243,Lazar Samardzic,rs SRB,MF,Udinese,it Serie A,21-034,2002,11.7,4,36,13,36.1,3.09,1.12,0.11,0.31,24.4,5,0,0,2.0,2.0,0.06,+2.0,+2.0,Matches
2244,Diadie Samassékou,ml MLI,MFFW,Hoffenheim,de Bundesliga,27-078,1996,0.4,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
2245,Mama Samba Baldé,gw GNB,FW,Troyes,fr Ligue 1,27-144,1995,21.7,10,60,18,30.0,2.77,0.83,0.15,0.50,16.8,0,1,1,8.2,7.4,0.12,+1.8,+1.6,Matches
2246,Brice Samba,fr FRA,GK,Lens,fr Ligue 1,28-339,1994,28.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
2247,Albert Sambi Lokonga,be BEL,MF,Arsenal,eng Premier League,23-159,1999,2.2,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
2248,Albert Sambi Lokonga,be BEL,MF,Crystal Palace,eng Premier League,23-159,1999,5.2,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
2249,Junior Sambia,fr FRA,DF,Salernitana,it Serie A,26-204,1996,5.6,0,10,4,40.0,1.78,0.71,0.00,0.00,24.4,4,0,0,0.5,0.5,0.05,-0.5,-0.5,Matches
2250,Samuel,br BRA,FWMF,Valencia,es La Liga,23-097,1999,23.1,2,65,24,36.9,2.82,1.04,0.03,0.08,17.1,0,0,0,5.2,5.2,0.08,-3.2,-3.2,Matches
2251,Fede San Emeterio,es ESP,MF,Cádiz,es La Liga,26-014,1997,12.9,0,4,1,25.0,0.31,0.08,0.00,0.00,16.5,0,0,0,0.2,0.2,0.05,-0.2,-0.2,Matches
2252,Antonio Sanabria,py PAR,FW,Torino,it Serie A,27-026,1996,17.1,7,42,16,38.1,2.46,0.94,0.14,0.38,13.2,0,1,1,6.4,5.6,0.13,+0.6,+0.4,Matches
2253,Leandro Sanca,pt POR,FWMF,Spezia,it Serie A,23-085,2000,0.4,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
2254,Oihan Sancet,es ESP,MF,Athletic Club,es La Liga,22-339,2000,19.4,8,38,13,34.2,1.96,0.67,0.18,0.54,17.6,0,1,1,4.8,4.0,0.10,+3.2,+3.0,Matches
2255,Renato Sanches,pt POR,MF,Paris S-G,fr Ligue 1,25-224,1997,5.1,2,7,4,57.1,1.36,0.78,0.29,0.50,15.6,0,0,0,0.7,0.7,0.10,+1.3,+1.3,Matches
2256,Alexis Sánchez,cl CHI,FW,Marseille,fr Ligue 1,34-101,1988,21.0,12,47,24,51.1,2.24,1.14,0.21,0.42,15.7,5,2,3,9.7,7.4,0.16,+2.3,+2.6,Matches
2257,Antonio Sánchez,es ESP,MF,Mallorca,es La Liga,26-088,1997,7.6,0,10,5,50.0,1.31,0.65,0.00,0.00,22.9,0,0,0,0.5,0.5,0.05,-0.5,-0.5,Matches
2258,Davinson Sánchez,co COL,DF,Tottenham,eng Premier League,26-291,1996,6.4,0,4,2,50.0,0.63,0.31,0.00,0.00,13.0,0,0,0,0.3,0.3,0.08,-0.3,-0.3,Matches
2259,Iván Sánchez,es ESP,MFFW,Valladolid,es La Liga,30-188,1992,11.5,1,16,6,37.5,1.39,0.52,0.06,0.17,23.2,0,0,0,0.7,0.7,0.05,+0.3,+0.3,Matches
2260,Javi Sánchez,es ESP,DF,Valladolid,es La Liga,26-016,1997,19.7,1,8,1,12.5,0.41,0.05,0.13,1.00,18.1,1,0,0,0.6,0.6,0.07,+0.4,+0.4,Matches
2261,Manuel Sánchez,es ESP,DF,Osasuna,es La Liga,22-218,2000,13.5,0,6,1,16.7,0.44,0.07,0.00,0.00,20.8,0,0,0,0.4,0.4,0.07,-0.4,-0.4,Matches
2262,Robert Sánchez,es ESP,GK,Brighton,eng Premier League,25-132,1997,22.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
2263,Jadon Sancho,eng ENG,FWMF,Manchester Utd,eng Premier League,23-005,2000,10.3,4,11,6,54.5,1.07,0.59,0.36,0.67,14.4,0,0,0,2.6,2.6,0.24,+1.4,+1.4,Matches
2264,Alex Sandro,br BRA,DF,Juventus,it Serie A,32-063,1991,16.2,0,4,0,0.0,0.25,0.00,0.00,,20.8,0,0,0,0.2,0.2,0.04,-0.2,-0.2,Matches
2265,Leroy Sané,de GER,MFFW,Bayern Munich,de Bundesliga,27-078,1996,16.5,7,59,24,40.7,3.57,1.45,0.12,0.29,20.7,4,0,0,5.3,5.3,0.09,+1.7,+1.7,Matches
2266,Sidi Sané,de GER,FW,Schalke 04,de Bundesliga,19-343,2003,0.3,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
2267,Morgan Sanson,fr FRA,MF,Aston Villa,eng Premier League,28-224,1994,0.1,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
2268,Morgan Sanson,fr FRA,MF,Strasbourg,fr Ligue 1,28-224,1994,6.2,0,15,2,13.3,2.40,0.32,0.00,0.00,18.3,0,0,0,1.4,1.4,0.10,-1.4,-1.4,Matches
2269,Nicola Sansone,it ITA,FW,Bologna,it Serie A,31-201,1991,4.8,1,14,3,21.4,2.92,0.63,0.07,0.33,19.2,1,0,0,1.6,1.6,0.12,-0.6,-0.6,Matches
2270,Baptiste Santamaria,fr FRA,MF,Rennes,fr Ligue 1,28-021,1995,13.7,1,13,6,46.2,0.95,0.44,0.08,0.17,24.1,0,0,0,0.6,0.6,0.05,+0.4,+0.4,Matches
2271,Riccardo Saponara,it ITA,FW,Fiorentina,it Serie A,31-099,1991,10.2,2,31,10,32.3,3.05,0.98,0.06,0.20,20.2,0,0,0,1.9,1.9,0.06,+0.1,+0.1,Matches
2272,Pablo Sarabia,es ESP,FWMF,Wolves,eng Premier League,30-323,1992,5.7,1,14,5,35.7,2.45,0.87,0.07,0.20,12.2,1,0,0,2.7,2.7,0.19,-1.7,-1.7,Matches
2273,Pablo Sarabia,es ESP,FWMF,Paris S-G,fr Ligue 1,30-323,1992,4.1,0,6,2,33.3,1.46,0.49,0.00,0.00,10.4,0,0,0,1.3,1.3,0.22,-1.3,-1.3,Matches
2274,Muhammed Saracevic Cham,at AUT,MF,Clermont Foot,fr Ligue 1,22-185,2000,16.1,4,35,13,37.1,2.17,0.81,0.09,0.23,20.2,4,1,1,3.9,3.1,0.09,+0.1,-0.1,Matches
2275,Jeremy Sarmiento,ec ECU,MF,Brighton,eng Premier League,20-287,2002,2.0,0,5,2,40.0,2.56,1.02,0.00,0.00,20.5,0,0,0,0.3,0.3,0.07,-0.3,-0.3,Matches
2276,Amin Sarr,se SWE,FW,Lyon,fr Ligue 1,22-019,2001,4.6,1,4,3,75.0,0.87,0.66,0.25,0.33,11.9,0,0,0,1.2,1.2,0.29,-0.2,-0.2,Matches
2277,Malang Sarr,fr FRA,DF,Monaco,fr Ligue 1,24-066,1999,8.0,0,1,0,0.0,0.13,0.00,0.00,,12.5,0,0,0,0.0,0.0,0.02,0.0,0.0,Matches
2278,Martin Satriano,uy URU,FW,Empoli,it Serie A,22-038,2001,18.0,2,36,10,27.8,2.00,0.56,0.06,0.20,15.7,0,0,0,3.6,3.6,0.10,-1.6,-1.6,Matches
2279,Téji Savanier,fr FRA,MF,Montpellier,fr Ligue 1,31-098,1991,22.0,10,43,17,39.5,1.96,0.77,0.12,0.29,27.5,14,5,5,6.7,2.8,0.06,+3.3,+2.2,Matches
2280,Esteban Saveljich,me MNE,FW,Rayo Vallecano,es La Liga,31-314,1991,0.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
2281,Stefan Savić,me MNE,DF,Atlético Madrid,es La Liga,32-081,1991,17.6,0,2,1,50.0,0.11,0.06,0.00,0.00,13.0,0,0,0,0.2,0.2,0.08,-0.2,-0.2,Matches
2282,Joe Scally,us USA,DF,M'Gladbach,de Bundesliga,20-089,2002,20.9,0,6,1,16.7,0.29,0.05,0.00,0.00,16.5,0,0,0,0.5,0.5,0.08,-0.5,-0.5,Matches
2283,Giorgio Scalvini,it ITA,DF,Atalanta,it Serie A,19-109,2003,16.4,2,11,4,36.4,0.67,0.24,0.18,0.50,11.7,0,0,0,1.0,1.0,0.09,+1.0,+1.0,Matches
2284,Gianluca Scamacca,it ITA,FW,West Ham,eng Premier League,24-088,1999,10.3,3,30,10,33.3,2.92,0.97,0.10,0.30,18.7,1,0,0,2.5,2.5,0.08,+0.5,+0.5,Matches
2285,Gustavo Scarpa,br BRA,MFFW,Nott'ham Forest,eng Premier League,29-084,1994,1.8,0,6,1,16.7,3.35,0.56,0.00,0.00,25.6,0,0,0,0.2,0.2,0.04,-0.2,-0.2,Matches
2286,Kevin Schade,de GER,FWMF,Brentford,eng Premier League,21-123,2001,2.1,0,5,0,0.0,2.34,0.00,0.00,,10.6,0,0,0,0.5,0.5,0.11,-0.5,-0.5,Matches
2287,Kevin Schade,de GER,FWMF,Freiburg,de Bundesliga,21-123,2001,2.0,1,4,1,25.0,1.98,0.49,0.25,1.00,15.0,0,0,0,0.2,0.2,0.06,+0.8,+0.8,Matches
2288,András Schäfer,hu HUN,MF,Union Berlin,de Bundesliga,23-351,1999,8.4,0,6,1,16.7,0.72,0.12,0.00,0.00,22.6,0,0,0,0.4,0.4,0.07,-0.4,-0.4,Matches
2289,Fabian Schär,ch SUI,DF,Newcastle Utd,eng Premier League,31-100,1991,23.8,1,36,10,27.8,1.51,0.42,0.03,0.10,14.1,2,0,0,3.2,3.2,0.09,-2.2,-2.2,Matches
2290,Derry Scherhant,de GER,FW,Hertha BSC,de Bundesliga,20-140,2002,2.1,1,4,1,25.0,1.93,0.48,0.25,1.00,15.9,0,0,0,0.2,0.2,0.05,+0.8,+0.8,Matches
2291,Patrik Schick,cz CZE,FW,Leverkusen,de Bundesliga,27-065,1996,10.5,3,34,14,41.2,3.25,1.34,0.09,0.21,12.8,1,0,0,4.6,4.6,0.14,-1.6,-1.6,Matches
2292,Kingsley Schindler,gh GHA,DFMF,Köln,de Bundesliga,29-261,1993,7.8,0,1,0,0.0,0.13,0.00,0.00,,3.1,0,0,0,0.9,0.9,0.93,-0.9,-0.9,Matches
2293,Xaver Schlager,at AUT,MF,RB Leipzig,de Bundesliga,25-183,1997,16.3,1,5,1,20.0,0.31,0.06,0.20,1.00,23.6,0,0,0,0.3,0.3,0.06,+0.7,+0.7,Matches
2294,Keven Schlotterbeck,de GER,DF,Freiburg,de Bundesliga,25-336,1997,0.2,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
2295,Keven Schlotterbeck,de GER,DF,Bochum,de Bundesliga,25-336,1997,6.2,1,4,1,25.0,0.65,0.16,0.25,1.00,10.6,0,0,0,1.0,1.0,0.24,0.0,0.0,Matches
2296,Nico Schlotterbeck,de GER,DF,Dortmund,de Bundesliga,23-119,1999,24.3,4,18,6,33.3,0.74,0.25,0.22,0.67,16.9,0,0,0,1.6,1.6,0.09,+2.4,+2.4,Matches
2297,Jeffrey Schlupp,gh GHA,MFFW,Crystal Palace,eng Premier League,30-097,1992,22.5,2,20,7,35.0,0.89,0.31,0.10,0.29,17.8,0,0,0,1.8,1.8,0.09,+0.2,+0.2,Matches
2298,Kasper Schmeichel,dk DEN,GK,Nice,fr Ligue 1,36-145,1986,26.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
2299,Romano Schmid,at AUT,MF,Werder Bremen,de Bundesliga,23-062,2000,12.1,0,9,0,0.0,0.74,0.00,0.00,,26.7,0,0,0,0.4,0.4,0.05,-0.4,-0.4,Matches
2300,Kenneth Schmidt,de GER,DF,Freiburg,de Bundesliga,20-300,2002,0.1,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
2301,Niklas Schmidt,de GER,MF,Werder Bremen,de Bundesliga,25-029,1998,10.1,2,15,8,53.3,1.48,0.79,0.13,0.25,21.3,2,0,0,1.4,1.4,0.09,+0.6,+0.6,Matches
2302,Benno Schmitz,de GER,DF,Köln,de Bundesliga,28-133,1994,20.2,1,6,2,33.3,0.30,0.10,0.17,0.50,20.2,0,0,0,0.2,0.2,0.04,+0.8,+0.8,Matches
2303,Jerdy Schouten,nl NED,MF,Bologna,it Serie A,26-077,1997,18.2,0,6,2,33.3,0.33,0.11,0.00,0.00,18.7,0,0,0,0.3,0.3,0.05,-0.3,-0.3,Matches
2304,Perr Schuurs,nl NED,DF,Torino,it Serie A,23-124,1999,18.1,0,8,1,12.5,0.44,0.06,0.00,0.00,15.1,1,0,0,0.4,0.4,0.05,-0.4,-0.4,Matches
2305,Marvin Schwäbe,de GER,GK,Köln,de Bundesliga,27-339,1995,25.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
2306,Alexander Schwolow,de GER,GK,Schalke 04,de Bundesliga,30-301,1992,17.0,0,1,0,0.0,0.06,0.00,0.00,,5.5,0,0,0,0.1,0.1,0.08,-0.1,-0.1,Matches
2307,Demba Seck,sn SEN,FWMF,Torino,it Serie A,22-048,2001,4.3,0,8,2,25.0,1.86,0.46,0.00,0.00,17.1,0,0,0,0.4,0.4,0.05,-0.4,-0.4,Matches
2308,Haris Seferović,ch SUI,FWMF,Celta Vigo,es La Liga,31-036,1992,3.5,1,6,3,50.0,1.71,0.85,0.17,0.33,10.4,0,0,0,1.0,1.0,0.17,0.0,0.0,Matches
2309,Jacopo Segre,it ITA,DF,Torino,it Serie A,26-041,1997,0.2,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
2310,Paul Seguin,de GER,MF,Union Berlin,de Bundesliga,28-001,1995,7.0,1,13,4,30.8,1.85,0.57,0.08,0.25,21.6,0,0,0,1.2,1.2,0.09,-0.2,-0.2,Matches
2311,Alidu Seidu,gh GHA,DF,Clermont Foot,fr Ligue 1,22-299,2000,19.5,0,5,1,20.0,0.26,0.05,0.00,0.00,33.6,0,0,0,0.1,0.1,0.02,-0.1,-0.1,Matches
2312,Davie Selke,de GER,FW,Hertha BSC,de Bundesliga,28-069,1995,3.1,1,5,3,60.0,1.60,0.96,0.00,0.00,17.6,0,1,1,1.2,0.4,0.08,-0.2,-0.4,Matches
2313,Davie Selke,de GER,FW,Köln,de Bundesliga,28-069,1995,4.0,1,14,6,42.9,3.47,1.49,0.07,0.17,12.3,0,0,0,1.5,1.5,0.11,-0.5,-0.5,Matches
2314,Matz Sels,be BEL,GK,Strasbourg,fr Ligue 1,31-032,1992,28.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
2315,Nélson Semedo,pt POR,DF,Wolves,eng Premier League,29-134,1993,19.8,0,5,0,0.0,0.25,0.00,0.00,,19.7,0,0,0,0.3,0.3,0.05,-0.3,-0.3,Matches
2316,Vivaldo Semedo,pt POR,FW,Udinese,it Serie A,18-061,2005,0.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
2317,Antoine Semenyo,gh GHA,FWMF,Bournemouth,eng Premier League,23-082,2000,2.6,0,2,0,0.0,0.77,0.00,0.00,,18.1,0,0,0,0.2,0.2,0.10,-0.2,-0.2,Matches
2318,Marvin Senaya,tg TOG,DF,Strasbourg,fr Ligue 1,22-061,2001,0.1,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
2319,Marcos Senesi,ar ARG,DF,Bournemouth,eng Premier League,25-324,1997,20.9,2,5,2,40.0,0.24,0.10,0.40,1.00,7.0,0,0,0,1.2,1.2,0.24,+0.8,+0.8,Matches
2320,Stefano Sensi,it ITA,MF,Monza,it Serie A,27-237,1995,14.5,3,15,7,46.7,1.04,0.48,0.20,0.43,25.5,3,0,0,1.2,1.2,0.08,+1.8,+1.8,Matches
2321,Jaime Seoane,es ESP,MF,Getafe,es La Liga,26-067,1997,3.4,0,2,0,0.0,0.59,0.00,0.00,,21.7,0,0,0,0.1,0.1,0.04,-0.1,-0.1,Matches
2322,Luigi Sepe,it ITA,GK,Salernitana,it Serie A,31-326,1991,17.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
2323,Suat Serdar,de GER,MF,Hertha BSC,de Bundesliga,25-353,1997,18.7,4,21,6,28.6,1.12,0.32,0.19,0.67,19.1,0,0,0,1.8,1.8,0.09,+2.2,+2.2,Matches
2324,Leonardo Sernicola,it ITA,DF,Cremonese,it Serie A,25-243,1997,19.8,1,21,4,19.0,1.06,0.20,0.05,0.25,21.4,0,0,0,1.0,1.0,0.05,0.0,0.0,Matches
2325,Ryan Sessegnon,eng ENG,DF,Tottenham,eng Premier League,22-316,2000,9.0,2,18,6,33.3,1.99,0.66,0.11,0.33,14.6,0,0,0,1.6,1.6,0.09,+0.4,+0.4,Matches
2326,Stephan El Shaarawy,it ITA,DFMF,Roma,it Serie A,30-154,1992,10.3,3,22,11,50.0,2.14,1.07,0.14,0.27,19.1,0,0,0,3.3,3.3,0.15,-0.3,-0.3,Matches
2327,Luke Shaw,eng ENG,DF,Manchester Utd,eng Premier League,27-261,1995,20.5,1,10,4,40.0,0.49,0.20,0.10,0.25,17.3,1,0,0,0.9,0.9,0.09,+0.1,+0.1,Matches
2328,Jonjo Shelvey,eng ENG,MF,Newcastle Utd,eng Premier League,31-031,1992,0.4,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
2329,Jonjo Shelvey,eng ENG,MF,Nott'ham Forest,eng Premier League,31-031,1992,4.9,0,5,0,0.0,1.02,0.00,0.00,,24.6,0,0,0,0.1,0.1,0.03,-0.1,-0.1,Matches
2330,Eldor Shomurodov,uz UZB,FW,Spezia,it Serie A,27-274,1995,4.0,0,9,1,11.1,2.28,0.25,0.00,0.00,15.2,0,0,0,1.4,1.4,0.16,-1.4,-1.4,Matches
2331,Eldor Shomurodov,uz UZB,FW,Roma,it Serie A,27-274,1995,1.3,0,6,3,50.0,4.54,2.27,0.00,0.00,19.8,0,0,0,0.6,0.6,0.10,-0.6,-0.6,Matches
2332,Kaj Sierhuis,nl NED,FWMF,Reims,fr Ligue 1,24-337,1998,0.6,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
2333,Vincent Sierro,ch SUI,MFFW,Toulouse,fr Ligue 1,27-173,1995,0.7,0,1,1,100.0,1.36,1.36,0.00,0.00,12.8,0,0,0,0.2,0.2,0.18,-0.2,-0.2,Matches
2334,Kiliann Sildillia,fr FRA,DFMF,Freiburg,de Bundesliga,20-318,2002,19.3,0,10,0,0.0,0.52,0.00,0.00,,19.3,0,0,0,0.8,0.8,0.08,-0.8,-0.8,Matches
2335,André Silva,pt POR,FW,RB Leipzig,de Bundesliga,27-144,1995,17.1,4,54,22,40.7,3.16,1.29,0.07,0.18,13.1,0,0,0,8.6,8.6,0.16,-4.6,-4.6,Matches
2336,Bernardo Silva,pt POR,MFFW,Manchester City,eng Premier League,28-232,1994,19.8,4,21,7,33.3,1.06,0.35,0.19,0.57,18.5,0,0,0,1.6,1.6,0.08,+2.4,+2.4,Matches
2337,Caio Henrique Oliveira Silva,br BRA,DF,Monaco,fr Ligue 1,25-242,1997,23.5,1,10,6,60.0,0.43,0.26,0.10,0.17,21.1,2,0,0,0.7,0.7,0.07,+0.3,+0.3,Matches
2338,David Silva,es ESP,MF,Real Sociedad,es La Liga,37-081,1986,14.5,1,18,8,44.4,1.24,0.55,0.06,0.13,14.6,1,0,0,2.2,2.2,0.12,-1.2,-1.2,Matches
2339,Rui Silva,pt POR,GK,Betis,es La Liga,29-051,1994,20.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
2340,Thiago Silva,br BRA,DF,Chelsea,eng Premier League,38-189,1984,20.1,0,10,1,10.0,0.50,0.05,0.00,0.00,11.9,0,0,0,1.0,1.0,0.10,-1.0,-1.0,Matches
2341,Marco Silvestri,it ITA,GK,Udinese,it Serie A,32-028,1991,27.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
2342,Abdallah Sima,sn SEN,FW,Angers,fr Ligue 1,21-286,2001,14.9,3,32,8,25.0,2.15,0.54,0.09,0.38,11.9,0,0,0,4.0,4.0,0.13,-1.0,-1.0,Matches
