,,,,,,,,,Touches,,,,,,,Take-Ons,,,,,Carries,,,,,,,,Receiving,,
142,Sergio Asenjo,es ESP,GK,Valladolid,es La Liga,33-275,1989,9.0,341,286,341,0,0,0,341,0,0,,0,,167,756,442,0,0,0,2,0,139,0,Matches
143,Marco Asensio,es ESP,FWMF,Real Madrid,es La Liga,27-068,1996,7.8,474,5,34,194,249,33,473,16,10,62.5,4,25.0,302,1828,858,22,16,5,10,7,365,63,Matches
144,Kristoffer Askildsen,no NOR,MF,Lecce,it Serie A,22-080,2001,6.9,300,15,61,156,87,6,300,6,3,50.0,1,16.7,117,625,313,9,2,1,13,3,149,16,Matches
145,Fisnik Asllani,xk KVX,FW,Hoffenheim,de Bundesliga,20-234,2002,1.6,76,2,7,27,44,13,76,3,1,33.3,2,66.7,47,157,92,4,2,3,5,1,60,18,Matches
146,Kristjan Asllani,al ALB,MF,Inter,it Serie A,21-021,2002,3.3,254,5,59,147,49,1,254,3,1,33.3,2,66.7,164,783,263,2,8,1,3,2,191,2,Matches
147,Iago Aspas,es ESP,FW,Celta Vigo,es La Liga,35-241,1987,24.4,1123,22,86,508,543,103,1120,42,14,33.3,19,45.2,772,3846,1858,64,46,23,43,39,906,180,Matches
148,Lorenz Assignon,tg TOG,DF,Rennes,fr Ligue 1,22-281,2000,2.2,140,7,40,82,20,4,140,3,1,33.3,2,66.7,87,459,223,4,1,2,3,2,76,8,Matches
149,Youcef Atal,dz ALG,DFMF,Nice,fr Ligue 1,26-317,1996,7.1,518,18,127,242,159,12,518,30,11,36.7,17,56.7,359,2304,1230,30,22,5,9,3,326,45,Matches
150,Valentin Atangana Edoa,fr FRA,MF,Reims,fr Ligue 1,17-217,2005,0.0,4,0,0,0,4,0,4,1,0,0.0,0,0.0,2,5,2,0,0,0,1,0,2,0,Matches
151,Pierre-Emerick Aubameyang,ga GAB,FW,Chelsea,eng Premier League,33-285,1989,4.9,124,6,15,54,58,16,124,5,3,60.0,2,40.0,76,475,229,7,6,3,9,4,91,22,Matches
152,Pierre-Emerick Aubameyang,ga GAB,FW,Barcelona,es La Liga,33-285,1989,0.1,4,0,1,2,1,1,4,0,0,,0,,2,8,1,0,0,0,0,0,2,0,Matches
153,Emil Audero,it ITA,GK,Sampdoria,it Serie A,26-071,1997,25.0,982,811,968,17,0,0,982,0,0,,0,,548,2997,1827,0,0,0,1,0,414,0,Matches
154,Tommaso Augello,it ITA,DF,Sampdoria,it Serie A,28-212,1994,23.0,1353,61,421,593,365,14,1353,43,21,48.8,17,39.5,733,3952,2148,59,31,4,14,13,779,98,Matches
155,Ludwig Augustinsson,se SWE,DF,Aston Villa,eng Premier League,28-343,1994,0.9,51,3,19,15,17,2,51,1,0,0.0,1,100.0,29,180,27,0,2,0,0,0,21,3,Matches
156,Ludwig Augustinsson,se SWE,DF,Mallorca,es La Liga,28-343,1994,1.3,72,5,26,28,18,2,72,0,0,,0,,35,119,53,0,1,0,0,0,35,6,Matches
157,Serge Aurier,ci CIV,DF,Nott'ham Forest,eng Premier League,30-096,1992,15.9,1017,77,365,429,234,10,1017,22,11,50.0,6,27.3,439,2042,1218,33,23,0,23,14,476,42,Matches
158,Mathias Autret,fr FRA,MFFW,Auxerre,fr Ligue 1,32-029,1991,14.0,703,22,120,358,231,21,702,24,9,37.5,14,58.3,500,2717,911,19,12,3,18,4,459,56,Matches
159,Ezequiel Ávila,ar ARG,FWMF,Osasuna,es La Liga,29-052,1994,16.3,641,16,73,233,336,53,638,26,12,46.2,11,42.3,368,1643,612,19,14,5,37,17,443,84,Matches
160,Cédric Avinel,gp GLP,DF,Ajaccio,fr Ligue 1,36-200,1986,16.2,732,86,414,321,3,1,732,1,0,0.0,0,0.0,486,2716,1279,3,1,0,2,0,430,0,Matches
161,Taiwo Awoniyi,ng NGA,FW,Nott'ham Forest,eng Premier League,25-230,1997,8.1,238,10,34,96,113,28,238,17,5,29.4,9,52.9,141,791,355,11,9,5,38,15,154,33,Matches
162,Mehmet Aydin,de GER,DFFW,Schalke 04,de Bundesliga,21-049,2002,5.4,298,20,100,121,85,5,298,13,4,30.8,7,53.8,125,765,285,8,11,2,11,3,117,19,Matches
163,André Ayew,gh GHA,FW,Nott'ham Forest,eng Premier League,33-103,1989,2.5,73,7,9,33,31,7,72,3,0,0.0,2,66.7,29,200,77,3,3,2,3,4,44,14,Matches
164,Jordan Ayew,gh GHA,FWMF,Crystal Palace,eng Premier League,31-200,1991,20.9,912,40,145,431,360,50,912,91,34,37.4,38,41.8,530,3246,1414,52,27,17,70,56,621,112,Matches
165,Kaan Ayhan,tr TUR,DF,Sassuolo,it Serie A,28-140,1994,6.1,385,54,198,182,6,0,385,0,0,,0,,235,1168,744,8,5,0,0,1,264,0,Matches
166,Luke Ayling,eng ENG,DF,Leeds United,eng Premier League,31-217,1991,13.8,845,49,308,339,211,35,845,26,10,38.5,14,53.8,378,1763,918,16,9,3,15,7,414,52,Matches
167,Ayman Azhil,ma MAR,MF,Leverkusen,de Bundesliga,21-354,2001,0.0,0,0,0,0,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,Matches
168,Sardar Azmoun,ir IRN,FWMF,Leverkusen,de Bundesliga,28-088,1995,6.2,218,6,23,113,88,36,218,6,3,50.0,3,50.0,107,403,178,5,4,6,16,8,161,38,Matches
169,César Azpilicueta,es ESP,DF,Chelsea,eng Premier League,33-214,1989,12.3,950,66,332,387,236,18,950,9,5,55.6,4,44.4,458,1959,1163,17,14,0,8,3,574,60,Matches
170,Sanoussy Ba,de GER,DF,RB Leipzig,de Bundesliga,19-084,2004,0.0,0,0,0,0,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,Matches
171,Iddrisu Baba,gh GHA,MF,Mallorca,es La Liga,27-067,1996,12.7,536,26,160,346,44,6,536,14,8,57.1,4,28.6,292,1402,420,3,3,0,21,14,281,6,Matches
172,Srđan Babić,rs SRB,DF,Almería,es La Liga,26-342,1996,22.5,1143,155,666,457,28,9,1143,6,3,50.0,3,50.0,646,3612,2211,17,11,1,8,1,739,4,Matches
173,Loïc Bade,fr FRA,DF,Sevilla,es La Liga,22-353,2000,7.0,579,48,290,273,22,2,579,6,4,66.7,1,16.7,381,1662,788,5,5,0,3,1,410,2,Matches
174,Loïc Bade,fr FRA,DF,Rennes,fr Ligue 1,22-353,2000,1.0,67,7,35,31,2,2,67,0,0,,0,,51,277,100,0,0,0,0,0,51,0,Matches
175,Édgar Badía,es ESP,GK,Elche,es La Liga,31-046,1992,26.0,816,762,815,2,0,0,816,0,0,,0,,395,2248,1421,0,0,0,2,0,254,0,Matches
176,Benoît Badiashile,fr FRA,DF,Chelsea,eng Premier League,22-004,2001,7.1,657,69,330,318,15,7,657,2,0,0.0,2,100.0,453,2176,1318,9,1,0,1,1,482,1,Matches
177,Benoît Badiashile,fr FRA,DF,Monaco,fr Ligue 1,22-004,2001,9.3,568,82,240,324,13,7,568,1,0,0.0,1,100.0,402,2118,1114,3,3,1,3,0,349,0,Matches
178,Alex Baena,es ESP,MFFW,Villarreal,es La Liga,21-253,2001,14.4,663,12,86,286,302,45,663,43,18,41.9,17,39.5,453,2483,1175,35,32,9,24,22,507,76,Matches
179,Jaime Báez,uy URU,DF,Cremonese,it Serie A,27-339,1995,1.1,62,3,10,37,16,2,62,2,1,50.0,0,0.0,34,197,124,5,3,0,1,0,34,8,Matches
180,Leon Bailey,jm JAM,FWMF,Aston Villa,eng Premier League,25-233,1997,17.9,678,13,76,235,380,72,678,88,32,36.4,47,53.4,433,3398,1409,69,28,32,40,48,469,151,Matches
181,Eric Bailly,ci CIV,DF,Marseille,fr Ligue 1,28-352,1994,4.8,262,33,120,124,19,10,262,3,2,66.7,1,33.3,151,905,424,3,1,0,7,2,126,3,Matches
182,Dénys Bain,fr FRA,DF,Auxerre,fr Ligue 1,29-271,1993,1.4,70,15,42,28,0,0,70,1,1,100.0,0,0.0,48,294,137,0,0,0,0,0,44,0,Matches
183,Brandon Baiye,be BEL,MF,Clermont Foot,fr Ligue 1,22-093,2000,0.6,42,5,10,24,8,1,42,1,1,100.0,0,0.0,27,159,54,0,0,0,1,1,24,0,Matches
184,Stefan Bajcetic,es ESP,MF,Liverpool,eng Premier League,18-159,2004,5.8,324,6,66,189,74,5,324,16,7,43.8,4,25.0,175,990,450,10,7,0,7,6,204,1,Matches
185,Nedim Bajrami,al ALB,MFFW,Empoli,it Serie A,24-030,1999,10.4,457,1,66,185,219,27,457,31,11,35.5,18,58.1,267,1928,816,22,21,10,24,17,304,47,Matches
186,Nedim Bajrami,al ALB,FW,Sassuolo,it Serie A,24-030,1999,3.5,172,4,32,68,75,11,172,12,5,41.7,7,58.3,112,539,225,7,9,5,10,3,114,27,Matches
187,Cédric Bakambu,cd COD,MF,Marseille,fr Ligue 1,31-353,1991,0.7,33,0,6,15,12,3,33,2,0,0.0,2,100.0,22,135,59,1,3,1,2,1,20,4,Matches
188,Tiemoué Bakayoko,fr FRA,MF,Milan,it Serie A,28-225,1994,0.4,24,3,13,10,1,0,24,2,1,50.0,1,50.0,12,72,48,0,0,0,1,1,13,1,Matches
189,Mitchel Bakker,nl NED,DFMF,Leverkusen,de Bundesliga,22-283,2000,12.8,826,22,244,411,181,21,826,26,7,26.9,15,57.7,401,1915,1019,20,13,6,18,10,508,52,Matches
190,Ridle Baku,de GER,DFFW,Wolfsburg,de Bundesliga,24-356,1998,22.4,1491,66,423,712,364,33,1491,47,17,36.2,22,46.8,830,4026,1933,41,16,5,43,15,905,113,Matches
191,Tommaso Baldanzi,it ITA,MF,Empoli,it Serie A,20-007,2003,12.9,587,10,86,295,212,24,587,27,9,33.3,13,48.1,386,2341,1234,39,37,8,22,9,418,59,Matches
192,Alejandro Balde,es ESP,DF,Barcelona,es La Liga,19-163,2003,18.4,1354,31,306,622,444,48,1354,59,33,55.9,21,35.6,872,4843,2705,60,48,22,28,12,929,144,Matches
193,Thierno Balde,fr FRA,DF,Troyes,fr Ligue 1,20-293,2002,18.1,911,71,323,340,267,24,911,53,25,47.2,20,37.7,603,4492,2232,46,39,5,29,10,509,85,Matches
194,Carlos Baleba,cm CMR,MF,Lille,fr Ligue 1,19-086,2004,3.2,264,7,28,180,60,1,264,20,11,55.0,7,35.0,209,1388,767,12,13,1,6,13,194,6,Matches
195,Mikel Balenziaga,es ESP,DF,Athletic Club,es La Liga,35-029,1988,1.3,77,2,14,39,25,0,77,1,1,100.0,0,0.0,29,100,50,0,2,0,0,1,41,6,Matches
196,Leonardo Balerdi,ar ARG,DF,Marseille,fr Ligue 1,24-063,1999,22.9,1502,176,672,755,84,8,1502,12,7,58.3,4,33.3,1081,6351,3233,11,16,0,15,2,943,13,Matches
197,Iván Balliu,al ALB,DF,Rayo Vallecano,es La Liga,31-088,1992,24.2,1528,62,347,686,499,19,1528,22,7,31.8,8,36.4,767,3878,2167,53,41,2,15,9,854,101,Matches
198,Fodé Ballo-Touré,sn SEN,DF,Milan,it Serie A,26-086,1997,3.2,199,6,40,95,65,6,199,7,1,14.3,5,71.4,79,439,286,8,3,0,3,3,103,21,Matches
199,Folarin Balogun,eng ENG,FW,Reims,fr Ligue 1,21-270,2001,23.5,672,13,53,262,365,140,667,64,22,34.4,35,54.7,513,3145,1174,41,16,29,71,59,515,201,Matches
200,Abdoulaye Bamba,ci CIV,DF,Angers,fr Ligue 1,32-339,1990,7.2,402,21,123,235,48,1,402,5,2,40.0,2,40.0,293,1456,660,6,3,0,5,3,261,11,Matches
201,Jonathan Bamba,fr FRA,FW,Lille,fr Ligue 1,27-004,1996,22.0,1297,17,118,556,641,102,1297,72,22,30.6,45,62.5,1019,6309,2604,84,63,21,45,42,980,240,Matches
202,Patrick Bamford,eng ENG,FW,Leeds United,eng Premier League,29-206,1993,10.6,347,11,23,160,168,53,346,19,4,21.1,12,63.2,173,692,284,10,10,8,34,9,241,64,Matches
203,Lameck Banda,zm ZAM,FWMF,Lecce,it Serie A,22-060,2001,13.1,517,7,54,193,286,48,517,81,32,39.5,36,44.4,355,3066,1452,54,40,23,51,26,363,112,Matches
204,Filippo Bandinelli,it ITA,MF,Empoli,it Serie A,28-001,1995,19.3,1012,43,231,489,305,22,1012,32,9,28.1,18,56.3,574,3061,1352,30,34,5,33,24,658,75,Matches
205,Léo Baptistão,br BRA,FWMF,Almería,es La Liga,30-216,1992,13.8,571,11,114,283,189,48,571,21,7,33.3,10,47.6,327,1908,1103,27,22,6,41,13,373,58,Matches
206,Shandon Baptiste,gd GRN,MF,Brentford,eng Premier League,24-356,1998,5.0,261,9,61,134,71,5,261,11,5,45.5,2,18.2,188,853,405,8,11,2,13,5,177,19,Matches
207,Antonín Barák,cz CZE,MF,Hellas Verona,it Serie A,28-117,1994,0.3,16,0,0,10,6,0,16,2,1,50.0,1,50.0,12,68,25,0,0,0,1,1,11,1,Matches
208,Antonín Barák,cz CZE,MF,Fiorentina,it Serie A,28-117,1994,14.6,686,12,69,347,280,53,686,30,13,43.3,14,46.7,428,2537,1083,32,24,6,27,21,494,76,Matches
209,Andrea Barberis,it ITA,MF,Monza,it Serie A,29-109,1993,3.5,182,6,38,114,31,2,182,0,0,,0,,95,471,249,3,7,1,2,3,131,0,Matches
210,Bradley Barcola,fr FRA,FWMF,Lyon,fr Ligue 1,20-209,2002,8.6,376,4,43,135,207,59,376,50,25,50.0,23,46.0,260,1781,787,30,16,17,19,4,240,89,Matches
211,Melvin Bard,fr FRA,DF,Nice,fr Ligue 1,22-144,2000,19.1,1239,62,419,568,272,18,1239,36,16,44.4,15,41.7,779,4352,1945,32,40,3,17,10,688,82,Matches
212,Keidi Bare,al ALB,MF,Espanyol,es La Liga,25-214,1997,3.7,212,8,38,133,41,5,212,6,2,33.3,3,50.0,114,665,253,4,8,1,2,3,137,6,Matches
213,Nicolò Barella,it ITA,MF,Inter,it Serie A,26-051,1997,22.3,1456,28,223,736,521,50,1456,56,34,60.7,11,19.6,978,5526,2629,62,56,9,41,29,1107,138,Matches
214,Kike Barja,es ESP,FWMF,Osasuna,es La Liga,25-363,1997,7.1,352,1,37,111,206,21,352,39,14,35.9,20,51.3,256,1787,852,39,19,8,19,14,270,103,Matches
215,Ross Barkley,eng ENG,MFFW,Nice,fr Ligue 1,29-115,1993,7.8,419,7,70,199,155,20,419,12,7,58.3,4,33.3,315,1750,820,18,20,4,10,20,303,36,Matches
216,Aymen Barkok,ma MAR,MF,Mainz 05,de Bundesliga,24-313,1998,4.4,252,10,40,96,122,12,252,17,9,52.9,8,47.1,134,973,531,11,14,3,13,6,148,23,Matches
217,Harvey Barnes,eng ENG,MFFW,Leicester City,eng Premier League,25-111,1997,22.6,881,10,85,344,467,99,881,70,17,24.3,44,62.9,561,3853,2019,73,60,36,66,34,703,209,Matches
218,Leandro Barreiro Martins,lu LUX,MF,Mainz 05,de Bundesliga,23-086,2000,16.7,601,35,149,291,169,39,601,10,3,30.0,3,30.0,241,958,380,12,11,2,28,9,257,36,Matches
219,Enzo Barrenechea,ar ARG,MF,Juventus,it Serie A,21-312,2001,1.3,106,2,28,72,7,2,106,1,0,0.0,1,100.0,60,268,156,1,1,0,0,1,67,0,Matches
220,Ander Barrenetxea,es ESP,DFFW,Real Sociedad,es La Liga,21-093,2001,4.6,254,11,78,109,71,6,254,20,11,55.0,8,40.0,125,704,308,7,5,2,9,9,138,14,Matches
221,Mickaël Barreto,fr FRA,MF,Ajaccio,fr Ligue 1,32-071,1991,7.9,491,11,77,297,124,2,491,27,16,59.3,10,37.0,341,2049,835,14,18,0,19,11,305,34,Matches
222,Pablo Barrios,es ESP,MF,Atlético Madrid,es La Liga,19-288,2003,4.9,355,6,62,214,85,7,355,20,11,55.0,7,35.0,210,1182,468,11,8,3,11,5,270,17,Matches
223,Musa Barrow,gm GAM,FWMF,Bologna,it Serie A,24-136,1998,13.3,630,2,64,279,296,29,630,42,13,31.0,24,57.1,377,2157,964,32,25,10,28,19,453,79,Matches
224,Federico Baschirotto,it ITA,DF,Lecce,it Serie A,26-191,1996,26.0,1313,179,720,546,56,22,1313,3,1,33.3,1,33.3,619,3229,1745,8,2,0,6,1,664,9,Matches
225,Toma Bašić,hr CRO,MF,Lazio,it Serie A,26-125,1996,4.7,303,8,61,152,92,11,303,4,0,0.0,3,75.0,186,872,398,11,7,1,10,5,202,20,Matches
226,Gil Bastião Dias,pt POR,FW,Stuttgart,de Bundesliga,26-183,1996,4.4,246,4,46,111,97,13,246,19,10,52.6,8,42.1,157,1079,531,16,5,4,17,11,164,33,Matches
227,Alessandro Bastoni,it ITA,DF,Inter,it Serie A,23-351,1999,18.1,1415,120,567,645,212,23,1415,13,6,46.2,6,46.2,850,4477,2878,36,27,3,11,5,983,36,Matches
228,Simone Bastoni,it ITA,MFDF,Spezia,it Serie A,26-145,1996,10.5,591,24,146,238,213,20,591,17,5,29.4,9,52.9,270,1225,581,12,12,2,13,11,312,55,Matches
229,Rodrigo Battaglia,ar ARG,MF,Mallorca,es La Liga,31-261,1991,7.6,310,28,114,170,27,6,310,3,0,0.0,1,33.3,136,665,268,3,4,0,5,6,164,3,Matches
230,Maximilian Bauer,de GER,DF,Augsburg,de Bundesliga,23-049,2000,13.7,658,101,396,238,28,11,658,3,1,33.3,1,33.3,304,1423,763,8,7,0,5,3,318,2,Matches
231,Oliver Baumann,de GER,GK,Hoffenheim,de Bundesliga,32-301,1990,25.0,1130,904,1119,11,0,0,1130,0,0,,0,,710,3054,1646,0,0,0,0,0,607,0,Matches
232,Timo Baumgartl,de GER,DF,Union Berlin,de Bundesliga,27-026,1996,5.7,330,31,154,155,22,8,330,0,0,,0,,187,985,553,3,3,0,3,0,202,2,Matches
233,Julian Baumgartlinger,at AUT,MF,Augsburg,de Bundesliga,35-087,1988,5.1,247,19,87,127,34,3,247,2,1,50.0,1,50.0,121,404,173,1,1,0,4,1,118,0,Matches
234,Christoph Baumgartner,at AUT,MFFW,Hoffenheim,de Bundesliga,23-241,1999,21.2,1033,32,161,509,381,90,1033,89,44,49.4,34,38.2,599,4007,2043,59,45,25,50,25,681,113,Matches
235,Cyrille Bayala,bf BFA,MF,Ajaccio,fr Ligue 1,26-310,1996,18.2,800,20,119,367,330,41,800,54,18,33.3,32,59.3,524,3402,1411,40,28,12,48,33,460,95,Matches
236,Brian Bayeye,fr FRA,DF,Torino,it Serie A,22-273,2000,0.6,59,6,28,21,10,3,59,1,1,100.0,0,0.0,21,119,79,3,2,2,2,2,26,3,Matches
237,Noah Joel Sarenren Bazee,ng NGA,FW,Augsburg,de Bundesliga,26-221,1996,0.1,4,0,1,2,2,0,4,0,0,,0,,2,32,5,0,0,0,1,0,2,0,Matches
238,Gavin Bazunu,ie IRL,GK,Southampton,eng Premier League,21-038,2002,28.0,1082,766,1064,18,0,0,1082,0,0,,0,,639,3203,1796,0,0,0,0,0,516,0,Matches
239,Bebé,cv CPV,FW,Rayo Vallecano,es La Liga,32-261,1990,0.7,52,0,1,19,36,0,52,8,3,37.5,4,50.0,37,344,154,5,8,0,6,3,34,10,Matches
240,Ihlas Bebou,tg TOG,FW,Hoffenheim,de Bundesliga,28-341,1994,7.1,245,5,19,109,120,28,245,27,8,29.6,18,66.7,138,755,270,11,6,6,27,12,157,52,Matches
241,Rodrigo Becão,br BRA,DF,Udinese,it Serie A,27-070,1996,20.7,1231,107,596,505,138,33,1231,9,4,44.4,5,55.6,611,2667,1568,7,11,1,13,2,672,38,Matches
242,Mads Bech Sørensen,dk DEN,DFMF,Brentford,eng Premier League,24-082,1999,0.2,14,1,4,8,2,0,14,0,0,,0,,2,3,0,0,0,0,0,0,5,0,Matches
243,Julius Beck,dk DEN,MF,Spezia,it Serie A,17-337,2005,0.1,8,0,2,5,1,0,8,0,0,,0,,5,27,5,0,0,0,1,1,6,0,Matches
244,Sheraldo Becker,sr SUR,FW,Union Berlin,de Bundesliga,28-049,1995,20.0,583,4,36,172,383,72,583,31,15,48.4,14,45.2,375,2457,1126,62,29,24,42,27,420,148,Matches
245,Jan Bednarek,pl POL,DF,Southampton,eng Premier League,26-352,1996,9.1,532,83,278,235,22,11,532,0,0,,0,,255,906,422,1,1,0,2,1,257,2,Matches
246,Jan Bednarek,pl POL,DF,Aston Villa,eng Premier League,26-352,1996,1.1,79,9,39,40,1,0,79,0,0,,0,,47,291,177,1,0,0,0,0,53,0,Matches
247,Donny van de Beek,nl NED,MF,Manchester Utd,eng Premier League,25-346,1997,1.9,72,1,3,23,46,11,72,3,2,66.7,1,33.3,39,148,85,2,3,0,2,2,53,20,Matches
248,Asmir Begović,ba BIH,GK,Everton,eng Premier League,35-283,1987,1.0,33,31,33,0,0,0,33,0,0,,0,,19,75,47,0,0,0,0,0,13,0,Matches
249,Yanis Begraoui,fr FRA,FWMF,Toulouse,fr Ligue 1,21-269,2001,0.7,29,0,7,11,11,2,29,2,1,50.0,1,50.0,22,91,32,1,1,0,6,1,21,3,Matches
250,Kevin Behrens,de GER,FW,Union Berlin,de Bundesliga,32-055,1991,10.5,430,20,38,203,192,44,430,12,5,41.7,4,33.3,193,813,185,6,4,3,33,12,315,52,Matches
251,Alexis Beka Beka,fr FRA,MFDF,Nice,fr Ligue 1,22-001,2001,4.3,286,10,62,166,61,2,286,12,7,58.3,4,33.3,228,1531,709,11,10,2,7,5,204,18,Matches
252,Jérémie Bela,ao ANG,DFMF,Clermont Foot,fr Ligue 1,29-356,1993,7.7,329,15,70,123,142,12,329,26,9,34.6,13,50.0,225,1523,616,21,14,4,16,8,206,48,Matches
253,Reda Belahyane,fr FRA,MF,Nice,fr Ligue 1,18-302,2004,0.1,15,0,3,8,4,1,15,0,0,,0,,11,49,26,1,1,1,0,0,11,0,Matches
254,Youcef Belaïli,dz ALG,MFFW,Ajaccio,fr Ligue 1,31-016,1992,12.1,595,4,62,295,250,49,589,59,27,45.8,22,37.3,449,2978,1254,31,24,18,39,24,405,63,Matches
255,Youcef Belaïli,dz ALG,FWMF,Brest,fr Ligue 1,31-016,1992,4.0,212,2,22,84,110,13,212,15,4,26.7,7,46.7,149,1023,484,16,10,4,16,4,144,31,Matches
256,Haris Belkebla,dz ALG,MF,Brest,fr Ligue 1,29-061,1994,20.1,1061,42,250,665,160,12,1061,24,6,25.0,12,50.0,760,3983,1682,14,20,3,25,19,655,27,Matches
257,Stefan Bell,de GER,DF,Mainz 05,de Bundesliga,31-218,1991,17.7,1041,115,555,449,45,15,1041,4,3,75.0,0,0.0,527,2370,1117,9,5,0,9,4,510,7,Matches
258,Armel Bella Kotchap,de GER,DF,Southampton,eng Premier League,21-109,2001,16.5,938,146,490,416,38,19,938,8,2,25.0,2,25.0,533,2765,1435,6,9,2,9,6,515,2,Matches
259,Raoul Bellanova,it ITA,DFMF,Inter,it Serie A,22-317,2000,1.9,154,8,41,58,55,4,154,5,2,40.0,2,40.0,93,703,343,8,6,0,2,2,96,17,Matches
260,Karim Bellarabi,de GER,FW,Leverkusen,de Bundesliga,32-356,1990,0.9,60,1,9,23,29,3,60,4,1,25.0,3,75.0,34,170,81,3,3,1,0,1,47,10,Matches
261,Jean-Ricner Bellegarde,fr FRA,MF,Strasbourg,fr Ligue 1,24-276,1998,18.0,1136,26,181,586,391,23,1136,74,35,47.3,25,33.8,802,5689,2913,68,64,7,40,29,727,74,Matches
262,Héctor Bellerín,es ESP,DF,Barcelona,es La Liga,28-011,1995,1.6,107,1,17,50,41,5,107,4,3,75.0,1,25.0,54,271,159,2,3,1,1,0,66,6,Matches
263,Jude Bellingham,eng ENG,MF,Dortmund,de Bundesliga,19-274,2003,23.1,1607,33,273,881,477,79,1607,124,65,52.4,38,30.6,1006,5926,2925,70,42,19,54,46,1199,103,Matches
264,Jeanöel Belocian,fr FRA,DF,Rennes,fr Ligue 1,18-041,2005,1.1,92,12,54,38,0,0,92,0,0,,0,,78,366,219,0,0,0,0,0,71,0,Matches
265,Andrea Belotti,it ITA,FW,Roma,it Serie A,29-100,1993,6.8,239,3,23,98,121,29,238,18,4,22.2,9,50.0,134,719,249,13,5,6,23,8,181,50,Matches
266,Fran Beltrán,es ESP,MF,Celta Vigo,es La Liga,24-055,1999,23.3,1495,46,347,913,243,8,1495,16,11,68.8,5,31.3,883,4396,1870,21,32,3,19,13,980,20,Matches
267,Eliesse Ben Seghir,fr FRA,FWMF,Monaco,fr Ligue 1,18-042,2005,7.6,371,0,25,173,182,30,371,25,11,44.0,9,36.0,285,1866,757,24,20,7,27,16,270,64,Matches
268,Salim Ben Seghir,fr FRA,MF,Marseille,fr Ligue 1,20-034,2003,0.0,4,0,0,2,2,0,4,0,0,,0,,3,13,6,0,0,0,1,2,3,0,Matches
269,Wissam Ben Yedder,fr FRA,FW,Monaco,fr Ligue 1,32-230,1990,16.3,561,0,18,220,328,111,556,40,20,50.0,18,45.0,434,2407,989,39,27,22,26,23,427,145,Matches
270,Marco Benassi,it ITA,DF,Fiorentina,it Serie A,28-203,1994,1.0,112,1,25,64,24,3,112,1,0,0.0,0,0.0,81,284,120,0,4,0,1,1,85,6,Matches
271,Marco Benassi,it ITA,MF,Cremonese,it Serie A,28-203,1994,7.4,310,10,65,145,102,10,310,7,6,85.7,0,0.0,148,812,310,9,11,0,8,7,152,24,Matches
272,Ismaël Bennacer,dz ALG,MF,Milan,it Serie A,25-119,1997,18.1,1375,28,267,860,269,7,1375,43,23,53.5,11,25.6,796,4304,1718,24,24,4,30,17,883,35,Matches
273,Saïd Benrahma,dz ALG,FWMF,West Ham,eng Premier League,27-232,1995,15.9,762,11,91,273,411,62,759,95,35,36.8,44,46.3,501,3717,1792,71,37,26,42,27,565,181,Matches
274,Ramy Bensebaini,dz ALG,DF,M'Gladbach,de Bundesliga,27-348,1995,20.8,1389,101,474,657,269,43,1388,26,10,38.5,14,53.8,666,3111,1378,32,15,9,24,15,759,71,Matches
275,Nabil Bentaleb,dz ALG,MF,Angers,fr Ligue 1,28-126,1994,21.2,1721,58,419,1086,251,5,1720,73,41,56.2,22,30.1,1268,7158,3234,28,47,2,18,24,1131,8,Matches
276,Rodrigo Bentancur,uy URU,MF,Tottenham,eng Premier League,25-278,1997,16.7,1071,52,295,612,175,19,1071,34,21,61.8,11,32.4,581,3001,1444,26,14,1,22,17,732,19,Matches
277,Karim Benzema,fr FRA,FW,Real Madrid,es La Liga,35-101,1987,15.5,858,6,38,304,520,119,852,28,11,39.3,16,57.1,522,2509,1266,46,32,18,19,17,722,105,Matches
278,Domenico Berardi,it ITA,FW,Sassuolo,it Serie A,28-241,1994,13.0,741,11,76,296,380,60,736,26,12,46.2,12,46.2,479,2178,876,28,18,12,43,19,565,129,Matches
279,Yuri Berchiche,es ESP,DF,Athletic Club,es La Liga,33-048,1990,14.7,1019,60,268,455,305,15,1019,15,6,40.0,7,46.7,549,2608,1338,32,21,3,13,11,567,51,Matches
280,Álex Berenguer,es ESP,FW,Athletic Club,es La Liga,27-269,1995,18.1,910,13,91,278,554,80,910,48,15,31.3,29,60.4,511,3004,1256,41,38,23,48,30,602,174,Matches
281,Bartosz Bereszyński,pl POL,DF,Sampdoria,it Serie A,30-261,1992,13.3,759,48,255,317,198,13,759,15,4,26.7,11,73.3,329,1643,860,20,16,1,12,5,354,40,Matches
282,Patrick Berg,no NOR,MFFW,Lens,fr Ligue 1,25-126,1997,0.3,23,0,5,15,3,0,23,1,0,0.0,1,100.0,17,83,29,0,0,0,1,0,16,4,Matches
283,Mitchell van Bergen,nl NED,FWDF,Reims,fr Ligue 1,23-215,1999,8.5,346,7,50,120,189,30,346,30,10,33.3,19,63.3,251,2388,1229,42,36,13,16,8,219,64,Matches
284,Mergim Berisha,de GER,FW,Augsburg,de Bundesliga,24-323,1998,16.8,505,20,47,163,305,78,501,30,5,16.7,19,63.3,246,1155,409,18,14,10,41,25,293,90,Matches
