,,,,,,,,,,Pass Types,,,,,,,,Corner Kicks,,,Outcomes,,,
1946,Adam Smith,eng ENG,DF,Bournemouth,eng Premier League,34-187,1991,2.3,87,71,16,4,0,0,2,12,0,0,0,0,69,0,1,Matches
1947,Eric Smith,se SWE,DF,St. Pauli,de Bundesliga,28-298,1997,9.0,638,586,50,43,0,5,13,0,4,0,3,0,555,2,2,Matches
1948,Emile Smith Rowe,eng ENG,MF,Fulham,eng Premier League,25-097,2000,2.5,143,139,4,2,0,0,2,1,0,0,0,0,124,0,1,Matches
1949,Ivan Smolčić,hr CRO,DF,Como,it Serie A,25-077,2000,5.6,297,242,51,11,1,0,11,40,0,0,0,0,246,4,5,Matches
1950,Simon Sohm,ch SUI,MF,Fiorentina,it Serie A,24-205,2001,3.4,148,142,4,2,2,0,1,2,0,0,0,0,125,2,2,Matches
1951,Alex Sola,es ESP,FW,Getafe,es La Liga,26-146,1999,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
1952,Dominic Solanke,eng ENG,FW,Tottenham,eng Premier League,28-049,1997,0.4,2,2,0,0,0,0,0,0,0,0,0,0,2,0,0,Matches
1953,Carlos Soler,es ESP,MF,Real Sociedad,es La Liga,28-304,1997,4.2,203,190,13,5,1,0,9,2,6,1,2,0,166,0,1,Matches
1954,Julio Soler,ar ARG,FW,Bournemouth,eng Premier League,20-259,2005,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
1955,Oumar Solet,fr FRA,DF,Udinese,it Serie A,25-268,2000,9.7,607,543,63,29,0,2,2,2,0,0,0,0,535,1,4,Matches
1956,Jhon Solis,co COL,MF,Girona,es La Liga,21-030,2004,3.6,136,132,4,2,0,1,0,1,0,0,0,0,120,0,1,Matches
1957,Manor Solomon,il ISR,MF,Villarreal,es La Liga,26-101,1999,1.2,40,32,8,2,0,0,9,0,6,5,0,0,28,0,0,Matches
1958,Yann Sommer,ch SUI,GK,Inter,it Serie A,36-320,1988,7.0,255,208,47,15,0,0,0,0,0,0,0,0,216,0,0,Matches
1959,Oliver Sonne,pe PER,DFFW,Burnley,eng Premier League,24-357,2000,1.2,29,28,1,0,0,0,3,1,0,0,0,0,19,0,1,Matches
1960,David Soria,es ESP,GK,Getafe,es La Liga,32-212,1993,11.0,312,164,142,61,0,0,0,0,0,0,0,0,125,6,0,Matches
1961,Borna Sosa,hr CRO,DF,Crystal Palace,eng Premier League,27-285,1998,0.0,5,3,2,0,1,0,0,2,0,0,0,0,2,0,0,Matches
1962,Hugo Sotelo,es ESP,MF,Celta Vigo,es La Liga,21-318,2003,6.8,498,447,48,24,2,3,28,1,23,6,14,0,434,3,3,Matches
1963,Florian Sotoca,fr FRA,MFFW,Lens,fr Ligue 1,35-008,1990,0.3,11,10,0,0,0,0,0,0,0,0,0,0,5,1,1,Matches
1964,Riccardo Sottil,it ITA,FW,Lecce,it Serie A,26-152,1999,2.7,77,67,10,4,0,0,10,1,5,4,1,0,59,0,2,Matches
1965,Tomáš Souček,cz CZE,MF,West Ham,eng Premier League,30-248,1995,4.1,155,151,3,3,0,1,1,0,0,0,0,0,114,1,5,Matches
1966,Matìas Soulé,ar ARG,MFFW,Roma,it Serie A,22-201,2003,7.3,331,302,27,8,0,5,35,4,14,12,1,0,259,2,11,Matches
1967,Aboubaka Soumahoro,fr FRA,DF,Hamburger SV,de Bundesliga,20-271,2005,0.5,20,19,0,0,0,0,0,0,0,0,0,0,18,1,0,Matches
1968,Sambou Soumano,sn SEN,FW,Lorient,fr Ligue 1,24-303,2001,3.8,64,54,10,0,2,1,0,0,0,0,0,0,47,0,0,Matches
1969,Issa Soumaré,sn SEN,FWMF,Le Havre,fr Ligue 1,25-023,2000,10.0,237,228,7,0,0,2,26,3,0,0,0,0,165,2,6,Matches
1970,Vinicius Souza,br BRA,MF,Wolfsburg,de Bundesliga,26-138,1999,6.7,205,203,2,2,0,0,0,0,0,0,0,0,168,0,4,Matches
1971,Djibril Sow,ch SUI,MF,Sevilla,es La Liga,28-269,1997,5.4,225,210,14,5,0,5,7,0,4,2,2,0,192,1,4,Matches
1972,Djed Spence,eng ENG,DF,Tottenham,eng Premier League,25-085,2000,7.4,374,318,52,2,0,2,15,50,0,0,0,0,297,4,9,Matches
1973,Leonardo Spinazzola,it ITA,DFMF,Napoli,it Serie A,32-222,1993,5.9,315,277,37,5,1,6,25,32,0,0,0,0,240,1,9,Matches
1974,Anton Stach,de GER,MF,Leeds United,eng Premier League,26-352,1998,7.9,342,320,21,6,0,4,21,0,15,9,4,0,259,1,13,Matches
1975,Jens Stage,dk DEN,MF,Werder Bremen,de Bundesliga,28-359,1996,6.2,229,221,7,6,1,2,3,1,0,0,0,0,169,1,6,Matches
1976,Benjamin Stambouli,fr FRA,MF,Metz,fr Ligue 1,35-081,1990,5.9,272,259,9,7,2,3,3,1,0,0,0,0,215,4,3,Matches
1977,Nicolae Stanciu,ro ROU,MFFW,Genoa,it Serie A,32-179,1993,1.9,88,77,11,4,0,1,9,0,5,4,0,0,60,0,4,Matches
1978,Otto Stange,de GER,MF,Hamburger SV,de Bundesliga,18-266,2007,0.2,2,1,1,0,0,0,1,1,0,0,0,0,1,0,0,Matches
1979,Josip Stanišić,hr CRO,DF,Bayern Munich,de Bundesliga,25-214,2000,3.1,195,175,20,4,0,2,3,16,0,0,0,0,169,0,3,Matches
1980,Carl Starfelt,se SWE,DF,Celta Vigo,es La Liga,30-154,1995,1.9,130,129,1,1,0,0,0,0,0,0,0,0,124,0,0,Matches
1981,Niklas Stark,de GER,DF,Werder Bremen,de Bundesliga,30-202,1995,1.6,81,77,4,4,0,1,0,0,0,0,0,0,75,0,0,Matches
1982,Orri Steinn Óskarsson,is ISL,FW,Real Sociedad,es La Liga,21-065,2004,1.3,18,18,0,0,1,0,1,0,0,0,0,0,9,0,1,Matches
1983,Calvin Stengs,nl NED,MF,Pisa,it Serie A,26-319,1998,0.1,18,15,3,2,0,0,3,0,1,1,0,0,13,0,0,Matches
1984,Pascal Stenzel,de GER,DF,Stuttgart,de Bundesliga,29-227,1996,0.7,46,33,11,1,0,0,5,8,2,2,0,0,30,2,1,Matches
1985,Angelo Stiller,de GER,MF,Stuttgart,de Bundesliga,24-212,2001,7.6,617,544,68,26,4,0,31,2,31,13,3,0,534,5,6,Matches
1986,Kevin Stöger,at AUT,MF,Gladbach,de Bundesliga,32-067,1993,4.5,221,187,34,8,2,1,21,3,14,11,2,0,169,0,7,Matches
1987,John Stones,eng ENG,DF,Manchester City,eng Premier League,31-158,1994,3.6,248,243,5,4,0,1,4,0,0,0,0,0,227,0,2,Matches
1988,Jørgen Strand Larsen,no NOR,FW,Wolves,eng Premier League,25-269,2000,6.9,123,119,4,0,0,0,1,0,0,0,0,0,84,0,5,Matches
1989,Pascal Struijk,nl NED,DF,Leeds United,eng Premier League,26-083,1999,8.0,513,480,33,13,0,2,0,3,0,0,0,0,476,0,4,Matches
1990,Cristhian Stuani,uy URU,FW,Girona,es La Liga,39-021,1986,1.9,24,18,6,0,0,0,0,0,0,0,0,0,15,0,2,Matches
1991,Nikola Štulić,rs SRB,FW,Lecce,it Serie A,24-055,2001,5.5,100,95,5,0,0,0,0,0,0,0,0,0,65,0,3,Matches
1992,Denis Suárez,es ESP,MF,Alavés,es La Liga,31-300,1994,2.9,178,167,10,7,4,0,4,0,3,0,1,0,152,1,2,Matches
1993,Gabriel Suazo,cl CHI,DFMF,Sevilla,es La Liga,28-085,1997,8.3,475,366,107,16,2,2,42,71,20,9,8,0,380,2,11,Matches
1994,Luka Sučić,hr CRO,MF,Real Sociedad,es La Liga,23-055,2002,1.4,55,52,3,0,0,1,1,1,0,0,0,0,42,0,2,Matches
1995,Petar Sucic,hr CRO,MF,Inter,it Serie A,22-008,2003,4.4,203,197,4,2,0,3,6,0,1,1,0,0,176,2,4,Matches
1996,Yukinari Sugawara,jp JPN,DF,Werder Bremen,de Bundesliga,25-127,2000,7.8,408,345,63,7,0,0,19,56,0,0,0,0,309,0,9,Matches
1997,Pavel Šulc,cz CZE,FWMF,Lyon,fr Ligue 1,24-308,2000,4.5,96,91,4,0,1,0,0,0,0,0,0,0,74,1,1,Matches
1998,Niklas Süle,de GER,DF,Dortmund,de Bundesliga,30-060,1995,0.5,17,16,1,1,0,0,0,0,0,0,0,0,16,0,0,Matches
1999,Kamaldeen Sulemana,gh GHA,MF,Atalanta,it Serie A,23-260,2002,5.3,153,151,2,1,1,1,5,1,0,0,0,0,128,0,6,Matches
2000,Crysencio Summerville,nl NED,MFFW,West Ham,eng Premier League,24-003,2001,5.3,149,141,7,4,2,0,7,1,0,0,0,0,125,1,3,Matches
2001,Yuito Suzuki,jp JPN,MF,Freiburg,de Bundesliga,24-008,2001,2.3,50,50,0,0,0,0,1,0,0,0,0,0,36,0,2,Matches
2002,Zion Suzuki,jp JPN,GK,Parma,it Serie A,23-073,2002,9.0,365,239,125,51,0,3,0,0,0,0,0,0,238,1,0,Matches
2003,Mattias Svanberg,se SWE,MF,Wolfsburg,de Bundesliga,26-301,1999,3.5,84,82,2,2,0,0,1,0,0,0,0,0,63,0,1,Matches
2004,Daniel Svensson,se SWE,DFMF,Dortmund,de Bundesliga,23-263,2002,8.3,399,319,78,6,0,0,35,57,15,14,0,0,321,2,8,Matches
2005,Mile Svilar,rs SRB,GK,Roma,it Serie A,26-067,1999,9.0,354,255,98,30,0,1,0,0,0,0,0,0,266,1,0,Matches
2006,Williot Swedberg,se SWE,MFFW,Celta Vigo,es La Liga,21-274,2004,2.6,52,50,2,0,2,0,1,2,0,0,0,0,42,0,2,Matches
2007,Lamine Sy,mr MTN,DF,Auxerre,fr Ligue 1,23-084,2002,0.4,27,22,5,0,0,0,2,5,0,0,0,0,20,0,1,Matches
2008,Fodé Sylla,fr FRA,MF,Lens,fr Ligue 1,19-200,2006,0.7,41,40,1,1,0,0,0,0,0,0,0,0,33,0,0,Matches
2009,Wojciech Szczęsny,pl POL,GK,Barcelona,es La Liga,35-198,1990,4.0,133,101,31,9,0,0,0,0,0,0,0,0,115,1,0,Matches
2010,Dominik Szoboszlai,hu HUN,MFDF,Liverpool,eng Premier League,25-008,2000,10.0,716,611,102,24,3,2,45,55,20,2,17,0,599,3,6,Matches
2011,Alexander Sørloth,no NOR,FW,Atlético Madrid,es La Liga,29-332,1995,4.8,108,101,4,0,0,1,3,0,1,0,0,0,58,3,4,Matches
2012,Musa Al-Taamari,jo JOR,FWDF,Rennes,fr Ligue 1,28-145,1997,4.7,145,126,16,0,1,1,20,6,7,0,3,0,105,3,5,Matches
2013,Haris Tabakovic,ba BIH,FW,Gladbach,de Bundesliga,31-135,1994,5.3,78,75,3,0,0,0,0,0,0,0,0,0,52,0,2,Matches
2014,Nicolás Tagliafico,ar ARG,DF,Lyon,fr Ligue 1,33-063,1992,5.1,281,232,47,7,0,0,9,39,1,0,0,0,234,2,6,Matches
2015,Jonathan Tah,de GER,DF,Bayern Munich,de Bundesliga,29-264,1996,7.7,540,524,16,4,0,1,1,1,0,0,0,0,517,0,0,Matches
2016,Chemsdine Talbi,ma MAR,FWMF,Sunderland,eng Premier League,20-177,2005,6.2,165,158,6,0,0,1,23,6,0,0,0,0,124,1,6,Matches
2017,Montassar Talbi,tn TUN,DF,Lorient,fr Ligue 1,27-160,1998,10.0,460,434,25,19,0,0,2,1,0,0,0,0,413,1,3,Matches
2018,Adrien Tameze,cm CMR,DFMF,Torino,it Serie A,31-271,1994,4.7,195,189,5,2,0,1,5,3,0,0,0,0,154,1,2,Matches
2019,Ao Tanaka,jp JPN,MF,Leeds United,eng Premier League,27-053,1998,3.6,205,200,5,4,0,0,5,1,0,0,0,0,176,0,5,Matches
2020,Axel Tapé,fr FRA,DF,Leverkusen,de Bundesliga,18-084,2007,1.8,66,58,8,2,0,0,1,6,0,0,0,0,61,0,0,Matches
2021,Edmond Tapsoba,bf BFA,DF,Leverkusen,de Bundesliga,26-273,1999,9.0,764,706,58,20,0,8,2,16,0,0,0,0,688,0,1,Matches
2022,James Tarkowski,eng ENG,DF,Everton,eng Premier League,32-348,1992,9.0,405,373,32,10,5,6,1,2,0,0,0,0,327,0,4,Matches
2023,César Tárrega,es ESP,DF,Valencia,es La Liga,23-249,2002,11.0,574,534,38,20,0,3,0,1,0,0,0,0,489,2,5,Matches
2024,Tylel Tati,fr FRA,DF,Nantes,fr Ligue 1,17-287,2008,8.7,423,400,23,18,0,1,1,0,0,0,0,0,372,0,3,Matches
2025,Nuno Tavares,pt POR,DF,Lazio,it Serie A,25-280,2000,5.1,342,275,67,16,0,3,32,38,13,6,6,0,279,0,3,Matches
2026,Marcus Tavernier,eng ENG,MFFW,Bournemouth,eng Premier League,26-225,1999,7.5,278,251,23,1,4,2,19,7,13,6,2,0,213,4,7,Matches
2027,Loum Tchaouna,fr FRA,MF,Burnley,eng Premier League,22-055,2003,4.2,92,90,2,0,0,1,5,0,1,0,0,0,63,0,3,Matches
2028,Jackson Tchatchoua,cm CMR,DFMF,Wolves,eng Premier League,24-049,2001,4.8,216,185,31,0,0,0,24,31,0,0,0,0,154,0,7,Matches
2029,Aurélien Tchouaméni,fr FRA,MF,Real Madrid,es La Liga,25-279,2000,9.7,559,542,15,13,2,4,2,2,0,0,0,0,512,2,1,Matches
2030,Mathys Tel,fr FRA,FW,Tottenham,eng Premier League,20-189,2005,2.7,40,38,2,0,0,1,4,0,2,2,0,0,27,0,3,Matches
2031,Nathan Tella,ng NGA,MFFW,Leverkusen,de Bundesliga,26-120,1999,2.8,58,56,2,0,0,0,4,1,0,0,0,0,45,0,3,Matches
2032,Nahuel Tenaglia,ar ARG,DF,Alavés,es La Liga,29-254,1996,9.0,323,311,10,9,0,3,1,1,0,0,0,0,265,2,7,Matches
2033,Arnau Tenas,es ESP,GK,Villarreal,es La Liga,24-156,2001,3.0,90,59,31,5,0,0,0,0,0,0,0,0,47,0,0,Matches
2034,Filippo Terracciano,it ITA,DF,Cremonese,it Serie A,22-267,2003,8.9,518,437,77,23,0,10,11,54,0,0,0,0,422,4,7,Matches
2035,Pietro Terracciano,it ITA,GK,Milan,it Serie A,35-239,1990,1.4,36,28,8,2,0,0,0,0,0,0,0,0,33,0,0,Matches
2036,Ramón Terrats,es ESP,MF,Espanyol,es La Liga,25-015,2000,1.1,34,32,2,0,0,1,1,0,1,0,1,0,25,0,1,Matches
2037,Martin Terrier,fr FRA,MFFW,Leverkusen,de Bundesliga,28-243,1997,0.5,20,19,1,0,1,0,0,0,0,0,0,0,17,0,0,Matches
2038,Tanner Tessmann,us USA,MF,Lyon,fr Ligue 1,24-039,2001,8.4,424,409,15,10,2,8,6,5,0,0,0,0,366,0,7,Matches
2039,Kenny Tete,nl NED,DF,Fulham,eng Premier League,30-024,1995,7.0,373,306,66,6,1,0,16,60,0,0,0,0,303,1,7,Matches
2040,Jordan Teze,nl NED,MFDF,Monaco,fr Ligue 1,26-033,1999,8.9,489,422,63,19,4,3,25,29,15,6,5,0,390,4,12,Matches
2041,Florian Thauvin,fr FRA,MF,Lens,fr Ligue 1,32-280,1993,8.4,380,337,41,10,1,6,53,3,26,8,13,0,266,2,9,Matches
2042,Arthur Theate,be BEL,DF,Eint Frankfurt,de Bundesliga,25-161,2000,9.0,716,654,59,18,1,3,2,35,0,0,0,0,626,3,5,Matches
2043,Thiago,br BRA,FW,Brentford,eng Premier League,24-129,2001,9.2,145,142,3,0,1,0,4,0,0,0,0,0,104,0,2,Matches
2044,Malick Thiaw,de GER,DF,Newcastle Utd,eng Premier League,24-086,2001,5.0,230,226,4,4,0,0,1,0,0,0,0,0,201,0,2,Matches
2045,Jan Thielmann,de GER,FWMF,Köln,de Bundesliga,23-160,2002,4.9,92,86,6,1,0,1,10,3,0,0,0,0,64,0,7,Matches
2046,Adrien Thomasson,fr FRA,MF,Lens,fr Ligue 1,31-327,1993,10.0,482,428,52,16,3,4,45,3,33,12,17,1,373,2,18,Matches
2047,Morten Thorsby,no NOR,MFFW,Genoa,it Serie A,29-181,1996,1.6,38,38,0,0,0,0,1,0,0,0,0,0,25,0,0,Matches
2048,Kristian Thorstvedt,no NOR,MF,Sassuolo,it Serie A,26-234,1999,3.6,133,130,2,2,1,0,1,0,0,0,0,0,102,1,1,Matches
2049,Khéphren Thuram,fr FRA,MF,Juventus,it Serie A,24-221,2001,6.6,341,330,11,9,3,1,2,0,0,0,0,0,295,0,8,Matches
2050,Marcus Thuram,fr FRA,FW,Inter,it Serie A,28-088,1997,4.1,94,88,6,0,0,0,6,0,0,0,0,0,68,0,2,Matches
2051,Cheikh Tidiane Sabaly,sn SEN,MFFW,Metz,fr Ligue 1,26-243,1999,6.9,150,145,5,0,1,0,3,3,0,0,0,0,120,0,4,Matches
2052,Youri Tielemans,be BEL,MF,Aston Villa,eng Premier League,28-179,1997,3.5,235,221,13,10,4,2,7,0,1,0,0,0,195,1,3,Matches
2053,Phillip Tietz,de GER,FWMF,Augsburg,de Bundesliga,28-116,1997,2.0,61,57,4,1,0,0,0,1,0,0,0,0,43,0,6,Matches
2054,Malik Tillman,us USA,MF,Leverkusen,de Bundesliga,23-158,2002,4.2,171,156,12,3,1,0,2,4,0,0,0,0,139,3,6,Matches
2055,Jurriën Timber,nl NED,DF,Arsenal,eng Premier League,24-138,2001,8.8,429,355,72,8,8,1,14,63,1,0,0,0,363,2,6,Matches
2056,Jean-Clair Todibo,fr FRA,DF,West Ham,eng Premier League,25-307,1999,3.4,202,196,6,5,0,0,2,1,0,0,0,0,176,0,0,Matches
2057,Umut Tohumcu,de GER,MF,Hoffenheim,de Bundesliga,21-083,2004,1.3,42,40,1,1,1,0,1,0,0,0,0,0,33,1,4,Matches
2058,Corentin Tolisso,fr FRA,MFFW,Lyon,fr Ligue 1,31-091,1994,9.5,472,445,26,12,3,15,9,7,1,1,0,0,391,1,11,Matches
2059,Jeremy Toljan,de GER,DF,Levante,es La Liga,31-086,1994,9.5,380,286,90,8,2,3,18,82,0,0,0,0,267,4,14,Matches
2060,Tiago Tomás,pt POR,FWMF,Stuttgart,de Bundesliga,23-139,2002,4.8,140,138,2,0,1,0,4,0,0,0,0,0,112,0,1,Matches
2061,Fikayo Tomori,eng ENG,DF,Milan,it Serie A,27-318,1997,7.6,487,436,50,9,0,0,5,41,0,0,0,0,429,1,5,Matches
2062,Sandro Tonali,it ITA,MF,Newcastle Utd,eng Premier League,25-178,2000,7.8,460,420,39,15,2,4,29,1,19,7,9,0,370,1,5,Matches
2063,Keke Topp,de GER,FW,Werder Bremen,de Bundesliga,21-222,2004,0.9,38,38,0,0,0,0,1,0,0,0,0,0,26,0,0,Matches
2064,Pablo Torre,es ESP,MFFW,Mallorca,es La Liga,22-213,2003,5.7,283,245,36,14,0,2,23,3,15,8,5,0,222,2,5,Matches
2065,Jofre Torrents,es ESP,DF,Barcelona,es La Liga,18-278,2007,0.4,38,31,7,0,0,0,3,7,0,0,0,0,32,0,0,Matches
2066,Ferrán Torres,es ESP,FW,Barcelona,es La Liga,25-246,2000,6.7,144,132,12,0,0,0,1,1,0,0,0,0,111,0,7,Matches
2067,Pau Torres,es ESP,DF,Aston Villa,eng Premier League,28-290,1997,5.7,359,319,39,18,0,1,1,0,0,0,0,0,319,1,1,Matches
2068,Lucas Torró,es ESP,MF,Osasuna,es La Liga,31-106,1994,8.6,361,356,3,3,0,7,1,0,0,0,0,0,275,2,2,Matches
2069,Jordan Torunarigha,de GER,DF,Hamburger SV,de Bundesliga,28-087,1997,2.0,143,132,8,3,0,0,0,0,0,0,0,0,117,3,1,Matches
2070,Abdoulaye Touré,gn GUI,MF,Le Havre,fr Ligue 1,31-244,1994,5.6,218,216,1,0,1,0,7,0,0,0,0,0,185,1,3,Matches
2071,Alpha Touré,sn SEN,MFDF,Metz,fr Ligue 1,19-281,2006,4.9,246,223,23,7,1,0,8,16,0,0,0,0,211,0,6,Matches
2072,Bazoumana Touré,ci CIV,FWMF,Hoffenheim,de Bundesliga,19-245,2006,7.4,212,206,6,0,3,0,30,5,1,0,0,0,147,0,10,Matches
2073,Idrissa Touré,de GER,DF,Pisa,it Serie A,27-187,1998,6.4,190,153,36,1,0,0,20,35,0,0,0,0,118,1,11,Matches
2074,Ousmane Toure,fr FRA,DF,Lille,fr Ligue 1,20-257,2005,0.6,29,21,8,0,0,0,0,8,0,0,0,0,23,0,1,Matches
2075,Lucas Tousart,fr FRA,MF,Brest,fr Ligue 1,28-187,1997,1.4,59,59,0,0,0,0,0,0,0,0,0,0,55,0,1,Matches
2076,James Trafford,eng ENG,GK,Manchester City,eng Premier League,23-023,2002,3.0,118,100,18,3,0,0,0,0,0,0,0,0,88,0,1,Matches
2077,Mattéo Tramoni,fr FRA,MFFW,Pisa,it Serie A,25-286,2000,5.6,118,98,20,7,1,0,22,1,11,2,7,0,74,0,2,Matches
2078,Adama Traoré,es ESP,FW,Fulham,eng Premier League,29-281,1996,2.6,73,71,2,0,1,0,13,2,0,0,0,0,50,0,2,Matches
2079,Bertrand Traoré,bf BFA,FWMF,Sunderland,eng Premier League,30-057,1995,2.4,63,63,0,0,0,1,5,0,0,0,0,0,46,0,2,Matches
2080,Boubacar Traoré,ml MLI,MF,Metz,fr Ligue 1,24-074,2001,6.7,288,281,7,7,0,3,1,0,0,0,0,0,252,0,4,Matches
2081,Hamari Traoré,ml MLI,DF,Paris FC,fr Ligue 1,33-279,1992,4.0,244,217,27,2,0,0,9,25,0,0,0,0,212,0,5,Matches
2082,Omar Traoré,de GER,DF,Heidenheim,de Bundesliga,27-271,1998,6.7,281,227,52,1,0,0,18,51,0,0,0,0,204,2,8,Matches
2083,Kevin Trapp,de GER,GK,Paris FC,fr Ligue 1,35-117,1990,2.0,87,62,25,5,0,0,0,0,0,0,0,0,63,0,0,Matches
2084,Óscar Trejo,ar ARG,MF,Rayo Vallecano,es La Liga,37-190,1988,0.5,49,47,1,1,1,0,3,0,0,0,0,0,39,1,0,Matches
2085,Philipp Treu,de GER,DFFW,Freiburg,de Bundesliga,24-334,2000,3.9,155,124,31,1,0,0,2,30,0,0,0,0,122,0,3,Matches
2086,Christopher Trimmel,at AUT,DF,Union Berlin,de Bundesliga,38-251,1987,6.8,295,173,119,23,0,1,69,57,39,17,20,0,160,3,9,Matches
2087,Kieran Trippier,eng ENG,DF,Newcastle Utd,eng Premier League,35-044,1990,6.8,514,399,115,29,1,2,40,64,22,8,10,1,411,0,5,Matches
2088,Mariano Troilo,ar ARG,MF,Parma,it Serie A,22-133,2003,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
2089,Leandro Trossard,be BEL,FW,Arsenal,eng Premier League,30-333,1994,6.1,235,230,4,0,2,5,23,2,2,2,0,0,162,1,10,Matches
2090,Adrien Truffert,fr FRA,DF,Bournemouth,eng Premier League,23-347,2001,9.0,470,397,72,5,0,0,39,67,0,0,0,0,373,1,13,Matches
2091,Kostas Tsimikas,gr GRE,DF,Roma,it Serie A,29-174,1996,1.7,76,67,9,1,0,0,7,7,1,0,1,0,53,0,3,Matches
2092,Heorhii Tsitaishvili,ge GEO,DFFW,Metz,fr Ligue 1,24-349,2000,5.9,191,168,23,5,0,0,28,11,7,2,4,0,142,0,3,Matches
2093,Viktor Tsyhankov,ua UKR,MFFW,Girona,es La Liga,27-352,1997,3.5,121,101,19,9,1,1,14,2,6,1,4,0,83,1,3,Matches
2094,Axel Tuanzebe,cd COD,DF,Burnley,eng Premier League,27-353,1997,4.0,173,171,2,1,0,3,0,0,0,0,0,0,144,0,2,Matches
2095,Stefano Turati,it ITA,GK,Sassuolo,it Serie A,24-058,2001,1.0,26,21,5,2,0,0,0,0,0,0,0,0,10,0,0,Matches
2096,Beñat Turrientes,es ESP,MF,Real Sociedad,es La Liga,23-275,2002,2.9,108,105,3,3,0,1,2,0,0,0,0,0,92,0,1,Matches
2097,Stefanos Tzimas,gr GRE,MFFW,Brighton,eng Premier League,19-300,2006,0.9,16,14,2,0,0,0,0,0,0,0,0,0,12,0,1,Matches
2098,Christantus Uche,ng NGA,MF,Crystal Palace,eng Premier League,22-167,2003,0.1,11,11,0,0,0,0,3,0,0,0,0,0,5,0,0,Matches
2099,Christantus Uche,ng NGA,FW,Getafe,es La Liga,22-167,2003,3.0,46,44,1,0,0,1,1,1,0,0,0,0,29,1,1,Matches
2100,Destiny Udogie,it ITA,DF,Tottenham,eng Premier League,22-339,2002,3.6,227,195,32,4,0,1,5,28,0,0,0,0,191,0,13,Matches
2101,Matthieu Udol,fr FRA,DF,Lens,fr Ligue 1,29-227,1996,9.9,449,399,44,8,0,1,23,36,0,0,0,0,355,6,14,Matches
2102,Manuel Ugarte,uy URU,MF,Manchester Utd,eng Premier League,24-205,2001,3.2,144,140,3,3,1,2,0,0,0,0,0,0,122,1,3,Matches
2103,Lesley Ugochukwu,fr FRA,MF,Burnley,eng Premier League,21-221,2004,5.8,146,146,0,0,0,0,3,0,0,0,0,0,124,0,3,Matches
2104,Filip Ugrinic,ch SUI,MF,Valencia,es La Liga,26-301,1999,1.0,38,33,5,2,0,0,5,0,3,0,3,0,33,0,0,Matches
2105,Lukas Ullrich,de GER,DF,Gladbach,de Bundesliga,21-231,2004,5.9,252,225,27,4,0,0,10,23,0,0,0,0,191,0,5,Matches
2106,Enes Ünal,tr TUR,FW,Bournemouth,eng Premier League,28-176,1997,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
2107,Deniz Undav,de GER,FWMF,Stuttgart,de Bundesliga,29-106,1996,3.3,107,91,15,2,0,1,9,7,4,1,2,0,74,1,3,Matches
2108,Dayot Upamecano,fr FRA,DF,Bayern Munich,de Bundesliga,27-006,1998,6.2,536,530,6,3,1,2,1,2,0,0,0,0,499,0,4,Matches
2109,Jan Urbich,de GER,FW,Gladbach,de Bundesliga,21-132,2004,0.4,9,9,0,0,0,0,0,0,0,0,0,0,4,0,0,Matches
2110,Jonas Urbig,de GER,GK,Bayern Munich,de Bundesliga,22-086,2003,1.0,28,27,1,1,0,0,0,0,0,0,0,0,25,0,0,Matches
2111,Can Uzun,tr TUR,MF,Eint Frankfurt,de Bundesliga,19-356,2005,6.5,305,284,21,3,4,2,12,1,4,3,0,0,247,0,5,Matches
2112,Josha Vagnoman,de GER,DF,Stuttgart,de Bundesliga,24-326,2000,5.9,265,228,36,4,1,0,15,32,0,0,0,0,211,1,8,Matches
2113,Lautaro Valenti,ar ARG,DF,Parma,it Serie A,26-292,1999,4.5,144,126,17,5,0,0,5,11,0,0,0,0,97,1,3,Matches
2114,Óscar Valentín,es ESP,MF,Rayo Vallecano,es La Liga,31-074,1994,6.2,233,231,2,2,1,0,0,0,0,0,0,0,206,0,2,Matches
2115,Nicolás Valentini,ar ARG,DF,Hellas Verona,it Serie A,24-210,2001,2.7,65,62,3,3,0,0,2,0,0,0,0,0,42,0,2,Matches
2116,Germán Valera,es ESP,FWDF,Elche,es La Liga,23-231,2002,7.6,363,323,39,6,0,1,24,19,14,0,2,0,298,1,14,Matches
2117,Emanuele Valeri,it ITA,DF,Parma,it Serie A,26-330,1998,5.3,206,134,71,13,0,0,49,47,11,9,2,0,116,1,7,Matches
2118,Martin Valjent,sk SVK,DF,Mallorca,es La Liga,29-326,1995,10.0,444,416,27,16,0,4,2,11,0,0,0,0,378,1,3,Matches
2119,Álex Valle,es ESP,DF,Como,it Serie A,21-191,2004,7.4,416,337,78,9,1,0,12,69,0,0,0,0,345,1,8,Matches
2120,Álvaro Vallés,es ESP,GK,Betis,es La Liga,28-100,1997,3.0,109,85,23,4,0,0,0,0,0,0,0,0,90,1,0,Matches
2121,Federico Valverde,uy URU,MFDF,Real Madrid,es La Liga,27-103,1998,10.1,664,630,33,13,1,11,11,19,1,0,0,0,599,1,5,Matches
