,,,,,,,,,SCA,,SCA Types,,,,,,GCA,,GCA Types,,,,,,
Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,SCA,SCA90,PassLive,PassDead,TO,Sh,Fld,Def,GCA,GCA90,PassLive,PassDead,TO,Sh,Fld,Def,Matches
159,Fabio Baldé,pt POR,FWMF,Hamburger SV,de Bundesliga,20-105,2005,0.8,1,1.18,0,0,1,0,0,0,0,0.00,0,0,0,0,0,0,Matches
160,Carlos Baleba,cm CMR,MF,Brighton,eng Premier League,21-303,2004,6.3,5,0.79,4,0,0,0,1,0,0,0.00,0,0,0,0,0,0,Matches
161,Leonardo Balerdi,ar ARG,DF,Marseille,fr Ligue 1,26-280,1999,6.7,11,1.63,8,0,0,3,0,0,0,0.00,0,0,0,0,0,0,Matches
162,Daniel Ballard,nir NIR,DF,Sunderland,eng Premier League,26-041,1999,4.5,7,1.57,6,0,0,0,0,1,0,0.00,0,0,0,0,0,0,Matches
163,Iván Balliu,al ALB,DF,Rayo Vallecano,es La Liga,33-305,1992,1.5,4,2.71,4,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
164,Fodé Ballo-Touré,sn SEN,DF,Metz,fr Ligue 1,28-303,1997,2.5,2,0.81,2,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
165,Folarin Balogun,us USA,FW,Monaco,fr Ligue 1,24-122,2001,6.0,13,2.18,9,0,1,1,2,0,1,0.17,0,0,0,0,1,0,Matches
166,Abdoulaye Bamba,ci CIV,DF,Angers,fr Ligue 1,35-191,1990,0.1,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
167,Aladji Bamba,fr FRA,MF,Monaco,fr Ligue 1,19-111,2006,1.5,3,2.06,3,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
168,Mohamed Bamba,ci CIV,FW,Lorient,fr Ligue 1,23-327,2001,5.5,5,0.90,5,0,0,0,0,0,2,0.36,2,0,0,0,0,0,Matches
169,Lameck Banda,zm ZAM,FW,Lecce,it Serie A,24-277,2001,2.5,5,2.04,3,0,1,0,1,0,1,0.41,0,0,0,0,1,0,Matches
170,Noahkai Banks,us USA,DF,Augsburg,de Bundesliga,18-336,2006,4.2,3,0.71,2,0,0,1,0,0,0,0.00,0,0,0,0,0,0,Matches
171,Ezechiel Banzuzi,nl NED,MF,RB Leipzig,de Bundesliga,20-259,2005,3.0,10,3.38,9,0,0,1,0,0,1,0.34,1,0,0,0,0,0,Matches
172,Tommaso Barbieri,it ITA,FWDF,Cremonese,it Serie A,23-068,2002,3.5,6,1.70,4,0,0,1,0,1,0,0.00,0,0,0,0,0,0,Matches
173,Valentín Barco,ar ARG,MFDF,Strasbourg,fr Ligue 1,21-102,2004,9.0,33,3.68,24,4,0,1,2,2,8,0.89,6,0,0,0,0,2,Matches
174,Bradley Barcola,fr FRA,FW,Paris S-G,fr Ligue 1,23-061,2002,7.0,24,3.41,20,0,3,0,1,0,3,0.43,1,0,1,0,1,0,Matches
175,Melvin Bard,fr FRA,DFMF,Nice,fr Ligue 1,24-361,2000,10.5,15,1.43,13,2,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
176,Roony Bardghji,se SWE,FW,Barcelona,es La Liga,19-352,2005,1.9,14,7.24,8,2,4,0,0,0,1,0.52,1,0,0,0,0,0,Matches
177,Nicolò Barella,it ITA,MF,Inter,it Serie A,28-268,1997,7.9,35,4.41,26,6,1,0,1,1,6,0.76,4,1,1,0,0,0,Matches
178,Kike Barja,es ESP,MFFW,Osasuna,es La Liga,28-215,1997,0.6,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
179,Ross Barkley,eng ENG,MF,Aston Villa,eng Premier League,31-332,1993,0.7,1,1.38,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
180,Ashley Barnes,eng ENG,FW,Burnley,eng Premier League,36-003,1989,0.1,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
181,Harvey Barnes,eng ENG,FW,Newcastle Utd,eng Premier League,27-328,1997,4.1,12,2.93,11,0,1,0,0,0,0,0.00,0,0,0,0,0,0,Matches
182,Ander Barrenetxea,es ESP,MFFW,Real Sociedad,es La Liga,23-310,2001,9.2,46,4.98,34,8,4,0,0,0,5,0.54,4,0,1,0,0,0,Matches
183,Pablo Barrios,es ESP,MF,Atlético Madrid,es La Liga,22-140,2003,8.8,20,2.26,15,0,3,1,1,0,0,0.00,0,0,0,0,0,0,Matches
184,Thierno Barry,fr FRA,FW,Everton,eng Premier League,23-012,2002,2.8,3,1.07,3,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
185,Davide Bartesaghi,it ITA,DFFW,Milan,it Serie A,19-308,2005,4.2,11,2.63,8,2,1,0,0,0,0,0.00,0,0,0,0,0,0,Matches
186,Marc Bartra,es ESP,DF,Betis,es La Liga,34-291,1991,5.5,5,0.91,3,0,0,0,0,2,0,0.00,0,0,0,0,0,0,Matches
187,Federico Baschirotto,it ITA,DF,Cremonese,it Serie A,29-043,1996,10.0,2,0.20,1,1,0,0,0,0,1,0.10,1,0,0,0,0,0,Matches
188,Toma Bašić,hr CRO,MF,Lazio,it Serie A,28-342,1996,3.9,6,1.56,5,0,0,0,0,1,1,0.26,1,0,0,0,0,0,Matches
189,Calvin Bassey,ng NGA,DF,Fulham,eng Premier League,25-306,1999,9.1,6,0.66,6,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
190,Alessandro Bastoni,it ITA,DF,Inter,it Serie A,26-203,1999,7.6,18,2.37,16,1,1,0,0,0,4,0.53,4,0,0,0,0,0,Matches
191,Augusto Batalla,ar ARG,GK,Rayo Vallecano,es La Liga,29-186,1996,11.0,5,0.45,3,2,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
192,Michy Batshuayi,be BEL,FW,Eint Frankfurt,de Bundesliga,32-031,1993,0.7,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
193,Martin Baturina,hr CRO,FWMF,Como,it Serie A,22-259,2003,1.1,7,6.12,4,3,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
194,Oliver Baumann,de GER,GK,Hoffenheim,de Bundesliga,35-153,1990,8.0,1,0.12,1,0,0,0,0,0,1,0.12,1,0,0,0,0,0,Matches
195,Christoph Baumgartner,at AUT,MF,RB Leipzig,de Bundesliga,26-093,1999,7.6,21,2.76,16,0,1,2,2,0,4,0.52,3,0,0,1,0,0,Matches
196,Altay Bayındır,tr TUR,GK,Manchester Utd,eng Premier League,27-202,1998,6.0,3,0.50,3,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
197,Vakoun Bayo,ci CIV,FW,Udinese,it Serie A,28-296,1997,2.8,5,1.78,5,0,0,0,0,0,1,0.36,1,0,0,0,0,0,Matches
198,Ihlas Bebou,tg TOG,FW,Hoffenheim,de Bundesliga,31-193,1994,0.6,1,1.76,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
199,Samu Becerra,es ESP,DFMF,Rayo Vallecano,es La Liga,19-305,2006,0.1,1,7.50,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
200,Adrian Beck,de GER,MFFW,Heidenheim,de Bundesliga,28-146,1997,3.4,14,4.12,12,0,0,0,1,1,0,0.00,0,0,0,0,0,0,Matches
201,Sheraldo Becker,sr SUR,MF,Osasuna,es La Liga,30-266,1995,1.0,3,3.14,3,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
202,Donny van de Beek,nl NED,MF,Girona,es La Liga,28-198,1997,0.5,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
203,Tjaš Begić,si SVN,DF,Parma,it Serie A,22-125,2003,0.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
204,Maximilian Beier,de GER,MFFW,Dortmund,de Bundesliga,23-016,2002,5.5,17,3.11,14,1,1,0,1,0,3,0.55,3,0,0,0,0,0,Matches
205,Ismael Bekhoucha,ma MAR,DF,Getafe,es La Liga,20-347,2004,1.2,3,2.48,2,0,1,0,0,0,2,1.65,2,0,0,0,0,0,Matches
206,Reda Belahyane,ma MAR,MF,Lazio,it Serie A,21-154,2004,1.7,9,5.26,8,0,1,0,0,0,2,1.17,2,0,0,0,0,0,Matches
207,Rafik Belghali,dz ALG,DFFW,Hellas Verona,it Serie A,23-148,2002,6.4,22,3.44,17,0,3,2,0,0,1,0.16,1,0,0,0,0,0,Matches
208,Haris Belkebla,dz ALG,MF,Angers,fr Ligue 1,31-278,1994,9.9,12,1.21,10,0,0,1,1,0,2,0.20,1,0,0,0,1,0,Matches
209,Yassin Belkhdim,fr FRA,MFFW,Angers,fr Ligue 1,23-261,2002,9.4,11,1.17,11,0,0,0,0,0,2,0.21,2,0,0,0,0,0,Matches
210,Stefan Bell,de GER,DF,Mainz 05,de Bundesliga,34-070,1991,3.6,4,1.10,3,0,0,1,0,0,1,0.28,1,0,0,0,0,0,Matches
211,Armel Bella Kotchap,de GER,DF,Hellas Verona,it Serie A,23-326,2001,2.6,2,0.76,2,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
212,Raoul Bellanova,it ITA,DF,Atalanta,it Serie A,25-169,2000,6.3,21,3.35,18,2,0,1,0,0,0,0.00,0,0,0,0,0,0,Matches
213,Jean-Ricner Bellegarde,ht HAI,MFFW,Wolves,eng Premier League,27-128,1998,4.5,9,1.98,4,2,0,1,2,0,1,0.22,1,0,0,0,0,0,Matches
214,Héctor Bellerín,es ESP,DF,Betis,es La Liga,30-228,1995,8.6,21,2.44,19,0,2,0,0,0,1,0.12,1,0,0,0,0,0,Matches
215,Jobe Bellingham,eng ENG,MF,Dortmund,de Bundesliga,20-040,2005,2.7,5,1.86,5,0,0,0,0,0,1,0.37,1,0,0,0,0,0,Matches
216,Jude Bellingham,eng ENG,MF,Real Madrid,es La Liga,22-126,2003,4.2,27,6.36,18,0,2,2,4,1,4,0.94,3,0,1,0,0,0,Matches
217,Jeanuël Belocian,fr FRA,DF,Leverkusen,de Bundesliga,20-258,2005,1.1,2,1.78,2,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
218,Andrea Belotti,it ITA,FW,Cagliari,it Serie A,31-317,1993,2.1,3,1.44,1,0,0,1,1,0,2,0.96,0,0,0,1,1,0,Matches
219,Fran Beltrán,es ESP,MF,Celta Vigo,es La Liga,26-272,1999,2.5,3,1.21,3,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
220,Lucas Beltrán,ar ARG,FW,Valencia,es La Liga,24-218,2001,3.0,5,1.65,3,0,1,0,1,0,0,0.00,0,0,0,0,0,0,Matches
221,Eliesse Ben Seghir,ma MAR,MFFW,Monaco,fr Ligue 1,20-259,2005,0.5,1,2.00,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
222,Eliesse Ben Seghir,ma MAR,MF,Leverkusen,de Bundesliga,20-259,2005,1.7,6,3.53,5,0,0,1,0,0,0,0.00,0,0,0,0,0,0,Matches
223,Carlos Benavídez,uy URU,MF,Alavés,es La Liga,27-217,1998,0.3,1,2.90,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
224,Adrian Benedyczak,pl POL,MFFW,Parma,it Serie A,24-343,2000,1.3,7,5.53,4,0,0,0,1,2,1,0.79,1,0,0,0,0,0,Matches
225,Yassine Benhattab,fr FRA,MFFW,Nantes,fr Ligue 1,22-349,2002,4.1,12,2.92,8,0,1,1,1,1,1,0.24,1,0,0,0,0,0,Matches
226,Iker Benito,es ESP,DFFW,Osasuna,es La Liga,23-084,2002,1.7,3,1.80,2,0,1,0,0,0,0,0.00,0,0,0,0,0,0,Matches
227,Ramy Bensebaini,dz ALG,DF,Dortmund,de Bundesliga,30-200,1995,8.5,14,1.65,12,0,0,1,1,0,2,0.24,2,0,0,0,0,0,Matches
228,Nabil Bentaleb,dz ALG,MF,Lille,fr Ligue 1,30-343,1994,2.6,8,3.03,6,1,0,1,0,0,0,0.00,0,0,0,0,0,0,Matches
229,Rodrigo Bentancur,uy URU,MF,Tottenham,eng Premier League,28-130,1997,7.2,13,1.81,12,0,1,0,0,0,2,0.28,2,0,0,0,0,0,Matches
230,Lucas Beraldo,br BRA,DF,Paris S-G,fr Ligue 1,21-343,2003,6.4,6,0.93,5,0,0,1,0,0,2,0.31,2,0,0,0,0,0,Matches
231,Domenico Berardi,it ITA,FW,Sassuolo,it Serie A,31-093,1994,6.5,18,2.76,13,2,0,2,0,1,2,0.31,2,0,0,0,0,0,Matches
232,Yuri Berchiche,es ESP,DF,Athletic Club,es La Liga,35-265,1990,10.5,17,1.62,13,1,0,1,1,1,0,0.00,0,0,0,0,0,0,Matches
233,Álex Berenguer,es ESP,FWMF,Athletic Club,es La Liga,30-121,1995,7.4,29,3.91,14,12,1,1,1,0,2,0.27,1,1,0,0,0,0,Matches
234,Sander Berge,no NOR,MF,Fulham,eng Premier League,27-261,1998,9.6,16,1.66,14,0,0,2,0,0,1,0.10,0,0,0,1,0,0,Matches
235,Lucas Bergvall,se SWE,MFFW,Tottenham,eng Premier League,19-273,2006,4.6,9,1.96,4,3,1,1,0,0,1,0.22,1,0,0,0,0,0,Matches
236,Medon Berisha,al ALB,MF,Lecce,it Serie A,22-012,2003,5.5,18,3.25,5,10,1,1,1,0,1,0.18,0,1,0,0,0,0,Matches
237,Anthony Bermont,fr FRA,DFMF,Lens,fr Ligue 1,20-265,2005,0.5,4,8.78,3,0,1,0,0,0,1,2.20,1,0,0,0,0,0,Matches
238,Adrian Bernabe,es ESP,MFDF,Parma,it Serie A,24-160,2001,7.7,26,3.36,16,6,1,3,0,0,0,0.00,0,0,0,0,0,0,Matches
239,Marc Bernal,es ESP,MF,Barcelona,es La Liga,18-160,2007,0.1,1,8.18,1,0,0,0,0,0,1,8.18,1,0,0,0,0,0,Matches
240,Federico Bernardeschi,it ITA,FWMF,Bologna,it Serie A,31-259,1994,3.6,24,6.71,16,2,3,2,1,0,2,0.56,1,1,0,0,0,0,Matches
241,Bernardo,br BRA,DF,Hoffenheim,de Bundesliga,30-172,1995,7.9,8,1.01,7,1,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
242,Lorenzo Bernasconi,it ITA,DF,Atalanta,it Serie A,21-351,2003,2.8,10,3.52,4,5,0,1,0,0,0,0.00,0,0,0,0,0,0,Matches
243,Antoine Bernede,fr FRA,MF,Hellas Verona,it Serie A,26-160,1999,7.6,21,2.76,18,1,0,1,1,0,0,0.00,0,0,0,0,0,0,Matches
244,Nicolò Bertola,it ITA,DF,Udinese,it Serie A,22-224,2003,3.8,4,1.06,4,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
245,Jan-Niklas Beste,de GER,FW,Freiburg,de Bundesliga,26-302,1999,5.3,13,2.45,6,5,0,0,2,0,2,0.38,1,0,0,0,1,0,Matches
246,Beto,gw GNB,FW,Everton,eng Premier League,27-275,1998,6.3,9,1.44,5,0,0,3,1,0,1,0.16,0,0,0,1,0,0,Matches
247,Sam Beukema,nl NED,DF,Napoli,it Serie A,26-350,1998,4.0,2,0.50,2,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
248,Matteo Bianchetti,it ITA,DF,Cremonese,it Serie A,32-230,1993,8.7,7,0.80,5,0,0,2,0,0,1,0.11,0,0,0,1,0,0,Matches
249,Mika Biereth,dk DEN,FWMF,Monaco,fr Ligue 1,22-267,2003,6.2,10,1.62,8,0,0,1,1,0,2,0.32,1,0,0,1,0,0,Matches
250,Pedro Bigas,es ESP,DF,Elche,es La Liga,35-048,1990,8.6,5,0.58,5,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
251,Jaka Bijol,si SVN,DF,Leeds United,eng Premier League,26-270,1999,2.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
252,Cristiano Biraghi,it ITA,DFMF,Torino,it Serie A,33-062,1992,4.9,11,2.24,8,3,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
253,Tom Bischof,de GER,DFMF,Bayern Munich,de Bundesliga,20-127,2005,3.4,17,5.05,15,1,1,0,0,0,3,0.89,3,0,0,0,0,0,Matches
254,Leonardo Bittencourt,de GER,MF,Werder Bremen,de Bundesliga,31-318,1993,2.0,6,3.02,6,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
255,Emmanuel Biumla,fr FRA,DF,Angers,fr Ligue 1,20-178,2005,1.5,1,0.70,0,1,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
256,Marco Bizot,nl NED,GK,Aston Villa,eng Premier League,34-237,1991,2.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
257,Antonio Blanco,es ESP,MF,Alavés,es La Liga,25-102,2000,8.4,12,1.43,12,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
258,Ludovic Blas,fr FRA,MFDF,Rennes,fr Ligue 1,27-306,1997,6.0,25,4.18,17,2,1,3,2,0,4,0.67,2,1,0,1,0,0,Matches
259,Daley Blind,nl NED,DF,Girona,es La Liga,35-238,1990,9.6,13,1.36,12,1,0,0,0,0,1,0.10,1,0,0,0,0,0,Matches
260,Adam Boayar,ma MAR,MF,Elche,es La Liga,20-020,2005,0.1,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
261,Oscar Bobb,no NOR,MFFW,Manchester City,eng Premier League,22-113,2003,5.0,20,3.96,14,0,5,0,1,0,3,0.59,2,0,1,0,0,0,Matches
262,Ben Bobzien,de GER,FW,Mainz 05,de Bundesliga,22-187,2003,0.1,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
263,Arnaud Bodart,be BEL,GK,Lille,fr Ligue 1,27-236,1998,2.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
264,Sacha Boey,fr FRA,DF,Bayern Munich,de Bundesliga,25-050,2000,5.1,8,1.56,7,0,0,1,0,0,1,0.19,0,0,0,1,0,0,Matches
265,Jeremie Boga,ci CIV,FWMF,Nice,fr Ligue 1,28-303,1997,6.5,25,3.83,17,3,3,2,0,0,2,0.31,1,0,0,1,0,0,Matches
266,Lamare Bogarde,nl NED,MF,Aston Villa,eng Premier League,21-301,2004,3.1,5,1.58,5,0,0,0,0,0,1,0.32,1,0,0,0,0,0,Matches
267,Jayden Bogle,eng ENG,DF,Leeds United,eng Premier League,25-098,2000,9.6,11,1.14,8,0,1,0,1,1,0,0.00,0,0,0,0,0,0,Matches
268,Adama Boiro,es ESP,DF,Athletic Club,es La Liga,23-133,2002,0.5,1,2.00,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
269,Morgan Bokelé Mputu,cm CMR,FWDF,Metz,fr Ligue 1,21-234,2004,1.9,3,1.60,1,0,0,0,2,0,0,0.00,0,0,0,0,0,0,Matches
270,Daniel Boloca,ro ROU,MF,Sassuolo,it Serie A,26-315,1998,1.5,4,2.67,3,0,0,0,0,1,0,0.00,0,0,0,0,0,0,Matches
271,Moïse Bombito,ca CAN,DF,Nice,fr Ligue 1,25-217,2000,1.6,1,0.62,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
272,Federico Bonazzoli,it ITA,FW,Cremonese,it Serie A,28-165,1997,5.2,7,1.35,6,0,0,0,1,0,1,0.19,1,0,0,0,0,0,Matches
273,Warren Bondo,fr FRA,MF,Cremonese,it Serie A,22-048,2003,7.4,10,1.35,8,0,1,0,1,0,0,0.00,0,0,0,0,0,0,Matches
274,Giovanni Bonfanti,it ITA,DF,Pisa,it Serie A,22-289,2003,3.6,3,0.83,2,1,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
275,Victor Boniface,ng NGA,FWMF,Werder Bremen,de Bundesliga,24-314,2000,2.9,10,3.50,6,0,2,1,1,0,2,0.70,2,0,0,0,0,0,Matches
276,Rahim Bonkano,ne NIG,DF,Oviedo,es La Liga,23-305,2002,8.4,15,1.79,13,1,1,0,0,0,0,0.00,0,0,0,0,0,0,Matches
277,Ange-Yoan Bonny,fr FRA,FW,Inter,it Serie A,22-008,2003,3.1,14,4.55,12,0,0,1,1,0,5,1.62,4,0,0,0,1,0,Matches
278,Gennaro Borrelli,it ITA,FW,Cagliari,it Serie A,25-237,2000,4.5,10,2.20,6,0,0,0,3,1,0,0.00,0,0,0,0,0,0,Matches
279,Sven Botman,nl NED,DF,Newcastle Utd,eng Premier League,25-294,2000,5.4,2,0.37,1,1,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
280,Ayyoub Bouaddi,fr FRA,MF,Lille,fr Ligue 1,18-031,2007,8.0,16,1.99,12,0,2,2,0,0,0,0.00,0,0,0,0,0,0,Matches
281,Badredine Bouanani,dz ALG,MF,Nice,fr Ligue 1,20-329,2004,1.0,3,2.90,3,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
282,Badredine Bouanani,dz ALG,FWMF,Stuttgart,de Bundesliga,20-329,2004,1.8,9,5.03,6,2,1,0,0,0,1,0.56,1,0,0,0,0,0,Matches
283,Hicham Boudaoui,dz ALG,MF,Nice,fr Ligue 1,26-040,1999,8.1,27,3.34,20,0,2,3,1,1,3,0.37,2,0,1,0,0,0,Matches
284,Justin Bourgault,fr FRA,MFDF,Brest,fr Ligue 1,20-049,2005,0.2,1,5.63,0,0,1,0,0,0,0,0.00,0,0,0,0,0,0,Matches
285,Jarrod Bowen,eng ENG,FWMF,West Ham,eng Premier League,28-317,1996,9.0,29,3.22,18,0,4,5,1,1,1,0.11,1,0,0,0,0,0,Matches
286,Lucas Boyé,ar ARG,FWMF,Alavés,es La Liga,29-247,1996,5.1,19,3.70,14,0,2,2,0,1,0,0.00,0,0,0,0,0,0,Matches
287,Enzo Boyomo,cm CMR,DF,Osasuna,es La Liga,24-026,2001,10.0,14,1.40,13,1,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
288,Domagoj Bradarić,hr CRO,DFFW,Hellas Verona,it Serie A,25-327,1999,6.9,12,1.74,10,1,0,0,0,1,0,0.00,0,0,0,0,0,0,Matches
289,Conor Bradley,nir NIR,DF,Liverpool,eng Premier League,22-116,2003,5.0,1,0.20,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
290,Bilal Brahimi,dz ALG,FW,Nice,fr Ligue 1,25-233,2000,0.0,1,90.00,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
291,Julian Brandt,de GER,FWMF,Dortmund,de Bundesliga,29-184,1996,4.0,11,2.73,10,0,0,1,0,0,2,0.50,2,0,0,0,0,0,Matches
292,Lilian Brassier,fr FRA,DF,Rennes,fr Ligue 1,26-000,1999,4.4,7,1.59,7,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
293,Iker Bravo,es ESP,FW,Udinese,it Serie A,20-293,2005,1.8,5,2.73,4,0,0,1,0,0,0,0.00,0,0,0,0,0,0,Matches
294,Josip Brekalo,hr CRO,FW,Oviedo,es La Liga,27-132,1998,3.4,12,3.50,10,1,1,0,0,0,0,0.00,0,0,0,0,0,0,Matches
295,Gleison Bremer,br BRA,DF,Juventus,it Serie A,28-229,1997,3.8,4,1.04,4,0,0,0,0,0,2,0.52,2,0,0,0,0,0,Matches
296,Marco Brescianini,it ITA,MFDF,Atalanta,it Serie A,25-286,2000,1.8,6,3.40,4,1,0,1,0,0,0,0.00,0,0,0,0,0,0,Matches
297,Abel Bretones,es ESP,DFMF,Osasuna,es La Liga,25-073,2000,8.0,17,2.13,13,1,0,0,2,1,1,0.13,1,0,0,0,0,0,Matches
298,Sascha Britschgi,ch SUI,DF,Parma,it Serie A,19-067,2006,4.5,3,0.67,1,1,0,1,0,0,0,0.00,0,0,0,0,0,0,Matches
299,Brian Brobbey,nl NED,FW,Sunderland,eng Premier League,23-274,2002,0.8,1,1.18,1,0,0,0,0,0,1,1.18,1,0,0,0,0,0,Matches
300,Marius Broholm,no NOR,FW,Lille,fr Ligue 1,20-311,2004,1.3,5,3.78,3,0,1,0,0,1,0,0.00,0,0,0,0,0,0,Matches
301,Armando Broja,al ALB,FW,Burnley,eng Premier League,24-053,2001,0.7,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
302,David Brooks,wls WAL,FWMF,Bournemouth,eng Premier League,28-117,1997,5.3,17,3.21,9,2,4,2,0,0,2,0.38,1,1,0,0,0,0,Matches
303,Nathaniel Brown,de GER,DFFW,Eint Frankfurt,de Bundesliga,22-139,2003,6.8,18,2.63,15,2,0,0,1,0,3,0.44,3,0,0,0,0,0,Matches
304,Brugui,es ESP,MF,Levante,es La Liga,28-363,1996,7.1,9,1.27,5,0,1,3,0,0,2,0.28,1,0,0,1,0,0,Matches
305,Paris Brunner,de GER,FW,Monaco,fr Ligue 1,19-260,2006,0.9,2,2.14,1,0,0,0,1,0,0,0.00,0,0,0,0,0,0,Matches
306,Jacob Bruun Larsen,dk DEN,FWMF,Burnley,eng Premier League,27-044,1998,4.4,7,1.61,6,0,0,0,0,1,1,0.23,1,0,0,0,0,0,Matches
307,Tajon Buchanan,ca CAN,MF,Villarreal,es La Liga,26-267,1999,7.2,17,2.36,11,0,1,1,4,0,1,0.14,0,0,1,0,0,0,Matches
308,Ante Budimir,hr CRO,FW,Osasuna,es La Liga,34-103,1991,9.1,10,1.10,5,0,1,3,1,0,1,0.11,0,0,0,0,1,0,Matches
309,Emi Buendía,ar ARG,FWMF,Aston Villa,eng Premier League,28-312,1996,4.0,14,3.53,14,0,0,0,0,0,2,0.50,2,0,0,0,0,0,Matches
310,Hugo Bueno,es ESP,DFMF,Wolves,eng Premier League,23-045,2002,7.8,24,3.08,21,1,1,0,1,0,0,0.00,0,0,0,0,0,0,Matches
311,Manu Bueno,es ESP,MF,Sevilla,es La Liga,21-098,2004,0.1,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
312,Santiago Bueno,uy URU,DF,Wolves,eng Premier League,26-358,1998,6.4,10,1.57,7,0,0,0,3,0,2,0.31,1,0,0,0,1,0,Matches
313,Louis Buffon,it ITA,FW,Pisa,it Serie A,17-309,2007,0.2,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
314,Adam Buksa,pl POL,FW,Udinese,it Serie A,29-113,1996,3.5,7,2.00,6,0,0,1,0,0,1,0.29,0,0,0,1,0,0,Matches
315,Andrija Bulatović,me MNE,MF,Lens,fr Ligue 1,18-310,2006,0.1,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
316,Marius Bülter,de GER,FWMF,Köln,de Bundesliga,32-218,1993,4.2,15,3.58,12,0,0,1,1,1,3,0.72,3,0,0,0,0,0,Matches
317,Facundo Buonanotte,ar ARG,MF,Chelsea,eng Premier League,20-314,2004,0.5,2,4.00,2,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
318,Alessandro Buongiorno,it ITA,DF,Napoli,it Serie A,26-149,1999,5.4,8,1.47,6,1,0,0,0,1,1,0.18,1,0,0,0,0,0,Matches
319,Wouter Burger,nl NED,MF,Hoffenheim,de Bundesliga,24-259,2001,6.0,14,2.32,14,0,0,0,0,0,1,0.17,1,0,0,0,0,0,Matches
320,Jonathan Burkardt,de GER,FW,Eint Frankfurt,de Bundesliga,25-114,2000,5.7,9,1.58,7,0,0,0,1,1,2,0.35,1,0,0,0,1,0,Matches
321,Oliver Burke,sct SCO,MFFW,Union Berlin,de Bundesliga,28-209,1997,4.5,15,3.33,9,0,1,2,3,0,1,0.22,1,0,0,0,0,0,Matches
322,Vincent Burlet,be BEL,DF,Lille,fr Ligue 1,20-040,2005,0.2,2,9.47,2,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
