,,,,,,,,,SCA,,SCA Types,,,,,,GCA,,GCA Types,,,,,,
Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,SCA,SCA90,PassLive,PassDead,TO,Sh,Fld,Def,GCA,GCA90,PassLive,PassDead,TO,Sh,Fld,Def,Matches
1641,Adrià Pedrosa,es ESP,DF,Sevilla,es La Liga,27-173,1998,0.1,1,15.00,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
1642,Dženan Pejčinović,de GER,FW,Wolfsburg,de Bundesliga,20-260,2005,2.5,5,1.97,2,0,1,2,0,0,0,0.00,0,0,0,0,0,0,Matches
1643,Lorenzo Pellegrini,it ITA,MF,Roma,it Serie A,29-136,1996,3.0,7,2.31,2,3,1,1,0,0,0,0.00,0,0,0,0,0,0,Matches
1644,Luca Pellegrini,it ITA,DF,Lazio,it Serie A,26-240,1999,2.8,8,2.81,3,5,0,0,0,0,1,0.35,1,0,0,0,0,0,Matches
1645,Mateo Pellegrino,ar ARG,FW,Parma,it Serie A,24-246,2001,8.4,16,1.91,8,0,2,1,4,1,0,0.00,0,0,0,0,0,0,Matches
1646,Faris Pemi Moumbagna,cm CMR,FW,Cremonese,it Serie A,25-124,2000,0.2,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
1647,Iñaki Peña ,es ESP,GK,Elche,es La Liga,26-245,1999,5.0,2,0.40,2,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
1648,Mike Penders,be BEL,GK,Strasbourg,fr Ligue 1,20-094,2005,9.0,1,0.11,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
1649,Nicolas Pépé,ci CIV,FWMF,Villarreal,es La Liga,30-157,1995,8.1,48,5.91,35,6,5,2,0,0,5,0.62,5,0,0,0,0,0,Matches
1650,Kojo Peprah Oppong,gh GHA,DF,Nice,fr Ligue 1,21-151,2004,10.6,12,1.13,12,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
1651,Peque,es ESP,MF,Sevilla,es La Liga,23-029,2002,2.1,6,2.80,4,2,0,0,0,0,1,0.47,1,0,0,0,0,0,Matches
1652,Mathias Pereira Lage,pt POR,FWMF,St. Pauli,de Bundesliga,28-337,1996,7.3,22,3.02,12,5,0,4,0,1,1,0.14,0,0,0,1,0,0,Matches
1653,Ayoze Pérez,es ESP,FW,Villarreal,es La Liga,32-096,1993,1.2,1,0.86,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
1654,Francisco Perez,es ESP,FWMF,Rayo Vallecano,es La Liga,23-054,2002,4.0,15,3.75,11,1,0,2,0,1,1,0.25,1,0,0,0,0,0,Matches
1655,Mattia Perin,it ITA,GK,Juventus,it Serie A,32-357,1992,1.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
1656,Romain Perraud,fr FRA,DF,Lille,fr Ligue 1,28-041,1997,7.9,36,4.57,21,10,1,3,1,0,2,0.25,2,0,0,0,0,0,Matches
1657,Lucas Perri,br BRA,GK,Leeds United,eng Premier League,27-327,1997,5.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
1658,Máximo Perrone,ar ARG,MF,Como,it Serie A,22-299,2003,7.6,20,2.62,19,0,0,0,1,0,2,0.26,2,0,0,0,0,0,Matches
1659,Prosper Peter,ng NGA,FW,Angers,fr Ligue 1,18-085,2007,5.8,11,1.90,9,0,0,1,1,0,0,0.00,0,0,0,0,0,0,Matches
1660,Léo Pétrot,fr FRA,DF,Elche,es La Liga,28-201,1997,3.8,1,0.27,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
1661,Đorđe Petrović,rs SRB,GK,Bournemouth,eng Premier League,26-025,1999,9.0,2,0.22,2,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
1662,Giuseppe Pezzella,it ITA,DF,Cremonese,it Serie A,27-338,1997,7.0,9,1.29,8,1,0,0,0,0,1,0.14,1,0,0,0,0,0,Matches
1663,Immanuel Pherai,sr SUR,MF,Hamburger SV,de Bundesliga,24-191,2001,0.2,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
1664,Rayan Philippe,fr FRA,FWMF,Hamburger SV,de Bundesliga,25-010,2000,5.5,18,3.28,11,0,1,4,1,1,1,0.18,0,0,0,1,0,0,Matches
1665,Gabriele Piccinini,it ITA,MF,Pisa,it Serie A,24-210,2001,0.5,3,6.28,3,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
1666,Roberto Piccoli,it ITA,FWMF,Fiorentina,it Serie A,24-279,2001,3.1,5,1.61,4,0,0,1,0,0,0,0.00,0,0,0,0,0,0,Matches
1667,Charles Pickel,cd COD,MF,Espanyol,es La Liga,28-171,1997,2.8,4,1.44,3,0,0,1,0,0,0,0.00,0,0,0,0,0,0,Matches
1668,Jordan Pickford,eng ENG,GK,Everton,eng Premier League,31-240,1994,9.0,1,0.11,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
1669,Amos Pieper,de GER,DF,Werder Bremen,de Bundesliga,27-289,1998,3.0,1,0.33,1,0,0,0,0,0,1,0.33,1,0,0,0,0,0,Matches
1670,Marvin Pieringer,de GER,FWMF,Heidenheim,de Bundesliga,26-029,1999,0.5,3,5.87,2,0,0,0,1,0,0,0.00,0,0,0,0,0,0,Matches
1671,Nicholas Pierini,it ITA,FW,Sassuolo,it Serie A,27-088,1998,0.8,3,3.97,2,1,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
1672,Santiago Pierotti,ar ARG,FWMF,Lecce,it Serie A,24-213,2001,6.2,12,1.94,7,0,2,2,0,1,2,0.32,1,0,0,1,0,0,Matches
1673,Balthazar Pierret,fr FRA,MF,Lecce,it Serie A,25-171,2000,0.3,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
1674,Andrea Pinamonti,it ITA,FW,Sassuolo,it Serie A,26-167,1999,8.3,14,1.70,10,0,0,2,2,0,3,0.36,1,0,0,1,1,0,Matches
1675,Lander Pinillos,es ESP,MF,Alavés,es La Liga,22-027,2003,0.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
1676,Ethan Pinnock,jm JAM,DF,Brentford,eng Premier League,32-157,1993,1.7,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
1677,Yeremi Pino,es ESP,MF,Crystal Palace,eng Premier League,23-013,2002,5.6,20,3.56,13,3,1,2,1,0,3,0.53,2,1,0,0,0,0,Matches
1678,Yeremi Pino,es ESP,MFFW,Villarreal,es La Liga,23-013,2002,1.8,15,8.49,12,2,0,1,0,0,2,1.13,2,0,0,0,0,0,Matches
1679,Jakub Piotrowski,pl POL,MF,Udinese,it Serie A,28-029,1997,4.4,6,1.36,6,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
1680,Joël Piroe,nl NED,FWMF,Leeds United,eng Premier League,26-092,1999,1.8,3,1.65,1,0,0,2,0,0,0,0.00,0,0,0,0,0,0,Matches
1681,Niccolò Pisilli,it ITA,MF,Roma,it Serie A,21-040,2004,0.5,5,10.23,5,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
1682,Damián Pizarro,cl CHI,FW,Le Havre,fr Ligue 1,20-219,2005,0.3,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
1683,Tommaso Pobega,it ITA,MF,Bologna,it Serie A,26-110,1999,1.8,1,0.56,0,0,0,0,1,0,0,0.00,0,0,0,0,0,0,Matches
1684,Ernest Poku,nl NED,MF,Leverkusen,de Bundesliga,21-278,2004,4.8,15,3.12,12,0,0,2,1,0,2,0.42,2,0,0,0,0,0,Matches
1685,Matteo Politano,it ITA,MFFW,Napoli,it Serie A,32-091,1993,7.7,32,4.16,17,4,5,5,0,1,2,0.26,1,0,0,1,0,0,Matches
1686,Marin Pongračić,hr CRO,DF,Fiorentina,it Serie A,28-052,1997,8.0,11,1.38,7,1,0,1,1,1,0,0.00,0,0,0,0,0,0,Matches
1687,Nick Pope,eng ENG,GK,Newcastle Utd,eng Premier League,33-197,1992,9.0,2,0.22,1,1,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
1688,Pedro Porro,es ESP,DF,Tottenham,eng Premier League,26-050,1999,8.9,23,2.59,15,4,0,1,2,1,2,0.23,1,1,0,0,0,0,Matches
1689,Portu,es ESP,FWMF,Girona,es La Liga,33-165,1992,5.3,8,1.52,6,2,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
1690,Stefan Posch,at AUT,DF,Como,it Serie A,28-172,1997,2.3,3,1.32,2,0,0,0,1,0,0,0.00,0,0,0,0,0,0,Matches
1691,Freddie Potts,eng ENG,MF,West Ham,eng Premier League,22-051,2003,1.5,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
1692,Yussuf Poulsen,dk DEN,FW,Hamburger SV,de Bundesliga,31-140,1994,1.0,3,2.87,3,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
1693,Beñat Prados,es ESP,MF,Athletic Club,es La Liga,24-267,2001,0.9,1,1.06,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
1694,Alexander Prass,at AUT,MFFW,Hoffenheim,de Bundesliga,24-160,2001,2.5,4,1.62,3,1,0,0,0,0,1,0.41,1,0,0,0,0,0,Matches
1695,Matteo Prati,it ITA,MF,Cagliari,it Serie A,21-309,2003,7.2,13,1.79,9,2,0,2,0,0,1,0.14,0,0,0,1,0,0,Matches
1696,Abdón Prats,es ESP,FW,Mallorca,es La Liga,32-330,1992,0.7,3,4.58,2,0,0,1,0,0,0,0.00,0,0,0,0,0,0,Matches
1697,Grischa Prömel,de GER,MF,Hoffenheim,de Bundesliga,30-297,1995,1.8,5,2.78,5,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
1698,Ivan Provedel,it ITA,GK,Lazio,it Serie A,31-230,1994,9.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
1699,Javi Puado,es ESP,FWMF,Espanyol,es La Liga,27-161,1998,7.3,19,2.59,15,1,0,2,1,0,1,0.14,1,0,0,0,0,0,Matches
1700,Marc Pubill,es ESP,DF,Atlético Madrid,es La Liga,22-135,2003,0.3,3,10.38,3,0,0,0,0,0,1,3.46,1,0,0,0,0,0,Matches
1701,Cameron Puertas,ch SUI,MFFW,Werder Bremen,de Bundesliga,27-076,1998,4.8,12,2.51,8,1,0,1,2,0,0,0.00,0,0,0,0,0,0,Matches
1702,Christian Pulisic,us USA,FWMF,Milan,it Serie A,27-045,1998,3.6,19,5.29,13,2,3,0,0,1,3,0.84,1,0,1,0,0,1,Matches
1703,Arkadiusz Pyrka,pl POL,DF,St. Pauli,de Bundesliga,23-043,2002,3.9,7,1.81,5,0,1,0,1,0,1,0.26,1,0,0,0,0,0,Matches
1704,Jarell Quansah,eng ENG,DF,Leverkusen,de Bundesliga,22-277,2003,7.8,8,1.02,7,0,1,0,0,0,0,0.00,0,0,0,0,0,0,Matches
1705,Leopold Querfeld,at AUT,DF,Union Berlin,de Bundesliga,21-317,2003,9.0,11,1.22,11,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
1706,Dani Raba,es ESP,FW,Valencia,es La Liga,30-004,1995,2.6,7,2.72,5,0,0,2,0,0,1,0.39,1,0,0,0,0,0,Matches
1707,Adrien Rabiot,fr FRA,MF,Milan,it Serie A,30-213,1995,4.0,10,2.50,8,0,0,1,1,0,1,0.25,1,0,0,0,0,0,Matches
1708,Adrien Rabiot,fr FRA,MF,Marseille,fr Ligue 1,30-213,1995,1.0,5,5.00,5,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
1709,Uroš Radaković,rs SRB,MFDF,Nantes,fr Ligue 1,31-216,1994,0.1,1,10.00,1,0,0,0,0,0,1,10.00,1,0,0,0,0,0,Matches
1710,Ionuț Radu,ro ROU,GK,Celta Vigo,es La Liga,28-158,1997,10.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
1711,Ugo Raghouber,fr FRA,FW,Lille,fr Ligue 1,22-112,2003,0.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
1712,Antonio Raillo,es ESP,DF,Mallorca,es La Liga,34-025,1991,10.0,4,0.40,4,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
1713,Ylber Ramadani,al ALB,MF,Lecce,it Serie A,29-204,1996,8.7,14,1.61,11,1,0,0,1,1,1,0.12,1,0,0,0,0,0,Matches
1714,Diant Ramaj,de GER,GK,Heidenheim,de Bundesliga,24-044,2001,9.0,5,0.56,4,1,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
1715,Largie Ramazani,be BEL,FWMF,Valencia,es La Liga,24-248,2001,1.0,4,4.00,2,0,0,2,0,0,1,1.00,1,0,0,0,0,0,Matches
1716,Jacobo Ramón,es ESP,DF,Como,it Serie A,20-300,2005,7.0,8,1.15,6,0,1,0,0,1,0,0.00,0,0,0,0,0,0,Matches
1717,Gonçalo Ramos,pt POR,FW,Paris S-G,fr Ligue 1,24-135,2001,6.8,11,1.61,8,0,2,0,1,0,0,0.00,0,0,0,0,0,0,Matches
1718,Guilherme Ramos,pt POR,DF,Hamburger SV,de Bundesliga,28-083,1997,0.2,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
1719,Jacob Ramsey,eng ENG,MF,Newcastle Utd,eng Premier League,24-158,2001,0.9,5,5.56,5,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
1720,Luca Ranieri,it ITA,DF,Fiorentina,it Serie A,26-193,1999,7.3,8,1.10,6,0,0,1,1,0,0,0.00,0,0,0,0,0,0,Matches
1721,Grant Ranos,am ARM,FWMF,Gladbach,de Bundesliga,22-105,2003,0.5,1,1.91,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
1722,Lilian Raolisoa,fr FRA,FWDF,Angers,fr Ligue 1,25-139,2000,6.2,17,2.72,12,4,1,0,0,0,2,0.32,2,0,0,0,0,0,Matches
1723,Raphinha,br BRA,FWMF,Barcelona,es La Liga,28-323,1996,4.2,23,5.43,16,4,0,2,1,0,5,1.18,4,1,0,0,0,0,Matches
1724,Marcus Rashford,eng ENG,FW,Barcelona,es La Liga,28-002,1997,7.2,46,6.43,28,12,3,1,2,0,4,0.56,2,2,0,0,0,0,Matches
1725,Giacomo Raspadori,it ITA,FW,Atlético Madrid,es La Liga,25-257,2000,1.6,3,1.90,2,1,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
1726,Andrei Ratiu,ro ROU,DFMF,Rayo Vallecano,es La Liga,27-135,1998,11.0,21,1.91,15,1,3,2,0,0,3,0.27,2,0,1,0,0,0,Matches
1727,Raúl,es ESP,FW,Osasuna,es La Liga,24-364,2000,3.0,6,2.00,4,0,2,0,0,0,0,0.00,0,0,0,0,0,0,Matches
1728,David Raum,de GER,DF,RB Leipzig,de Bundesliga,27-194,1998,9.0,40,4.44,18,19,0,2,1,0,1,0.11,1,0,0,0,0,0,Matches
1729,Federico Ravaglia,it ITA,GK,Bologna,it Serie A,25-356,1999,1.0,1,1.00,1,0,0,0,0,0,1,1.00,1,0,0,0,0,0,Matches
1730,David Raya,es ESP,GK,Arsenal,eng Premier League,30-048,1995,10.0,5,0.50,5,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
1731,Abde Rebbach,dz ALG,MFFW,Alavés,es La Liga,27-083,1998,4.2,22,5.27,12,2,3,3,2,0,1,0.24,1,0,0,0,0,0,Matches
1732,Federico Redondo,ar ARG,MF,Elche,es La Liga,22-288,2003,0.1,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
1733,Alejandro Rego,es ESP,MFFW,Athletic Club,es La Liga,22-144,2003,1.2,2,1.64,2,0,0,0,0,0,1,0.82,1,0,0,0,0,0,Matches
1734,Tijjani Reijnders,nl NED,MF,Manchester City,eng Premier League,27-096,1998,8.2,16,1.95,15,1,0,0,0,0,3,0.36,3,0,0,0,0,0,Matches
1735,Alberto Reina,es ESP,MF,Oviedo,es La Liga,28-054,1997,5.2,4,0.77,2,2,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
1736,Vitor Reis,br BRA,DF,Girona,es La Liga,19-294,2006,8.9,8,0.90,5,0,0,2,0,1,0,0.00,0,0,0,0,0,0,Matches
1737,Rocco Reitz,de GER,MF,Gladbach,de Bundesliga,23-157,2002,8.1,23,2.82,17,2,1,2,1,0,0,0.00,0,0,0,0,0,0,Matches
1738,Nicolai Remberg,de GER,MF,Hamburger SV,de Bundesliga,25-136,2000,8.0,14,1.75,12,0,0,2,0,0,1,0.12,1,0,0,0,0,0,Matches
1739,Álex Remiro,es ESP,GK,Real Sociedad,es La Liga,30-223,1995,11.0,3,0.27,3,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
1740,Devyne Rensch,nl NED,DF,Roma,it Serie A,22-288,2003,1.5,1,0.69,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
1741,Guillaume Restes,fr FRA,GK,Toulouse,fr Ligue 1,20-236,2005,10.0,1,0.10,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
1742,Elvis Rexhbeçaj,xk KVX,MFDF,Augsburg,de Bundesliga,28-001,1997,4.7,10,2.14,5,1,1,0,1,2,1,0.21,1,0,0,0,0,0,Matches
1743,Oriol Rey,es ESP,MF,Levante,es La Liga,27-250,1998,6.4,5,0.78,4,0,0,1,0,0,1,0.16,0,0,0,1,0,0,Matches
1744,Gio Reyna,us USA,MF,Gladbach,de Bundesliga,22-354,2002,1.5,5,3.36,3,1,0,0,1,0,0,0.00,0,0,0,0,0,0,Matches
1745,Alexsandro Ribeiro,br BRA,DF,Lille,fr Ligue 1,26-085,1999,3.5,3,0.86,3,0,0,0,0,0,1,0.29,1,0,0,0,0,0,Matches
1746,Samuele Ricci,it ITA,MF,Milan,it Serie A,24-073,2001,3.7,7,1.89,5,0,0,1,0,1,1,0.27,1,0,0,0,0,0,Matches
1747,Declan Rice,eng ENG,MF,Arsenal,eng Premier League,26-292,1999,8.9,28,3.13,16,11,0,1,0,0,4,0.45,2,2,0,0,0,0,Matches
1748,Chris Richards,us USA,DF,Crystal Palace,eng Premier League,25-219,2000,10.0,11,1.10,7,3,0,1,0,0,1,0.10,1,0,0,0,0,0,Matches
1749,Richarlison,br BRA,FW,Tottenham,eng Premier League,28-176,1997,6.1,11,1.81,5,0,2,3,1,0,3,0.49,2,0,1,0,0,0,Matches
1750,Diego Rico,es ESP,DF,Getafe,es La Liga,32-252,1993,9.9,10,1.01,6,3,0,1,0,0,0,0.00,0,0,0,0,0,0,Matches
1751,Clemens Riedel,de GER,DF,Espanyol,es La Liga,22-106,2003,4.5,4,0.89,4,0,0,0,0,0,1,0.22,1,0,0,0,0,0,Matches
1752,Fabian Rieder,ch SUI,MF,Rennes,fr Ligue 1,23-259,2002,1.5,4,2.71,4,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
1753,Fabian Rieder,ch SUI,MF,Augsburg,de Bundesliga,23-259,2002,6.6,25,3.81,12,7,4,0,2,0,5,0.76,3,1,1,0,0,0,Matches
1754,Lasse Rieß,de GER,GK,Mainz 05,de Bundesliga,24-098,2001,2.2,1,0.45,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
1755,Chris Rigg,eng ENG,MF,Sunderland,eng Premier League,18-137,2007,2.1,3,1.44,2,0,1,0,0,0,0,0.00,0,0,0,0,0,0,Matches
1756,Hugo Rincón,es ESP,DFMF,Girona,es La Liga,22-279,2003,6.1,10,1.63,6,1,1,1,1,0,0,0.00,0,0,0,0,0,0,Matches
1757,Luis Rioja,es ESP,MFFW,Valencia,es La Liga,32-017,1993,9.2,28,3.04,21,5,0,1,0,1,4,0.43,3,1,0,0,0,0,Matches
1758,Rodrigo Riquelme,es ESP,FWMF,Betis,es La Liga,25-214,2000,4.3,18,4.24,14,0,2,2,0,0,2,0.47,2,0,0,0,0,0,Matches
1759,Robin Risser,fr FRA,GK,Lens,fr Ligue 1,20-335,2004,10.0,1,0.10,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
1760,Mihailo Ristić,rs SRB,DFMF,Celta Vigo,es La Liga,30-002,1995,2.8,2,0.72,2,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
1761,Lars Ritzka,de GER,DF,St. Pauli,de Bundesliga,27-179,1998,2.7,1,0.37,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
1762,Sergi Roberto,es ESP,MF,Como,it Serie A,33-268,1992,2.0,8,3.91,7,0,0,1,0,0,0,0.00,0,0,0,0,0,0,Matches
1763,Patrick Roberts,eng ENG,MFFW,Sunderland,eng Premier League,28-270,1997,0.3,1,3.21,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
1764,Andrew Robertson,sct SCO,DF,Liverpool,eng Premier League,31-236,1994,2.7,10,3.75,8,1,1,0,0,0,0,0.00,0,0,0,0,0,0,Matches
1765,Antonee Robinson,us USA,DF,Fulham,eng Premier League,28-086,1997,0.7,4,5.63,4,0,0,0,0,0,1,1.41,1,0,0,0,0,0,Matches
1766,Joel Roca,es ESP,FWMF,Girona,es La Liga,20-148,2005,6.3,17,2.71,11,0,4,1,0,1,1,0.16,0,0,1,0,0,0,Matches
1767,Marc Roca,es ESP,MF,Betis,es La Liga,28-341,1996,3.1,3,0.97,3,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
1768,Ryan Rodin,fr FRA,FW,Auxerre,fr Ligue 1,19-245,2006,0.1,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
1769,Joe Rodon,wls WAL,DF,Leeds United,eng Premier League,28-011,1997,10.0,4,0.40,3,0,0,1,0,0,0,0.00,0,0,0,0,0,0,Matches
1770,Rodri,es ESP,MF,Manchester City,eng Premier League,29-133,1996,3.2,5,1.54,5,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
1771,Álvaro Rodríguez,uy URU,FW,Elche,es La Liga,21-111,2004,5.1,15,2.96,8,0,4,2,1,0,3,0.59,2,0,0,1,0,0,Matches
1772,Damián Rodríguez,es ESP,MF,Celta Vigo,es La Liga,22-230,2003,1.7,4,2.40,3,1,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
1773,Dani Rodríguez,es ESP,MF,Mallorca,es La Liga,37-149,1988,0.8,2,2.65,1,1,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
1774,Guido Rodríguez,ar ARG,MF,West Ham,eng Premier League,31-204,1994,1.0,1,1.00,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
1775,Javi Rodríguez,es ESP,DF,Celta Vigo,es La Liga,22-129,2003,6.4,11,1.72,10,0,0,0,1,0,0,0.00,0,0,0,0,0,0,Matches
1776,Jesus Rodríguez,es ESP,FW,Como,it Serie A,19-346,2005,4.8,20,4.14,14,1,2,2,1,0,3,0.62,2,0,0,0,1,0,Matches
1777,Ricardo Rodríguez,ch SUI,DF,Betis,es La Liga,33-069,1992,5.0,7,1.41,7,0,0,0,0,0,1,0.20,1,0,0,0,0,0,Matches
1778,Rodrygo,br BRA,FWMF,Real Madrid,es La Liga,24-297,2001,2.8,20,7.23,11,2,4,2,1,0,1,0.36,0,0,0,1,0,0,Matches
1779,Robin Roefs,nl NED,GK,Sunderland,eng Premier League,22-289,2003,9.0,2,0.22,2,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
1780,Morgan Rogers,eng ENG,MFFW,Aston Villa,eng Premier League,23-099,2002,9.9,18,1.82,13,0,1,1,2,1,4,0.40,3,0,1,0,0,0,Matches
1781,Merlin Röhl,de GER,MFFW,Everton,eng Premier League,23-120,2002,0.8,1,1.27,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
1782,Merlin Röhl,de GER,FWMF,Freiburg,de Bundesliga,23-120,2002,0.7,2,2.73,2,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
1783,Filippo Romagna,it ITA,DF,Sassuolo,it Serie A,28-160,1997,2.2,2,0.90,2,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
1784,Alessio Romagnoli,it ITA,DF,Lazio,it Serie A,30-294,1995,7.0,4,0.57,4,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
1785,Leo Román,es ESP,GK,Mallorca,es La Liga,25-119,2000,10.0,1,0.10,0,1,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
1786,Miguel Román,es ESP,MF,Celta Vigo,es La Liga,22-311,2002,1.8,2,1.13,2,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
1787,Carlos Romero,es ESP,DF,Espanyol,es La Liga,24-004,2001,9.7,24,2.47,19,0,2,3,0,0,3,0.31,2,0,0,1,0,0,Matches
1788,Cristian Romero,ar ARG,DF,Tottenham,eng Premier League,27-189,1998,7.3,8,1.09,7,0,0,0,0,1,2,0.27,2,0,0,0,0,0,Matches
1789,Isaac Romero,es ESP,FW,Sevilla,es La Liga,25-168,2000,7.0,12,1.72,8,0,1,2,1,0,3,0.43,2,0,0,0,1,0,Matches
1790,Iván Romero,es ESP,FW,Levante,es La Liga,24-206,2001,7.7,20,2.59,12,1,3,2,2,0,4,0.52,2,0,1,1,0,0,Matches
1791,Rômulo,br BRA,FW,RB Leipzig,de Bundesliga,23-267,2002,7.9,23,2.90,19,0,0,1,2,1,4,0.50,4,0,0,0,0,0,Matches
1792,Salomón Rondón,ve VEN,FW,Oviedo,es La Liga,36-047,1989,6.3,11,1.74,7,0,3,1,0,0,1,0.16,0,0,1,0,0,0,Matches
1793,Valentin Rongier,fr FRA,MF,Rennes,fr Ligue 1,30-330,1994,8.5,26,3.06,24,0,1,0,1,0,2,0.24,2,0,0,0,0,0,Matches
1794,Marten de Roon,nl NED,MF,Atalanta,it Serie A,34-218,1991,6.0,7,1.16,4,0,0,1,0,2,1,0.17,1,0,0,0,0,0,Matches
1795,Pablo Rosario,do DOM,MF,Nice,fr Ligue 1,28-299,1997,0.3,3,9.64,2,0,0,1,0,0,1,3.21,0,0,0,1,0,0,Matches
1796,Max Rosenfelder,de GER,DF,Freiburg,de Bundesliga,22-265,2003,1.3,1,0.74,0,0,0,0,1,0,0,0.00,0,0,0,0,0,0,Matches
1797,Valentin Rosier,fr FRA,DFMF,Osasuna,es La Liga,29-075,1996,6.8,11,1.62,10,1,0,0,0,0,1,0.15,1,0,0,0,0,0,Matches
1798,Tom Rothe,de GER,DF,Union Berlin,de Bundesliga,21-004,2004,3.9,5,1.27,4,0,0,1,0,0,0,0.00,0,0,0,0,0,0,Matches
1799,Anthony Rouault,fr FRA,DF,Rennes,fr Ligue 1,24-157,2001,7.0,7,1.00,5,0,0,2,0,0,0,0.00,0,0,0,0,0,0,Matches
1800,Nicolò Rovella,it ITA,MF,Lazio,it Serie A,23-333,2001,2.2,10,4.50,6,4,0,0,0,0,2,0.90,1,1,0,0,0,0,Matches
1801,Jonathan Rowe,eng ENG,FWMF,Bologna,it Serie A,22-186,2003,1.6,5,3.19,4,0,0,0,0,1,1,0.64,1,0,0,0,0,0,Matches
1802,Jonathan Rowe,eng ENG,FW,Marseille,fr Ligue 1,22-186,2003,0.7,1,1.45,0,0,0,0,1,0,0,0.00,0,0,0,0,0,0,Matches
1803,Amir Rrahmani,xk KVX,DF,Napoli,it Serie A,31-251,1994,3.0,4,1.33,4,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
1804,Rubén,es ESP,DF,Espanyol,es La Liga,24-271,2001,2.4,8,3.29,5,3,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
