,,,,,,,,,Touches,,,,,,,Take-Ons,,,,,Carries,,,,,,,,Receiving,,
Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,Touches,Def Pen,Def 3rd,Mid 3rd,Att 3rd,Att Pen,Live,Att,Succ,Succ%,Tkld,Tkld%,Carries,TotDist,PrgDist,PrgC,1/3,CPA,Mis,Dis,Rec,PrgR,Matches
1884,Kevin Schade,de GER,FW,Brentford,eng Premier League,23-340,2001,9.2,274,15,47,112,123,35,273,26,6,23.1,18,69.2,119,957,392,17,10,12,29,14,166,30,Matches
1885,András Schäfer,hu HUN,MF,Union Berlin,de Bundesliga,26-203,1999,3.4,152,8,33,75,44,2,152,6,1,16.7,5,83.3,47,132,63,1,2,0,11,3,60,7,Matches
1886,Fabian Schär,ch SUI,DF,Newcastle Utd,eng Premier League,33-317,1991,4.2,307,41,161,127,20,4,307,0,0,,0,,196,740,428,3,1,0,3,0,210,1,Matches
1887,Derry Scherhant,de GER,FW,Freiburg,de Bundesliga,22-357,2002,3.1,128,2,19,35,77,16,128,16,3,18.8,11,68.8,66,541,289,9,9,4,8,3,74,27,Matches
1888,Patrik Schick,cz CZE,FW,Leverkusen,de Bundesliga,29-282,1996,5.5,160,10,23,63,75,16,158,5,2,40.0,3,60.0,56,191,69,2,2,1,18,2,107,18,Matches
1889,Stefan Schimmer,de GER,FW,Heidenheim,de Bundesliga,31-188,1994,2.4,74,5,10,22,42,12,74,3,1,33.3,1,33.3,34,119,42,2,1,0,6,2,54,9,Matches
1890,Xaver Schlager,at AUT,MF,RB Leipzig,de Bundesliga,28-035,1997,2.8,181,9,33,113,37,4,181,4,4,100.0,0,0.0,105,666,335,10,5,1,5,2,123,5,Matches
1891,Keven Schlotterbeck,de GER,DF,Augsburg,de Bundesliga,28-188,1997,4.5,283,28,116,138,30,8,283,2,2,100.0,0,0.0,138,483,202,1,2,0,4,0,171,12,Matches
1892,Nico Schlotterbeck,de GER,DF,Dortmund,de Bundesliga,25-336,1999,5.0,433,48,174,226,39,4,433,6,3,50.0,3,50.0,262,1332,708,5,5,0,1,2,293,2,Matches
1893,Romano Schmid,at AUT,MFFW,Werder Bremen,de Bundesliga,25-279,2000,8.6,456,5,43,208,212,22,453,17,6,35.3,10,58.8,259,1483,820,19,19,2,15,17,327,49,Matches
1894,Isaac Schmidt,ch SUI,DFMF,Werder Bremen,de Bundesliga,25-330,1999,1.3,104,5,35,40,31,4,104,3,2,66.7,1,33.3,42,238,108,6,2,2,8,2,53,10,Matches
1895,Joël Schmied,ch SUI,DF,Köln,de Bundesliga,27-040,1998,6.6,296,27,133,129,34,4,296,0,0,,0,,147,675,205,3,4,0,6,0,181,6,Matches
1896,Jan Schöppner,de GER,MF,Heidenheim,de Bundesliga,26-143,1999,7.4,294,30,98,130,72,13,294,12,5,41.7,7,58.3,123,704,326,7,6,0,7,5,167,22,Matches
1897,Marvin Schwäbe,de GER,GK,Köln,de Bundesliga,30-191,1995,8.0,413,310,405,8,0,0,413,0,0,,0,,203,901,582,0,0,0,1,0,209,0,Matches
1898,Léo Scienza,br BRA,MFFW,Heidenheim,de Bundesliga,27-050,1998,2.0,74,0,8,32,35,5,74,10,3,30.0,6,60.0,56,444,242,11,4,2,6,2,53,10,Matches
1899,Alex Scott,eng ENG,MF,Bournemouth,eng Premier League,22-073,2003,6.6,403,16,77,215,115,7,403,16,4,25.0,9,56.3,214,1274,552,14,15,2,9,5,258,17,Matches
1900,Sebastian Sebulonsen,no NOR,DF,Köln,de Bundesliga,25-279,2000,7.1,300,25,107,82,114,17,300,10,4,40.0,6,60.0,108,549,286,8,4,3,12,2,133,34,Matches
1901,Jenson Seelt,nl NED,DF,Sunderland,eng Premier League,22-163,2003,1.5,125,16,47,73,6,0,125,0,0,,0,,88,524,358,2,1,0,0,1,85,0,Matches
1902,Jenson Seelt,nl NED,DF,Wolfsburg,de Bundesliga,22-163,2003,1.1,64,20,30,34,1,0,64,1,0,0.0,1,100.0,26,137,66,1,0,0,0,0,31,0,Matches
1903,Alidu Seidu,gh GHA,DF,Rennes,fr Ligue 1,25-151,2000,4.8,396,18,98,236,67,2,396,9,5,55.6,3,33.3,259,1547,808,11,8,0,6,7,259,16,Matches
1904,Nicolas Seiwald,at AUT,MF,RB Leipzig,de Bundesliga,24-182,2001,8.2,397,38,163,195,41,10,397,4,3,75.0,0,0.0,198,842,362,3,2,1,4,2,229,6,Matches
1905,Ayumu Seko,jp JPN,MFDF,Le Havre,fr Ligue 1,25-148,2000,9.2,374,33,118,211,45,4,374,0,0,,0,,184,765,338,2,6,0,4,1,232,8,Matches
1906,Matz Sels,be BEL,GK,Nott'ham Forest,eng Premier League,33-249,1992,10.0,319,247,311,8,0,0,319,0,0,,0,,167,853,453,0,0,0,0,0,140,0,Matches
1907,Antoine Semenyo,gh GHA,FWMF,Bournemouth,eng Premier League,25-299,2000,9.0,402,9,54,140,223,37,401,41,20,48.8,17,41.5,228,1759,932,28,17,11,23,18,249,51,Matches
1908,Adrian Šemper,hr CRO,GK,Pisa,it Serie A,27-294,1998,9.0,315,275,313,2,0,0,315,0,0,,0,,190,963,634,0,0,0,0,0,160,0,Matches
1909,Marvin Senaya,tg TOG,DF,Auxerre,fr Ligue 1,24-278,2001,10.6,575,30,219,245,118,10,575,13,2,15.4,10,76.9,288,1266,574,13,7,2,8,2,312,22,Matches
1910,Marcos Senesi,ar ARG,DF,Bournemouth,eng Premier League,28-176,1997,8.9,694,100,326,332,38,9,694,1,1,100.0,0,0.0,403,1947,1303,5,2,0,6,3,433,2,Matches
1911,Suat Serdar,de GER,MF,Hellas Verona,it Serie A,28-205,1997,8.4,354,14,73,177,107,18,354,14,8,57.1,3,21.4,196,993,489,15,6,3,11,6,201,8,Matches
1912,Nicolás Serrano,es ESP,FW,Athletic Club,es La Liga,22-242,2003,1.3,89,1,5,28,57,7,89,7,2,28.6,4,57.1,50,299,128,6,5,2,3,2,64,20,Matches
1913,Benjamin Šeško,si SVN,FW,Manchester Utd,eng Premier League,22-155,2003,6.5,179,8,18,94,70,23,179,8,2,25.0,6,75.0,79,275,124,4,3,2,11,5,120,23,Matches
1914,Ryan Sessegnon,eng ENG,DF,Fulham,eng Premier League,25-168,2000,8.3,521,36,184,204,136,24,521,10,3,30.0,7,70.0,243,1312,656,20,13,7,18,7,272,41,Matches
1915,Stephan El Shaarawy,it ITA,MFFW,Roma,it Serie A,33-006,1992,1.4,83,2,8,33,43,6,83,3,0,0.0,2,66.7,47,354,223,9,7,2,3,1,62,12,Matches
1916,Luke Shaw,eng ENG,DF,Manchester Utd,eng Premier League,30-113,1995,9.4,597,47,224,315,61,1,597,6,1,16.7,5,83.3,321,1602,911,9,13,0,2,3,368,7,Matches
1917,Kwasi Sibo,gh GHA,MF,Oviedo,es La Liga,27-131,1998,3.6,162,12,74,77,13,0,162,3,2,66.7,1,33.3,83,325,105,0,2,0,3,5,97,0,Matches
1918,Djibril Sidibé,fr FRA,DFMF,Toulouse,fr Ligue 1,33-096,1992,6.1,312,20,87,150,78,9,312,3,2,66.7,1,33.3,156,717,424,5,2,0,7,0,191,29,Matches
1919,Armindo Sieb,de GER,FWMF,Mainz 05,de Bundesliga,22-258,2003,3.2,117,1,9,37,73,20,117,5,3,60.0,1,20.0,63,431,213,9,8,6,13,10,76,21,Matches
1920,Jamil Siebert,de GER,DF,Lecce,it Serie A,23-214,2002,0.9,47,14,30,17,0,0,47,0,0,,0,,27,63,8,0,0,0,0,1,28,0,Matches
1921,Francisco Sierralta,cl CHI,DF,Auxerre,fr Ligue 1,28-180,1997,8.6,457,56,229,207,24,17,457,2,2,100.0,0,0.0,250,1029,381,1,0,0,3,0,287,2,Matches
1922,Tim Siersleben,de GER,DF,Heidenheim,de Bundesliga,25-238,2000,6.0,333,54,186,124,25,5,333,0,0,,0,,151,871,599,7,2,1,7,2,191,7,Matches
1923,André Silva,pt POR,FW,Elche,es La Liga,29-361,1995,6.0,226,5,11,108,107,29,226,15,8,53.3,4,26.7,138,647,337,14,7,4,23,10,177,35,Matches
1924,Bernardo Silva,pt POR,MF,Manchester City,eng Premier League,31-084,1994,5.2,315,13,74,146,96,10,315,10,2,20.0,7,70.0,192,934,372,7,6,3,11,8,214,26,Matches
1925,Caio Henrique Oliveira Silva,br BRA,DF,Monaco,fr Ligue 1,28-094,1997,6.6,454,17,92,234,130,6,454,7,2,28.6,5,71.4,233,1093,597,9,10,0,3,2,288,30,Matches
1926,Fábio Silva,pt POR,FWMF,Dortmund,de Bundesliga,23-106,2002,0.4,25,0,0,6,19,4,25,3,2,66.7,1,33.3,19,94,44,1,2,0,1,3,23,10,Matches
1927,Jota Silva,pt POR,FW,Nott'ham Forest,eng Premier League,26-093,1999,0.1,7,0,2,1,4,2,7,0,0,,0,,2,3,2,0,0,0,1,0,4,1,Matches
1928,Marco Silvestri,it ITA,GK,Cremonese,it Serie A,34-245,1991,4.0,169,160,169,0,0,0,169,0,0,,0,,80,321,189,0,0,0,0,0,69,0,Matches
1929,Abdallah Sima,sn SEN,MF,Lens,fr Ligue 1,24-138,2001,1.4,65,1,12,25,29,5,65,2,0,0.0,2,100.0,25,166,56,3,2,1,7,0,40,9,Matches
1930,Giovanni Simeone,ar ARG,FW,Torino,it Serie A,30-120,1995,6.6,208,6,12,105,95,28,208,17,6,35.3,8,47.1,131,698,237,11,3,5,24,16,154,37,Matches
1931,Giuliano Simeone,ar ARG,MFFW,Atlético Madrid,es La Liga,22-319,2002,9.1,504,10,87,183,240,50,504,30,14,46.7,12,40.0,303,1543,770,31,16,14,25,9,359,86,Matches
1932,Moses Simon,ng NGA,FWMF,Paris FC,fr Ligue 1,30-113,1995,9.2,315,1,27,91,202,37,315,30,11,36.7,18,60.0,205,1506,827,40,17,16,18,21,234,91,Matches
1933,Unai Simón,es ESP,GK,Athletic Club,es La Liga,28-144,1997,11.0,390,276,381,10,0,0,390,0,0,,0,,198,1097,681,0,0,0,1,0,178,0,Matches
1934,Xavi Simons,nl NED,FWMF,Tottenham,eng Premier League,22-195,2003,5.0,278,5,43,116,125,6,278,21,6,28.6,11,52.4,151,1133,575,18,15,5,18,7,180,23,Matches
1935,Xavi Simons,nl NED,MF,RB Leipzig,de Bundesliga,22-195,2003,1.0,49,3,18,22,11,1,49,4,2,50.0,2,50.0,31,196,98,3,0,0,3,0,33,3,Matches
1936,Danel Sinani,lu LUX,MFFW,St. Pauli,de Bundesliga,28-211,1997,8.3,570,4,40,297,239,24,569,13,6,46.2,6,46.2,250,1156,492,12,11,4,18,13,402,48,Matches
1937,Lassine Sinayoko,ml MLI,FWMF,Auxerre,fr Ligue 1,25-329,1999,10.2,339,3,24,140,180,40,338,32,13,40.6,18,56.3,206,1035,437,15,11,5,22,20,250,68,Matches
1938,Antonio Sivera,es ESP,GK,Alavés,es La Liga,29-083,1996,10.0,285,219,284,1,0,0,285,0,0,,0,,116,690,442,0,0,0,0,0,87,0,Matches
1939,Telli Siwe,fr FRA,DF,Auxerre,fr Ligue 1,20-323,2004,2.5,97,14,48,44,7,1,97,4,1,25.0,3,75.0,52,162,57,2,1,0,2,2,53,0,Matches
1940,Tim Skarke,de GER,MFDF,Union Berlin,de Bundesliga,29-056,1996,3.5,127,5,22,52,55,11,127,3,1,33.3,2,66.7,67,292,111,7,3,3,7,2,73,20,Matches
1941,Ellyes Skhiri,tn TUN,MF,Eint Frankfurt,de Bundesliga,30-176,1995,4.1,290,18,91,162,37,4,290,2,1,50.0,0,0.0,136,554,246,1,3,0,4,1,193,3,Matches
1942,Leo Skiri Østigård,no NOR,DF,Genoa,it Serie A,25-339,1999,6.5,478,56,268,195,15,6,478,0,0,,0,,261,1113,462,0,1,0,2,1,298,0,Matches
1943,Łukasz Skorupski,pl POL,GK,Bologna,it Serie A,34-181,1991,8.0,406,269,405,1,0,0,406,0,0,,0,,245,1050,676,0,0,0,0,0,244,0,Matches
1944,Andreas Skov Olsen,dk DEN,FW,Wolfsburg,de Bundesliga,25-308,1999,4.0,162,9,36,57,69,10,162,4,3,75.0,1,25.0,98,490,251,8,4,3,4,1,122,23,Matches
1945,Robert Skov,dk DEN,DF,Union Berlin,de Bundesliga,29-166,1996,2.4,109,5,31,46,32,2,109,3,3,100.0,0,0.0,56,335,183,8,3,1,5,2,52,1,Matches
1946,Adam Smith,eng ENG,DF,Bournemouth,eng Premier League,34-187,1991,2.3,106,6,25,61,20,2,106,1,0,0.0,0,0.0,32,121,61,1,2,1,3,0,56,2,Matches
1947,Eric Smith,se SWE,DF,St. Pauli,de Bundesliga,28-298,1997,9.0,714,57,281,387,48,2,714,6,5,83.3,1,16.7,341,1432,725,5,7,1,7,1,482,7,Matches
1948,Emile Smith Rowe,eng ENG,MF,Fulham,eng Premier League,25-097,2000,2.5,171,3,23,70,78,9,171,7,1,14.3,6,85.7,96,438,233,5,5,2,4,0,123,12,Matches
1949,Ivan Smolčić,hr CRO,DF,Como,it Serie A,25-077,2000,5.6,373,23,126,193,54,5,373,0,0,,0,,169,563,284,3,3,0,3,1,210,16,Matches
1950,Simon Sohm,ch SUI,MF,Fiorentina,it Serie A,24-205,2001,3.4,176,4,37,115,26,5,176,6,3,50.0,2,33.3,111,545,336,10,4,0,4,4,131,10,Matches
1951,Alex Sola,es ESP,FW,Getafe,es La Liga,26-146,1999,0.1,7,0,0,5,2,0,7,4,0,0.0,2,50.0,4,11,7,0,0,0,1,0,3,1,Matches
1952,Dominic Solanke,eng ENG,FW,Tottenham,eng Premier League,28-049,1997,0.4,11,1,3,2,6,4,11,0,0,,0,,5,15,1,0,0,0,2,0,6,2,Matches
1953,Carlos Soler,es ESP,MF,Real Sociedad,es La Liga,28-304,1997,4.2,233,2,30,132,72,9,233,7,4,57.1,2,28.6,142,725,463,11,9,0,3,4,165,8,Matches
1954,Julio Soler,ar ARG,FW,Bournemouth,eng Premier League,20-259,2005,0.0,0,0,0,0,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,Matches
1955,Oumar Solet,fr FRA,DF,Udinese,it Serie A,25-268,2000,9.7,726,102,299,359,76,8,726,16,6,37.5,6,37.5,430,2630,1504,15,17,2,8,4,467,6,Matches
1956,Jhon Solis,co COL,MF,Girona,es La Liga,21-030,2004,3.6,173,7,49,99,27,2,173,10,3,30.0,7,70.0,111,634,236,3,3,0,5,3,117,3,Matches
1957,Manor Solomon,il ISR,MF,Villarreal,es La Liga,26-101,1999,1.2,62,0,9,12,41,2,62,9,5,55.6,4,44.4,36,234,103,4,2,0,6,2,34,10,Matches
1958,Yann Sommer,ch SUI,GK,Inter,it Serie A,36-320,1988,7.0,265,193,257,8,0,0,265,0,0,,0,,167,744,500,0,0,0,0,0,171,0,Matches
1959,Oliver Sonne,pe PER,DFFW,Burnley,eng Premier League,24-357,2000,1.2,38,0,13,8,17,2,38,2,1,50.0,1,50.0,13,31,12,0,0,0,0,0,17,3,Matches
1960,David Soria,es ESP,GK,Getafe,es La Liga,32-212,1993,11.0,348,253,345,3,0,0,348,0,0,,0,,123,783,518,0,0,0,0,0,100,0,Matches
1961,Borna Sosa,hr CRO,DF,Crystal Palace,eng Premier League,27-285,1998,0.0,5,1,1,3,2,0,5,0,0,,0,,2,39,32,0,0,0,0,0,1,0,Matches
1962,Hugo Sotelo,es ESP,MF,Celta Vigo,es La Liga,21-318,2003,6.8,546,20,108,335,106,2,546,1,0,0.0,1,100.0,295,1537,776,12,8,1,4,5,388,6,Matches
1963,Florian Sotoca,fr FRA,MFFW,Lens,fr Ligue 1,35-008,1990,0.3,20,0,7,6,7,0,20,1,1,100.0,0,0.0,12,37,22,1,1,0,2,1,14,1,Matches
1964,Riccardo Sottil,it ITA,FW,Lecce,it Serie A,26-152,1999,2.7,107,0,6,27,77,4,107,15,2,13.3,9,60.0,74,603,286,9,8,2,7,2,79,21,Matches
1965,Tomáš Souček,cz CZE,MF,West Ham,eng Premier League,30-248,1995,4.1,207,22,62,108,37,7,207,3,0,0.0,3,100.0,80,236,103,1,1,0,4,0,116,7,Matches
1966,Matìas Soulé,ar ARG,MFFW,Roma,it Serie A,22-201,2003,7.3,419,7,23,190,215,22,419,32,11,34.4,12,37.5,269,1875,930,33,32,10,16,14,319,58,Matches
1967,Aboubaka Soumahoro,fr FRA,DF,Hamburger SV,de Bundesliga,20-271,2005,0.5,27,6,14,11,2,0,27,0,0,,0,,19,73,17,0,0,0,1,0,19,0,Matches
1968,Sambou Soumano,sn SEN,FW,Lorient,fr Ligue 1,24-303,2001,3.8,106,4,9,58,40,16,105,5,3,60.0,2,40.0,55,255,81,3,0,0,9,10,68,16,Matches
1969,Issa Soumaré,sn SEN,FWMF,Le Havre,fr Ligue 1,25-023,2000,10.0,364,12,47,155,168,30,363,25,9,36.0,15,60.0,215,1434,571,25,13,8,36,17,271,62,Matches
1970,Vinicius Souza,br BRA,MF,Wolfsburg,de Bundesliga,26-138,1999,6.7,310,46,120,145,46,3,310,4,0,0.0,4,100.0,119,492,214,1,3,0,9,1,152,6,Matches
1971,Djibril Sow,ch SUI,MF,Sevilla,es La Liga,28-269,1997,5.4,264,1,42,161,63,7,264,7,1,14.3,4,57.1,159,915,381,8,8,2,7,4,193,9,Matches
1972,Djed Spence,eng ENG,DF,Tottenham,eng Premier League,25-085,2000,7.4,446,24,126,211,113,7,446,20,6,30.0,13,65.0,256,1610,866,24,18,3,9,11,300,35,Matches
1973,Leonardo Spinazzola,it ITA,DFMF,Napoli,it Serie A,32-222,1993,5.9,377,15,76,168,137,21,377,16,5,31.3,8,50.0,220,1586,824,24,15,7,13,4,255,27,Matches
1974,Anton Stach,de GER,MF,Leeds United,eng Premier League,26-352,1998,7.9,419,14,71,210,143,15,419,15,6,40.0,7,46.7,193,995,472,13,14,3,5,5,262,22,Matches
1975,Jens Stage,dk DEN,MF,Werder Bremen,de Bundesliga,28-359,1996,6.2,299,23,118,137,45,16,299,9,5,55.6,3,33.3,146,664,265,2,2,0,4,3,187,10,Matches
1976,Benjamin Stambouli,fr FRA,MF,Metz,fr Ligue 1,35-081,1990,5.9,323,23,128,172,25,6,323,6,4,66.7,2,33.3,193,684,319,2,5,0,8,4,231,2,Matches
1977,Nicolae Stanciu,ro ROU,MFFW,Genoa,it Serie A,32-179,1993,1.9,110,2,14,55,42,5,110,2,1,50.0,1,50.0,64,339,149,3,3,0,3,2,68,8,Matches
1978,Otto Stange,de GER,MF,Hamburger SV,de Bundesliga,18-266,2007,0.2,7,0,1,1,5,2,7,0,0,,0,,2,8,6,1,0,1,2,0,2,2,Matches
1979,Josip Stanišić,hr CRO,DF,Bayern Munich,de Bundesliga,25-214,2000,3.1,228,20,52,116,61,7,228,1,0,0.0,1,100.0,142,614,308,5,8,2,5,0,156,14,Matches
1980,Carl Starfelt,se SWE,DF,Celta Vigo,es La Liga,30-154,1995,1.9,154,34,70,79,5,2,154,1,0,0.0,1,100.0,85,240,89,0,0,0,2,0,113,0,Matches
1981,Niklas Stark,de GER,DF,Werder Bremen,de Bundesliga,30-202,1995,1.6,104,18,48,55,1,0,104,0,0,,0,,63,356,197,0,0,0,1,0,64,0,Matches
1982,Orri Steinn Óskarsson,is ISL,FW,Real Sociedad,es La Liga,21-065,2004,1.3,30,3,3,13,14,6,30,1,1,100.0,0,0.0,16,41,20,0,0,0,3,1,21,9,Matches
1983,Calvin Stengs,nl NED,MF,Pisa,it Serie A,26-319,1998,0.1,23,0,0,11,12,0,23,0,0,,0,,17,118,79,4,1,0,0,2,17,1,Matches
1984,Pascal Stenzel,de GER,DF,Stuttgart,de Bundesliga,29-227,1996,0.7,51,1,11,23,18,2,51,0,0,,0,,31,120,53,0,2,0,0,0,31,7,Matches
1985,Angelo Stiller,de GER,MF,Stuttgart,de Bundesliga,24-212,2001,7.6,671,21,108,406,164,15,670,10,7,70.0,3,30.0,350,1513,827,19,11,2,4,3,472,16,Matches
1986,Kevin Stöger,at AUT,MF,Gladbach,de Bundesliga,32-067,1993,4.5,264,0,31,138,96,9,263,8,2,25.0,6,75.0,108,544,222,6,7,0,3,4,169,28,Matches
1987,John Stones,eng ENG,DF,Manchester City,eng Premier League,31-158,1994,3.6,274,32,129,124,24,1,274,2,2,100.0,0,0.0,175,955,460,3,3,0,2,1,204,4,Matches
1988,Jørgen Strand Larsen,no NOR,FW,Wolves,eng Premier League,25-269,2000,6.9,178,10,17,86,75,30,177,5,3,60.0,2,40.0,93,311,123,2,1,1,17,6,137,25,Matches
1989,Pascal Struijk,nl NED,DF,Leeds United,eng Premier League,26-083,1999,8.0,591,64,270,293,28,12,591,0,0,,0,,343,1520,852,1,0,0,3,5,421,3,Matches
1990,Cristhian Stuani,uy URU,FW,Girona,es La Liga,39-021,1986,1.9,40,4,8,23,9,6,37,1,1,100.0,0,0.0,10,35,2,0,0,0,3,1,20,3,Matches
1991,Nikola Štulić,rs SRB,FW,Lecce,it Serie A,24-055,2001,5.5,154,5,10,67,80,22,154,6,2,33.3,2,33.3,64,206,84,3,5,0,16,3,101,27,Matches
1992,Denis Suárez,es ESP,MF,Alavés,es La Liga,31-300,1994,2.9,208,6,34,121,56,3,208,14,5,35.7,7,50.0,120,674,403,9,9,0,4,2,149,3,Matches
1993,Gabriel Suazo,cl CHI,DFMF,Sevilla,es La Liga,28-085,1997,8.3,569,21,162,245,169,10,569,14,7,50.0,5,35.7,238,1098,541,14,8,1,13,9,293,47,Matches
1994,Luka Sučić,hr CRO,MF,Real Sociedad,es La Liga,23-055,2002,1.4,70,0,7,37,28,3,70,4,2,50.0,2,50.0,44,265,134,2,3,0,2,2,47,4,Matches
1995,Petar Sucic,hr CRO,MF,Inter,it Serie A,22-008,2003,4.4,248,8,45,121,83,10,248,7,4,57.1,3,42.9,140,836,432,12,10,1,4,5,193,28,Matches
1996,Yukinari Sugawara,jp JPN,DF,Werder Bremen,de Bundesliga,25-127,2000,7.8,508,36,170,218,120,18,508,9,3,33.3,6,66.7,251,1209,654,16,11,3,9,1,306,46,Matches
1997,Pavel Šulc,cz CZE,FWMF,Lyon,fr Ligue 1,24-308,2000,4.5,145,0,16,60,69,19,145,8,4,50.0,3,37.5,74,373,190,8,7,4,14,5,97,17,Matches
1998,Niklas Süle,de GER,DF,Dortmund,de Bundesliga,30-060,1995,0.5,18,0,6,9,3,0,18,0,0,,0,,16,69,15,0,0,0,0,1,14,0,Matches
1999,Kamaldeen Sulemana,gh GHA,MF,Atalanta,it Serie A,23-260,2002,5.3,214,3,24,98,102,23,214,31,9,29.0,18,58.1,149,1031,544,19,13,7,12,7,167,43,Matches
2000,Crysencio Summerville,nl NED,MFFW,West Ham,eng Premier League,24-003,2001,5.3,221,12,34,89,104,16,221,25,10,40.0,11,44.0,129,1133,441,12,17,5,14,8,151,33,Matches
2001,Yuito Suzuki,jp JPN,MF,Freiburg,de Bundesliga,24-008,2001,2.3,68,2,16,32,21,7,68,2,0,0.0,2,100.0,37,201,98,6,3,2,4,5,42,10,Matches
2002,Zion Suzuki,jp JPN,GK,Parma,it Serie A,23-073,2002,9.0,390,273,373,17,0,0,390,0,0,,0,,199,1095,728,0,0,0,0,0,155,0,Matches
2003,Mattias Svanberg,se SWE,MF,Wolfsburg,de Bundesliga,26-301,1999,3.5,123,7,35,62,26,9,123,2,0,0.0,2,100.0,61,209,108,3,1,2,3,0,76,7,Matches
2004,Daniel Svensson,se SWE,DFMF,Dortmund,de Bundesliga,23-263,2002,8.3,474,23,99,191,186,15,474,3,2,66.7,0,0.0,214,1056,540,16,8,2,5,5,262,61,Matches
2005,Mile Svilar,rs SRB,GK,Roma,it Serie A,26-067,1999,9.0,366,306,363,3,0,0,366,0,0,,0,,211,1173,628,0,0,0,0,0,191,0,Matches
2006,Williot Swedberg,se SWE,MFFW,Celta Vigo,es La Liga,21-274,2004,2.6,77,3,5,29,43,10,77,7,2,28.6,3,42.9,46,174,61,2,0,1,5,6,61,17,Matches
2007,Lamine Sy,mr MTN,DF,Auxerre,fr Ligue 1,23-084,2002,0.4,33,1,8,15,10,0,33,1,1,100.0,0,0.0,18,199,139,5,3,0,1,0,19,4,Matches
2008,Fodé Sylla,fr FRA,MF,Lens,fr Ligue 1,19-200,2006,0.7,51,5,20,30,2,0,51,1,0,0.0,1,100.0,25,91,34,0,0,0,0,0,30,0,Matches
2009,Wojciech Szczęsny,pl POL,GK,Barcelona,es La Liga,35-198,1990,4.0,149,120,143,6,0,0,149,0,0,,0,,81,298,135,0,0,0,0,0,78,0,Matches
2010,Dominik Szoboszlai,hu HUN,MFDF,Liverpool,eng Premier League,25-008,2000,10.0,806,30,181,394,244,20,806,16,8,50.0,6,37.5,457,2468,1382,28,34,3,7,6,530,46,Matches
2011,Alexander Sørloth,no NOR,FW,Atlético Madrid,es La Liga,29-332,1995,4.8,159,2,12,75,74,26,159,13,4,30.8,7,53.8,67,408,191,12,5,8,14,9,126,29,Matches
2012,Musa Al-Taamari,jo JOR,FWDF,Rennes,fr Ligue 1,28-145,1997,4.7,209,3,19,58,134,29,209,20,5,25.0,15,75.0,127,1000,551,24,13,13,9,6,133,43,Matches
2013,Haris Tabakovic,ba BIH,FW,Gladbach,de Bundesliga,31-135,1994,5.3,145,17,21,76,49,25,145,4,1,25.0,3,75.0,66,193,54,3,0,3,15,5,114,17,Matches
2014,Nicolás Tagliafico,ar ARG,DF,Lyon,fr Ligue 1,33-063,1992,5.1,337,19,100,175,65,10,337,4,2,50.0,2,50.0,165,715,376,8,8,0,2,0,206,12,Matches
2015,Jonathan Tah,de GER,DF,Bayern Munich,de Bundesliga,29-264,1996,7.7,618,55,221,369,30,4,618,0,0,,0,,413,1929,1021,2,8,0,5,1,458,0,Matches
2016,Chemsdine Talbi,ma MAR,FWMF,Sunderland,eng Premier League,20-177,2005,6.2,210,9,35,80,101,16,210,4,2,50.0,2,50.0,131,740,389,11,8,0,10,3,146,34,Matches
2017,Montassar Talbi,tn TUN,DF,Lorient,fr Ligue 1,27-160,1998,10.0,550,81,304,223,24,11,550,1,1,100.0,0,0.0,351,1769,947,9,4,0,3,1,370,4,Matches
2018,Adrien Tameze,cm CMR,DFMF,Torino,it Serie A,31-271,1994,4.7,235,18,84,121,31,3,235,2,0,0.0,2,100.0,109,454,214,2,5,0,3,1,144,6,Matches
2019,Ao Tanaka,jp JPN,MF,Leeds United,eng Premier League,27-053,1998,3.6,230,2,42,150,40,3,230,2,0,0.0,1,50.0,140,580,288,2,5,0,4,4,170,4,Matches
2020,Axel Tapé,fr FRA,DF,Leverkusen,de Bundesliga,18-084,2007,1.8,86,1,24,46,18,2,86,12,6,50.0,4,33.3,61,360,163,3,0,1,5,2,67,5,Matches
2021,Edmond Tapsoba,bf BFA,DF,Leverkusen,de Bundesliga,26-273,1999,9.0,862,88,363,454,48,10,862,3,1,33.3,2,66.7,564,2916,1651,3,8,0,4,0,636,4,Matches
2022,James Tarkowski,eng ENG,DF,Everton,eng Premier League,32-348,1992,9.0,523,89,260,229,35,13,523,4,2,50.0,2,50.0,270,1329,793,5,3,1,6,0,287,3,Matches
2023,César Tárrega,es ESP,DF,Valencia,es La Liga,23-249,2002,11.0,718,138,435,268,18,3,718,5,3,60.0,1,20.0,368,1659,908,4,1,0,5,1,443,1,Matches
2024,Tylel Tati,fr FRA,DF,Nantes,fr Ligue 1,17-287,2008,8.7,513,107,335,174,7,1,513,7,5,71.4,2,28.6,341,1461,736,3,1,0,4,1,365,0,Matches
2025,Nuno Tavares,pt POR,DF,Lazio,it Serie A,25-280,2000,5.1,403,11,119,187,105,8,403,23,13,56.5,8,34.8,216,1306,802,23,14,6,11,4,262,17,Matches
2026,Marcus Tavernier,eng ENG,MFFW,Bournemouth,eng Premier League,26-225,1999,7.5,376,9,49,150,184,30,375,27,9,33.3,17,63.0,219,1226,477,20,14,4,16,18,258,51,Matches
