,,,,,,,,,Performance,,,,,,,,,,,,,Aerial Duels,,,
Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,CrdY,CrdR,2CrdY,Fls,Fld,Off,Crs,Int,TklW,PKwon,PKcon,OG,Recov,Won,Lost,Won%,Matches
2302,Allan Saint-Maximin,fr FRA,FWMF,Newcastle Utd,eng Premier League,23,1997,17.3,0,0,0,11,45,5,21,9,11,0,1,0,100,5,13,27.8,Matches
2303,Borja Sainz,es ESP,MFFW,Alavés,es La Liga,19,2001,5.0,1,0,0,14,7,4,11,5,8,0,0,0,35,3,12,20.0,Matches
2304,Romain Saïss,ma MAR,DF,Wolves,eng Premier League,30,1990,26.7,2,0,0,29,11,1,17,39,18,0,2,0,219,89,53,62.7,Matches
2305,Bukayo Saka,eng ENG,FWDF,Arsenal,eng Premier League,18,2001,28.4,1,0,0,28,64,15,82,27,19,1,0,1,176,15,43,25.9,Matches
2306,Hiroki Sakai,jp JPN,DF,Marseille,fr Ligue 1,30,1990,26.5,6,1,0,42,18,2,31,38,61,0,0,0,206,48,37,56.5,Matches
2307,Moïse Sakava,cm CMR,MF,Reims,fr Ligue 1,19,2000,0.1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,Matches
2308,Mamadou Sakho,fr FRA,DF,Crystal Palace,eng Premier League,30,1990,3.1,0,0,0,2,1,0,0,0,2,0,1,0,17,5,8,38.5,Matches
2309,Jacopo Sala,it ITA,DF,Spezia,it Serie A,28,1991,4.2,1,0,0,7,4,0,9,3,5,0,0,0,31,3,5,37.5,Matches
2310,Mohamed Salah,eg EGY,FW,Liverpool,eng Premier League,28,1992,34.2,0,0,0,22,22,13,47,9,13,2,0,0,191,21,52,28.8,Matches
2311,Eddy Salcedo,it ITA,FWMF,Hellas Verona,it Serie A,18,2001,8.4,3,0,0,14,15,3,11,3,2,1,0,0,49,31,64,32.6,Matches
2312,William Saliba,fr FRA,DF,Nice,fr Ligue 1,19,2001,20.0,2,0,0,16,10,0,0,34,8,0,1,0,191,35,22,61.4,Matches
2313,Romain Salin,fr FRA,GK,Rennes,fr Ligue 1,36,1984,15.0,2,0,0,0,2,0,0,0,0,0,0,0,99,0,0,,Matches
2314,Mohammed Salisu,gh GHA,DF,Southampton,eng Premier League,21,1999,9.4,1,0,0,10,4,0,2,26,19,0,0,0,75,26,18,59.1,Matches
2315,Roland Sallai,hu HUN,MFFW,Freiburg,de Bundesliga,23,1997,18.5,5,0,0,49,56,12,42,10,13,2,0,0,99,38,57,40.0,Matches
2316,Salvi,es ESP,MFFW,Cádiz,es La Liga,29,1991,21.5,5,0,0,16,29,7,84,18,12,0,1,0,125,18,36,33.3,Matches
2317,Lazar Samardzic,de GER,MFFW,RB Leipzig,de Bundesliga,18,2002,2.2,0,0,0,6,3,0,0,5,6,0,0,0,14,1,1,50.0,Matches
2318,Diadie Samassékou,ml MLI,MF,Hoffenheim,de Bundesliga,24,1996,28.5,3,0,0,43,45,0,7,68,45,0,0,0,381,49,59,45.4,Matches
2319,Mama Samba Baldé,gw GNB,FW,Dijon,fr Ligue 1,24,1995,24.0,4,0,0,38,40,16,10,13,20,1,0,0,104,67,112,37.4,Matches
2320,Junior Sambia,fr FRA,DFMF,Montpellier,fr Ligue 1,23,1996,27.2,2,0,0,24,44,3,61,34,35,1,0,0,177,37,43,46.3,Matches
2321,Frédéric Sammaritano,fr FRA,FWMF,Dijon,fr Ligue 1,34,1986,12.6,4,1,0,14,24,0,32,8,9,0,0,0,72,3,17,15.0,Matches
2322,Fede San Emeterio,es ESP,MF,Valladolid,es La Liga,23,1997,16.2,7,0,0,39,17,0,2,15,18,0,1,0,163,28,47,37.3,Matches
2323,Antonio Sanabria,py PAR,FW,Torino,it Serie A,24,1996,10.9,2,0,0,17,12,3,5,10,4,0,0,0,39,27,47,36.5,Matches
2324,Antonio Sanabria,py PAR,FW,Betis,es La Liga,24,1996,10.4,2,0,0,17,11,3,1,2,6,0,0,0,39,36,37,49.3,Matches
2325,Oihan Sancet,es ESP,FWMF,Athletic Club,es La Liga,20,2000,11.5,2,0,0,19,17,4,5,3,9,0,0,0,59,15,26,36.6,Matches
2326,Renato Sanches,pt POR,MF,Lille,fr Ligue 1,22,1997,14.1,4,0,0,27,27,2,19,17,12,0,0,0,130,7,21,25.0,Matches
2327,Juan Sánchez Miño,ar ARG,DFMF,Elche,es La Liga,30,1990,5.5,2,0,0,11,6,0,8,4,5,0,0,0,40,4,5,44.4,Matches
2328,Alexis Sánchez,cl CHI,FW,Inter,it Serie A,31,1988,12.7,0,0,0,19,33,10,18,11,10,0,0,0,69,13,11,54.2,Matches
2329,Davinson Sánchez,co COL,DF,Tottenham,eng Premier League,24,1996,16.5,1,0,0,22,9,0,0,14,25,0,3,1,153,50,30,62.5,Matches
2330,Germán Sánchez,es ESP,DF,Granada,es La Liga,33,1986,29.3,11,1,0,31,31,4,0,26,11,0,0,0,216,88,79,52.7,Matches
2331,Javi Sánchez,es ESP,DF,Valladolid,es La Liga,23,1997,10.2,3,0,0,6,2,0,1,13,12,0,0,0,62,18,18,50.0,Matches
2332,Manuel Sánchez,es ESP,DF,Osasuna,es La Liga,19,2000,10.8,4,0,0,16,8,1,30,11,11,0,0,0,82,8,15,34.8,Matches
2333,Manuel Sánchez,es ESP,DF,Atlético Madrid,es La Liga,19,2000,0.5,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,,Matches
2334,Robert Sánchez,es ESP,GK,Brighton,eng Premier League,22,1997,27.0,2,0,0,2,4,0,0,0,0,0,1,0,134,1,1,50.0,Matches
2335,Jadon Sancho,eng ENG,FWMF,Dortmund,de Bundesliga,20,2000,22.9,0,0,0,1,22,9,52,14,11,0,0,0,154,5,22,18.5,Matches
2336,Alex Sandro,br BRA,DF,Juventus,it Serie A,29,1991,20.6,2,0,0,26,28,0,45,23,27,0,0,1,172,38,27,58.5,Matches
2337,Leroy Sané,de GER,FWMF,Bayern Munich,de Bundesliga,24,1996,20.1,2,0,0,14,21,6,54,12,21,1,0,0,151,8,19,29.6,Matches
2338,Salif Sané,sn SEN,DF,Schalke 04,de Bundesliga,29,1990,11.9,5,0,0,15,14,1,3,18,7,0,1,0,151,73,18,80.2,Matches
2339,Oier Sanjurjo,es ESP,MF,Osasuna,es La Liga,34,1986,23.2,10,0,0,58,40,4,8,26,32,0,2,0,316,73,67,52.1,Matches
2340,Mohamed Sankoh,nl NED,FW,Stuttgart,de Bundesliga,16,2003,0.2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3,0.0,Matches
2341,Siriki Sanogo,ci CIV,MF,Benevento,it Serie A,18,2001,0.1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,Matches
2342,Morgan Sanson,fr FRA,MF,Aston Villa,eng Premier League,25,1994,3.3,3,0,0,6,7,2,8,7,5,0,0,0,31,5,4,55.6,Matches
2343,Morgan Sanson,fr FRA,MF,Marseille,fr Ligue 1,25,1994,9.2,2,0,0,18,10,0,13,12,19,0,0,0,57,9,13,40.9,Matches
2344,Nicola Sansone,it ITA,FWMF,Bologna,it Serie A,28,1991,13.0,2,0,0,24,41,3,22,9,14,0,0,0,79,6,25,19.4,Matches
2345,Baptiste Santamaria,fr FRA,MF,Angers,fr Ligue 1,25,1995,3.0,1,0,0,7,5,1,1,2,6,0,0,0,38,5,3,62.5,Matches
2346,Baptiste Santamaria,fr FRA,MF,Freiburg,de Bundesliga,25,1995,24.5,5,0,0,34,28,2,26,49,42,0,0,1,282,56,39,58.9,Matches
2347,Federico Santander,py PAR,FW,Bologna,it Serie A,29,1991,0.4,0,0,0,2,2,0,1,0,0,0,0,0,5,2,2,50.0,Matches
2348,Davide Santon,it ITA,DF,Roma,it Serie A,29,1991,6.5,3,0,0,11,3,1,16,6,4,0,0,0,36,4,3,57.1,Matches
2349,Samir Santos,br BRA,DF,Udinese,it Serie A,25,1994,24.6,6,0,0,40,36,3,17,40,34,0,0,0,175,54,33,62.1,Matches
2350,Riccardo Saponara,it ITA,FW,Fiorentina,it Serie A,28,1991,0.6,0,0,0,1,1,0,0,0,1,0,0,0,3,1,1,50.0,Matches
2351,Riccardo Saponara,it ITA,FWMF,Spezia,it Serie A,28,1991,4.3,2,1,1,4,14,2,5,3,2,0,0,0,27,7,6,53.8,Matches
2352,Ivan Šaponjić,rs SRB,FW,Cádiz,es La Liga,22,1997,4.3,2,0,0,14,16,4,0,3,0,0,0,0,19,20,30,40.0,Matches
2353,Pablo Sarabia,es ESP,FWMF,Paris S-G,fr Ligue 1,28,1992,14.7,2,0,0,7,16,7,37,4,12,0,0,0,67,4,10,28.6,Matches
2354,Josh Sargent,us USA,FWMF,Werder Bremen,de Bundesliga,20,2000,27.8,7,0,0,35,42,6,12,20,28,0,0,1,166,70,110,38.9,Matches
2355,Bouna Sarr,gn GUI,DF,Marseille,fr Ligue 1,28,1992,0.8,0,0,0,3,2,0,1,1,1,0,0,0,8,1,3,25.0,Matches
2356,Bouna Sarr,gn GUI,DF,Bayern Munich,de Bundesliga,28,1992,5.0,1,0,0,11,7,1,11,4,9,0,0,0,57,8,7,53.3,Matches
2357,Sidy Sarr,sn SEN,MF,Nîmes,fr Ligue 1,24,1996,5.1,1,0,0,9,5,1,0,4,6,0,0,0,53,24,10,70.6,Matches
2358,Marco Sau,it ITA,MFFW,Benevento,it Serie A,32,1987,8.7,1,1,0,8,19,1,16,8,3,1,0,0,50,8,18,30.8,Matches
2359,Téji Savanier,fr FRA,MF,Montpellier,fr Ligue 1,28,1991,24.1,6,1,0,58,65,1,57,40,53,1,2,0,267,26,21,55.3,Matches
2360,Stefan Savić,me MNE,DF,Atlético Madrid,es La Liga,29,1991,32.8,14,0,0,29,17,3,2,35,26,0,1,0,312,100,47,68.0,Matches
2361,Romaine Sawyers,kn SKN,MF,West Brom,eng Premier League,28,1991,16.5,2,0,0,18,14,0,5,22,19,0,0,1,176,13,6,68.4,Matches
2362,Gianluca Scamacca,it ITA,FW,Genoa,it Serie A,21,1999,15.0,1,0,0,32,17,10,13,8,11,0,0,1,77,43,48,47.3,Matches
2363,Dane Scarlett,eng ENG,FW,Tottenham,eng Premier League,16,2004,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Matches
2364,Fabian Schär,ch SUI,DF,Newcastle Utd,eng Premier League,28,1991,13.8,4,1,0,22,15,1,3,22,9,0,0,0,123,20,25,44.4,Matches
2365,Aurélien Scheidler,fr FRA,FW,Dijon,fr Ligue 1,22,1998,3.8,1,0,0,7,4,6,0,0,1,0,0,0,11,10,23,30.3,Matches
2366,Nicolás Schiappacasse,uy URU,MF,Sassuolo,it Serie A,21,1999,0.2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0.0,Matches
2367,Pasquale Schiattarella,it ITA,MF,Benevento,it Serie A,33,1987,25.0,13,1,0,38,55,1,6,23,35,0,0,0,295,12,8,60.0,Matches
2368,Patrik Schick,cz CZE,FW,Leverkusen,de Bundesliga,24,1996,20.7,4,0,0,28,22,7,5,2,8,1,0,0,69,80,78,50.6,Matches
2369,Sven Schipplock,de GER,FWMF,Arminia,de Bundesliga,31,1988,8.3,4,0,0,38,29,3,10,3,8,0,0,0,56,23,33,41.1,Matches
2370,Xaver Schlager,at AUT,MF,Wolfsburg,de Bundesliga,22,1997,29.2,7,0,0,46,34,1,10,47,61,1,0,0,381,51,46,52.6,Matches
2371,Keven Schlotterbeck,de GER,DF,Freiburg,de Bundesliga,23,1997,18.4,3,0,0,22,28,0,1,29,12,0,0,1,173,58,37,61.1,Matches
2372,Nico Schlotterbeck,de GER,DF,Union Berlin,de Bundesliga,20,1999,14.3,4,1,1,23,25,0,6,36,20,0,1,1,139,43,30,58.9,Matches
2373,Jeffrey Schlupp,gh GHA,MF,Crystal Palace,eng Premier League,27,1992,15.9,3,0,0,25,17,0,27,21,20,0,0,0,116,32,43,42.7,Matches
2374,Kasper Schmeichel,dk DEN,GK,Leicester City,eng Premier League,33,1986,38.0,0,0,0,0,4,0,0,0,0,0,0,1,161,0,0,,Matches
2375,Jonathan Schmid,fr FRA,DFMF,Freiburg,de Bundesliga,30,1990,26.6,4,0,0,17,18,0,84,22,27,0,0,0,231,22,25,46.8,Matches
2376,Romano Schmid,at AUT,FWMF,Werder Bremen,de Bundesliga,20,2000,13.1,2,0,0,18,21,6,15,16,20,1,0,0,136,7,24,22.6,Matches
2377,Benno Schmitz,de GER,DF,Köln,de Bundesliga,25,1994,4.6,0,0,0,8,6,0,5,8,6,0,0,0,36,6,8,42.9,Matches
2378,Morgan Schneiderlin,fr FRA,MF,Nice,fr Ligue 1,30,1989,24.4,9,1,1,43,10,0,7,36,38,0,0,0,233,42,28,60.0,Matches
2379,Alessandro Schöpf,at AUT,FWMF,Schalke 04,de Bundesliga,26,1994,10.5,0,0,0,12,13,4,6,7,12,0,0,0,82,7,15,31.8,Matches
2380,Jerdy Schouten,nl NED,MF,Bologna,it Serie A,23,1997,27.9,8,1,0,48,24,1,7,79,40,0,1,0,342,42,37,53.2,Matches
2381,Nico Schulz,de GER,DF,Dortmund,de Bundesliga,27,1993,6.8,1,0,0,8,4,0,16,14,9,0,0,1,60,6,5,54.5,Matches
2382,Alexander Schwolow,de GER,GK,Hertha BSC,de Bundesliga,28,1992,26.0,0,0,0,0,4,0,0,0,0,0,0,0,118,0,0,,Matches
2383,Christopher Scott,de GER,FWMF,Bayern Munich,de Bundesliga,18,2002,0.4,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0.0,Matches
2384,Matteo Scozzarella,it ITA,MF,Parma,it Serie A,32,1988,1.7,1,0,0,3,1,0,4,6,1,0,0,0,8,0,0,,Matches
2385,Simone Scuffet,it ITA,GK,Udinese,it Serie A,24,1996,1.0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,,Matches
2386,Jacopo Segre,it ITA,MF,Torino,it Serie A,23,1997,2.1,1,0,0,2,9,1,0,0,5,0,0,0,18,2,3,40.0,Matches
2387,Davie Selke,de GER,FW,Werder Bremen,de Bundesliga,25,1995,9.0,4,0,0,21,27,9,5,2,2,0,0,0,49,69,72,48.9,Matches
2388,Malik Sellouki,fr FRA,FWMF,Nice,fr Ligue 1,20,2000,0.7,1,0,0,1,2,0,4,2,0,0,0,0,3,0,0,,Matches
2389,Matz Sels,be BEL,GK,Strasbourg,fr Ligue 1,28,1992,6.0,0,0,0,0,0,0,0,0,0,0,0,0,28,0,0,,Matches
2390,Nélson Semedo,pt POR,DF,Wolves,eng Premier League,26,1993,33.1,5,0,0,42,34,2,48,45,53,0,1,1,263,43,42,50.6,Matches
2391,Léo Sena,br BRA,MF,Spezia,it Serie A,24,1995,9.8,0,0,0,7,61,0,7,13,15,0,0,0,105,6,12,33.3,Matches
2392,Stefano Sensi,it ITA,MF,Inter,it Serie A,24,1995,6.7,1,1,0,9,14,0,9,10,10,0,0,0,55,1,3,25.0,Matches
2393,Jaime Seoane,es ESP,MF,Huesca,es La Liga,23,1997,22.9,5,0,0,43,32,1,15,19,38,0,1,0,201,30,22,57.7,Matches
2394,Luigi Sepe,it ITA,GK,Parma,it Serie A,29,1991,36.0,0,0,0,0,2,0,0,0,0,0,0,0,162,0,0,,Matches
2395,Suat Serdar,de GER,MF,Schalke 04,de Bundesliga,23,1997,21.7,3,0,0,28,47,1,8,23,36,1,0,1,203,18,25,41.9,Matches
2396,Jean Seri,ci CIV,MF,Bordeaux,fr Ligue 1,29,1991,7.9,3,0,0,15,12,0,4,8,11,0,0,0,85,9,10,47.4,Matches
2397,Femi Seriki,eng ENG,DF,Sheffield Utd,eng Premier League,,,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Matches
2398,Ryan Sessegnon,eng ENG,DF,Hoffenheim,de Bundesliga,20,2000,17.5,4,0,0,35,6,8,53,20,25,0,0,0,152,15,24,38.5,Matches
2399,Nils Seufert,de GER,MFFW,Arminia,de Bundesliga,23,1997,3.8,1,0,0,8,7,0,2,2,8,0,0,0,32,4,3,57.1,Matches
2400,Edgar Sevikyan,ru RUS,MF,Levante,es La Liga,18,2001,0.1,0,0,0,0,1,0,1,0,0,0,0,0,2,0,0,,Matches
2401,Stephan El Shaarawy,it ITA,FWMF,Roma,it Serie A,27,1992,6.4,1,0,0,8,9,1,10,5,2,0,0,0,41,2,8,20.0,Matches
2402,Jamie Shackleton,eng ENG,MFDF,Leeds United,eng Premier League,20,1999,5.1,0,0,0,3,2,1,2,6,5,0,0,0,36,4,6,40.0,Matches
2403,Xherdan Shaqiri,ch SUI,MFFW,Liverpool,eng Premier League,28,1991,6.2,2,0,0,11,6,0,11,4,4,0,0,0,61,3,7,30.0,Matches
2404,Billy Sharp,eng ENG,FW,Sheffield Utd,eng Premier League,34,1986,8.2,1,0,0,15,14,11,7,3,5,0,0,0,26,13,36,26.5,Matches
2405,Luke Shaw,eng ENG,DF,Manchester Utd,eng Premier League,25,1995,29.5,8,0,0,42,29,3,92,29,44,0,0,1,267,34,36,48.6,Matches
2406,Jonjo Shelvey,eng ENG,MF,Newcastle Utd,eng Premier League,28,1992,29.1,7,0,0,31,10,0,37,43,25,0,0,0,244,34,26,56.7,Matches
2407,Eldor Shomurodov,uz UZB,FW,Genoa,it Serie A,25,1995,18.6,1,0,0,39,22,11,14,7,17,0,0,0,94,60,112,34.9,Matches
2408,Shola Shoretire,eng ENG,FW,Manchester Utd,eng Premier League,16,2004,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,50.0,Matches
2409,Mahame Siby,fr FRA,MFFW,Strasbourg,fr Ligue 1,24,1996,0.2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,,Matches
2410,Abdoulaye Sidibé,fr FRA,MF,Saint-Étienne,fr Ligue 1,18,2002,0.1,1,0,0,1,0,0,0,0,1,0,0,0,2,1,3,25.0,Matches
2411,Djibril Sidibé,fr FRA,DF,Monaco,fr Ligue 1,28,1992,22.0,3,0,0,32,21,2,40,46,36,0,1,0,223,30,22,57.7,Matches
2412,Sidnei,br BRA,DF,Betis,es La Liga,30,1989,7.7,1,0,0,7,8,0,0,10,4,0,0,0,78,19,20,48.7,Matches
2413,Kaj Sierhuis,nl NED,FW,Reims,fr Ligue 1,22,1998,7.2,2,0,0,18,5,1,8,2,1,0,0,0,30,13,15,46.4,Matches
2414,Tim Siersleben,de GER,DF,Wolfsburg,de Bundesliga,20,2000,0.4,0,0,0,0,0,0,0,1,0,0,0,0,5,2,1,66.7,Matches
2415,Gylfi Sigurðsson,is ISL,MF,Everton,eng Premier League,30,1989,25.0,2,0,0,22,18,0,31,31,21,0,0,0,176,8,12,40.0,Matches
2416,Luca Siligardi,it ITA,MF,Crotone,it Serie A,32,1988,0.5,0,0,0,0,1,0,0,0,2,0,0,0,6,0,1,0.0,Matches
2417,Luca Siligardi,it ITA,FW,Parma,it Serie A,32,1988,0.4,0,0,0,0,0,0,1,0,1,0,0,0,5,0,0,,Matches
2418,Adrien Silva,pt POR,MF,Sampdoria,it Serie A,31,1989,17.8,8,1,1,35,23,0,9,34,26,0,2,0,193,10,20,33.3,Matches
2419,André Silva,pt POR,FW,Eint Frankfurt,de Bundesliga,24,1995,30.7,1,0,0,17,34,29,18,4,4,3,0,0,137,79,125,38.7,Matches
2420,Bernardo Silva,pt POR,MFFW,Manchester City,eng Premier League,25,1994,22.9,5,0,0,17,18,3,27,21,21,0,0,0,137,10,29,25.6,Matches
2421,Caio Henrique Oliveira Silva,br BRA,DF,Monaco,fr Ligue 1,23,1997,26.3,0,0,0,10,12,4,66,22,33,1,0,0,195,20,29,40.8,Matches
2422,David Silva,es ESP,MF,Real Sociedad,es La Liga,34,1986,15.5,4,0,0,24,22,1,12,19,14,0,1,0,127,14,26,35.0,Matches
2423,Fábio Silva,pt POR,FW,Wolves,eng Premier League,18,2002,15.2,2,0,0,20,21,5,6,5,6,1,0,0,67,32,76,29.6,Matches
2424,Florent da Silva,fr FRA,FW,Lyon,fr Ligue 1,17,2003,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Matches
2425,Gabriel Silva,br BRA,DF,Saint-Étienne,fr Ligue 1,29,1991,3.9,1,0,0,5,7,0,7,6,5,0,1,0,28,6,5,54.5,Matches
2426,Gastón Silva,uy URU,DF,Huesca,es La Liga,26,1994,6.7,2,0,0,10,2,0,1,9,12,0,1,1,48,10,10,50.0,Matches
2427,Rui Silva,pt POR,GK,Granada,es La Liga,26,1994,32.0,1,0,0,2,4,0,0,0,0,0,2,0,171,0,0,,Matches
2428,Thiago Silva,br BRA,DF,Chelsea,eng Premier League,35,1984,21.5,5,1,1,14,16,0,1,28,13,0,0,0,227,55,20,73.3,Matches
2429,Marco Silvestri,it ITA,GK,Hellas Verona,it Serie A,29,1991,34.0,1,0,0,2,3,0,0,0,0,0,2,1,176,0,0,,Matches
2430,Mohamed Simakan,fr FRA,DF,Strasbourg,fr Ligue 1,20,2000,17.9,2,0,0,23,27,1,10,24,30,0,2,0,172,23,27,46.0,Matches
2431,Giovanni Simeone,ar ARG,FW,Cagliari,it Serie A,25,1995,19.3,1,0,0,25,26,18,9,15,15,0,0,0,73,24,81,22.9,Matches
2432,Moses Simon,ng NGA,FWMF,Nantes,fr Ligue 1,25,1995,25.8,2,0,0,17,29,4,80,18,17,0,0,0,141,20,31,39.2,Matches
2433,Unai Simón,es ESP,GK,Athletic Club,es La Liga,23,1997,37.0,1,0,0,2,6,1,0,0,0,0,1,0,178,0,1,0.0,Matches
2434,Xavi Simons,nl NED,MF,Paris S-G,fr Ligue 1,17,2003,0.0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,,Matches
2435,Jóan Símun Edmundsson,fo FRO,MFFW,Arminia,de Bundesliga,29,1991,0.6,0,0,0,3,2,0,0,0,1,0,0,0,1,1,3,25.0,Matches
2436,Wilfried Singo,ci CIV,DF,Torino,it Serie A,19,2000,20.6,4,1,1,27,50,2,60,34,17,1,0,0,178,43,31,58.1,Matches
2437,Daley Sinkgraven,nl NED,DF,Leverkusen,de Bundesliga,25,1995,17.4,4,0,0,15,22,1,19,21,23,0,1,0,202,11,22,33.3,Matches
2438,Dimitris Siovas,gr GRE,DF,Huesca,es La Liga,31,1988,34.1,5,0,0,40,9,1,12,41,30,0,0,0,345,139,63,68.8,Matches
2439,Tobias Sippel,de GER,GK,M'Gladbach,de Bundesliga,32,1988,3.8,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,,Matches
2440,Salvatore Sirigu,it ITA,GK,Torino,it Serie A,33,1987,32.0,0,0,0,1,4,0,0,0,0,0,1,1,133,0,0,,Matches
2441,Issouf Sissokho,ml MLI,MF,Bordeaux,fr Ligue 1,18,2002,0.9,2,0,0,4,1,0,0,1,4,0,0,0,7,0,2,0.0,Matches
2442,Ibrahima Sissoko,fr FRA,MF,Strasbourg,fr Ligue 1,22,1997,28.7,6,0,0,66,22,1,22,53,49,0,1,0,291,58,26,69.0,Matches
2443,Moussa Sissoko,fr FRA,MF,Tottenham,eng Premier League,30,1989,17.6,3,0,0,21,9,0,10,16,20,0,0,0,183,17,24,41.5,Matches
2444,Nelson Sissoko,fr FRA,DF,Saint-Étienne,fr Ligue 1,23,1997,5.3,0,0,0,2,4,0,6,5,8,0,0,1,50,12,10,54.5,Matches
2445,Antonio Sivera,es ESP,GK,Alavés,es La Liga,23,1996,0.8,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,,Matches
2446,Jacques Siwe,fr FRA,FW,Dijon,fr Ligue 1,19,2001,1.9,0,0,0,4,5,0,0,1,2,1,0,0,6,3,4,42.9,Matches
2447,Ellyes Skhiri,tn TUN,MF,Köln,de Bundesliga,25,1995,30.9,5,0,0,43,18,3,4,84,51,0,0,0,362,46,43,51.7,Matches
2448,Łukasz Skorupski,pl POL,GK,Bologna,it Serie A,29,1991,28.0,1,0,0,0,1,1,0,0,0,0,0,0,128,0,0,,Matches
2449,Andreas Skov Olsen,dk DEN,FWDF,Bologna,it Serie A,20,1999,13.1,1,0,0,12,12,2,39,4,10,0,0,0,83,8,10,44.4,Matches
2450,Robert Skov,dk DEN,FWDF,Hoffenheim,de Bundesliga,24,1996,12.9,0,1,0,9,16,5,39,12,15,0,0,0,94,11,27,28.9,Matches
2451,Milan Škriniar,sk SVK,DF,Inter,it Serie A,25,1995,30.9,1,0,0,34,28,0,3,27,28,0,0,0,260,38,35,52.1,Matches
2452,Steven Skrzybski,de GER,FWDF,Schalke 04,de Bundesliga,27,1992,4.7,2,0,0,4,15,2,8,5,6,0,0,0,36,3,7,30.0,Matches
2453,Petar Škuletić,rs SRB,FWMF,Montpellier,fr Ligue 1,30,1990,2.6,0,0,0,4,4,1,2,0,5,0,0,0,10,23,24,48.9,Matches
2454,Islam Slimani,dz ALG,FW,Leicester City,eng Premier League,32,1988,0.2,0,0,0,0,0,0,1,0,0,0,0,0,0,3,1,75.0,Matches
2455,Islam Slimani,dz ALG,FW,Lyon,fr Ligue 1,32,1988,6.4,0,1,0,13,6,6,7,1,5,0,0,0,28,16,18,47.1,Matches
2456,William Smallbone,ie IRL,MF,Southampton,eng Premier League,20,2000,1.9,0,0,0,3,2,0,2,1,4,0,0,0,12,3,4,42.9,Matches
2457,Chris Smalling,eng ENG,DF,Roma,it Serie A,30,1989,12.3,3,0,0,14,8,1,0,22,7,0,0,0,113,32,14,69.6,Matches
2458,Emile Smith-Rowe,eng ENG,MFFW,Arsenal,eng Premier League,20,2000,16.0,0,0,0,5,20,4,19,14,8,0,0,0,106,8,9,47.1,Matches
2459,Robert Snodgrass,sct SCO,MFFW,West Brom,eng Premier League,32,1987,5.8,2,0,0,8,13,1,5,4,12,0,0,0,55,10,13,43.5,Matches
2460,Robert Snodgrass,sct SCO,FWDF,West Ham,eng Premier League,32,1987,0.1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,,Matches
2461,Cédric Soares,pt POR,DF,Arsenal,eng Premier League,28,1991,8.3,1,0,0,6,5,0,29,8,10,0,0,0,69,10,14,41.7,Matches
2462,Rafa Soares,pt POR,DF,Eibar,es La Liga,25,1995,12.6,2,0,0,8,3,1,44,18,16,0,0,0,131,16,16,50.0,Matches
2463,Rubén Sobrino,es ESP,MFFW,Valencia,es La Liga,28,1992,0.5,0,0,0,4,0,0,1,1,3,0,0,0,6,0,3,0.0,Matches
2464,Rubén Sobrino,es ESP,FWMF,Cádiz,es La Liga,28,1992,12.4,3,0,0,18,29,4,7,11,21,1,0,0,64,23,36,39.0,Matches
2465,Simon Sohm,ch SUI,MF,Parma,it Serie A,19,2001,10.0,1,0,0,8,4,2,2,3,11,0,0,0,76,11,6,64.7,Matches
2466,Augusto Solari,ar ARG,MF,Celta Vigo,es La Liga,28,1992,5.4,2,0,0,16,4,0,17,4,13,0,0,0,47,12,13,48.0,Matches
2467,Roberto Soldado,es ESP,FW,Granada,es La Liga,35,1985,16.0,8,1,1,24,14,20,16,6,8,0,0,0,69,27,74,26.7,Matches
2468,Carlos Soler,es ESP,MF,Valencia,es La Liga,23,1997,30.4,7,0,0,27,37,0,26,21,21,0,0,0,237,21,26,44.7,Matches
2469,Yann Sommer,ch SUI,GK,M'Gladbach,de Bundesliga,31,1988,30.1,1,1,0,1,1,0,0,0,0,0,0,0,139,0,0,,Matches
2470,Son,es ESP,DF,Levante,es La Liga,26,1994,12.3,3,0,0,14,13,0,42,15,12,0,0,0,100,13,13,50.0,Matches
2471,Brandon Soppy,fr FRA,DF,Rennes,fr Ligue 1,18,2002,6.2,1,0,0,12,15,0,14,7,15,0,0,0,55,6,11,35.3,Matches
2472,David Soria,es ESP,GK,Getafe,es La Liga,27,1993,28.0,2,0,0,0,4,0,0,0,0,0,0,0,177,0,0,,Matches
