,,,,,,,,,Performance,,,,,,,,,,,,,Aerial Duels,,,
Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,CrdY,CrdR,2CrdY,Fls,Fld,Off,Crs,Int,TklW,PKwon,PKcon,OG,Recov,Won,Lost,Won%,Matches
2473,Roberto Soriano,it ITA,MF,Bologna,it Serie A,29,1991,36.1,5,0,0,75,48,3,28,27,32,2,0,0,213,39,67,36.8,Matches
2474,Alberto Soro,es ESP,FWMF,Granada,es La Liga,21,1999,4.4,1,0,0,11,9,3,5,4,5,0,0,0,36,5,11,31.3,Matches
2475,Borna Sosa,hr CRO,DF,Stuttgart,de Bundesliga,22,1998,22.7,2,0,0,17,14,2,146,23,13,0,1,0,160,22,17,56.4,Matches
2476,Hugo Sotelo,es ESP,MF,Celta Vigo,es La Liga,16,2003,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Matches
2477,Florian Sotoca,fr FRA,FW,Lens,fr Ligue 1,29,1990,26.8,7,0,0,48,45,10,45,8,16,0,0,0,123,88,110,44.4,Matches
2478,Riccardo Sottil,it ITA,MFFW,Cagliari,it Serie A,21,1999,13.2,3,0,0,19,34,1,30,4,8,0,0,0,99,5,15,25.0,Matches
2479,Cheick Souaré,fr FRA,MF,Marseille,fr Ligue 1,17,2002,0.1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0.0,Matches
2480,Tomáš Souček,cz CZE,MF,West Ham,eng Premier League,25,1995,38.0,7,1,0,69,43,3,10,55,50,0,1,1,463,228,134,63.0,Matches
2481,Rayan Souici,fr FRA,DF,Saint-Étienne,fr Ligue 1,22,1998,0.1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,0.0,Matches
2482,Cebio Soukou,bj BEN,FWMF,Arminia,de Bundesliga,27,1992,5.1,2,0,0,8,6,1,2,1,6,0,0,0,37,5,8,38.5,Matches
2483,Adama Soumaoro,fr FRA,DF,Bologna,it Serie A,28,1992,19.5,4,0,0,33,19,0,0,32,16,0,3,0,184,70,18,79.5,Matches
2484,Adama Soumaoro,fr FRA,DF,Lille,fr Ligue 1,28,1992,1.6,1,0,0,2,1,0,0,2,2,0,0,0,14,6,0,100.0,Matches
2485,Boubakary Soumaré,fr FRA,MF,Lille,fr Ligue 1,21,1999,21.3,3,0,0,23,16,0,2,40,30,0,0,0,210,28,18,60.9,Matches
2486,Yaya Soumaré,fr FRA,FW,Lyon,fr Ligue 1,20,2000,0.0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,,Matches
2487,Arnaud Souquet,fr FRA,DF,Montpellier,fr Ligue 1,28,1992,13.6,5,0,0,19,21,0,34,19,23,0,1,0,104,12,26,31.6,Matches
2488,Ansou Sow,fr FRA,MF,Lens,fr Ligue 1,20,2000,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,100.0,Matches
2489,Djibril Sow,ch SUI,MF,Eint Frankfurt,de Bundesliga,23,1997,24.2,6,0,0,40,40,2,4,55,45,0,0,0,258,25,25,50.0,Matches
2490,Saidou Sow,gn GUI,DF,Saint-Étienne,fr Ligue 1,18,2002,11.1,0,0,0,7,5,0,0,18,14,0,0,0,126,29,16,64.4,Matches
2491,Çağlar Söyüncü,tr TUR,DF,Leicester City,eng Premier League,24,1996,20.2,2,0,0,18,15,0,8,27,16,0,0,0,186,62,37,62.6,Matches
2492,Leonardo Spinazzola,it ITA,DF,Roma,it Serie A,27,1993,23.6,0,0,0,9,11,2,92,31,5,0,0,1,197,10,5,66.7,Matches
2493,Marco Sportiello,it ITA,GK,Atalanta,it Serie A,28,1992,14.0,0,0,0,0,1,0,0,0,1,0,0,0,69,0,1,0.0,Matches
2494,Mattia Sprocati,it ITA,FW,Parma,it Serie A,27,1993,0.2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,Matches
2495,Jerry St. Juste,nl NED,DF,Mainz 05,de Bundesliga,23,1996,32.0,4,0,0,41,25,1,11,61,45,0,0,1,293,65,66,49.6,Matches
2496,Benjamin Stambouli,fr FRA,MFDF,Schalke 04,de Bundesliga,29,1990,21.7,5,0,0,21,17,2,7,61,45,0,0,0,254,42,32,56.8,Matches
2497,Josip Stanišić,de GER,DF,Bayern Munich,de Bundesliga,20,2000,1.0,0,0,0,1,0,0,0,1,1,0,0,0,12,5,3,62.5,Matches
2498,Niklas Stark,de GER,DFMF,Hertha BSC,de Bundesliga,25,1995,31.0,2,0,0,43,30,3,5,40,36,0,1,0,282,70,46,60.3,Matches
2499,Renato Steffen,ch SUI,FWMF,Wolfsburg,de Bundesliga,28,1991,17.4,3,0,0,31,18,4,36,13,15,0,0,0,142,24,28,46.2,Matches
2500,Zack Steffen,us USA,GK,Manchester City,eng Premier League,25,1995,1.0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,,Matches
2501,Pascal Stenzel,de GER,DF,Stuttgart,de Bundesliga,24,1996,14.2,3,1,1,20,5,0,8,18,18,0,1,0,195,10,11,47.6,Matches
2502,Dale Stephens,eng ENG,MF,Burnley,eng Premier League,31,1989,2.9,1,0,0,8,2,0,0,3,4,0,0,0,49,5,4,55.6,Matches
2503,Jack Stephens,eng ENG,DF,Southampton,eng Premier League,26,1994,17.1,2,0,0,8,9,0,0,25,19,0,0,0,175,26,18,59.1,Matches
2504,Raheem Sterling,eng ENG,FW,Manchester City,eng Premier League,25,1994,28.2,4,0,0,36,41,9,34,14,18,2,0,0,123,5,26,16.1,Matches
2505,Enda Stevens,ie IRL,DF,Sheffield Utd,eng Premier League,30,1990,30.0,6,0,0,33,10,3,55,47,23,0,0,0,268,38,39,49.4,Matches
2506,Lars Stindl,de GER,MFFW,M'Gladbach,de Bundesliga,31,1988,21.8,6,0,0,42,30,5,8,6,23,0,0,0,153,30,46,39.5,Matches
2507,Kevin Stöger,at AUT,MFFW,Mainz 05,de Bundesliga,26,1993,6.0,3,0,0,13,18,1,16,11,10,0,0,0,73,3,6,33.3,Matches
2508,John Stones,eng ENG,DF,Manchester City,eng Premier League,26,1994,21.5,0,1,0,7,10,1,1,20,12,0,0,0,177,46,15,75.4,Matches
2509,Thomas Strakosha,al ALB,GK,Lazio,it Serie A,25,1995,9.0,1,0,0,0,2,0,0,0,1,0,0,0,47,0,0,,Matches
2510,Tobias Strobl,de GER,MF,Augsburg,de Bundesliga,30,1990,20.5,4,0,0,17,27,0,7,28,14,0,0,0,218,34,39,46.6,Matches
2511,Kevin Strootman,nl NED,MF,Genoa,it Serie A,30,1990,14.6,7,0,0,25,13,1,15,28,27,0,0,0,117,15,18,45.5,Matches
2512,Kevin Strootman,nl NED,MF,Marseille,fr Ligue 1,30,1990,2.6,2,0,0,8,3,0,4,3,6,0,0,0,28,6,5,54.5,Matches
2513,Pascal Struijk,nl NED,DFMF,Leeds United,eng Premier League,20,1999,23.1,3,0,0,26,7,0,1,41,29,0,1,0,228,51,45,53.1,Matches
2514,Jens Stryger Larsen,dk DEN,DF,Udinese,it Serie A,29,1991,29.3,0,0,0,12,13,4,53,29,15,0,1,0,186,22,38,36.7,Matches
2515,Stefano Sturaro,it ITA,MF,Hellas Verona,it Serie A,27,1993,4.7,5,0,0,17,6,0,4,2,5,0,0,0,40,9,9,50.0,Matches
2516,Stefano Sturaro,it ITA,MF,Genoa,it Serie A,27,1993,4.9,1,0,0,14,13,2,7,2,7,0,0,0,59,6,14,30.0,Matches
2517,Damián Suárez,uy URU,DF,Getafe,es La Liga,32,1988,27.0,13,1,1,54,39,0,63,34,33,0,1,0,261,37,29,56.1,Matches
2518,Denis Suárez,es ESP,MF,Celta Vigo,es La Liga,26,1994,31.7,10,0,0,47,40,1,39,27,35,0,0,0,247,13,17,43.3,Matches
2519,Luis Suárez,uy URU,FW,Atlético Madrid,es La Liga,33,1987,27.9,6,0,0,21,41,34,15,6,5,2,0,0,88,25,36,41.0,Matches
2520,Marek Suchý,cz CZE,DF,Augsburg,de Bundesliga,32,1988,3.4,2,0,0,5,3,0,1,1,3,0,0,0,18,7,3,70.0,Matches
2521,Niklas Süle,de GER,DF,Bayern Munich,de Bundesliga,24,1995,16.7,1,0,0,9,4,0,8,21,18,0,0,0,179,33,24,57.9,Matches
2522,Suso,es ESP,FW,Sevilla,es La Liga,26,1993,24.6,2,0,0,25,37,6,82,9,13,0,0,0,121,5,14,26.3,Matches
2523,Bosko Sutalo,hr CRO,DF,Atalanta,it Serie A,20,2000,2.6,0,0,0,2,4,0,2,2,5,0,0,0,29,14,8,63.6,Matches
2524,Mattias Svanberg,se SWE,MF,Bologna,it Serie A,21,1999,20.6,8,1,1,45,44,0,3,36,18,0,0,0,173,19,20,48.7,Matches
2525,Abdoulaye Sylla,gn GUI,DF,Nantes,fr Ligue 1,20,2000,0.1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,,Matches
2526,Issiaga Sylla,gn GUI,DF,Lens,fr Ligue 1,26,1994,12.4,0,1,0,17,9,2,36,16,21,0,0,0,102,28,22,56.0,Matches
2527,Eddy Sylvestre,fr FRA,FWMF,Nice,fr Ligue 1,20,1999,1.1,1,0,0,2,1,0,3,0,1,1,0,0,3,0,1,0.0,Matches
2528,Ádám Szalai,hu HUN,FW,Mainz 05,de Bundesliga,32,1987,8.1,1,0,0,19,13,4,7,3,7,0,0,0,54,40,59,40.4,Matches
2529,Wojciech Szczęsny,pl POL,GK,Juventus,it Serie A,30,1990,29.7,0,0,0,0,1,0,0,0,0,0,0,0,134,0,0,,Matches
2530,Frederik Sørensen,dk DEN,DF,Köln,de Bundesliga,28,1992,1.1,2,0,0,5,1,0,0,0,2,0,0,0,14,5,3,62.5,Matches
2531,Alexander Sørloth,no NOR,FW,RB Leipzig,de Bundesliga,24,1995,16.0,2,0,0,28,8,8,23,5,7,1,0,0,67,88,46,65.7,Matches
2532,Tachi,es ESP,DF,Alavés,es La Liga,22,1997,9.4,5,1,1,12,16,0,1,9,7,1,0,0,65,21,22,48.8,Matches
2533,Jonathan Tah,de GER,DF,Leverkusen,de Bundesliga,24,1996,24.7,3,0,0,29,10,1,3,47,18,0,0,0,315,87,42,67.4,Matches
2534,Waniss Taibi,fr FRA,MF,Angers,fr Ligue 1,18,2002,0.4,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,,Matches
2535,Flavien Tait,fr FRA,MFFW,Rennes,fr Ligue 1,27,1993,15.2,6,0,0,21,31,0,17,24,30,0,0,0,134,12,12,50.0,Matches
2536,Adrien Tameze,cm CMR,MF,Hellas Verona,it Serie A,26,1994,25.6,6,0,0,36,29,2,16,35,41,0,1,0,299,47,51,48.0,Matches
2537,Japhet Tanganga,eng ENG,DF,Tottenham,eng Premier League,21,1999,5.4,2,0,0,11,7,0,4,2,4,0,0,0,50,11,9,55.0,Matches
2538,Renato Tapia,pe PER,MF,Celta Vigo,es La Liga,25,1995,30.0,11,0,0,65,47,1,5,46,49,0,0,0,351,70,55,56.0,Matches
2539,Edmond Tapsoba,bf BFA,DF,Leverkusen,de Bundesliga,21,1999,29.5,5,0,0,43,10,7,1,49,34,0,0,1,395,77,43,64.2,Matches
2540,Matt Targett,eng ENG,DF,Aston Villa,eng Premier League,24,1995,37.8,7,0,0,28,23,0,98,47,57,0,1,0,355,84,54,60.9,Matches
2541,James Tarkowski,eng ENG,DF,Burnley,eng Premier League,27,1992,36.0,6,0,0,27,29,3,5,57,42,0,0,0,358,184,62,74.8,Matches
2542,Ciprian Tătărușanu,ro ROU,GK,Milan,it Serie A,34,1986,1.0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,,Matches
2543,Percy Tau,za RSA,FWMF,Brighton,eng Premier League,26,1994,1.1,0,0,0,0,1,0,0,0,0,0,0,0,6,0,5,0.0,Matches
2544,Niklas Tauer,de GER,MFDF,Mainz 05,de Bundesliga,19,2001,0.8,0,0,0,0,1,0,1,0,0,0,0,0,10,4,3,57.1,Matches
2545,Heriberto Tavares,pt POR,MFFW,Brest,fr Ligue 1,23,1997,0.5,0,0,0,1,0,0,0,1,0,0,0,0,2,1,1,50.0,Matches
2546,Sidnei Tavares,pt POR,MF,Leicester City,eng Premier League,18,2001,0.9,0,0,0,1,3,0,0,1,0,0,0,0,4,1,1,50.0,Matches
2547,Tomás Tavares,pt POR,MFDF,Alavés,es La Liga,19,2001,0.7,0,0,0,1,0,0,2,1,1,0,0,0,4,1,2,33.3,Matches
2548,Charlie Taylor,eng ENG,DF,Burnley,eng Premier League,26,1993,27.0,1,0,0,9,34,0,76,28,25,0,0,0,250,46,26,63.9,Matches
2549,Neil Taylor,wls WAL,DF,Aston Villa,eng Premier League,31,1989,0.2,1,0,0,1,0,0,0,0,0,0,0,0,2,0,0,,Matches
2550,Allan Tchaptchet,fr FRA,DF,Southampton,eng Premier League,18,2001,0.1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,100.0,Matches
2551,Warren Tchimbembé,fr FRA,MFFW,Metz,fr Ligue 1,22,1998,5.5,0,0,0,4,6,0,5,3,3,0,0,0,54,6,6,50.0,Matches
2552,Aurélien Tchouaméni,fr FRA,MF,Monaco,fr Ligue 1,20,2000,34.0,9,1,1,58,61,1,24,64,97,0,0,0,402,92,41,69.2,Matches
2553,Álvaro Tejero,es ESP,DF,Eibar,es La Liga,24,1996,1.2,1,0,0,1,0,0,11,0,3,0,0,0,13,1,3,25.0,Matches
2554,Nathan Tella,eng ENG,FWMF,Southampton,eng Premier League,21,1999,8.3,2,0,0,16,24,5,12,9,8,1,0,0,58,3,18,14.3,Matches
2555,Alex Telles,br BRA,DF,Manchester Utd,eng Premier League,27,1992,7.7,0,0,0,4,4,1,27,12,6,0,0,0,59,11,10,52.4,Matches
2556,Andrés Tello,co COL,DFMF,Benevento,it Serie A,23,1996,4.6,3,0,0,6,4,0,6,7,8,0,0,0,38,14,10,58.3,Matches
2557,Cristian Tello,es ESP,FWMF,Betis,es La Liga,28,1991,14.3,2,1,1,8,8,3,27,8,9,0,0,0,89,12,13,48.0,Matches
2558,Lino Tempelmann,de GER,MFDF,Freiburg,de Bundesliga,21,1999,3.0,2,0,0,4,7,0,3,0,3,0,0,0,50,9,6,60.0,Matches
2559,Hidde ter Avest,nl NED,DF,Udinese,it Serie A,23,1997,3.9,0,0,0,3,2,1,13,0,3,0,0,0,33,1,4,20.0,Matches
2560,Marc-André ter Stegen,de GER,GK,Barcelona,es La Liga,28,1992,31.0,1,0,0,1,1,0,0,0,0,0,1,0,130,0,0,,Matches
2561,Pietro Terracciano,it ITA,GK,Fiorentina,it Serie A,30,1990,3.0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,,Matches
2562,Martin Terrier,fr FRA,FWMF,Rennes,fr Ligue 1,23,1997,27.1,2,1,0,33,39,9,28,18,24,0,0,0,117,54,73,42.5,Matches
2563,Claudio Terzi,it ITA,DF,Spezia,it Serie A,36,1984,20.8,9,1,1,24,18,2,5,35,14,0,2,0,193,45,28,61.6,Matches
2564,Kenny Tete,nl NED,DF,Fulham,eng Premier League,24,1995,16.5,3,0,0,29,18,2,61,29,29,0,1,0,151,27,24,52.9,Matches
2565,Kenny Tete,nl NED,DF,Lyon,fr Ligue 1,24,1995,0.2,0,0,0,0,0,0,0,1,1,0,0,0,4,0,0,,Matches
2566,Cedric Teuchert,de GER,FWMF,Union Berlin,de Bundesliga,23,1997,8.4,2,0,0,15,14,2,4,11,7,0,0,0,54,10,30,25.0,Matches
2567,Florian Thauvin,fr FRA,FWMF,Marseille,fr Ligue 1,27,1993,30.4,5,0,0,26,53,7,104,16,24,0,1,0,161,16,26,38.1,Matches
2568,Malick Thiaw,de GER,DF,Schalke 04,de Bundesliga,18,2001,16.1,5,1,1,26,8,2,1,33,20,0,0,1,124,44,28,61.1,Matches
2569,Jan Thielmann,de GER,FWMF,Köln,de Bundesliga,18,2002,11.4,0,0,0,13,8,2,20,8,12,0,0,0,95,14,27,34.1,Matches
2570,Sada Thioub,sn SEN,FWMF,Angers,fr Ligue 1,25,1995,14.0,0,0,0,17,26,1,18,9,18,0,0,0,104,11,23,32.4,Matches
2571,William Thomas Fish,eng ENG,DF,Manchester Utd,eng Premier League,17,2003,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,Matches
2572,Luke Thomas,eng ENG,DF,Leicester City,eng Premier League,19,2001,10.8,2,0,0,10,16,0,8,16,8,1,0,0,82,18,27,40.0,Matches
2573,Romain Thomas,fr FRA,DF,Angers,fr Ligue 1,32,1988,33.6,5,1,1,36,20,3,0,46,38,0,1,0,327,108,51,67.9,Matches
2574,Adrien Thomasson,fr FRA,MF,Strasbourg,fr Ligue 1,26,1993,29.2,8,1,1,53,43,6,35,28,35,1,0,0,243,30,73,29.1,Matches
2575,Erik Thommy,de GER,DFFW,Stuttgart,de Bundesliga,25,1994,3.5,0,0,0,5,7,0,8,7,0,0,0,0,16,4,3,57.1,Matches
2576,Morten Thorsby,no NOR,MF,Sampdoria,it Serie A,24,1996,29.4,10,0,0,74,25,2,8,21,58,0,2,0,257,156,135,53.6,Matches
2577,Marcus Thuram,fr FRA,FW,M'Gladbach,de Bundesliga,22,1997,19.2,3,1,0,37,37,17,26,20,16,5,0,0,112,65,65,50.0,Matches
2578,Khéphren Thuram-Ulie,fr FRA,MF,Nice,fr Ligue 1,19,2001,16.6,3,0,0,32,10,0,4,10,22,1,1,0,137,21,25,45.7,Matches
2579,Cheikh Tidiane Sabaly,sn SEN,MF,Metz,fr Ligue 1,21,1999,0.1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,,Matches
2580,Youri Tielemans,be BEL,MF,Leicester City,eng Premier League,23,1997,37.3,6,0,0,37,55,0,45,36,56,0,0,0,412,37,35,51.4,Matches
2581,Kieran Tierney,sct SCO,DF,Arsenal,eng Premier League,23,1997,25.5,4,0,0,14,18,0,101,20,17,1,0,0,211,19,45,29.7,Matches
2582,Steffen Tigges,de GER,FW,Dortmund,de Bundesliga,22,1998,0.6,0,0,0,4,0,0,1,0,3,0,0,0,6,6,2,75.0,Matches
2583,Guus Til,nl NED,FW,Freiburg,de Bundesliga,22,1997,1.4,1,0,0,5,1,1,1,1,1,0,0,0,6,2,4,33.3,Matches
2584,David Timor,es ESP,MFDF,Getafe,es La Liga,30,1989,15.5,5,1,0,17,15,0,10,13,8,0,0,1,185,42,36,53.8,Matches
2585,Jean-Clair Todibo,fr FRA,DF,Nice,fr Ligue 1,20,1999,14.8,5,0,0,17,14,0,1,22,26,0,0,0,112,31,21,59.6,Matches
2586,Karl Toko Ekambi,cm CMR,FW,Lyon,fr Ligue 1,27,1992,31.2,3,0,0,27,28,14,51,26,9,2,0,0,138,35,45,43.8,Matches
2587,Corentin Tolisso,fr FRA,MF,Bayern Munich,de Bundesliga,25,1994,8.7,1,1,0,12,15,2,6,3,12,0,0,0,87,16,12,57.1,Matches
2588,Jeremy Toljan,de GER,DF,Sassuolo,it Serie A,25,1994,16.6,2,0,0,23,14,4,36,17,16,0,0,0,111,4,15,21.1,Matches
2589,Rafael Tolói,it ITA,DF,Atalanta,it Serie A,29,1990,28.2,9,0,0,38,14,1,20,38,33,0,2,0,296,57,21,73.1,Matches
2590,Takehiro Tomiyasu,jp JPN,DF,Bologna,it Serie A,21,1998,30.2,4,0,0,31,16,3,23,51,29,0,0,1,278,106,58,64.6,Matches
2591,James Tomkins,eng ENG,DF,Crystal Palace,eng Premier League,31,1989,6.1,1,0,0,3,1,0,0,5,4,0,1,0,41,14,10,58.3,Matches
2592,Fikayo Tomori,eng ENG,DF,Chelsea,eng Premier League,22,1997,0.5,0,0,0,1,0,0,0,1,2,0,0,0,4,0,0,,Matches
2593,Fikayo Tomori,eng ENG,DF,Milan,it Serie A,22,1997,16.3,0,0,0,14,1,0,0,21,15,0,0,0,132,30,24,55.6,Matches
2594,Sandro Tonali,it ITA,MF,Milan,it Serie A,20,2000,14.8,1,1,0,18,18,0,11,20,14,0,0,0,161,6,10,37.5,Matches
2595,Lorenzo Tonelli,it ITA,DF,Sampdoria,it Serie A,30,1990,19.8,11,0,0,30,26,1,0,18,22,0,1,0,202,50,34,59.5,Matches
2596,Toño,es ESP,DF,Levante,es La Liga,30,1989,8.1,2,0,0,10,10,1,19,8,5,0,0,0,55,5,8,38.5,Matches
2597,Ömer Toprak,tr TUR,DF,Werder Bremen,de Bundesliga,31,1989,21.6,1,0,0,17,25,2,0,51,13,0,0,0,228,53,18,74.6,Matches
2598,Tyron Tormin,fr FRA,MFFW,Saint-Étienne,fr Ligue 1,19,2001,0.2,0,0,0,1,1,0,0,0,0,0,0,0,3,1,1,50.0,Matches
2599,Ernesto Torregrossa,it ITA,FW,Sampdoria,it Serie A,28,1992,1.9,0,0,0,7,1,3,0,1,1,0,0,0,11,5,9,35.7,Matches
2600,Lucas Torreira,uy URU,MFFW,Atlético Madrid,es La Liga,24,1996,5.8,2,0,0,10,12,1,0,7,6,0,0,0,68,5,8,38.5,Matches
2601,Ferrán Torres,es ESP,FWMF,Manchester City,eng Premier League,20,2000,14.5,1,0,0,16,17,5,28,7,8,1,0,0,66,13,23,36.1,Matches
2602,Óliver Torres,es ESP,MFFW,Sevilla,es La Liga,25,1994,15.6,2,0,0,21,17,0,26,16,26,0,0,0,106,3,18,14.3,Matches
2603,Pau Torres,es ESP,DF,Villarreal,es La Liga,23,1997,33.0,2,0,0,13,16,2,4,30,10,0,0,1,298,57,37,60.6,Matches
2604,Roberto Torres,es ESP,MFFW,Osasuna,es La Liga,31,1989,21.0,0,0,0,13,32,0,62,20,8,1,0,0,151,9,22,29.0,Matches
2605,Lucas Torró,es ESP,MF,Osasuna,es La Liga,26,1994,17.2,4,0,0,27,25,2,4,29,21,0,0,0,217,90,62,59.2,Matches
2606,Jordan Torunarigha,de GER,DF,Hertha BSC,de Bundesliga,22,1997,10.8,5,0,0,15,2,0,3,20,7,0,0,0,83,26,17,60.5,Matches
2607,Cenk Tosun,tr TUR,FW,Everton,eng Premier League,29,1991,0.5,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,50.0,Matches
2608,Abdoulaye Touré,fr FRA,MF,Nantes,fr Ligue 1,26,1994,18.7,2,0,0,20,32,0,5,16,20,0,2,0,198,32,28,53.3,Matches
2609,Almamy Touré,ml MLI,DF,Eint Frankfurt,de Bundesliga,24,1996,7.8,2,0,0,13,1,6,35,11,13,0,1,0,63,19,19,50.0,Matches
2610,Lucas Tousart,fr FRA,MF,Hertha BSC,de Bundesliga,23,1997,23.2,7,0,0,35,22,1,10,42,36,1,0,0,269,77,45,63.1,Matches
2611,Andros Townsend,eng ENG,MFFW,Crystal Palace,eng Premier League,29,1991,25.1,0,0,0,28,54,2,89,48,36,0,0,0,203,5,24,17.2,Matches
2612,Conor Townsend,eng ENG,DF,West Brom,eng Premier League,27,1993,24.8,0,0,0,15,25,2,52,40,32,0,2,0,187,45,35,56.3,Matches
2613,Mattéo Tramoni,fr FRA,FWMF,Cagliari,it Serie A,20,2000,0.8,1,0,0,1,1,0,0,1,2,0,0,0,10,0,2,0.0,Matches
2614,Adama Traoré,es ESP,FW,Wolves,eng Premier League,24,1996,29.4,4,0,0,47,86,7,119,11,23,1,0,0,162,78,75,51.0,Matches
2615,Amadou Traore,fr FRA,MFFW,Bordeaux,fr Ligue 1,18,2002,3.4,0,0,0,5,10,0,14,1,4,0,0,0,16,3,6,33.3,Matches
2616,Bertrand Traoré,bf BFA,FW,Aston Villa,eng Premier League,24,1995,25.7,1,0,0,31,40,7,54,23,9,1,0,0,152,31,37,45.6,Matches
2617,Boubacar Traoré,ml MLI,MF,Metz,fr Ligue 1,18,2001,0.6,0,0,0,3,1,0,0,1,2,0,0,0,8,0,1,0.0,Matches
2618,Chaka Traorè,ci CIV,DFFW,Parma,it Serie A,15,2004,0.2,0,0,0,0,3,0,0,0,0,0,0,0,2,1,0,100.0,Matches
2619,Charles Traore,ml MLI,DF,Nantes,fr Ligue 1,28,1992,18.9,6,0,0,32,22,1,21,25,37,0,1,0,170,41,19,68.3,Matches
2620,Cheick Traoré,ml MLI,DF,Lens,fr Ligue 1,25,1995,0.4,0,0,0,1,1,0,1,2,1,0,0,0,3,2,0,100.0,Matches
2621,Hamari Traoré,ml MLI,DF,Rennes,fr Ligue 1,28,1992,33.3,4,0,0,40,24,2,100,61,44,1,1,0,319,40,54,42.6,Matches
2622,Ibrahima Traoré,gn GUI,FWDF,M'Gladbach,de Bundesliga,32,1988,1.1,0,0,0,0,1,1,4,0,1,0,0,0,8,0,0,,Matches
2623,Ismaël Traoré,ci CIV,DF,Angers,fr Ligue 1,33,1986,33.3,3,0,0,20,11,1,4,42,33,0,0,0,293,38,40,48.7,Matches
2624,Kevin Trapp,de GER,GK,Eint Frankfurt,de Bundesliga,30,1990,33.0,0,0,0,0,3,0,0,1,0,0,0,0,179,0,0,,Matches
2625,Miguel Trauco,pe PER,DF,Saint-Étienne,fr Ligue 1,27,1992,22.6,1,0,0,30,12,0,52,40,28,0,0,0,222,19,21,47.5,Matches
2626,Trézéguet,eg EGY,FW,Aston Villa,eng Premier League,25,1994,13.0,0,0,0,39,20,4,24,11,18,1,0,0,87,29,45,39.2,Matches
2627,Manu Trigueros,es ESP,MF,Villarreal,es La Liga,28,1991,28.1,6,1,0,58,39,2,18,15,35,1,0,0,225,20,28,41.7,Matches
2628,Christopher Trimmel,at AUT,DF,Union Berlin,de Bundesliga,33,1987,28.6,9,0,0,31,11,2,86,58,33,1,0,0,261,33,28,54.1,Matches
2629,Francisco Trincão,pt POR,FWMF,Barcelona,es La Liga,20,1999,7.8,1,0,0,6,13,8,11,4,4,0,0,0,42,4,9,30.8,Matches
2630,Alessandro Tripaldelli,it ITA,DF,Cagliari,it Serie A,21,1999,3.3,1,0,0,9,4,0,8,4,4,0,0,0,22,7,8,46.7,Matches
2631,Kieran Trippier,eng ENG,DF,Atlético Madrid,es La Liga,29,1990,27.5,0,0,0,30,15,6,66,38,37,0,0,0,244,53,26,67.1,Matches
2632,Leandro Trossard,be BEL,FWMF,Brighton,eng Premier League,25,1994,29.0,2,0,0,28,32,6,64,24,20,0,0,0,202,6,28,17.6,Matches
2633,Alexis Trouillet,fr FRA,MF,Nice,fr Ligue 1,19,2000,1.2,0,0,0,2,4,0,1,1,4,0,0,0,12,1,2,33.3,Matches
2634,Adrien Truffert,fr FRA,DFMF,Rennes,fr Ligue 1,18,2001,21.7,3,0,0,23,25,0,62,18,22,1,0,0,175,18,24,42.9,Matches
2635,Marvin Tshibuabua,fr FRA,DF,Saint-Étienne,fr Ligue 1,18,2002,0.5,0,0,0,0,0,0,0,1,0,0,0,0,5,4,2,66.7,Matches
2636,Kostas Tsimikas,gr GRE,DF,Liverpool,eng Premier League,24,1996,0.1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0.0,Matches
2637,Axel Tuanzebe,eng ENG,DF,Manchester Utd,eng Premier League,22,1997,4.5,2,0,0,6,3,0,0,4,5,0,0,1,45,6,7,46.2,Matches
2638,Alessandro Tuia,it ITA,DF,Benevento,it Serie A,30,1990,19.6,6,0,0,27,12,0,7,30,30,0,2,0,120,28,15,65.1,Matches
2639,Ľubomír Tupta,sk SVK,MF,Hellas Verona,it Serie A,22,1998,0.6,0,0,0,0,1,0,0,0,0,0,0,0,2,1,1,50.0,Matches
2640,Tuta,br BRA,DF,Eint Frankfurt,de Bundesliga,21,1999,16.2,5,0,0,30,13,0,4,31,14,0,2,1,206,41,32,56.2,Matches
2641,Iyenoma Udogie,it ITA,DFMF,Hellas Verona,it Serie A,17,2002,1.9,1,0,0,5,3,1,0,3,4,0,0,0,22,3,5,37.5,Matches
2642,Matthieu Udol,fr FRA,DF,Metz,fr Ligue 1,24,1996,19.2,1,1,0,15,19,0,42,36,27,0,2,0,147,24,13,64.9,Matches
