,,,,,,,,,SCA,,SCA Types,,,,,,GCA,,GCA Types,,,,,,
Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,SCA,SCA90,PassLive,PassDead,Drib,Sh,Fld,Def,GCA,GCA90,PassLive,PassDead,Drib,Sh,Fld,Def,Matches
971,Yann Gboho,fr FRA,MFFW,Rennes,fr Ligue 1,19,2001,3.4,15,4.46,9,0,3,2,1,0,0,0.00,0,0,0,0,0,0,Matches
972,David de Gea,es ESP,GK,Manchester Utd,eng Premier League,29,1990,25.5,2,0.08,1,1,0,0,0,0,1,0.04,1,0,0,0,0,0,Matches
973,Christian Gebauer,at AUT,MFFW,Arminia,de Bundesliga,26,1993,7.6,14,1.83,12,0,0,2,0,0,1,0.13,1,0,0,0,0,0,Matches
974,Theodor Gebre Selassie,cz CZE,DF,Werder Bremen,de Bundesliga,33,1986,33.7,38,1.13,30,3,0,2,3,0,4,0.12,2,1,0,1,0,0,Matches
975,Emrehan Gedikli,de GER,FW,Leverkusen,de Bundesliga,17,2003,0.3,1,3.60,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
976,Dennis Geiger,de GER,MF,Hoffenheim,de Bundesliga,22,1998,7.3,24,3.28,15,8,0,1,0,0,1,0.14,0,1,0,0,0,0,Matches
977,Christian Gentner,de GER,MF,Union Berlin,de Bundesliga,34,1985,11.5,18,1.57,16,0,0,0,2,0,1,0.09,1,0,0,0,0,0,Matches
978,Yannick Gerhardt,de GER,MFFW,Wolfsburg,de Bundesliga,26,1994,21.5,38,1.77,26,3,2,4,3,0,7,0.33,5,0,0,1,1,0,Matches
979,Valère Germain,fr FRA,FW,Marseille,fr Ligue 1,30,1990,9.5,5,0.53,4,0,0,0,1,0,0,0.00,0,0,0,0,0,0,Matches
980,Gervinho,ci CIV,FW,Parma,it Serie A,33,1987,22.5,57,2.54,42,0,11,1,3,0,3,0.13,2,0,0,0,1,0,Matches
981,Willem Geubbels,fr FRA,FWMF,Monaco,fr Ligue 1,18,2001,3.3,6,1.84,6,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
982,Hamadi Al Ghaddioui,ma MAR,FWMF,Stuttgart,de Bundesliga,29,1990,0.5,2,3.91,2,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
983,Anwar El Ghazi,nl NED,FW,Aston Villa,eng Premier League,25,1995,17.9,55,3.07,30,9,4,6,6,0,1,0.06,0,0,0,1,0,0,Matches
984,Paolo Ghiglione,it ITA,DFMF,Genoa,it Serie A,23,1997,15.1,32,2.12,23,6,1,0,1,1,6,0.40,5,1,0,0,0,0,Matches
985,Faouzi Ghoulam,dz ALG,DFFW,Napoli,it Serie A,29,1991,3.2,12,3.74,6,4,0,2,0,0,1,0.31,0,0,0,1,0,0,Matches
986,Kieran Gibbs,eng ENG,DF,West Brom,eng Premier League,30,1989,9.0,4,0.44,4,0,0,0,0,0,1,0.11,1,0,0,0,0,0,Matches
987,Morgan Gibbs-White,eng ENG,FWMF,Wolves,eng Premier League,20,2000,4.6,17,3.70,12,2,0,0,3,0,1,0.22,0,0,0,0,1,0,Matches
988,Niko Gießelmann,de GER,DF,Union Berlin,de Bundesliga,28,1991,4.8,6,1.26,4,1,0,0,1,0,0,0.00,0,0,0,0,0,0,Matches
989,Rafał Gikiewicz,pl POL,GK,Augsburg,de Bundesliga,32,1987,34.0,3,0.09,2,1,0,0,0,0,1,0.03,0,1,0,0,0,0,Matches
990,David Gil,es ESP,GK,Cádiz,es La Liga,26,1994,4.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
991,Billy Gilmour,sct SCO,MF,Chelsea,eng Premier League,19,2001,2.9,4,1.38,4,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
992,Álvaro Giménez,es ESP,FWMF,Cádiz,es La Liga,29,1991,4.5,3,0.66,3,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
993,Daniel Ginczek,de GER,FWMF,Wolfsburg,de Bundesliga,29,1991,2.4,5,2.09,5,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
994,Matthias Ginter,de GER,DF,M'Gladbach,de Bundesliga,26,1994,34.0,30,0.88,28,0,1,0,1,0,5,0.15,5,0,0,0,0,0,Matches
995,Andrei Girotto,br BRA,DFMF,Nantes,fr Ligue 1,28,1992,29.6,19,0.64,13,0,0,5,1,0,3,0.10,1,0,0,2,0,0,Matches
996,Olivier Giroud,fr FRA,FW,Chelsea,eng Premier League,33,1986,8.3,15,1.80,12,0,0,2,0,1,0,0.00,0,0,0,0,0,0,Matches
997,Robert Glatzel,de GER,FW,Mainz 05,de Bundesliga,26,1994,4.0,11,2.76,7,0,1,1,1,1,3,0.75,1,0,0,1,0,1,Matches
998,Kamil Glik,pl POL,DF,Benevento,it Serie A,32,1988,35.6,13,0.36,12,0,1,0,0,0,1,0.03,1,0,0,0,0,0,Matches
999,Serge Gnabry,de GER,FWMF,Bayern Munich,de Bundesliga,25,1995,18.3,79,4.32,64,7,4,3,1,0,11,0.60,9,1,0,0,1,0,Matches
1000,Ben Godfrey,eng ENG,DF,Everton,eng Premier League,22,1998,29.8,10,0.34,7,0,0,2,1,0,2,0.07,1,0,0,1,0,0,Matches
1001,Diego Godín,uy URU,DF,Cagliari,it Serie A,34,1986,27.9,20,0.72,19,0,0,0,1,0,2,0.07,2,0,0,0,0,0,Matches
1002,Akaki Gogia,de GER,FW,Union Berlin,de Bundesliga,28,1992,1.6,5,3.21,4,0,0,0,1,0,3,1.93,2,0,0,0,1,0,Matches
1003,Amer Gojak,ba BIH,MFFW,Torino,it Serie A,23,1997,5.3,14,2.65,6,5,1,1,0,1,2,0.38,0,1,0,1,0,0,Matches
1004,Edoardo Goldaniga,it ITA,DF,Genoa,it Serie A,26,1993,20.6,12,0.58,12,0,0,0,0,0,2,0.10,2,0,0,0,0,0,Matches
1005,Vladimir Golemić,si SVN,DF,Crotone,it Serie A,29,1991,26.0,12,0.46,11,1,0,0,0,0,1,0.04,0,1,0,0,0,0,Matches
1006,Pierluigi Gollini,it ITA,GK,Atalanta,it Serie A,25,1995,24.0,3,0.13,2,1,0,0,0,0,1,0.04,0,1,0,0,0,0,Matches
1007,Aleksandr Golovin,ru RUS,MFFW,Monaco,fr Ligue 1,24,1996,11.9,49,4.13,20,23,3,2,0,1,12,1.01,6,5,0,0,0,1,Matches
1008,Tomislav Gomelt,hr CRO,MF,Crotone,it Serie A,25,1995,0.2,1,4.74,0,0,0,0,0,1,0,0.00,0,0,0,0,0,0,Matches
1009,André Gomes,pt POR,MF,Everton,eng Premier League,27,1993,17.4,35,2.01,31,2,1,0,0,1,2,0.11,2,0,0,0,0,0,Matches
1010,Dani Gómez,es ESP,FW,Levante,es La Liga,22,1998,18.5,29,1.57,21,0,3,2,3,0,6,0.32,3,0,0,2,1,0,Matches
1011,Ibai Gómez,es ESP,MF,Athletic Club,es La Liga,30,1989,4.7,9,1.91,6,3,0,0,0,0,2,0.42,1,1,0,0,0,0,Matches
1012,Joe Gomez,eng ENG,DF,Liverpool,eng Premier League,23,1997,6.6,2,0.31,2,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
1013,Maxi Gómez,uy URU,FW,Valencia,es La Liga,23,1996,29.9,48,1.61,28,0,2,5,12,1,11,0.37,3,0,0,3,5,0,Matches
1014,Moi Gómez,es ESP,MFFW,Villarreal,es La Liga,26,1994,28.5,62,2.18,47,6,6,2,1,0,4,0.14,3,1,0,0,0,0,Matches
1015,Papu Gómez,ar ARG,FWMF,Atalanta,it Serie A,32,1988,7.4,36,4.86,20,4,7,1,4,0,5,0.68,4,0,1,0,0,0,Matches
1016,Papu Gómez,ar ARG,MFFW,Sevilla,es La Liga,32,1988,10.2,37,3.64,22,5,4,0,5,1,2,0.20,1,0,0,0,1,0,Matches
1017,Sergi Gómez,es ESP,DF,Sevilla,es La Liga,28,1992,8.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
1018,Sergio Gómez,es ESP,MFFW,Huesca,es La Liga,19,2000,8.8,19,2.16,11,6,0,1,1,0,1,0.11,1,0,0,0,0,0,Matches
1019,Alfred Gomis,sn SEN,GK,Dijon,fr Ligue 1,26,1993,5.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
1020,Alfred Gomis,sn SEN,GK,Rennes,fr Ligue 1,26,1993,22.0,3,0.14,1,2,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
1021,Maxime Gonalons,fr FRA,MF,Granada,es La Liga,31,1989,16.4,21,1.28,16,0,1,1,2,1,2,0.12,2,0,0,0,0,0,Matches
1022,Vagner Gonçalves,cv CPV,FWMF,Metz,fr Ligue 1,24,1996,10.7,32,2.98,17,3,3,1,7,1,5,0.47,3,0,1,0,1,0,Matches
1023,Álvaro González,es ESP,DF,Marseille,fr Ligue 1,30,1990,31.5,13,0.41,9,0,0,1,2,1,4,0.13,1,0,0,1,1,1,Matches
1024,Bruno González,es ESP,DF,Valladolid,es La Liga,30,1990,25.1,4,0.16,3,0,0,0,1,0,0,0.00,0,0,0,0,0,0,Matches
1025,Diego González,es ESP,DF,Elche,es La Liga,25,1995,14.2,4,0.28,3,0,0,1,0,0,0,0.00,0,0,0,0,0,0,Matches
1026,Nicolás González,ar ARG,FWDF,Stuttgart,de Bundesliga,22,1998,10.4,30,2.89,20,0,3,3,4,0,7,0.67,3,0,2,1,1,0,Matches
1027,Sergio González,es ESP,MF,Cádiz,es La Liga,23,1997,1.0,1,1.00,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
1028,Urko González,es ESP,MF,Real Sociedad,es La Liga,19,2001,0.5,1,1.91,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
1029,Anthony Gordon,eng ENG,FWMF,Everton,eng Premier League,19,2001,1.0,1,1.02,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
1030,Leon Goretzka,de GER,MF,Bayern Munich,de Bundesliga,25,1995,18.9,46,2.43,35,0,2,5,2,2,14,0.74,10,0,2,2,0,0,Matches
1031,Andoni Gorosabel,es ESP,DF,Real Sociedad,es La Liga,23,1996,26.5,52,1.96,41,7,0,1,3,0,6,0.23,6,0,0,0,0,0,Matches
1032,Robin Gosens,de GER,DF,Atalanta,it Serie A,26,1994,28.0,65,2.32,54,2,1,4,2,2,11,0.39,9,1,0,1,0,0,Matches
1033,Amine Gouiri,fr FRA,FWMF,Nice,fr Ligue 1,20,2000,30.5,121,3.96,75,13,9,8,9,7,14,0.46,4,3,1,2,2,2,Matches
1034,Jeffrey Gouweleeuw,nl NED,DF,Augsburg,de Bundesliga,29,1991,31.5,24,0.76,16,2,1,1,1,3,1,0.03,1,0,0,0,0,0,Matches
1035,Jonathan Gradit,fr FRA,DF,Lens,fr Ligue 1,27,1992,31.4,30,0.96,26,0,1,0,2,1,2,0.06,2,0,0,0,0,0,Matches
1036,Karlan Grant,eng ENG,FWMF,West Brom,eng Premier League,22,1997,12.5,11,0.88,7,1,1,1,1,0,1,0.08,1,0,0,0,0,0,Matches
1037,Alberto Grassi,it ITA,MFDF,Parma,it Serie A,25,1995,13.1,11,0.84,8,0,0,1,2,0,0,0.00,0,0,0,0,0,0,Matches
1038,Andrew Gravillon,fr FRA,DF,Lorient,fr Ligue 1,22,1998,25.2,13,0.51,12,1,0,0,0,0,4,0.16,4,0,0,0,0,0,Matches
1039,Demarai Gray,eng ENG,FW,Leicester City,eng Premier League,24,1996,0.2,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
1040,Demarai Gray,eng ENG,FW,Leverkusen,de Bundesliga,24,1996,4.9,16,3.26,10,3,1,2,0,0,2,0.41,2,0,0,0,0,0,Matches
1041,Adrian Grbić,at AUT,FW,Lorient,fr Ligue 1,23,1996,10.7,13,1.22,7,0,0,2,3,1,2,0.19,0,0,0,0,2,0,Matches
1042,Jack Grealish,eng ENG,FWMF,Aston Villa,eng Premier League,24,1995,24.3,150,6.18,114,14,8,2,11,1,21,0.86,17,0,0,0,3,1,Matches
1043,Etienne Green,fr FRA,GK,Saint-Étienne,fr Ligue 1,20,2000,8.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
1044,Mason Greenwood,eng ENG,FW,Manchester Utd,eng Premier League,18,2001,20.2,50,2.47,29,1,8,7,4,1,5,0.25,3,0,2,0,0,0,Matches
1045,Michael Gregoritsch,at AUT,FWMF,Augsburg,de Bundesliga,26,1994,9.3,15,1.62,10,1,2,0,2,0,4,0.43,3,0,0,0,1,0,Matches
1046,Clément Grenier,fr FRA,MF,Rennes,fr Ligue 1,29,1991,12.0,46,3.84,29,14,0,1,2,0,6,0.50,4,1,0,0,1,0,Matches
1047,Sebastian Griesbeck,de GER,MF,Union Berlin,de Bundesliga,29,1990,9.9,6,0.61,3,0,1,0,2,0,1,0.10,0,0,0,0,1,0,Matches
1048,Antoine Griezmann,fr FRA,FWMF,Barcelona,es La Liga,29,1991,28.9,88,3.04,76,3,3,2,3,1,10,0.35,9,0,0,0,1,0,Matches
1049,Vincenzo Grifo,it ITA,MFFW,Freiburg,de Bundesliga,27,1993,25.7,119,4.63,70,32,7,5,4,1,18,0.70,13,4,0,1,0,0,Matches
1050,Lennart Grill,de GER,GK,Leverkusen,de Bundesliga,21,1999,4.0,1,0.25,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
1051,Florian Grillitsch,at AUT,MFDF,Hoffenheim,de Bundesliga,24,1995,20.9,42,2.01,35,0,2,2,2,1,7,0.34,5,0,1,0,1,0,Matches
1052,Christian Groß,de GER,MFDF,Werder Bremen,de Bundesliga,31,1989,16.3,14,0.86,12,0,1,1,0,0,1,0.06,1,0,0,0,0,0,Matches
1053,Pascal Groß,de GER,MFDF,Brighton,eng Premier League,29,1991,27.6,110,3.99,63,40,0,4,2,1,9,0.33,6,3,0,0,0,0,Matches
1054,Kamil Grosicki,pl POL,FWMF,West Brom,eng Premier League,32,1988,1.6,5,3.04,4,0,0,1,0,0,2,1.22,2,0,0,0,0,0,Matches
1055,Ilia Gruev,bg BUL,FW,Werder Bremen,de Bundesliga,20,2000,0.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
1056,Carlos Gruezo,ec ECU,MF,Augsburg,de Bundesliga,25,1995,23.2,22,0.95,18,0,2,0,1,1,0,0.00,0,0,0,0,0,0,Matches
1057,Vicente Guaita,es ESP,GK,Crystal Palace,eng Premier League,33,1987,37.0,2,0.05,1,1,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
1058,Andrés Guardado,mx MEX,MF,Betis,es La Liga,33,1986,14.6,23,1.57,21,0,0,0,1,1,1,0.07,1,0,0,0,0,0,Matches
1059,Sergi Guardiola,es ESP,FW,Valladolid,es La Liga,29,1991,19.9,27,1.35,18,0,3,1,3,2,5,0.25,3,0,1,0,1,0,Matches
1060,Nemanja Gudelj,rs SRB,MFDF,Sevilla,es La Liga,28,1991,11.6,7,0.61,6,0,0,0,1,0,0,0.00,0,0,0,0,0,0,Matches
1061,Gonçalo Guedes,pt POR,MFFW,Valencia,es La Liga,23,1996,25.4,85,3.34,53,1,12,4,14,1,16,0.63,12,0,1,1,1,1,Matches
1062,Mattéo Guendouzi,fr FRA,MF,Hertha BSC,de Bundesliga,21,1999,20.2,38,1.88,29,2,0,2,5,0,3,0.15,1,0,0,0,2,0,Matches
1063,Raphaël Guerreiro,pt POR,DF,Dortmund,de Bundesliga,26,1993,24.6,87,3.53,75,4,5,1,1,1,16,0.65,14,1,0,1,0,0,Matches
1064,Evann Guessand,fr FRA,FW,Nice,fr Ligue 1,19,2001,0.3,1,3.10,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
1065,Kelyan Guessoum,fr FRA,DF,Nîmes,fr Ligue 1,21,1999,12.5,3,0.24,1,0,0,1,1,0,1,0.08,0,0,0,0,1,0,Matches
1066,Ander Guevara,es ESP,MF,Real Sociedad,es La Liga,23,1997,23.1,28,1.21,26,0,1,1,0,0,3,0.13,2,0,0,1,0,0,Matches
1067,Lamine Gueye,sn SEN,FWMF,Metz,fr Ligue 1,22,1998,16.2,36,2.23,21,5,1,6,2,1,3,0.19,2,0,0,1,0,0,Matches
1068,Pape Gueye,fr FRA,MF,Marseille,fr Ligue 1,21,1999,22.9,28,1.22,23,0,0,2,1,2,4,0.17,3,0,0,1,0,0,Matches
1069,John Guidetti,se SWE,FWMF,Alavés,es La Liga,28,1992,2.3,5,2.16,5,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
1070,Josuha Guilavogui,fr FRA,MFDF,Wolfsburg,de Bundesliga,29,1990,8.3,11,1.33,10,0,0,0,0,1,0,0.00,0,0,0,0,0,0,Matches
1071,Frederic Guilbert,fr FRA,DF,Strasbourg,fr Ligue 1,25,1994,12.4,23,1.86,12,7,0,2,2,0,5,0.40,4,0,0,1,0,0,Matches
1072,Hugo Guillamón,es ESP,DF,Valencia,es La Liga,20,2000,22.1,5,0.23,3,0,0,1,0,1,1,0.05,1,0,0,0,0,0,Matches
1073,Bruno Guimarães,br BRA,MF,Lyon,fr Ligue 1,22,1997,19.5,57,2.92,51,1,1,1,1,2,10,0.51,8,1,0,0,1,0,Matches
1074,Sehrou Guirassy,fr FRA,FW,Rennes,fr Ligue 1,24,1996,19.6,56,2.86,40,0,6,3,7,0,5,0.26,2,0,2,0,1,0,Matches
1075,Péter Gulácsi,hu HUN,GK,RB Leipzig,de Bundesliga,30,1990,33.0,2,0.06,2,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
1076,Manuel Gulde,de GER,DF,Freiburg,de Bundesliga,29,1991,21.7,6,0.28,4,0,0,1,0,1,1,0.05,1,0,0,0,0,0,Matches
1077,Robert Gumny,pl POL,DF,Augsburg,de Bundesliga,22,1998,15.3,15,0.98,11,1,0,1,2,0,2,0.13,1,0,0,0,1,0,Matches
1078,İlkay Gündoğan,de GER,MF,Manchester City,eng Premier League,29,1990,22.5,82,3.64,61,4,8,5,2,2,10,0.44,3,1,3,1,1,1,Matches
1079,Christian Günter,de GER,DF,Freiburg,de Bundesliga,27,1993,34.0,102,3.00,70,25,1,2,2,2,8,0.24,6,1,0,0,0,1,Matches
1080,Koray Günter,de GER,DF,Hellas Verona,it Serie A,25,1994,19.6,12,0.61,10,0,0,1,0,1,2,0.10,1,0,0,1,0,0,Matches
1081,Jon Guridi,es ESP,MF,Real Sociedad,es La Liga,25,1995,9.2,10,1.08,6,0,0,1,3,0,1,0.11,1,0,0,0,0,0,Matches
1082,Malo Gusto,fr FRA,MF,Lyon,fr Ligue 1,17,2003,0.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
1083,Raúl Guti,es ESP,MF,Elche,es La Liga,23,1996,31.8,26,0.82,19,0,2,1,3,1,4,0.13,1,0,0,1,2,0,Matches
1084,Marcos Mauro López Gutiérrez,ar ARG,DF,Cádiz,es La Liga,29,1991,20.3,4,0.20,3,0,0,1,0,0,1,0.05,0,0,0,1,0,0,Matches
1085,Miguel Gutiérrez,es ESP,DF,Real Madrid,es La Liga,19,2001,3.5,7,1.99,4,1,0,0,2,0,1,0.28,1,0,0,0,0,0,Matches
1086,Emmanuel Gyasi,gh GHA,FW,Spezia,it Serie A,26,1994,31.7,59,1.86,49,0,5,3,1,1,9,0.28,8,0,1,0,0,0,Matches
1087,Erling Haaland,no NOR,FW,Dortmund,de Bundesliga,20,2000,26.7,62,2.32,39,0,10,9,3,1,16,0.60,10,0,4,2,0,0,Matches
1088,Janik Haberer,de GER,MFFW,Freiburg,de Bundesliga,26,1994,5.4,7,1.30,4,0,2,0,0,1,0,0.00,0,0,0,0,0,0,Matches
1089,Alexander Hack,de GER,DF,Mainz 05,de Bundesliga,26,1993,15.2,11,0.72,9,1,0,1,0,0,1,0.07,0,0,0,1,0,0,Matches
1090,Antwoine Hackford,eng ENG,DFFW,Sheffield Utd,eng Premier League,16,2004,0.1,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
1091,Munir El Haddadi,ma MAR,FW,Sevilla,es La Liga,24,1995,9.4,25,2.66,15,3,3,1,3,0,3,0.32,3,0,0,0,0,0,Matches
1092,André Hahn,de GER,FWMF,Augsburg,de Bundesliga,29,1990,22.6,32,1.41,19,1,2,4,3,3,8,0.35,4,0,1,1,1,1,Matches
1093,Amadou Haidara,ml MLI,MFDF,RB Leipzig,de Bundesliga,22,1998,21.2,67,3.17,56,0,2,3,3,3,4,0.19,2,0,0,1,1,0,Matches
1094,Massadio Haïdara,ml MLI,DF,Lens,fr Ligue 1,27,1992,23.7,31,1.31,26,1,1,1,1,1,3,0.13,2,0,0,1,0,0,Matches
1095,Achraf Hakimi,ma MAR,DF,Inter,it Serie A,21,1998,29.6,75,2.53,59,4,3,0,9,0,18,0.61,15,0,0,0,3,0,Matches
1096,Sébastien Haller,ci CIV,FW,West Ham,eng Premier League,26,1994,10.4,17,1.63,13,0,1,0,3,0,0,0.00,0,0,0,0,0,0,Matches
1097,Marcel Halstenberg,de GER,DF,RB Leipzig,de Bundesliga,28,1991,18.3,53,2.89,44,4,1,2,0,2,4,0.22,4,0,0,0,0,0,Matches
1098,Pierre-Yves Hamel,fr FRA,FW,Lorient,fr Ligue 1,26,1994,9.4,20,2.12,15,0,0,2,1,2,3,0.32,2,0,0,1,0,0,Matches
1099,Romain Hamouma,fr FRA,FW,Saint-Étienne,fr Ligue 1,33,1987,19.7,62,3.15,31,18,3,3,7,0,4,0.20,3,0,0,1,0,0,Matches
1100,Samir Handanović,si SVN,GK,Inter,it Serie A,36,1984,36.0,3,0.08,3,0,0,0,0,0,1,0.03,1,0,0,0,0,0,Matches
1101,Lukáš Haraslín,sk SVK,FWMF,Sassuolo,it Serie A,24,1996,3.7,17,4.59,10,3,1,0,3,0,3,0.81,2,0,0,0,1,0,Matches
1102,Amine Harit,ma MAR,MFFW,Schalke 04,de Bundesliga,23,1997,23.3,85,3.64,50,14,8,1,10,2,7,0.30,5,1,0,0,0,1,Matches
1103,Rekeem Harper,eng ENG,MF,West Brom,eng Premier League,20,2000,0.4,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
1104,Jack Harrison,eng ENG,MF,Leeds United,eng Premier League,23,1996,31.6,104,3.29,88,5,5,2,2,2,15,0.47,11,1,2,0,0,1,Matches
1105,Marcel Hartel,de GER,MF,Arminia,de Bundesliga,24,1996,18.7,29,1.55,22,5,2,0,0,0,1,0.05,1,0,0,0,0,0,Matches
1106,Makoto Hasebe,jp JPN,DFMF,Eint Frankfurt,de Bundesliga,36,1984,25.4,39,1.53,34,1,0,0,2,2,1,0.04,1,0,0,0,0,0,Matches
1107,Hans Hateboer,nl NED,DF,Atalanta,it Serie A,26,1994,19.6,39,1.99,33,1,1,4,0,0,2,0.10,2,0,0,0,0,0,Matches
1108,Kortney Hause,eng ENG,DF,Aston Villa,eng Premier League,25,1995,7.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
1109,Kai Havertz,de GER,MFFW,Chelsea,eng Premier League,21,1999,16.9,47,2.78,38,0,3,2,3,1,8,0.47,5,0,0,1,2,0,Matches
1110,Isaac Hayden,eng ENG,MFDF,Newcastle Utd,eng Premier League,25,1995,21.6,17,0.79,12,0,0,1,1,3,0,0.00,0,0,0,0,0,0,Matches
1111,Eden Hazard,be BEL,FWMF,Real Madrid,es La Liga,29,1991,5.9,19,3.21,12,1,4,0,2,0,3,0.51,2,0,1,0,0,0,Matches
1112,Thorgan Hazard,be BEL,FWMF,Dortmund,de Bundesliga,27,1993,7.3,20,2.75,13,4,1,0,1,1,3,0.41,2,1,0,0,0,0,Matches
1113,Jonas Hector,de GER,MF,Köln,de Bundesliga,30,1990,14.3,36,2.51,26,4,2,1,2,1,4,0.28,2,1,0,0,1,0,Matches
1114,Michael Hector,jm JAM,DF,Fulham,eng Premier League,28,1992,2.9,2,0.68,2,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
1115,Hwang Hee-chan,kr KOR,FWMF,RB Leipzig,de Bundesliga,24,1996,5.1,11,2.15,6,0,2,1,2,0,3,0.59,1,0,0,1,1,0,Matches
1116,Ahmed Hegazi,eg EGY,DF,West Brom,eng Premier League,29,1991,1.0,1,1.00,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
1117,Dominique Heintz,de GER,DF,Freiburg,de Bundesliga,26,1993,15.2,6,0.39,6,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
1118,Dean Henderson,eng ENG,GK,Manchester Utd,eng Premier League,23,1997,12.5,1,0.08,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
1119,Jordan Henderson,eng ENG,MFDF,Liverpool,eng Premier League,30,1990,18.9,33,1.74,27,4,0,0,1,1,4,0.21,3,1,0,0,0,0,Matches
1120,Jeff Hendrick,ie IRL,MF,Newcastle Utd,eng Premier League,28,1992,15.8,14,0.89,12,0,0,1,1,0,2,0.13,2,0,0,0,0,0,Matches
1121,Benjamin Henrichs,de GER,DFMF,RB Leipzig,de Bundesliga,23,1997,6.0,6,1.00,6,0,0,0,0,0,1,0.17,1,0,0,0,0,0,Matches
1122,Dalbert Henrique,br BRA,DF,Rennes,fr Ligue 1,26,1993,4.1,7,1.69,6,0,1,0,0,0,1,0.24,1,0,0,0,0,0,Matches
1123,Eduardo Henrique,br BRA,MF,Crotone,it Serie A,25,1995,10.3,12,1.17,9,0,1,1,0,1,0,0.00,0,0,0,0,0,0,Matches
1124,Luis Henrique,br BRA,DFFW,Marseille,fr Ligue 1,18,2001,7.5,28,3.73,23,0,3,1,1,0,6,0.80,5,0,1,0,0,0,Matches
1125,Christophe Hérelle,mq MTQ,DF,Brest,fr Ligue 1,27,1992,15.3,10,0.65,8,0,0,1,0,1,0,0.00,0,0,0,0,0,0,Matches
1126,Jérôme Hergault,fr FRA,DF,Lorient,fr Ligue 1,34,1986,18.1,14,0.78,10,0,0,0,4,0,1,0.06,0,0,0,0,1,0,Matches
1127,Mario Hermoso,es ESP,DF,Atlético Madrid,es La Liga,25,1995,28.6,25,0.87,24,1,0,0,0,0,3,0.10,3,0,0,0,0,0,Matches
1128,Aridane Hernández,gq EQG,DF,Osasuna,es La Liga,31,1989,22.5,8,0.36,8,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
1129,Lucas Hernández,fr FRA,DF,Bayern Munich,de Bundesliga,24,1996,17.7,24,1.35,22,0,0,0,1,1,4,0.23,3,0,0,0,1,0,Matches
1130,Pablo Hernández,es ESP,MFFW,Leeds United,eng Premier League,35,1985,4.7,20,4.22,15,0,1,3,0,1,3,0.63,3,0,0,0,0,0,Matches
1131,Theo Hernández,fr FRA,DF,Milan,it Serie A,22,1997,32.6,79,2.42,57,5,3,2,11,1,12,0.37,9,0,0,0,2,1,Matches
1132,Hernani,br BRA,MF,Parma,it Serie A,26,1994,24.3,60,2.47,35,16,3,3,1,2,5,0.21,3,1,1,0,0,0,Matches
1133,Ander Herrera,es ESP,MF,Paris S-G,fr Ligue 1,30,1989,20.6,52,2.53,48,1,1,0,1,1,7,0.34,7,0,0,0,0,0,Matches
1134,Héctor Herrera,mx MEX,MF,Atlético Madrid,es La Liga,30,1990,7.6,17,2.24,12,2,1,2,0,0,3,0.40,1,1,0,1,0,0,Matches
1135,Sergio Herrera,es ESP,GK,Osasuna,es La Liga,27,1993,32.9,2,0.06,2,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
1136,Yangel Herrera,ve VEN,MF,Granada,es La Liga,22,1998,25.7,35,1.36,28,0,0,3,3,1,3,0.12,1,0,0,0,1,1,Matches
