,,,,,,,,,SCA,,SCA Types,,,,,,GCA,,GCA Types,,,,,,
Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,SCA,SCA90,PassLive,PassDead,Drib,Sh,Fld,Def,GCA,GCA90,PassLive,PassDead,Drib,Sh,Fld,Def,Matches
2216,Mikel Rico,es ESP,MF,Huesca,es La Liga,35,1984,24.3,46,1.90,38,2,1,1,3,1,7,0.29,7,0,0,0,0,0,Matches
2217,Sergio Rico,es ESP,GK,Paris S-G,fr Ligue 1,26,1993,9.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
2218,Jaïro Riedewald,nl NED,MF,Crystal Palace,eng Premier League,23,1996,20.2,19,0.94,18,0,0,1,0,0,0,0.00,0,0,0,0,0,0,Matches
2219,Emiliano Rigoni,ar ARG,MFFW,Elche,es La Liga,27,1993,12.7,18,1.42,10,5,0,2,0,1,2,0.16,1,0,0,1,0,0,Matches
2220,Tomás Rincón,ve VEN,MF,Torino,it Serie A,32,1988,31.6,40,1.26,32,0,1,2,1,4,2,0.06,1,0,0,1,0,0,Matches
2221,Luis Rioja,es ESP,MF,Alavés,es La Liga,26,1993,23.2,51,2.20,37,2,5,2,3,2,10,0.43,4,1,2,0,1,2,Matches
2222,Renaud Ripart,fr FRA,MFFW,Nîmes,fr Ligue 1,27,1993,33.9,48,1.41,30,1,8,5,3,1,3,0.09,1,0,0,2,0,0,Matches
2223,Andrea Rispoli,it ITA,DF,Crotone,it Serie A,31,1988,7.2,16,2.21,14,2,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
2224,Mihailo Ristić,rs SRB,DF,Montpellier,fr Ligue 1,24,1995,24.8,44,1.77,33,3,2,3,2,1,7,0.28,6,0,0,1,0,0,Matches
2225,Matt Ritchie,sct SCO,DFMF,Newcastle Utd,eng Premier League,30,1989,15.0,40,2.67,19,16,0,1,2,2,4,0.27,1,1,0,0,1,1,Matches
2226,Maxence Rivera,fr FRA,MFFW,Saint-Étienne,fr Ligue 1,18,2002,2.7,5,1.88,5,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
2227,Emmanuel Rivière,fr FRA,FWMF,Crotone,it Serie A,30,1990,7.1,11,1.55,8,0,0,1,1,1,3,0.42,2,0,0,1,0,0,Matches
2228,Rober,es ESP,DFMF,Levante,es La Liga,25,1995,15.8,7,0.44,7,0,0,0,0,0,1,0.06,1,0,0,0,0,0,Matches
2229,Roberto,es ESP,GK,Valladolid,es La Liga,34,1986,13.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
2230,Sergi Roberto,es ESP,DF,Barcelona,es La Liga,28,1992,10.5,18,1.71,17,0,0,0,0,1,2,0.19,2,0,0,0,0,0,Matches
2231,Tyler Roberts,wls WAL,MFFW,Leeds United,eng Premier League,21,1999,14.9,36,2.42,28,0,3,1,4,0,3,0.20,3,0,0,0,0,0,Matches
2232,Andrew Robertson,sct SCO,DF,Liverpool,eng Premier League,26,1994,37.6,106,2.82,80,19,4,1,0,2,15,0.40,10,2,2,1,0,0,Matches
2233,Antonee Robinson,us USA,DF,Fulham,eng Premier League,22,1997,24.0,53,2.21,46,3,1,0,2,1,2,0.08,2,0,0,0,0,0,Matches
2234,Callum Robinson,ie IRL,FWMF,West Brom,eng Premier League,25,1995,17.3,40,2.31,27,0,7,2,4,0,4,0.23,1,0,1,0,2,0,Matches
2235,Jack Robinson,eng ENG,DF,Sheffield Utd,eng Premier League,26,1993,9.7,6,0.62,3,0,1,1,1,0,4,0.41,2,0,1,0,1,0,Matches
2236,Joel Robles,es ESP,GK,Betis,es La Liga,30,1990,18.0,2,0.11,2,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
2237,Hal Robson-Kanu,wls WAL,FW,West Brom,eng Premier League,31,1989,6.2,12,1.93,9,0,1,0,1,1,0,0.00,0,0,0,0,0,0,Matches
2238,Marc Roca,es ESP,MF,Bayern Munich,de Bundesliga,23,1996,2.0,2,1.02,1,0,1,0,0,0,0,0.00,0,0,0,0,0,0,Matches
2239,Christopher Rocchia,fr FRA,DF,Marseille,fr Ligue 1,22,1998,0.2,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
2240,Rubén Rochina,es ESP,MF,Levante,es La Liga,29,1991,15.6,46,2.95,30,4,2,0,6,4,3,0.19,2,0,0,0,0,1,Matches
2241,Marek Rodák,sk SVK,GK,Fulham,eng Premier League,23,1996,2.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
2242,Sebastian Rode,de GER,MF,Eint Frankfurt,de Bundesliga,29,1990,18.1,43,2.38,36,1,1,0,5,0,7,0.39,6,0,0,0,1,0,Matches
2243,Joe Rodon,wls WAL,DF,Tottenham,eng Premier League,22,1997,8.1,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
2244,Rodri,es ESP,MF,Manchester City,eng Premier League,24,1996,30.5,73,2.39,58,1,6,3,1,4,8,0.26,6,0,1,0,0,1,Matches
2245,Rodrigo,es ESP,MFFW,Leeds United,eng Premier League,29,1991,14.3,64,4.47,49,0,5,6,2,2,11,0.77,5,0,2,3,1,0,Matches
2246,Rodrigo,es ESP,FWMF,Betis,es La Liga,20,2000,6.0,14,2.35,11,2,0,0,1,0,1,0.17,1,0,0,0,0,0,Matches
2247,Kévin Rodrigues,pt POR,DFMF,Eibar,es La Liga,26,1994,12.2,21,1.73,15,4,1,0,1,0,1,0.08,1,0,0,0,0,0,Matches
2248,Óscar Rodríguez Arnaiz,es ESP,MFFW,Sevilla,es La Liga,22,1998,5.7,21,3.70,12,5,1,1,1,1,1,0.18,1,0,0,0,0,0,Matches
2249,Ángel Rodríguez,es ESP,FWMF,Getafe,es La Liga,33,1987,15.3,25,1.64,16,0,0,4,5,0,3,0.20,1,0,0,1,1,0,Matches
2250,Guido Rodríguez,ar ARG,MF,Betis,es La Liga,26,1994,31.8,38,1.19,28,0,4,2,2,2,1,0.03,0,0,0,1,0,0,Matches
2251,James Rodríguez,co COL,FWMF,Everton,eng Premier League,29,1991,19.6,72,3.67,44,16,4,0,6,2,13,0.66,8,4,0,0,1,0,Matches
2252,Jay Rodriguez,eng ENG,FWMF,Burnley,eng Premier League,31,1989,14.1,23,1.64,14,0,4,3,2,0,4,0.28,3,0,1,0,0,0,Matches
2253,Miguel Rodríguez,es ESP,FWMF,Celta Vigo,es La Liga,17,2003,0.3,3,9.00,2,0,0,0,0,1,0,0.00,0,0,0,0,0,0,Matches
2254,Ricardo Rodríguez,ch SUI,DF,Torino,it Serie A,27,1992,13.8,16,1.16,13,1,0,2,0,0,3,0.22,3,0,0,0,0,0,Matches
2255,Víctor Rodríguez,es ESP,MF,Elche,es La Liga,31,1989,4.7,8,1.69,6,2,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
2256,Rodrygo,br BRA,FW,Real Madrid,es La Liga,19,2001,10.9,40,3.66,30,0,5,1,3,1,9,0.82,7,0,2,0,0,0,Matches
2257,Marko Rog,hr CRO,MF,Cagliari,it Serie A,25,1995,12.9,22,1.70,18,1,0,0,2,1,1,0.08,0,0,0,0,1,0,Matches
2258,Rogério,br BRA,DF,Sassuolo,it Serie A,22,1998,20.9,27,1.29,22,3,1,1,0,0,1,0.05,1,0,0,0,0,0,Matches
2259,Luis Rojas,cl CHI,MFFW,Crotone,it Serie A,18,2002,1.2,1,0.87,0,0,0,1,0,0,0,0.00,0,0,0,0,0,0,Matches
2260,Alessio Romagnoli,it ITA,DF,Milan,it Serie A,25,1995,21.2,14,0.66,12,0,0,2,0,0,4,0.19,4,0,0,0,0,0,Matches
2261,Cristian Romero,ar ARG,DF,Atalanta,it Serie A,22,1998,28.3,23,0.81,18,0,1,1,2,1,5,0.18,3,0,1,0,1,0,Matches
2262,Oriol Romeu,es ESP,MF,Southampton,eng Premier League,28,1991,19.6,35,1.79,30,0,0,0,2,3,4,0.20,4,0,0,0,0,0,Matches
2263,Cristiano Ronaldo,pt POR,FW,Juventus,it Serie A,35,1985,31.1,114,3.66,62,1,18,17,12,4,16,0.51,7,0,3,5,1,0,Matches
2264,Facundo Roncaglia,ar ARG,DF,Osasuna,es La Liga,33,1987,13.7,14,1.02,11,1,1,1,0,0,2,0.15,1,0,0,1,0,0,Matches
2265,Valentin Rongier,fr FRA,MF,Marseille,fr Ligue 1,25,1994,21.0,36,1.72,27,0,1,3,3,2,6,0.29,5,0,0,0,0,1,Matches
2266,Marten de Roon,nl NED,MF,Atalanta,it Serie A,29,1991,33.6,69,2.06,62,4,0,0,0,3,7,0.21,7,0,0,0,0,0,Matches
2267,Jérôme Roussillon,fr FRA,DF,Wolfsburg,de Bundesliga,27,1993,13.7,19,1.39,17,0,1,1,0,0,3,0.22,2,0,1,0,0,0,Matches
2268,Nolan Roux,fr FRA,FW,Nîmes,fr Ligue 1,32,1988,7.2,7,0.97,6,0,0,0,0,1,0,0.00,0,0,0,0,0,0,Matches
2269,Nicolò Rovella,it ITA,MF,Genoa,it Serie A,18,2001,13.2,30,2.27,23,3,1,0,3,0,2,0.15,1,1,0,0,0,0,Matches
2270,Amir Rrahmani,xk KVX,DF,Napoli,it Serie A,26,1994,12.2,4,0.33,1,0,0,1,2,0,2,0.16,0,0,0,1,1,0,Matches
2271,Rubén,es ESP,GKMF,Osasuna,es La Liga,36,1984,2.1,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
2272,Waldo Rubio,es ESP,FW,Valladolid,es La Liga,24,1995,4.2,6,1.44,4,0,0,1,0,1,1,0.24,1,0,0,0,0,0,Matches
2273,John Ruddy,eng ENG,GK,Wolves,eng Premier League,33,1986,1.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
2274,Antonio Rüdiger,de GER,DF,Chelsea,eng Premier League,27,1993,19.0,14,0.74,13,1,0,0,0,0,1,0.05,1,0,0,0,0,0,Matches
2275,Sebastian Rudy,de GER,MFDF,Hoffenheim,de Bundesliga,30,1990,18.6,55,2.95,35,18,1,1,0,0,5,0.27,4,1,0,0,0,0,Matches
2276,Sebastian Rudy,de GER,DF,Schalke 04,de Bundesliga,30,1990,2.0,4,2.00,1,3,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
2277,Kevin Rüegg,ch SUI,DFMF,Hellas Verona,it Serie A,21,1998,2.3,1,0.44,0,0,0,0,1,0,1,0.44,0,0,0,0,1,0,Matches
2278,Daniele Rugani,it ITA,DF,Rennes,fr Ligue 1,26,1994,1.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
2279,Daniele Rugani,it ITA,DF,Cagliari,it Serie A,26,1994,11.1,2,0.18,1,0,0,0,0,1,1,0.09,1,0,0,0,0,0,Matches
2280,Matteo Ruggeri,it ITA,DF,Atalanta,it Serie A,18,2002,2.3,4,1.73,4,0,0,0,0,0,1,0.43,1,0,0,0,0,0,Matches
2281,Mário Rui,pt POR,DF,Napoli,it Serie A,29,1991,18.5,52,2.80,40,8,1,1,2,0,6,0.32,5,1,0,0,0,0,Matches
2282,Aitor Ruibal,es ESP,FWMF,Betis,es La Liga,24,1996,17.7,54,3.05,38,0,9,3,2,2,3,0.17,3,0,0,0,0,0,Matches
2283,Fabián Ruiz Peña,es ESP,MF,Napoli,it Serie A,24,1996,28.5,105,3.68,88,0,3,6,2,6,10,0.35,7,0,1,0,2,0,Matches
2284,Isma Ruiz,es ESP,MF,Granada,es La Liga,19,2001,0.7,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
2285,Kays Ruiz,ma MAR,FWMF,Paris S-G,fr Ligue 1,17,2002,2.1,5,2.42,4,0,0,0,1,0,1,0.48,1,0,0,0,0,0,Matches
2286,Víctor Ruiz,es ESP,DF,Betis,es La Liga,31,1989,24.0,5,0.21,5,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
2287,Gerónimo Rulli,ar ARG,GK,Villarreal,es La Liga,28,1992,2.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
2288,Georginio Rutter,fr FRA,FW,Hoffenheim,de Bundesliga,18,2002,2.7,7,2.61,7,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
2289,Georginio Rutter,fr FRA,FWMF,Rennes,fr Ligue 1,18,2002,0.5,1,2.05,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
2290,Mathew Ryan,au AUS,GK,Arsenal,eng Premier League,28,1992,3.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
2291,Mathew Ryan,au AUS,GK,Brighton,eng Premier League,28,1992,11.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
2292,Julian Ryerson,no NOR,DFMF,Union Berlin,de Bundesliga,22,1997,11.9,18,1.52,15,1,1,1,0,0,0,0.00,0,0,0,0,0,0,Matches
2293,Frederik Rønnow,dk DEN,GK,Schalke 04,de Bundesliga,27,1992,10.5,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
2294,João Victor Santos Sá,br BRA,FW,Wolfsburg,de Bundesliga,26,1994,5.2,17,3.26,13,0,1,2,0,1,1,0.19,1,0,0,0,0,0,Matches
2295,Roli Pereira de Sa,fr FRA,MFFW,Nantes,fr Ligue 1,23,1996,0.6,7,11.25,3,0,0,2,1,1,0,0.00,0,0,0,0,0,0,Matches
2296,Idriss Saadi,dz ALG,FWMF,Strasbourg,fr Ligue 1,28,1992,1.4,2,1.44,1,0,1,0,0,0,0,0.00,0,0,0,0,0,0,Matches
2297,Youssouf Sabaly,sn SEN,DF,Bordeaux,fr Ligue 1,27,1993,32.3,63,1.95,41,4,8,3,7,0,12,0.37,6,2,1,1,2,0,Matches
2298,Mathys Saban,fr FRA,FW,Saint-Étienne,fr Ligue 1,18,2002,0.1,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
2299,Marcel Sabitzer,at AUT,MF,RB Leipzig,de Bundesliga,26,1994,22.5,59,2.62,55,0,0,3,1,0,5,0.22,4,0,0,1,0,0,Matches
2300,Alexis Saelemaekers,be BEL,FW,Milan,it Serie A,21,1999,22.4,72,3.21,58,0,5,0,8,1,8,0.36,6,0,0,0,2,0,Matches
2301,Modibo Sagnan,ml MLI,DF,Real Sociedad,es La Liga,21,1999,6.9,4,0.58,3,0,0,1,0,0,0,0.00,0,0,0,0,0,0,Matches
2302,Allan Saint-Maximin,fr FRA,FWMF,Newcastle Utd,eng Premier League,23,1997,17.3,61,3.52,41,1,12,1,5,1,10,0.58,8,0,1,1,0,0,Matches
2303,Borja Sainz,es ESP,MFFW,Alavés,es La Liga,19,2001,5.0,5,0.99,3,0,1,1,0,0,0,0.00,0,0,0,0,0,0,Matches
2304,Romain Saïss,ma MAR,DF,Wolves,eng Premier League,30,1990,26.7,16,0.60,13,1,1,1,0,0,1,0.04,1,0,0,0,0,0,Matches
2305,Bukayo Saka,eng ENG,FWDF,Arsenal,eng Premier League,18,2001,28.4,98,3.45,63,11,8,7,9,0,12,0.42,9,0,1,0,2,0,Matches
2306,Hiroki Sakai,jp JPN,DF,Marseille,fr Ligue 1,30,1990,26.5,31,1.17,28,2,1,0,0,0,3,0.11,2,1,0,0,0,0,Matches
2307,Moïse Sakava,cm CMR,MF,Reims,fr Ligue 1,19,2000,0.1,1,11.25,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
2308,Mamadou Sakho,fr FRA,DF,Crystal Palace,eng Premier League,30,1990,3.1,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
2309,Jacopo Sala,it ITA,DF,Spezia,it Serie A,28,1991,4.2,6,1.44,6,0,0,0,0,0,1,0.24,1,0,0,0,0,0,Matches
2310,Mohamed Salah,eg EGY,FW,Liverpool,eng Premier League,28,1992,34.2,117,3.42,87,1,6,12,7,4,14,0.41,10,0,0,2,2,0,Matches
2311,Eddy Salcedo,it ITA,FWMF,Hellas Verona,it Serie A,18,2001,8.4,13,1.55,10,0,1,0,2,0,2,0.24,1,0,0,0,1,0,Matches
2312,William Saliba,fr FRA,DF,Nice,fr Ligue 1,19,2001,20.0,4,0.20,4,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
2313,Romain Salin,fr FRA,GK,Rennes,fr Ligue 1,36,1984,15.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
2314,Mohammed Salisu,gh GHA,DF,Southampton,eng Premier League,21,1999,9.4,5,0.53,4,0,0,1,0,0,0,0.00,0,0,0,0,0,0,Matches
2315,Roland Sallai,hu HUN,MFFW,Freiburg,de Bundesliga,23,1997,18.5,37,2.00,26,1,0,2,8,0,9,0.49,5,0,0,1,3,0,Matches
2316,Salvi,es ESP,MFFW,Cádiz,es La Liga,29,1991,21.5,29,1.35,18,7,1,0,3,0,1,0.05,1,0,0,0,0,0,Matches
2317,Lazar Samardzic,de GER,MFFW,RB Leipzig,de Bundesliga,18,2002,2.2,4,1.80,3,0,1,0,0,0,1,0.45,1,0,0,0,0,0,Matches
2318,Diadie Samassékou,ml MLI,MF,Hoffenheim,de Bundesliga,24,1996,28.5,37,1.30,29,1,2,2,1,2,7,0.25,5,0,0,1,1,0,Matches
2319,Mama Samba Baldé,gw GNB,FW,Dijon,fr Ligue 1,24,1995,24.0,45,1.87,22,0,7,7,6,3,2,0.08,1,0,1,0,0,0,Matches
2320,Junior Sambia,fr FRA,DFMF,Montpellier,fr Ligue 1,23,1996,27.2,65,2.39,50,2,3,1,9,0,13,0.48,10,1,0,0,2,0,Matches
2321,Frédéric Sammaritano,fr FRA,FWMF,Dijon,fr Ligue 1,34,1986,12.6,31,2.47,16,14,0,0,1,0,3,0.24,2,1,0,0,0,0,Matches
2322,Fede San Emeterio,es ESP,MF,Valladolid,es La Liga,23,1997,16.2,9,0.55,8,0,0,0,1,0,0,0.00,0,0,0,0,0,0,Matches
2323,Antonio Sanabria,py PAR,FW,Torino,it Serie A,24,1996,10.9,19,1.75,14,0,1,1,2,1,2,0.18,2,0,0,0,0,0,Matches
2324,Antonio Sanabria,py PAR,FW,Betis,es La Liga,24,1996,10.4,16,1.55,14,0,0,2,0,0,3,0.29,3,0,0,0,0,0,Matches
2325,Oihan Sancet,es ESP,FWMF,Athletic Club,es La Liga,20,2000,11.5,25,2.17,20,0,1,0,2,2,4,0.35,4,0,0,0,0,0,Matches
2326,Renato Sanches,pt POR,MF,Lille,fr Ligue 1,22,1997,14.1,41,2.91,24,8,4,2,3,0,9,0.64,5,1,2,1,0,0,Matches
2327,Juan Sánchez Miño,ar ARG,DFMF,Elche,es La Liga,30,1990,5.5,2,0.36,2,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
2328,Alexis Sánchez,cl CHI,FW,Inter,it Serie A,31,1988,12.7,71,5.58,53,8,3,3,4,0,15,1.18,13,1,1,0,0,0,Matches
2329,Davinson Sánchez,co COL,DF,Tottenham,eng Premier League,24,1996,16.5,5,0.30,3,1,0,1,0,0,1,0.06,1,0,0,0,0,0,Matches
2330,Germán Sánchez,es ESP,DF,Granada,es La Liga,33,1986,29.3,5,0.17,3,0,0,1,1,0,1,0.03,1,0,0,0,0,0,Matches
2331,Javi Sánchez,es ESP,DF,Valladolid,es La Liga,23,1997,10.2,5,0.49,4,0,0,0,0,1,0,0.00,0,0,0,0,0,0,Matches
2332,Manuel Sánchez,es ESP,DF,Osasuna,es La Liga,19,2000,10.8,25,2.31,20,1,2,0,1,1,4,0.37,4,0,0,0,0,0,Matches
2333,Manuel Sánchez,es ESP,DF,Atlético Madrid,es La Liga,19,2000,0.5,1,1.84,1,0,0,0,0,0,1,1.84,1,0,0,0,0,0,Matches
2334,Robert Sánchez,es ESP,GK,Brighton,eng Premier League,22,1997,27.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
2335,Jadon Sancho,eng ENG,FWMF,Dortmund,de Bundesliga,20,2000,22.9,125,5.46,87,21,11,3,2,1,22,0.96,17,1,1,1,2,0,Matches
2336,Alex Sandro,br BRA,DF,Juventus,it Serie A,29,1991,20.6,38,1.84,31,1,2,2,2,0,6,0.29,6,0,0,0,0,0,Matches
2337,Leroy Sané,de GER,FWMF,Bayern Munich,de Bundesliga,24,1996,20.1,86,4.29,65,2,14,4,1,0,21,1.05,18,0,1,2,0,0,Matches
2338,Salif Sané,sn SEN,DF,Schalke 04,de Bundesliga,29,1990,11.9,7,0.59,6,0,0,1,0,0,0,0.00,0,0,0,0,0,0,Matches
2339,Oier Sanjurjo,es ESP,MF,Osasuna,es La Liga,34,1986,23.2,27,1.17,21,0,0,0,2,4,4,0.17,3,0,0,0,0,1,Matches
2340,Mohamed Sankoh,nl NED,FW,Stuttgart,de Bundesliga,16,2003,0.2,1,5.29,0,0,0,1,0,0,0,0.00,0,0,0,0,0,0,Matches
2341,Siriki Sanogo,ci CIV,MF,Benevento,it Serie A,18,2001,0.1,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
2342,Morgan Sanson,fr FRA,MF,Marseille,fr Ligue 1,25,1994,9.2,17,1.85,12,1,0,2,1,1,4,0.44,2,1,0,0,1,0,Matches
2343,Morgan Sanson,fr FRA,MF,Aston Villa,eng Premier League,25,1994,3.3,4,1.22,4,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
2344,Nicola Sansone,it ITA,FWMF,Bologna,it Serie A,28,1991,13.0,54,4.16,37,8,1,1,6,1,3,0.23,1,1,0,0,1,0,Matches
2345,Baptiste Santamaria,fr FRA,MF,Angers,fr Ligue 1,25,1995,3.0,8,2.67,6,0,0,1,1,0,0,0.00,0,0,0,0,0,0,Matches
2346,Baptiste Santamaria,fr FRA,MF,Freiburg,de Bundesliga,25,1995,24.5,37,1.51,28,0,2,3,2,2,4,0.16,3,0,0,1,0,0,Matches
2347,Federico Santander,py PAR,FW,Bologna,it Serie A,29,1991,0.4,4,9.73,1,0,0,2,1,0,1,2.43,1,0,0,0,0,0,Matches
2348,Davide Santon,it ITA,DF,Roma,it Serie A,29,1991,6.5,8,1.23,7,1,0,0,0,0,1,0.15,0,1,0,0,0,0,Matches
2349,Samir Santos,br BRA,DF,Udinese,it Serie A,25,1994,24.6,20,0.81,15,1,1,0,2,1,0,0.00,0,0,0,0,0,0,Matches
2350,Riccardo Saponara,it ITA,FW,Fiorentina,it Serie A,28,1991,0.6,1,1.73,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
2351,Riccardo Saponara,it ITA,FWMF,Spezia,it Serie A,28,1991,4.3,13,3.01,6,0,3,0,4,0,2,0.46,0,0,0,0,2,0,Matches
2352,Ivan Šaponjić,rs SRB,FW,Cádiz,es La Liga,22,1997,4.3,6,1.39,3,0,0,1,2,0,0,0.00,0,0,0,0,0,0,Matches
2353,Pablo Sarabia,es ESP,FWMF,Paris S-G,fr Ligue 1,28,1992,14.7,49,3.34,38,1,2,6,2,0,7,0.48,5,0,1,1,0,0,Matches
2354,Josh Sargent,us USA,FWMF,Werder Bremen,de Bundesliga,20,2000,27.8,64,2.30,42,0,8,7,6,1,4,0.14,1,0,0,1,1,1,Matches
2355,Bouna Sarr,gn GUI,DF,Bayern Munich,de Bundesliga,28,1992,5.0,9,1.79,8,0,1,0,0,0,3,0.60,3,0,0,0,0,0,Matches
2356,Bouna Sarr,gn GUI,DF,Marseille,fr Ligue 1,28,1992,0.8,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
2357,Sidy Sarr,sn SEN,MF,Nîmes,fr Ligue 1,24,1996,5.1,6,1.17,3,0,1,0,1,1,0,0.00,0,0,0,0,0,0,Matches
2358,Marco Sau,it ITA,MFFW,Benevento,it Serie A,32,1987,8.7,31,3.55,18,10,0,1,2,0,4,0.46,2,1,0,0,1,0,Matches
2359,Téji Savanier,fr FRA,MF,Montpellier,fr Ligue 1,28,1991,24.1,126,5.24,47,43,10,11,9,6,11,0.46,4,3,1,2,1,0,Matches
2360,Stefan Savić,me MNE,DF,Atlético Madrid,es La Liga,29,1991,32.8,13,0.40,12,0,0,1,0,0,3,0.09,2,0,0,1,0,0,Matches
2361,Romaine Sawyers,kn SKN,MF,West Brom,eng Premier League,28,1991,16.5,13,0.79,12,0,0,0,1,0,2,0.12,2,0,0,0,0,0,Matches
2362,Gianluca Scamacca,it ITA,FW,Genoa,it Serie A,21,1999,15.0,30,2.00,22,0,2,3,1,2,4,0.27,4,0,0,0,0,0,Matches
2363,Dane Scarlett,eng ENG,FW,Tottenham,eng Premier League,16,2004,0.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
2364,Fabian Schär,ch SUI,DF,Newcastle Utd,eng Premier League,28,1991,13.8,9,0.65,7,0,0,0,1,1,1,0.07,1,0,0,0,0,0,Matches
2365,Aurélien Scheidler,fr FRA,FW,Dijon,fr Ligue 1,22,1998,3.8,6,1.58,4,0,0,1,0,1,1,0.26,0,0,0,1,0,0,Matches
2366,Nicolás Schiappacasse,uy URU,MF,Sassuolo,it Serie A,21,1999,0.2,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
2367,Pasquale Schiattarella,it ITA,MF,Benevento,it Serie A,33,1987,25.0,51,2.04,46,1,1,1,1,1,1,0.04,1,0,0,0,0,0,Matches
2368,Patrik Schick,cz CZE,FW,Leverkusen,de Bundesliga,24,1996,20.7,46,2.22,33,0,5,5,3,0,6,0.29,4,0,1,0,1,0,Matches
2369,Sven Schipplock,de GER,FWMF,Arminia,de Bundesliga,31,1988,8.3,16,1.94,11,0,1,0,3,1,1,0.12,1,0,0,0,0,0,Matches
2370,Xaver Schlager,at AUT,MF,Wolfsburg,de Bundesliga,22,1997,29.2,51,1.75,41,1,1,3,2,3,6,0.21,4,0,0,1,0,1,Matches
2371,Keven Schlotterbeck,de GER,DF,Freiburg,de Bundesliga,23,1997,18.4,6,0.33,6,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
2372,Nico Schlotterbeck,de GER,DF,Union Berlin,de Bundesliga,20,1999,14.3,15,1.05,12,0,0,1,1,1,1,0.07,1,0,0,0,0,0,Matches
2373,Jeffrey Schlupp,gh GHA,MF,Crystal Palace,eng Premier League,27,1992,15.9,34,2.14,26,0,2,1,5,0,6,0.38,4,0,0,1,1,0,Matches
2374,Kasper Schmeichel,dk DEN,GK,Leicester City,eng Premier League,33,1986,38.0,1,0.03,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
2375,Jonathan Schmid,fr FRA,DFMF,Freiburg,de Bundesliga,30,1990,26.6,59,2.22,43,8,3,2,2,1,5,0.19,3,1,0,0,0,1,Matches
2376,Romano Schmid,at AUT,FWMF,Werder Bremen,de Bundesliga,20,2000,13.1,31,2.37,26,1,1,1,2,0,7,0.54,6,0,0,0,1,0,Matches
2377,Benno Schmitz,de GER,DF,Köln,de Bundesliga,25,1994,4.6,12,2.60,10,2,0,0,0,0,1,0.22,1,0,0,0,0,0,Matches
2378,Morgan Schneiderlin,fr FRA,MF,Nice,fr Ligue 1,30,1989,24.4,27,1.11,24,0,1,0,0,2,2,0.08,2,0,0,0,0,0,Matches
2379,Alessandro Schöpf,at AUT,FWMF,Schalke 04,de Bundesliga,26,1994,10.5,17,1.62,11,1,3,1,1,0,2,0.19,2,0,0,0,0,0,Matches
2380,Jerdy Schouten,nl NED,MF,Bologna,it Serie A,23,1997,27.9,46,1.65,40,1,2,0,2,1,1,0.04,1,0,0,0,0,0,Matches
2381,Nico Schulz,de GER,DF,Dortmund,de Bundesliga,27,1993,6.8,12,1.77,10,1,0,0,0,1,4,0.59,3,1,0,0,0,0,Matches
